RANK,MOVEMENT,PLAYER_ID,PLAYER,BIRDIE TO BOGEY RATIO,TOTAL BIRDIES AND BETTER,TOTAL BOGEYS AND WORSE
1,0,01876,Greg Norman,2.14,225,105
2,0,01968,Nick Price,1.71,267,156
3,0,01837,Gil Morgan,1.69,304,180
4,0,02146,Payne Stewart,1.66,365,220
5,0,01418,Bill Glasson,1.59,295,186
6,0,01928,Corey Pavin,1.58,339,214
7,0,01378,David Frost,1.56,289,185
8,0,02321,Fuzzy Zoeller,1.54,275,179
9,0,01633,Tom Kite,1.50,269,179
10,0,01042,Paul Azinger,1.49,306,205
10,0,01331,Rick Fehr,1.49,348,234
12,0,01306,David Edwards,1.48,288,195
13,0,01527,Scott Hoch,1.47,350,238
14,0,01226,Fred Couples,1.44,281,195
15,0,01475,Donnie Hammond,1.41,311,221
16,0,01706,Davis Love III,1.40,376,269
16,0,01783,Mark McCumber,1.40,288,206
18,0,01313,Steve Elkington,1.39,323,232
18,0,01361,Dan Forsman,1.39,314,226
18,0,02159,Curtis Strange,1.39,287,207
21,0,01553,John Huston,1.37,432,315
21,0,01823,Larry Mize,1.37,267,195
23,0,01203,Russ Cochran,1.36,374,274
24,0,02099,Scott Simpson,1.35,292,217
25,0,01219,John Cook,1.34,310,231
25,0,01559,Hale Irwin,1.34,233,174
25,0,01677,Tom Lehman,1.34,335,250
25,0,01690,Bruce Lietzke,1.34,175,131
29,0,01200,Keith Clearwater,1.33,395,296
29,0,01320,Bob Estes,1.33,351,264
31,0,01457,Jay Haas,1.31,375,287
31,0,01724,Jeff Maggert,1.31,341,260
33,0,02010,Loren Roberts,1.30,311,239
34,0,02242,Lanny Wadkins,1.28,254,199
35,0,01701,Bob Lohr,1.27,285,224
36,0,01577,Lee Janzen,1.26,347,275
37,0,01201,Lennie Clements,1.25,283,227
37,0,01569,Peter Jacobsen,1.25,261,208
37,0,01771,Blaine McCallister,1.25,330,264
40,0,02256,Tom Watson,1.24,210,170
41,0,01098,Jay Don Blake,1.23,314,256
41,0,01887,Mark O'Meara,1.23,309,251
41,0,02267,D.A. Weibring,1.23,250,203
44,0,01381,Fred Funk,1.22,397,325
45,0,01132,Mark Brooks,1.21,309,255
45,0,01682,Wayne Levi,1.21,288,239
45,0,02133,Craig Stadler,1.21,270,224
48,0,01196,Brian Claar,1.20,365,305
48,0,01495,Morris Hatalsky,1.20,198,165
48,0,01607,Brian Kamm,1.20,312,260
51,0,01329,Brad Faxon,1.19,316,266
51,0,01797,Rocco Mediate,1.19,287,241
51,0,02214,Kirk Triplett,1.19,319,268
51,0,02279,Mark Wiebe,1.19,314,264
55,0,01143,Brad Bryant,1.18,377,320
55,0,01161,Mark Calcavecchia,1.18,341,289
55,0,01385,Jim Gallagher Jr.,1.18,316,268
55,0,01648,Billy Kratzert,1.18,160,136
55,0,01723,Andrew Magee,1.18,253,214
60,0,02225,Howard Twitty,1.17,329,281
61,0,06090,Jim McGovern,1.16,422,363
61,0,01971,Dillard Pruitt,1.16,272,234
61,0,02100,Tim Simpson,1.16,282,243
64,0,01766,Billy Mayfair,1.15,360,312
64,0,01926,Steve Pate,1.15,292,253
66,0,01014,Fulton Allem,1.14,327,288
66,0,01444,Ken Green,1.14,239,210
66,0,01510,Nolan Henke,1.14,337,295
69,0,01945,Kenny Perry,1.13,321,283
69,0,02033,Dave Rummells,1.13,273,242
71,0,01072,Chip Beck,1.12,292,261
71,0,01093,Ronnie Black,1.12,299,266
71,0,01353,Bruce Fleisher,1.12,297,265
71,0,01707,Steve Lowery,1.12,375,336
71,0,02131,Mike Springer,1.12,285,254
76,0,01024,Billy Andrade,1.11,321,288
76,0,01736,Roger Maltbie,1.11,190,171
76,0,01958,Dan Pohl,1.11,173,156
