RANK,MOVEMENT,PLAYER_ID,PLAYER,AVERAGE BOGEYS PER ROUND,TOTAL BOGEYS,ROUNDS PLAYED
1,0,08793,Tiger Woods,1.66,113,68
2,0,06567,Vijay Singh,2.05,197,96
3,0,10809,Jim Furyk,2.08,177,85
4,0,02010,Loren Roberts,2.11,196,93
5,0,01381,Fred Funk,2.13,226,106
6,0,08075,Jerry Kelly,2.15,211,98
7,0,06251,Chris DiMarco,2.16,229,106
8,0,01307,Joel Edwards,2.18,220,101
8,0,08545,Glen Hnatiuk,2.18,203,93
10,0,20127,Chris Riley,2.19,219,100
11,0,20572,Rod Pampling,2.20,207,94
12,0,10860,Justin Leonard,2.21,208,94
13,0,01361,Dan Forsman,2.22,180,81
14,0,02104,Jeff Sluman,2.24,262,117
14,0,02206,David Toms,2.24,228,102
14,0,02223,Bob Tway,2.24,222,99
17,0,06350,Bob May,2.26,201,89
17,0,22913,John Rollins,2.26,271,120
17,0,02239,Scott Verplank,2.26,206,91
20,0,06522,Ernie Els,2.27,141,62
20,0,01938,David Peoples,2.27,238,105
22,0,02002,John Riegger,2.28,196,86
23,0,20157,Retief Goosen,2.30,124,54
23,0,01457,Jay Haas,2.30,182,79
25,0,01320,Bob Estes,2.31,201,87
25,0,01569,Peter Jacobsen,2.31,155,67
27,0,06809,Bob Burns,2.33,224,96
27,0,01185,Brandel Chamblee,2.33,196,84
29,0,12652,Cameron Beckman,2.34,199,85
29,0,01810,Phil Mickelson,2.34,220,94
31,0,12510,Chad Campbell,2.35,256,109
31,0,20634,Peter Lonard,2.35,219,93
31,0,06078,Esteban Toledo,2.35,240,102
34,0,01142,Bart Bryant,2.36,156,66
34,0,06515,Shaun Micheel,2.36,229,97
36,0,08931,Glen Day,2.37,244,103
36,0,12823,Carlos Franco,2.37,249,105
38,0,01553,John Huston,2.39,229,96
38,0,01945,Kenny Perry,2.39,227,95
40,0,23983,Luke Donald,2.40,250,104
40,0,01527,Scott Hoch,2.40,168,70
40,0,21961,Charles Howell III,2.40,269,112
43,0,20094,Jonathan Kaye,2.43,197,81
43,0,01677,Tom Lehman,2.43,170,70
43,0,01948,Tim Petrovic,2.43,216,89
46,0,06575,Dudley Hart,2.44,205,84
46,0,01797,Rocco Mediate,2.44,183,75
48,0,06573,Brandt Jobe,2.46,231,94
48,0,01706,Davis Love III,2.46,214,87
48,0,02101,Joey Sindelar,2.46,251,102
48,0,02245,Grant Waite,2.46,236,96
52,0,12782,Tim Herron,2.47,245,99
53,0,01098,Jay Don Blake,2.48,260,105
53,0,20105,Jeff Gove,2.48,221,89
53,0,01619,Skip Kendall,2.48,250,101
53,0,06498,Matt Peterson,2.48,198,80
53,0,01968,Nick Price,2.48,164,66
53,0,11011,Mike Sposa,2.48,270,109
59,0,07721,Pat Bates,2.49,227,91
59,0,01157,Tom Byrum,2.49,192,77
59,0,01388,Robert Gamez,2.49,172,69
59,0,10201,Matt Gogel,2.49,189,76
59,0,06012,Greg Kraft,2.49,209,84
59,0,01920,Craig Parry,2.49,172,69
65,0,06621,Joe Durant,2.50,215,86
65,0,01761,Len Mattiace,2.50,265,106
65,0,01887,Mark O'Meara,2.50,165,66
68,0,10885,Robert Allenby,2.51,238,95
68,0,20098,Stuart Appleby,2.51,236,94
68,0,20498,Briny Baird,2.51,271,108
68,0,07003,David Berganio Jr.,2.51,198,79
68,0,01766,Billy Mayfair,2.51,236,94
68,0,02214,Kirk Triplett,2.51,198,79
74,0,19824,Craig Barlow,2.52,146,58
74,0,01329,Brad Faxon,2.52,214,85
74,0,19846,Brian Gay,2.52,290,115
74,0,08633,Per-Ulrik Johansson,2.52,219,87
74,0,01666,Bernhard Langer,2.52,136,54
79,0,01685,J.L. Lewis,2.54,249,98
79,0,06595,Kevin Sutherland,2.54,229,90
79,0,10425,Jay Williamson,2.54,231,91
82,0,01139,Olin Browne,2.55,265,104
82,0,01723,Andrew Magee,2.55,224,88
84,0,01313,Steve Elkington,2.56,202,79
84,0,20574,Mathew Goggin,2.56,164,64
86,0,24925,Jonathan Byrd,2.57,239,93
86,0,01226,Fred Couples,2.57,154,60
86,0,01378,David Frost,2.57,231,90
89,0,23135,Tim Clark,2.58,188,73
89,0,12663,Phil Tataurangi,2.58,217,84
91,0,01175,Jim Carter,2.59,254,98
91,0,12645,Brent Geiberger,2.59,238,92
91,0,23353,J.J. Henry,2.59,280,108
91,0,12680,Shigeki Maruyama,2.59,225,87
