RANK,MOVEMENT,PLAYER_ID,PLAYER,% TIMES IMPROVED,# OF TIMES IMPROVED
1,0,30911,Tommy Fleetwood,100.0,5
1,0,32102,Rickie Fowler,100.0,2
1,0,30925,Dustin Johnson,100.0,4
1,0,36689,Brooks Koepka,100.0,6
1,0,28775,Nate Lashley,100.0,3
1,0,26329,Louis Oosthuizen,100.0,6
1,0,22582,Kyle Thompson,100.0,2
1,0,35544,Andrew Yun,100.0,1
9,0,45609,Tyler Duncan,90.0,9
9,0,25900,Lucas Glover,90.0,9
9,0,30692,Scott Stallings,90.0,9
12,0,24024,Zach Johnson,88.9,8
13,0,27349,Alex Noren,87.5,7
14,0,25364,Paul Casey,85.7,6
14,0,29725,Tony Finau,85.7,6
14,0,25198,Francesco Molinari,85.7,6
17,0,01810,Phil Mickelson,84.6,11
18,0,34099,Harris English,83.3,5
18,0,20157,Retief Goosen,83.3,5
18,0,29221,Webb Simpson,83.3,5
18,0,33448,Justin Thomas,83.3,5
22,0,34563,Chesson Hadley,81.8,9
23,0,29268,Bronson Burgoon,80.0,4
23,0,32366,Kevin Chappell,80.0,8
23,0,29974,Branden Grace,80.0,8
23,0,35421,Brandon Harkins,80.0,12
23,0,21961,Charles Howell III,80.0,12
23,0,34174,John Huh,80.0,8
23,0,29222,Billy Hurley III,80.0,4
23,0,46501,Ollie Schniederjans,80.0,8
31,0,30944,Jason Kokrak,78.6,11
32,0,26499,Rafa Cabrera Bello,77.8,7
32,0,28252,Seamus Power,77.8,7
32,0,26476,Chez Reavie,77.8,7
32,0,23325,Vaughn Taylor,77.8,7
36,0,37338,Zecheng Dou,75.0,3
36,0,31416,Derek Fathauer,75.0,6
36,0,28679,Fabián Gómez,75.0,9
36,0,34363,Tyrrell Hatton,75.0,6
36,0,23353,J.J. Henry,75.0,6
36,0,23108,Matt Kuchar,75.0,6
36,0,27129,Luke List,75.0,6
36,0,33413,Ben Martin,75.0,6
36,0,32839,Hideki Matsuyama,75.0,6
36,0,25572,Graeme McDowell,75.0,6
36,0,29908,C.T. Pan,75.0,9
36,0,27556,Ted Potter Jr.,75.0,6
36,0,39328,Conrad Shindler,75.0,6
36,0,35891,Cameron Smith,75.0,6
36,0,27649,Brandt Snedeker,75.0,6
36,0,34264,Hudson Swafford,75.0,6
36,0,25493,Nick Taylor,75.0,9
36,0,47128,Richy Werenski,75.0,9
54,0,40026,Daniel Berger,72.7,8
54,0,36799,Stephan Jaeger,72.7,8
54,0,33122,Russell Knox,72.7,8
54,0,25396,Kevin Na,72.7,8
54,0,47347,Adam Schenk,72.7,8
54,0,31323,Gary Woodland,72.7,8
60,0,29478,Kevin Kisner,71.4,5
60,0,24781,Hunter Mahan,71.4,5
60,0,25818,Scott Piercy,71.4,5
60,0,24138,Ian Poulter,71.4,5
60,0,34046,Jordan Spieth,71.4,5
60,0,34431,Robert Streb,71.4,5
66,0,26851,Marc Leishman,70.0,7
66,0,29461,Jamie Lovemark,70.0,7
66,0,20572,Rod Pampling,70.0,7
66,0,24361,Pat Perez,70.0,7
66,0,23621,Rory Sabbatini,70.0,7
71,0,20472,Alex Cejka,69.2,9
71,0,33399,Adam Hadwin,69.2,9
73,0,40009,Dominic Bozzelli,66.7,6
73,0,29479,Scott Brown,66.7,8
73,0,10809,Jim Furyk,66.7,4
73,0,46402,Talor Gooch,66.7,4
73,0,32448,James Hahn,66.7,8
73,0,34098,Russell Henley,66.7,6
73,0,34466,Peter Malnati,66.7,6
73,0,28237,Rory McIlroy,66.7,2
73,0,32640,Troy Merritt,66.7,6
73,0,34213,Grayson Murray,66.7,6
73,0,24140,Sean O'Hair,66.7,6
73,0,27942,Rob Oppenheim,66.7,6
73,0,34360,Patrick Reed,66.7,6
73,0,36699,Patrick Rodgers,66.7,8
73,0,22405,Justin Rose,66.7,2
73,0,24502,Adam Scott,66.7,6
73,0,39324,J.J. Spaun,66.7,6
73,0,31560,Brian Stuard,66.7,8
73,0,32333,Kevin Tway,66.7,8
73,0,25632,Jimmy Walker,66.7,8
93,0,39546,Keith Mitchell,64.3,9
94,0,27963,Chris Stroud,63.6,7
95,0,24358,Robert Garrigus,62.5,5
95,0,39954,Cody Gribble,62.5,5
95,0,24924,Bill Haas,62.5,5
95,0,30926,Chris Kirk,62.5,10
95,0,29926,Danny Lee,62.5,5
95,0,33204,Shane Lowry,62.5,5
95,0,31202,William McGirt,62.5,5
95,0,46601,Trey Mullinax,62.5,5
95,0,29518,Brendan Steele,62.5,5
95,0,29484,Peter Uihlein,62.5,5
105,0,19803,Ryan Armour,61.5,8
106,0,29535,Brice Garnett,60.0,9
106,0,37455,Si Woo Kim,60.0,9
106,0,34358,Jonathan Randolph,60.0,6
106,0,21528,Henrik Stenson,60.0,3
106,0,33419,Cameron Tringale,60.0,3
106,0,08793,Tiger Woods,60.0,3
112,0,35461,Beau Hossler,58.3,7
113,0,27958,Ryan Blaum,57.1,4
113,0,27895,Jonas Blixt,57.1,4
113,0,35450,Patrick Cantlay,57.1,4
113,0,34076,Joel Dahmen,57.1,4
113,0,26758,David Hearn,57.1,4
113,0,29420,Billy Horschel,57.1,4
119,0,33948,Byeong Hun An,55.6,5
119,0,22371,Aaron Baddeley,55.6,5
119,0,35545,Blayne Barber,55.6,5
119,0,47959,Bryson DeChambeau,55.6,5
119,0,31646,Emiliano Grillo,55.6,5
119,0,37278,Nicholas Lindheim,55.6,5
119,0,22056,Cameron Percy,55.6,5
119,0,37275,Sam Ryder,55.6,5
127,0,35310,Lanto Griffin,54.5,6
127,0,27644,Brian Harman,54.5,6
127,0,34409,David Lingmerth,54.5,6
127,0,29485,Brett Stegmaier,54.5,6
131,0,45526,Abraham Ancer,53.8,7
132,0,30978,Kiradech Aphibarnrat,50.0,3
132,0,48084,Wesley Bryan,50.0,4
132,0,12510,Chad Campbell,50.0,6
132,0,28089,Jason Day,50.0,2
132,0,12716,Charley Hoffman,50.0,3
132,0,32757,Patton Kizzire,50.0,6
132,0,31420,Anirban Lahiri,50.0,4
132,0,27936,Martin Laird,50.0,3
132,0,26596,Ryan Moore,50.0,3
132,0,23320,Ryan Palmer,50.0,4
132,0,32876,Martin Piller,50.0,4
132,0,25240,D.A. Points,50.0,2
132,0,49771,J.T. Poston,50.0,3
132,0,26331,Charl Schwartzel,50.0,4
132,0,25834,Daniel Summerhays,50.0,2
132,0,37189,Harold Varner III,50.0,6
132,0,49964,Aaron Wise,50.0,4
132,0,32254,Xinjun Zhang,50.0,5
150,0,46435,Austin Cook,47.1,8
151,0,39997,Corey Conners,46.7,7
151,0,27095,Nick Watney,46.7,7
153,0,39327,Ben Silverman,46.2,6
153,0,27064,Jhonattan Vegas,46.2,6
155,0,27141,J.B. Holmes,44.4,4
155,0,35879,Kelly Kraft,44.4,4
155,0,29223,Sam Saunders,44.4,4
158,0,24925,Jonathan Byrd,42.9,3
158,0,34021,Bud Cauley,42.9,3
158,0,47993,Denny McCarthy,42.9,3
158,0,48081,Xander Schauffele,42.9,3
158,0,32150,Michael Thompson,42.9,3
163,0,28500,Martin Flores,41.7,5
163,0,27974,Sung Kang,41.7,5
163,0,28132,Tyrone Van Aswegen,41.7,5
166,0,19846,Brian Gay,40.0,4
166,0,26300,Matt Jones,40.0,2
166,0,50526,Tom Lovelady,40.0,4
166,0,26951,Johnson Wagner,40.0,4
166,0,25892,Steve Wheatcroft,40.0,2
171,0,33141,Keegan Bradley,38.5,5
172,0,24846,Ricky Barnes,37.5,3
172,0,37454,Whee Kim,37.5,3
172,0,27214,Kevin Streelman,37.5,3
175,0,35532,Tom Hoge,36.4,4
175,0,25804,Bubba Watson,36.4,4
177,0,20229,Stewart Cink,33.3,4
177,0,25686,Jason Dufner,33.3,3
177,0,33410,Andrew Landry,33.3,3
177,0,46970,Jon Rahm,33.3,1
181,0,35376,Roberto Díaz,30.0,3
181,0,28307,Matt Every,30.0,3
183,0,33418,Shawn Stefani,28.6,2
184,0,47125,Matt Atkins,25.0,1
184,0,20593,Greg Chalmers,25.0,1
184,0,39975,Michael Kim,25.0,1
184,0,32816,Satoshi Kodaira,25.0,1
184,0,34256,Andrew Putnam,25.0,2
184,0,30110,Kyle Stanley,25.0,1
184,0,47287,Ethan Tracy,25.0,2
191,0,40058,Zac Blair,20.0,1
192,0,23541,Ben Crane,12.5,1
193,0,35506,Mackenzie Hughes,11.1,1
