RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,0,46414,Aaron Rai,72.02%,857,1190
2,0,36884,Ben Kohles,70.57%,832,1179
3,0,29535,Brice Garnett,70.51%,471,668
4,0,52513,Carson Young,70.50%,839,1190
5,0,40026,Daniel Berger,70.42%,745,1058
6,0,26596,Ryan Moore,70.38%,701,996
7,0,50525,Collin Morikawa,70.15%,773,1102
8,0,49960,Sepp Straka,70.04%,755,1078
9,0,34098,Russell Henley,69.49%,713,1026
10,0,25900,Lucas Glover,69.31%,901,1300
11,0,30911,Tommy Fleetwood,69.22%,688,994
12,0,26476,Chez Reavie,68.43%,646,944
13,0,30927,Brendon Todd,68.07%,938,1378
14,0,52375,Doug Ghim,68.04%,856,1258
15,0,30163,Henrik Norlander,67.97%,624,918
16,0,57362,Austin Eckroat,67.86%,851,1254
17,0,34076,Joel Dahmen,67.39%,833,1236
18,0,40058,Zac Blair,67.37%,768,1140
19,0,27644,Brian Harman,67.19%,817,1216
20,0,37455,Si Woo Kim,67.16%,822,1224
21,0,45609,Tyler Duncan,67.01%,654,976
22,0,28775,Nate Lashley,66.96%,687,1026
23,0,46046,Scottie Scheffler,66.90%,665,994
24,0,54628,Lee Hodges,66.75%,845,1266
25,0,36801,Mark Hubbard,66.69%,915,1372
26,0,24024,Zach Johnson,66.27%,444,670
27,0,32640,Troy Merritt,66.12%,681,1030
28,0,23108,Matt Kuchar,66.07%,670,1014
29,0,33204,Shane Lowry,66.02%,647,980
30,0,37275,Sam Ryder,65.83%,686,1042
31,0,34256,Andrew Putnam,65.70%,724,1102
31,0,40115,Adam Svensson,65.70%,979,1490
33,0,30926,Chris Kirk,65.53%,709,1082
34,0,56630,Akshay Bhatia,65.50%,786,1200
35,0,55708,Hayden Buckley,65.49%,647,988
35,0,49771,J.T. Poston,65.49%,782,1194
37,0,34099,Harris English,65.36%,851,1302
37,0,48319,Tom Whitney,65.36%,617,944
39,0,51349,Nico Echavarria,65.28%,799,1224
40,0,51890,Greyson Sigg,65.21%,686,1052
41,0,23320,Ryan Palmer,65.10%,375,576
42,0,47983,Chad Ramey,65.07%,747,1148
43,0,55182,Tom Kim,64.92%,718,1106
44,0,50095,Austin Smotherman,64.77%,478,738
45,0,34587,Chan Kim,64.58%,713,1104
46,0,28252,Seamus Power,64.52%,862,1336
47,0,29908,C.T. Pan,64.43%,527,818
48,0,57900,Chandler Phillips,64.42%,737,1144
49,0,27214,Kevin Streelman,64.35%,619,962
50,0,39997,Corey Conners,64.29%,783,1218
51,0,33486,Roger Sloan,64.22%,587,914
52,0,36871,Matt NeSmith,63.87%,640,1002
53,0,27349,Alex Noren,63.78%,611,958
54,0,29420,Billy Horschel,63.76%,672,1054
55,0,27330,Josh Teater,63.71%,460,722
56,0,31646,Emiliano Grillo,63.64%,756,1188
57,0,39971,Sungjae Im,63.61%,771,1212
58,0,51696,Rico Hoey,63.49%,739,1164
59,0,51287,Ryo Hisatsune,63.43%,737,1162
60,0,32791,K.H. Lee,63.32%,682,1077
61,0,32757,Patton Kizzire,63.31%,547,864
62,0,50493,Justin Suh,63.23%,650,1028
63,0,22405,Justin Rose,63.20%,541,856
64,0,40098,Matt Fitzpatrick,63.18%,628,994
64,0,48153,Matthieu Pavon,63.18%,556,880
66,0,36326,David Lipsky,62.92%,604,960
67,0,39327,Ben Silverman,62.89%,678,1078
68,0,54576,Patrick Fishburn,62.68%,608,970
69,0,47993,Denny McCarthy,62.62%,764,1220
70,0,33141,Keegan Bradley,62.55%,693,1108
70,0,60067,Joe Highsmith,62.55%,608,972
72,0,34046,Jordan Spieth,62.45%,612,980
73,0,46340,Alex Smalley,62.43%,643,1030
74,0,52955,Ludvig Åberg,62.38%,655,1050
75,0,32333,Kevin Tway,62.29%,522,838
76,0,29478,Kevin Kisner,62.23%,468,752
77,0,35310,Lanto Griffin,62.10%,621,1000
78,0,59143,Mac Meissner,62.05%,618,996
79,0,27649,Brandt Snedeker,62.03%,500,806
80,0,33399,Adam Hadwin,61.98%,683,1102
81,0,52374,Brandon Wu,61.97%,699,1128
82,0,58168,Davis Thompson,61.88%,771,1246
83,0,32367,Jorge Campillo,61.76%,441,714
84,0,34021,Bud Cauley,61.73%,463,750
84,0,39324,J.J. Spaun,61.73%,684,1108
86,0,25493,Nick Taylor,61.70%,712,1154
87,0,47504,Sam Burns,61.62%,631,1024
88,0,46442,Maverick McNealy,61.22%,783,1279
89,0,28089,Jason Day,61.16%,592,968
90,0,45157,Cam Davis,61.08%,656,1074
91,0,48867,Matti Schmid,61.02%,659,1080
92,0,54783,Dylan Wu,61.01%,676,1108
93,0,52372,Cameron Champ,60.94%,479,786
94,0,27936,Martin Laird,60.86%,611,1004
95,0,48081,Xander Schauffele,60.84%,668,1098
96,0,35532,Tom Hoge,60.72%,855,1408
97,0,46717,Viktor Hovland,60.65%,484,798
98,0,40162,Justin Lower,60.63%,813,1341
99,0,32102,Rickie Fowler,60.59%,652,1076
100,0,48084,Wesley Bryan,60.57%,424,700
101,0,36799,Stephan Jaeger,60.56%,665,1098
102,0,28237,Rory McIlroy,60.29%,580,962
103,0,47679,Victor Perez,60.10%,595,990
104,0,47347,Adam Schenk,60.05%,771,1284
105,0,32070,Rafael Campos,59.98%,499,832
106,0,52514,Trace Crowe,59.96%,566,944
106,0,47483,Will Zalatoris,59.96%,548,914
108,0,52666,Sami Valimaki,59.93%,495,826
109,0,40006,Erik van Rooyen,59.89%,660,1102
110,0,46441,Robby Shelton,59.77%,630,1054
111,0,35461,Beau Hossler,59.66%,704,1180
111,0,45242,Kevin Yu,59.66%,605,1014
113,0,57366,Cameron Young,59.61%,676,1134
114,0,60004,Jacob Bridgeman,59.50%,645,1084
114,0,34563,Chesson Hadley,59.50%,545,916
116,0,45522,Christiaan Bezuidenhout,59.49%,630,1059
116,0,32366,Kevin Chappell,59.49%,464,780
118,0,50484,Hayden Springer,59.42%,593,998
119,0,47988,Nick Hardy,59.38%,722,1216
119,0,55893,Sam Stevens,59.38%,804,1354
121,0,48117,Kurt Kitayama,59.29%,651,1098
122,0,55454,Carl Yuan,59.26%,525,886
123,0,54591,Ben Griffin,59.21%,919,1552
124,0,36699,Patrick Rodgers,59.14%,822,1390
125,0,51977,Max Greyserman,59.10%,627,1061
126,0,39546,Keith Mitchell,59.09%,663,1122
127,0,49947,Taylor Moore,59.08%,813,1376
128,0,27064,Jhonattan Vegas,59.05%,587,994
129,0,51634,Sahith Theegala,59.04%,764,1294
130,0,33653,Thomas Detry,58.98%,545,924
131,0,29221,Webb Simpson,58.87%,418,710
132,0,32839,Hideki Matsuyama,58.80%,608,1034
133,0,51997,Andrew Novak,58.76%,671,1142
134,0,27129,Luke List,58.47%,628,1074
135,0,35450,Patrick Cantlay,58.42%,534,914
136,0,59836,Pierceson Coody,58.38%,634,1086
137,0,12716,Charley Hoffman,58.37%,565,968
138,0,29725,Tony Finau,58.36%,642,1100
139,0,24502,Adam Scott,58.28%,577,990
140,0,51070,Vincent Norrman,58.27%,398,683
141,0,39975,Michael Kim,58.10%,653,1124
142,0,22371,Aaron Baddeley,57.92%,585,1010
143,0,28420,Ryan Brehm,57.83%,480,830
144,0,27770,Camilo Villegas,57.80%,463,801
145,0,57975,Harry Hall,57.52%,635,1104
146,0,37212,Paul Barjon,57.47%,423,736
147,0,37378,Min Woo Lee,57.44%,525,914
148,0,40250,Taylor Pendrith,57.39%,606,1056
149,0,47591,Eric Cole,57.25%,853,1490
150,0,54421,Garrick Higgo,57.10%,627,1098
151,0,50188,S.H. Kim,56.94%,829,1456
152,0,47806,Raul Pereda,56.77%,369,650
153,0,52215,Robert MacIntyre,56.64%,563,994
154,0,39977,Max Homa,56.62%,624,1102
154,0,47995,Davis Riley,56.62%,573,1012
156,0,33408,Tyson Alexander,56.43%,588,1042
157,0,47420,Jake Knapp,56.23%,587,1044
158,0,47663,Kevin Dougherty,56.19%,481,856
159,0,34255,Joseph Bramlett,56.10%,653,1164
160,0,33448,Justin Thomas,55.83%,517,926
161,0,48887,Matt Wallace,55.74%,495,888
162,0,50497,Adrien Dumont de Chassart,55.54%,571,1028
163,0,33968,Thorbjørn Olesen,55.45%,366,660
164,0,51766,Wyndham Clark,55.25%,516,934
164,0,59866,Nick Dunlap,55.25%,516,934
166,0,27139,David Skinns,55.20%,626,1134
167,0,35617,Martin Trainer,55.19%,383,694
168,0,46113,Ryan McCormick,55.08%,466,846
169,0,31323,Gary Woodland,54.97%,608,1106
170,0,35506,Mackenzie Hughes,54.85%,724,1320
171,0,51894,Vince Whaley,54.70%,547,1000
172,0,48119,Ben Taylor,54.52%,470,862
173,0,52453,Nicolai Højgaard,54.30%,429,790
174,0,56149,Wilson Furr,54.19%,427,788
175,0,34374,Erik Barnes,53.68%,401,747
176,0,60767,Blaine Hale Jr.,53.46%,386,722
177,0,33948,Byeong Hun An,53.33%,561,1052
178,0,59442,Parker Coody,53.29%,405,760
179,0,48699,Callum Tarren,52.99%,514,970
180,0,38991,Alejandro Tosti,52.93%,506,956
181,0,34466,Peter Malnati,52.69%,549,1042
182,0,29936,Ryan Fox,52.32%,563,1076
183,0,59095,Chris Gotterup,49.54%,485,979
184,0,55789,Taylor Montgomery,49.06%,367,748
