RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL MISSED,TOTAL FWYS,RELATIVE TO PAR
1,0,24024,Zach Johnson,1.50%,9,599,+0.67
2,0,29535,Brice Garnett,2.35%,14,595,+0.36
3,0,34076,Joel Dahmen,2.48%,25,1008,+0.40
4,0,39327,Ben Silverman,2.55%,25,980,+0.28
5,0,52513,Carson Young,2.74%,28,1021,+0.54
6,0,39971,Sungjae Im,2.82%,31,1099,+0.32
6,0,50525,Collin Morikawa,2.82%,27,959,+0.33
8,0,46414,Aaron Rai,2.91%,30,1032,+0.40
9,0,54628,Lee Hodges,2.94%,35,1191,+0.69
10,0,45609,Tyler Duncan,3.10%,24,774,+0.67
11,0,34098,Russell Henley,3.11%,28,899,+0.43
12,0,34021,Bud Cauley,3.13%,22,704,+0.36
13,0,47983,Chad Ramey,3.16%,30,949,+0.43
14,0,30163,Henrik Norlander,3.24%,22,678,+0.45
14,0,27064,Jhonattan Vegas,3.24%,27,833,+0.30
16,0,27349,Alex Noren,3.26%,27,829,+0.11
17,0,27649,Brandt Snedeker,3.35%,24,717,+0.46
18,0,35532,Tom Hoge,3.42%,43,1258,+0.26
19,0,36884,Ben Kohles,3.47%,35,1010,+0.34
20,0,46442,Maverick McNealy,3.48%,38,1093,+0.50
21,0,52375,Doug Ghim,3.49%,38,1088,+0.05
22,0,28775,Nate Lashley,3.51%,30,854,+0.57
23,0,32333,Kevin Tway,3.54%,22,622,+0.59
24,0,26476,Chez Reavie,3.62%,28,774,+0.32
25,0,47679,Victor Perez,3.75%,31,826,+0.42
26,0,29908,C.T. Pan,3.81%,30,788,+0.27
27,0,25900,Lucas Glover,3.82%,41,1074,+0.51
28,0,52666,Sami Valimaki,3.86%,30,777,+0.50
29,0,32791,K.H. Lee,3.87%,36,930,+0.42
30,0,23320,Ryan Palmer,3.88%,19,490,+0.63
31,0,30911,Tommy Fleetwood,3.91%,35,896,+0.09
31,0,31646,Emiliano Grillo,3.91%,42,1073,+0.24
33,0,37455,Si Woo Kim,3.97%,43,1083,+0.16
33,0,26596,Ryan Moore,3.97%,35,882,+0.49
35,0,23108,Matt Kuchar,3.99%,37,928,+0.51
36,0,34256,Andrew Putnam,4.03%,42,1043,+0.14
37,0,46046,Scottie Scheffler,4.04%,35,866,+0.17
38,0,48319,Tom Whitney,4.06%,28,689,+0.68
39,0,49771,J.T. Poston,4.07%,44,1081,+0.36
40,0,12716,Charley Hoffman,4.09%,34,831,+0.35
41,0,47988,Nick Hardy,4.17%,44,1055,+0.39
42,0,40058,Zac Blair,4.19%,43,1026,+0.35
