RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,RELATIVE TO PAR
154,0,35506,Mackenzie Hughes,55.80%,649,1163,-0.28
155,0,34255,Joseph Bramlett,55.70%,547,982,-0.25
156,0,51977,Max Greyserman,55.61%,486,874,-0.25
157,0,39975,Michael Kim,55.54%,476,857,-0.24
158,0,59866,Nick Dunlap,55.51%,489,881,-0.25
159,0,27770,Camilo Villegas,55.50%,343,618,-0.14
160,0,51766,Wyndham Clark,55.43%,475,857,-0.29
161,0,54421,Garrick Higgo,55.30%,475,859,-0.23
162,0,28420,Ryan Brehm,55.23%,343,621,-0.13
163,0,33968,Thorbjørn Olesen,54.75%,294,537,-0.21
164,0,37212,Paul Barjon,54.65%,329,602,-0.17
165,0,50497,Adrien Dumont de Chassart,54.63%,431,789,-0.19
166,0,47806,Raul Pereda,54.27%,267,492,-0.06
167,0,48119,Ben Taylor,53.80%,396,736,-0.19
168,0,34374,Erik Barnes,53.57%,315,588,-0.16
169,0,56149,Wilson Furr,53.48%,338,632,-0.21
170,0,34466,Peter Malnati,53.38%,497,931,-0.22
171,0,27139,David Skinns,53.29%,494,927,-0.20
172,0,33408,Tyson Alexander,53.25%,443,832,-0.21
173,0,33948,Byeong Hun An,53.22%,488,917,-0.25
174,0,35617,Martin Trainer,53.13%,297,559,-0.14
175,0,29936,Ryan Fox,52.82%,497,941,-0.25
176,0,38991,Alejandro Tosti,52.68%,442,839,-0.19
177,0,52453,Nicolai Højgaard,52.61%,322,612,-0.23
178,0,46113,Ryan McCormick,52.24%,327,626,-0.19
179,0,59442,Parker Coody,51.30%,335,653,-0.16
180,0,51894,Vince Whaley,51.23%,376,734,-0.24
181,0,48699,Callum Tarren,50.44%,398,789,-0.18
182,0,59095,Chris Gotterup,50.34%,446,886,-0.16
183,0,60767,Blaine Hale Jr.,50.19%,260,518,-0.12
184,0,55789,Taylor Montgomery,46.67%,294,630,-0.24
