RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,RELATIVE TO PAR
1,0,46414,Aaron Rai,73.45%,758,1032,-0.21
2,0,29535,Brice Garnett,70.59%,420,595,-0.20
3,0,36884,Ben Kohles,70.50%,712,1010,-0.16
4,0,50525,Collin Morikawa,70.18%,673,959,-0.24
5,0,49960,Sepp Straka,69.63%,642,922,-0.16
6,0,40026,Daniel Berger,69.51%,579,833,-0.18
7,0,25900,Lucas Glover,69.37%,745,1074,-0.23
8,0,30911,Tommy Fleetwood,69.31%,621,896,-0.20
9,0,52513,Carson Young,69.15%,706,1021,-0.21
10,0,26596,Ryan Moore,69.05%,609,882,-0.16
11,0,30927,Brendon Todd,68.96%,853,1237,-0.15
12,0,34098,Russell Henley,68.85%,619,899,-0.23
13,0,57362,Austin Eckroat,67.83%,736,1085,-0.18
14,0,27644,Brian Harman,67.48%,743,1101,-0.20
15,0,52375,Doug Ghim,67.46%,734,1088,-0.22
16,0,34076,Joel Dahmen,66.77%,673,1008,-0.19
17,0,24024,Zach Johnson,66.61%,399,599,-0.19
18,0,54628,Lee Hodges,66.58%,793,1191,-0.20
19,0,46046,Scottie Scheffler,66.51%,576,866,-0.34
20,0,40058,Zac Blair,66.47%,682,1026,-0.13
20,0,36801,Mark Hubbard,66.47%,807,1214,-0.23
22,0,26476,Chez Reavie,66.41%,514,774,-0.18
23,0,30163,Henrik Norlander,66.08%,448,678,-0.24
24,0,37455,Si Woo Kim,66.02%,715,1083,-0.20
25,0,45609,Tyler Duncan,65.63%,508,774,-0.15
26,0,33204,Shane Lowry,65.61%,559,852,-0.23
27,0,34256,Andrew Putnam,65.48%,683,1043,-0.18
28,0,49771,J.T. Poston,65.40%,707,1081,-0.24
29,0,28252,Seamus Power,65.29%,805,1233,-0.24
30,0,28775,Nate Lashley,65.11%,556,854,-0.15
31,0,40115,Adam Svensson,65.06%,903,1388,-0.20
32,0,55708,Hayden Buckley,64.98%,540,831,-0.17
33,0,30926,Chris Kirk,64.89%,610,940,-0.19
34,0,23108,Matt Kuchar,64.76%,601,928,-0.19
35,0,34587,Chan Kim,64.51%,627,972,-0.22
36,0,55182,Tom Kim,64.41%,648,1006,-0.21
37,0,29908,C.T. Pan,64.34%,507,788,-0.21
38,0,39997,Corey Conners,64.19%,699,1089,-0.24
39,0,56630,Akshay Bhatia,64.14%,703,1096,-0.21
40,0,31646,Emiliano Grillo,64.12%,688,1073,-0.19
41,0,51349,Nico Echavarria,63.90%,616,964,-0.19
42,0,34099,Harris English,63.85%,696,1090,-0.22
43,0,51890,Greyson Sigg,63.82%,582,912,-0.15
44,0,39971,Sungjae Im,63.69%,700,1099,-0.21
45,0,47983,Chad Ramey,63.33%,601,949,-0.17
46,0,32640,Troy Merritt,63.25%,506,800,-0.16
47,0,37275,Sam Ryder,63.24%,523,827,-0.19
48,0,57900,Chandler Phillips,63.13%,649,1028,-0.24
49,0,51287,Ryo Hisatsune,63.05%,604,958,-0.20
50,0,33141,Keegan Bradley,62.88%,625,994,-0.25
50,0,40098,Matt Fitzpatrick,62.88%,542,862,-0.20
52,0,39327,Ben Silverman,62.86%,616,980,-0.20
53,0,34046,Jordan Spieth,62.74%,549,875,-0.23
54,0,27349,Alex Noren,62.73%,520,829,-0.20
55,0,27214,Kevin Streelman,62.71%,496,791,-0.19
56,0,48319,Tom Whitney,62.70%,432,689,-0.16
57,0,22405,Justin Rose,62.67%,465,742,-0.19
58,0,59143,Mac Meissner,62.49%,558,893,-0.23
59,0,32757,Patton Kizzire,62.30%,456,732,-0.24
60,0,47993,Denny McCarthy,62.27%,685,1100,-0.24
61,0,32791,K.H. Lee,62.26%,579,930,-0.25
62,0,50095,Austin Smotherman,62.17%,327,526,-0.21
63,0,25493,Nick Taylor,62.14%,655,1054,-0.20
64,0,33399,Adam Hadwin,62.01%,612,987,-0.20
65,0,29478,Kevin Kisner,61.96%,404,652,-0.09
66,0,27649,Brandt Snedeker,61.92%,444,717,-0.12
67,0,48153,Matthieu Pavon,61.90%,455,735,-0.15
68,0,51696,Rico Hoey,61.89%,570,921,-0.24
69,0,23320,Ryan Palmer,61.84%,303,490,-0.13
70,0,58168,Davis Thompson,61.80%,681,1102,-0.24
71,0,36871,Matt NeSmith,61.74%,531,860,-0.19
72,0,33486,Roger Sloan,61.71%,456,739,-0.22
73,0,34021,Bud Cauley,61.65%,434,704,-0.20
74,0,32102,Rickie Fowler,61.63%,583,946,-0.17
75,0,47504,Sam Burns,61.56%,567,921,-0.31
76,0,50493,Justin Suh,61.55%,525,853,-0.18
77,0,29420,Billy Horschel,61.54%,568,923,-0.19
78,0,28089,Jason Day,61.48%,506,823,-0.24
79,0,52666,Sami Valimaki,61.26%,476,777,-0.18
80,0,52955,Ludvig Åberg,61.21%,565,923,-0.27
81,0,36799,Stephan Jaeger,61.07%,615,1007,-0.24
82,0,28237,Rory McIlroy,60.98%,525,861,-0.25
83,0,48081,Xander Schauffele,60.92%,580,952,-0.30
84,0,46442,Maverick McNealy,60.75%,664,1093,-0.25
85,0,46717,Viktor Hovland,60.58%,441,728,-0.24
86,0,52374,Brandon Wu,60.55%,525,867,-0.17
87,0,45157,Cam Davis,60.54%,600,991,-0.24
88,0,52372,Cameron Champ,60.51%,406,671,-0.19
89,0,36326,David Lipsky,60.45%,483,799,-0.22
90,0,39324,J.J. Spaun,60.36%,606,1004,-0.26
91,0,48867,Matti Schmid,60.32%,520,862,-0.24
92,0,54783,Dylan Wu,60.27%,578,959,-0.19
93,0,45522,Christiaan Bezuidenhout,60.06%,600,999,-0.24
94,0,35532,Tom Hoge,60.02%,755,1258,-0.23
95,0,35310,Lanto Griffin,59.98%,481,802,-0.21
96,0,32333,Kevin Tway,59.97%,373,622,-0.21
97,0,60067,Joe Highsmith,59.92%,477,796,-0.22
98,0,47483,Will Zalatoris,59.90%,484,808,-0.15
99,0,32367,Jorge Campillo,59.86%,340,568,-0.19
100,0,46340,Alex Smalley,59.85%,489,817,-0.21
101,0,48117,Kurt Kitayama,59.81%,579,968,-0.23
102,0,52514,Trace Crowe,59.78%,434,726,-0.25
103,0,46441,Robby Shelton,59.73%,540,904,-0.19
104,0,27936,Martin Laird,59.48%,477,802,-0.15
105,0,27330,Josh Teater,59.46%,311,523,-0.13
106,0,55454,Carl Yuan,59.35%,435,733,-0.17
107,0,32839,Hideki Matsuyama,59.33%,528,890,-0.28
108,0,47347,Adam Schenk,59.31%,666,1123,-0.22
109,0,51634,Sahith Theegala,59.13%,696,1177,-0.25
110,0,51997,Andrew Novak,59.01%,619,1049,-0.25
111,0,47679,Victor Perez,58.96%,487,826,-0.22
112,0,54576,Patrick Fishburn,58.88%,454,771,-0.23
112,0,35461,Beau Hossler,58.88%,643,1092,-0.27
114,0,57366,Cameron Young,58.78%,589,1002,-0.25
115,0,49947,Taylor Moore,58.75%,712,1212,-0.20
116,0,54591,Ben Griffin,58.68%,730,1244,-0.22
117,0,47988,Nick Hardy,58.67%,619,1055,-0.23
117,0,29221,Webb Simpson,58.67%,396,675,-0.20
119,0,39546,Keith Mitchell,58.62%,612,1044,-0.27
120,0,40006,Erik van Rooyen,58.29%,566,971,-0.26
121,0,51070,Vincent Norrman,58.24%,371,637,-0.14
122,0,27064,Jhonattan Vegas,58.10%,484,833,-0.24
123,0,24502,Adam Scott,58.09%,499,859,-0.26
124,0,33653,Thomas Detry,58.07%,518,892,-0.19
125,0,45242,Kevin Yu,58.05%,530,913,-0.21
126,0,29725,Tony Finau,57.99%,570,983,-0.24
127,0,40162,Justin Lower,57.91%,659,1138,-0.19
128,0,37378,Min Woo Lee,57.74%,466,807,-0.26
129,0,55893,Sam Stevens,57.65%,629,1091,-0.22
130,0,52215,Robert MacIntyre,57.59%,497,863,-0.24
131,0,34563,Chesson Hadley,57.55%,484,841,-0.20
131,0,36699,Patrick Rodgers,57.55%,709,1232,-0.23
133,0,50484,Hayden Springer,57.52%,440,765,-0.26
134,0,47591,Eric Cole,57.41%,759,1322,-0.26
135,0,35450,Patrick Cantlay,57.40%,442,770,-0.27
136,0,50188,S.H. Kim,57.27%,705,1231,-0.20
137,0,48887,Matt Wallace,57.22%,452,790,-0.25
138,0,22371,Aaron Baddeley,57.09%,459,804,-0.14
139,0,47663,Kevin Dougherty,57.02%,386,677,-0.23
140,0,27129,Luke List,56.89%,520,914,-0.24
141,0,48084,Wesley Bryan,56.79%,276,486,-0.21
142,0,60004,Jacob Bridgeman,56.74%,467,823,-0.30
143,0,57975,Harry Hall,56.60%,540,954,-0.26
144,0,40250,Taylor Pendrith,56.57%,551,974,-0.29
145,0,12716,Charley Hoffman,56.56%,470,831,-0.24
146,0,47420,Jake Knapp,56.55%,535,946,-0.21
147,0,59836,Pierceson Coody,56.52%,481,851,-0.25
148,0,47995,Davis Riley,56.43%,540,957,-0.29
149,0,33448,Justin Thomas,56.39%,463,821,-0.27
150,0,32070,Rafael Campos,56.15%,338,602,-0.20
151,0,32366,Kevin Chappell,55.95%,315,563,-0.20
152,0,39977,Max Homa,55.94%,532,951,-0.19
153,0,31323,Gary Woodland,55.89%,550,984,-0.20
