RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL FAIRWAY BUNKERS,POSSIBLE FWYS,RELATIVE TO PAR
1,0,26596,Ryan Moore,2.9,26,111,+0.038
2,0,28775,Nate Lashley,3.2,27,111,+0.148
3,0,32367,Jorge Campillo,3.3,19,82,+0.316
4,0,54576,Patrick Fishburn,3.5,27,116,+0.185
5,0,40026,Daniel Berger,3.6,30,127,+0.200
5,0,59836,Pierceson Coody,3.6,31,131,+0.032
7,0,46113,Ryan McCormick,3.8,24,102,+0.125
7,0,57900,Chandler Phillips,3.8,39,166,+0.256
9,0,51766,Wyndham Clark,3.9,33,138,+0.121
9,0,34587,Chan Kim,3.9,38,165,+0.026
9,0,47806,Raul Pereda,3.9,19,80,+0.211
12,0,52372,Cameron Champ,4.0,27,117,+0.296
12,0,25900,Lucas Glover,4.0,43,186,+0.186
12,0,29478,Kevin Kisner,4.0,26,113,+0.115
12,0,36884,Ben Kohles,4.0,40,168,+0.475
16,0,34076,Joel Dahmen,4.1,41,177,+0.171
16,0,47663,Kevin Dougherty,4.1,28,122,+0.500
16,0,33486,Roger Sloan,4.1,30,125,+0.067
19,0,32839,Hideki Matsuyama,4.2,37,152,+0.081
19,0,50484,Hayden Springer,4.2,32,137,+0.219
21,0,59143,Mac Meissner,4.3,38,163,+0.132
21,0,30927,Brendon Todd,4.3,53,220,+0.208
21,0,54783,Dylan Wu,4.3,41,173,+0.195
24,0,39546,Keith Mitchell,4.4,46,198,+0.217
24,0,27064,Jhonattan Vegas,4.4,37,153,+0.189
24,0,55454,Carl Yuan,4.4,32,136,+0.156
27,0,45157,Cam Davis,4.5,45,186,+0.378
27,0,35310,Lanto Griffin,4.5,36,151,+0.306
27,0,32757,Patton Kizzire,4.5,33,144,+0.091
27,0,34256,Andrew Putnam,4.5,47,197,+0.064
27,0,52513,Carson Young,4.5,46,195,+0.065
27,0,47483,Will Zalatoris,4.5,36,148,+0.278
33,0,57975,Harry Hall,4.6,44,182,+0.432
33,0,47988,Nick Hardy,4.6,49,205,+0.327
33,0,51696,Rico Hoey,4.6,42,177,+0.048
33,0,48867,Matti Schmid,4.6,40,174,+0.275
33,0,39327,Ben Silverman,4.6,45,194,+0.133
33,0,31323,Gary Woodland,4.6,45,189,-0.067
39,0,33653,Thomas Detry,4.7,42,180,+0.286
39,0,30911,Tommy Fleetwood,4.7,42,176,+0.119
39,0,59095,Chris Gotterup,4.7,42,178,+0.071
39,0,24024,Zach Johnson,4.7,28,115,+0.357
39,0,30163,Henrik Norlander,4.7,32,137,-0.063
39,0,46414,Aaron Rai,4.7,48,200,+0.208
39,0,26476,Chez Reavie,4.7,36,149,+0.083
39,0,37275,Sam Ryder,4.7,39,169,+0.051
47,0,37212,Paul Barjon,4.8,29,121,+0.379
47,0,56630,Akshay Bhatia,4.8,53,222,+0.396
47,0,47679,Victor Perez,4.8,40,175,+0.075
47,0,49960,Sepp Straka,4.8,44,187,+0.364
51,0,51349,Nico Echavarria,4.9,47,202,+0.149
51,0,40098,Matt Fitzpatrick,4.9,42,180,+0.333
51,0,29420,Billy Horschel,4.9,45,184,+0.289
51,0,36801,Mark Hubbard,4.9,60,253,+0.167
51,0,47993,Denny McCarthy,4.9,54,224,+0.278
51,0,23320,Ryan Palmer,4.9,24,105,+0.250
51,0,51890,Greyson Sigg,4.9,45,194,-0.067
51,0,46340,Alex Smalley,4.9,40,168,+0.225
51,0,50095,Austin Smotherman,4.9,26,107,-0.115
51,0,27214,Kevin Streelman,4.9,39,167,+0.205
