RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
1,0,50095,Austin Smotherman,19' 5",6194.750,319
2,0,54576,Patrick Fishburn,19' 7",8658.250,442
3,0,55893,Sam Stevens,19' 8",11878.917,603
3,0,27064,Jhonattan Vegas,19' 8",9157.667,465
5,0,39327,Ben Silverman,19' 9",11950.833,606
6,0,23108,Matt Kuchar,20' 1",11868.833,591
7,0,40250,Taylor Pendrith,20' 2",10655.000,528
8,0,45522,Christiaan Bezuidenhout,20' 3",11735.667,580
9,0,59143,Mac Meissner,20' 4",11118.583,547
9,0,27649,Brandt Snedeker,20' 4",8912.333,438
9,0,49960,Sepp Straka,20' 4",12765.250,629
9,0,45242,Kevin Yu,20' 4",10378.417,511
13,0,27139,David Skinns,20' 5",9849.000,482
14,0,32367,Jorge Campillo,20' 6",6793.833,332
14,0,59866,Nick Dunlap,20' 6",9711.750,473
14,0,52215,Robert MacIntyre,20' 6",9686.750,472
17,0,34076,Joel Dahmen,20' 8",13453.500,652
17,0,34098,Russell Henley,20' 8",12564.917,607
17,0,26596,Ryan Moore,20' 8",12463.833,603
17,0,29221,Webb Simpson,20' 8",8008.667,388
17,0,58168,Davis Thompson,20' 8",13544.250,655
22,0,46442,Maverick McNealy,20' 9",13363.833,644
23,0,32366,Kevin Chappell,20' 10",6330.750,304
23,0,32333,Kevin Tway,20' 10",7449.667,357
25,0,51977,Max Greyserman,20' 11",9886.250,473
25,0,32791,K.H. Lee,20' 11",11838.417,566
25,0,50525,Collin Morikawa,20' 11",13790.000,660
25,0,57900,Chandler Phillips,20' 11",13360.417,638
29,0,27644,Brian Harman,21' 0",15217.667,724
29,0,48319,Tom Whitney,21' 0",8812.500,420
31,0,12716,Charley Hoffman,21' 1",9537.583,453
31,0,36871,Matt NeSmith,21' 1",10874.250,515
31,0,27214,Kevin Streelman,21' 1",10396.167,493
34,0,40162,Justin Lower,21' 2",13742.833,650
34,0,33204,Shane Lowry,21' 2",11369.583,537
34,0,34466,Peter Malnati,21' 2",10217.000,482
37,0,56149,Wilson Furr,21' 3",6889.417,324
37,0,39975,Michael Kim,21' 3",9788.750,461
37,0,36326,David Lipsky,21' 3",9984.667,470
37,0,26476,Chez Reavie,21' 3",10802.500,508
37,0,46046,Scottie Scheffler,21' 3",11953.083,562
37,0,27330,Josh Teater,21' 3",6498.750,306
37,0,52513,Carson Young,21' 3",14616.750,687
44,0,40026,Daniel Berger,21' 4",11884.750,557
44,0,59836,Pierceson Coody,21' 4",9815.500,460
44,0,27349,Alex Noren,21' 4",10641.750,498
44,0,49771,J.T. Poston,21' 4",14626.750,685
48,0,34021,Bud Cauley,21' 5",8981.083,419
48,0,59095,Chris Gotterup,21' 5",9084.917,424
48,0,23320,Ryan Palmer,21' 5",6314.000,295
48,0,46414,Aaron Rai,21' 5",15751.833,736
48,0,33486,Roger Sloan,21' 5",9604.583,449
53,0,37455,Si Woo Kim,21' 6",14911.083,693
53,0,29478,Kevin Kisner,21' 6",8584.583,399
53,0,47420,Jake Knapp,21' 6",11073.917,515
53,0,24502,Adam Scott,21' 6",10119.000,470
57,0,33141,Keegan Bradley,21' 7",13228.167,612
57,0,50497,Adrien Dumont de Chassart,21' 7",9116.667,423
57,0,30911,Tommy Fleetwood,21' 7",12917.750,599
57,0,57975,Harry Hall,21' 7",11277.167,523
57,0,47347,Adam Schenk,21' 7",13969.667,648
57,0,46441,Robby Shelton,21' 7",11429.000,530
57,0,51890,Greyson Sigg,21' 7",12243.417,568
64,0,37378,Min Woo Lee,21' 8",9515.083,440
64,0,48867,Matti Schmid,21' 8",10781.667,497
64,0,46340,Alex Smalley,21' 8",10186.083,470
67,0,59442,Parker Coody,21' 9",7210.833,331
