RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
48,0,51287,Ryo Hisatsune,11.59%,111,958,+0.03
49,0,28252,Seamus Power,11.60%,143,1233,+0.02
50,0,34076,Joel Dahmen,11.61%,117,1008,+0.05
51,0,51696,Rico Hoey,11.62%,107,921,+0.07
52,0,47988,Nick Hardy,11.66%,123,1055,+0.02
53,0,36799,Stephan Jaeger,11.72%,118,1007,+0.11
54,0,54628,Lee Hodges,11.75%,140,1191,+0.13
55,0,33653,Thomas Detry,11.77%,105,892,-0.10
56,0,46717,Viktor Hovland,11.81%,86,728,-0.19
57,0,51890,Greyson Sigg,11.95%,109,912,+0.06
58,0,26476,Chez Reavie,12.02%,93,774,+0.11
59,0,39324,J.J. Spaun,12.05%,121,1004,-0.03
60,0,34021,Bud Cauley,12.07%,85,704,+0.01
61,0,37275,Sam Ryder,12.09%,100,827,+0.12
62,0,47983,Chad Ramey,12.12%,115,949,+0.02
63,0,51634,Sahith Theegala,12.15%,143,1177,+0.01
64,0,33486,Roger Sloan,12.18%,90,739,+0.01
65,0,37378,Min Woo Lee,12.27%,99,807,-0.01
66,0,29908,C.T. Pan,12.31%,97,788,+0.04
67,0,52666,Sami Valimaki,12.48%,97,777,+0.11
68,0,51766,Wyndham Clark,12.49%,107,857,+0.01
69,0,24024,Zach Johnson,12.52%,75,599,+0.03
70,0,50095,Austin Smotherman,12.55%,66,526,+0.03
71,0,54576,Patrick Fishburn,12.58%,97,771,+0.05
71,0,51997,Andrew Novak,12.58%,132,1049,+0.07
73,0,26596,Ryan Moore,12.59%,111,882,+0.08
74,0,40006,Erik van Rooyen,12.67%,123,971,+0.03
75,0,56630,Akshay Bhatia,12.68%,139,1096,E
75,0,34098,Russell Henley,12.68%,114,899,+0.10
77,0,24502,Adam Scott,12.69%,109,859,+0.08
78,0,54591,Ben Griffin,12.70%,158,1244,-0.05
78,0,46046,Scottie Scheffler,12.70%,110,866,-0.11
80,0,46340,Alex Smalley,12.73%,104,817,+0.08
81,0,36871,Matt NeSmith,12.79%,110,860,+0.14
82,0,46442,Maverick McNealy,12.81%,140,1093,-0.10
82,0,50484,Hayden Springer,12.81%,98,765,-0.09
84,0,49947,Taylor Moore,12.87%,156,1212,-0.04
85,0,40098,Matt Fitzpatrick,13.11%,113,862,+0.11
86,0,32839,Hideki Matsuyama,13.15%,117,890,+0.02
87,0,33141,Keegan Bradley,13.18%,131,994,+0.05
88,0,47347,Adam Schenk,13.27%,149,1123,+0.06
88,0,39327,Ben Silverman,13.27%,130,980,-0.09
90,0,25493,Nick Taylor,13.28%,140,1054,+0.06
91,0,37212,Paul Barjon,13.29%,80,602,+0.16
92,0,52375,Doug Ghim,13.33%,145,1088,+0.06
93,0,29478,Kevin Kisner,13.34%,87,652,+0.20
94,0,23108,Matt Kuchar,13.36%,124,928,+0.05
95,0,31323,Gary Woodland,13.41%,132,984,-0.02
96,0,35310,Lanto Griffin,13.47%,108,802,+0.08
97,0,45157,Cam Davis,13.52%,134,991,+0.05
97,0,57900,Chandler Phillips,13.52%,139,1028,+0.05
97,0,58168,Davis Thompson,13.52%,149,1102,-0.06
100,0,27644,Brian Harman,13.53%,149,1101,+0.04
101,0,45242,Kevin Yu,13.58%,124,913,+0.01
102,0,47663,Kevin Dougherty,13.59%,92,677,+0.03
103,0,48319,Tom Whitney,13.64%,94,689,+0.06
104,0,52955,Ludvig Åberg,13.65%,126,923,+0.02
105,0,32791,K.H. Lee,13.66%,127,930,+0.07
106,0,57366,Cameron Young,13.67%,137,1002,+0.04
107,0,51977,Max Greyserman,13.73%,120,874,+0.02
107,0,52453,Nicolai Højgaard,13.73%,84,612,+0.11
109,0,36326,David Lipsky,13.77%,110,799,+0.22
110,0,31646,Emiliano Grillo,13.79%,148,1073,+0.07
111,0,48867,Matti Schmid,13.81%,119,862,+0.11
112,0,29936,Ryan Fox,13.82%,130,941,+0.07
113,0,39971,Sungjae Im,13.83%,152,1099,+0.03
114,0,59866,Nick Dunlap,13.85%,122,881,+0.06
115,0,36699,Patrick Rodgers,13.88%,171,1232,+0.02
116,0,12716,Charley Hoffman,13.96%,116,831,+0.16
117,0,48119,Ben Taylor,14.13%,104,736,+0.12
117,0,33448,Justin Thomas,14.13%,116,821,+0.02
119,0,29725,Tony Finau,14.14%,139,983,-0.09
120,0,54421,Garrick Higgo,14.20%,122,859,+0.04
121,0,27349,Alex Noren,14.23%,118,829,-0.05
122,0,40250,Taylor Pendrith,14.27%,139,974,-0.06
123,0,60004,Jacob Bridgeman,14.34%,118,823,E
123,0,33968,Thorbjørn Olesen,14.34%,77,537,-0.05
125,0,27649,Brandt Snedeker,14.37%,103,717,+0.19
126,0,52514,Trace Crowe,14.46%,105,726,+0.04
127,0,52215,Robert MacIntyre,14.48%,125,863,-0.02
128,0,45522,Christiaan Bezuidenhout,14.61%,146,999,+0.16
129,0,59095,Chris Gotterup,14.67%,130,886,-0.08
129,0,40162,Justin Lower,14.67%,167,1138,+0.02
129,0,59143,Mac Meissner,14.67%,131,893,+0.09
129,0,35617,Martin Trainer,14.67%,82,559,+0.05
133,0,27936,Martin Laird,14.71%,118,802,+0.08
134,0,39977,Max Homa,14.72%,140,951,+0.01
135,0,32333,Kevin Tway,14.79%,92,622,+0.09
136,0,34587,Chan Kim,14.81%,144,972,+0.01
137,0,48699,Callum Tarren,14.83%,117,789,+0.10
138,0,39975,Michael Kim,14.94%,128,857,+0.03
139,0,33408,Tyson Alexander,15.02%,125,832,+0.01
140,0,22371,Aaron Baddeley,15.05%,121,804,+0.07
141,0,47679,Victor Perez,15.13%,125,826,+0.09
142,0,28775,Nate Lashley,15.34%,131,854,+0.08
143,0,59836,Pierceson Coody,15.39%,131,851,+0.01
144,0,33399,Adam Hadwin,15.40%,152,987,+0.14
145,0,34255,Joseph Bramlett,15.48%,152,982,-0.01
146,0,55893,Sam Stevens,15.49%,169,1091,-0.07
147,0,47591,Eric Cole,15.51%,205,1322,+0.11
148,0,50188,S.H. Kim,15.52%,191,1231,+0.04
149,0,34466,Peter Malnati,15.57%,145,931,+0.10
150,0,27129,Luke List,15.65%,143,914,+0.13
151,0,55454,Carl Yuan,15.69%,115,733,+0.09
152,0,34563,Chesson Hadley,15.70%,132,841,-0.08
152,0,29221,Webb Simpson,15.70%,106,675,+0.02
152,0,27770,Camilo Villegas,15.70%,97,618,+0.16
155,0,52372,Cameron Champ,15.80%,106,671,-0.02
156,0,56149,Wilson Furr,15.82%,100,632,-0.04
157,0,60767,Blaine Hale Jr.,15.83%,82,518,E
158,0,33948,Byeong Hun An,16.03%,147,917,E
158,0,35461,Beau Hossler,16.03%,175,1092,+0.02
160,0,35506,Mackenzie Hughes,16.08%,187,1163,E
161,0,47420,Jake Knapp,16.28%,154,946,+0.05
162,0,60067,Joe Highsmith,16.33%,130,796,+0.14
163,0,35450,Patrick Cantlay,16.36%,126,770,+0.03
164,0,54783,Dylan Wu,16.48%,158,959,+0.08
165,0,39546,Keith Mitchell,16.67%,174,1044,+0.02
166,0,50497,Adrien Dumont de Chassart,16.86%,133,789,+0.14
167,0,38991,Alejandro Tosti,16.92%,142,839,+0.03
168,0,23320,Ryan Palmer,16.94%,83,490,+0.11
169,0,29420,Billy Horschel,17.01%,157,923,+0.06
170,0,47995,Davis Riley,17.03%,163,957,-0.04
171,0,28420,Ryan Brehm,17.07%,106,621,-0.01
172,0,48084,Wesley Bryan,17.08%,83,486,-0.05
172,0,32367,Jorge Campillo,17.08%,97,568,-0.02
174,0,57975,Harry Hall,17.30%,165,954,-0.02
175,0,32070,Rafael Campos,17.44%,105,602,+0.02
176,0,47806,Raul Pereda,17.48%,86,492,+0.10
177,0,59442,Parker Coody,17.76%,116,653,E
178,0,46113,Ryan McCormick,17.89%,112,626,+0.14
179,0,51894,Vince Whaley,18.12%,133,734,+0.02
180,0,27064,Jhonattan Vegas,18.25%,152,833,+0.07
181,0,48887,Matt Wallace,18.35%,145,790,-0.01
182,0,34374,Erik Barnes,18.54%,109,588,+0.06
183,0,27139,David Skinns,18.55%,172,927,+0.12
184,0,55789,Taylor Montgomery,19.52%,123,630,+0.01
