RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS 15'-20',TOTAL 3 PUTTS
1,0,01707,Steve Lowery,8,49
2,0,24507,Jason Bohn,7,52
2,0,07457,Steve Flesch,7,47
2,0,25900,Lucas Glover,7,60
2,0,10425,Jay Williamson,7,52
6,0,07867,Woody Austin,6,57
6,0,01157,Tom Byrum,6,31
6,0,23063,Scott Hend,6,62
6,0,23320,Ryan Palmer,6,63
6,0,01945,Kenny Perry,6,39
11,0,23983,Luke Donald,5,30
11,0,10107,Deane Pappas,5,34
11,0,01928,Corey Pavin,5,33
11,0,22548,Patrick Sheehan,5,51
11,0,23307,Roger Tambellini,5,47
11,0,06613,Tommy Tolles,5,44
17,0,01139,Olin Browne,4,37
17,0,24925,Jonathan Byrd,4,37
17,0,24357,K.J. Choi,4,38
17,0,20850,Daniel Chopra,4,43
17,0,25686,Jason Dufner,4,42
17,0,06621,Joe Durant,4,51
17,0,01553,John Huston,4,44
17,0,12705,Cliff Kresge,4,52
17,0,23108,Matt Kuchar,4,50
17,0,24781,Hunter Mahan,4,51
17,0,12680,Shigeki Maruyama,4,35
17,0,08339,Spike McRoy,4,50
17,0,25396,Kevin Na,4,44
17,0,01887,Mark O'Meara,4,26
17,0,20663,Brenden Pappas,4,48
17,0,10912,Craig Perks,4,45
17,0,10213,Dicky Pride,4,42
17,0,21959,Ted Purdy,4,64
17,0,07749,Brett Quigley,4,55
17,0,22405,Justin Rose,4,31
17,0,26287,Roland Thatcher,4,49
38,0,06004,Stephen Ames,3,37
38,0,23613,Rich Barcelo,3,37
38,0,19824,Craig Barlow,3,42
38,0,12652,Cameron Beckman,3,55
38,0,21646,David Branshaw,3,45
38,0,08123,Jeff Brehaut,3,60
38,0,24290,D.J. Brigman,3,53
38,0,01161,Mark Calcavecchia,3,41
38,0,12394,Tom Carter,3,50
38,0,20472,Alex Cejka,3,41
38,0,20585,Niclas Fasth,3,39
38,0,23338,David Gossett,3,48
38,0,01527,Scott Hoch,3,21
38,0,21731,Freddie Jacobson,3,35
38,0,10733,Kent Jones,3,46
38,0,01619,Skip Kendall,3,47
38,0,23552,Hank Kuehne,3,40
38,0,01685,J.L. Lewis,3,48
38,0,11032,Frank Lickliter II,3,39
38,0,20634,Peter Lonard,3,24
38,0,12753,David Morland IV,3,44
38,0,25237,Kevin Muncrief,3,29
38,0,20572,Rod Pampling,3,42
38,0,01920,Craig Parry,3,20
38,0,01926,Steve Pate,3,45
38,0,24361,Pat Perez,3,67
38,0,23621,Rory Sabbatini,3,50
38,0,02099,Scott Simpson,3,36
38,0,23325,Vaughn Taylor,3,46
38,0,02223,Bob Tway,3,36
38,0,08385,Omar Uresti,3,43
38,0,12602,Dean Wilson,3,45
70,0,21633,Steve Allan,2,51
70,0,06197,Michael Allen,2,31
70,0,01024,Billy Andrade,2,57
70,0,01035,Tommy Armour III,2,43
70,0,07223,Brian Bateman,2,32
70,0,23614,Rich Beem,2,42
70,0,20029,Notah Begay III,2,40
70,0,06214,Guy Boros,2,40
70,0,07363,Craig Bowden,2,41
70,0,01127,Danny Briggs,2,48
70,0,23135,Tim Clark,2,36
70,0,19972,José Coceres,2,29
70,0,08835,Kris Cox,2,40
70,0,23541,Ben Crane,2,37
70,0,01249,John Daly,2,35
70,0,19881,Robert Damron,2,54
70,0,08931,Glen Day,2,35
70,0,20121,Todd Fischer,2,39
70,0,01361,Dan Forsman,2,42
70,0,01378,David Frost,2,44
70,0,19846,Brian Gay,2,28
70,0,10201,Matt Gogel,2,36
70,0,20378,Mathias Grönberg,2,47
70,0,01577,Lee Janzen,2,58
70,0,24024,Zach Johnson,2,42
70,0,08075,Jerry Kelly,2,38
70,0,06332,Neal Lancaster,2,62
70,0,20382,Stephen Leaney,2,22
70,0,01677,Tom Lehman,2,36
70,0,01706,Davis Love III,2,29
70,0,01766,Billy Mayfair,2,63
70,0,01771,Blaine McCallister,2,35
70,0,10585,Scott McCarron,2,36
70,0,01797,Rocco Mediate,2,29
70,0,06515,Shaun Micheel,2,49
70,0,21949,Joe Ogilvie,2,44
70,0,01927,Dennis Paulson,2,37
70,0,01938,David Peoples,2,35
70,0,25345,Carl Pettersson,2,40
70,0,23497,Tag Ridings,2,27
70,0,20127,Chris Riley,2,15
70,0,02049,Gene Sauers,2,47
70,0,02101,Joey Sindelar,2,55
70,0,06567,Vijay Singh,2,49
70,0,22293,Heath Slocum,2,40
70,0,02104,Jeff Sluman,2,41
70,0,02106,Chris Smith,2,73
70,0,06595,Kevin Sutherland,2,37
70,0,06078,Esteban Toledo,2,49
70,0,02214,Kirk Triplett,2,27
70,0,23623,Bo Van Pelt,2,37
70,0,02245,Grant Waite,2,46
70,0,02246,Duffy Waldorf,2,36
123,0,10885,Robert Allenby,1,48
123,0,20098,Stuart Appleby,1,33
123,0,21407,Arjun Atwal,1,39
123,0,01042,Paul Azinger,1,32
123,0,22371,Aaron Baddeley,1,33
123,0,20498,Briny Baird,1,38
123,0,01132,Mark Brooks,1,30
123,0,01142,Bart Bryant,1,33
123,0,06809,Bob Burns,1,35
123,0,12510,Chad Campbell,1,40
123,0,20229,Stewart Cink,1,23
123,0,01203,Russ Cochran,1,29
123,0,01219,John Cook,1,21
123,0,01226,Fred Couples,1,34
123,0,22621,Ben Curtis,1,27
123,0,01261,Jay Delsing,1,36
123,0,06251,Chris DiMarco,1,36
123,0,01313,Steve Elkington,1,33
123,0,12760,Danny Ellis,1,28
123,0,01320,Bob Estes,1,15
123,0,01329,Brad Faxon,1,21
123,0,12823,Carlos Franco,1,54
123,0,01388,Robert Gamez,1,44
123,0,21209,Sergio Garcia,1,34
