RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
1,0,19824,Craig Barlow,.76,3,396
2,0,01320,Bob Estes,.93,4,432
3,0,12680,Shigeki Maruyama,1.11,5,450
4,0,01219,John Cook,1.45,6,414
5,0,10809,Jim Furyk,1.62,7,432
5,0,02010,Loren Roberts,1.62,7,432
5,0,02239,Scott Verplank,1.62,7,432
8,0,01042,Paul Azinger,1.67,6,360
8,0,06090,Jim McGovern,1.67,6,360
8,0,01920,Craig Parry,1.67,6,360
11,0,01927,Dennis Paulson,1.69,7,414
12,0,01378,David Frost,1.71,8,468
13,0,01098,Jay Don Blake,1.72,9,522
14,0,07749,Brett Quigley,1.75,6,342
15,0,19846,Brian Gay,1.79,10,558
16,0,01175,Jim Carter,1.85,9,486
16,0,06251,Chris DiMarco,1.85,9,486
16,0,12782,Tim Herron,1.85,9,486
16,0,01553,John Huston,1.85,6,324
20,0,06078,Esteban Toledo,1.90,12,630
21,0,01139,Olin Browne,1.92,10,522
21,0,08881,Tripp Isenhour,1.92,10,522
21,0,01761,Len Mattiace,1.92,10,522
21,0,22122,Andrew McLardy,1.92,9,468
21,0,08553,Lee Porter,1.92,10,522
26,0,21961,Charles Howell III,1.93,8,414
27,0,01968,Nick Price,1.94,7,360
28,0,02223,Bob Tway,1.98,10,504
29,0,10201,Matt Gogel,2.00,9,450
29,0,10213,Dicky Pride,2.00,9,450
31,0,10585,Scott McCarron,2.08,9,432
31,0,06567,Vijay Singh,2.08,9,432
33,0,02104,Jeff Sluman,2.11,11,522
34,0,07101,Dave Stockton Jr.,2.12,8,378
35,0,01381,Fred Funk,2.15,12,558
36,0,06034,Marco Dawson,2.16,7,324
36,0,01313,Steve Elkington,2.16,7,324
38,0,01945,Kenny Perry,2.17,9,414
38,0,02002,John Riegger,2.17,9,414
40,0,06595,Kevin Sutherland,2.18,11,504
41,0,01203,Russ Cochran,2.22,8,360
41,0,06621,Joe Durant,2.22,10,450
41,0,08545,Glen Hnatiuk,2.22,12,540
44,0,01677,Tom Lehman,2.27,9,396
45,0,23614,Rich Beem,2.30,12,522
46,0,01329,Brad Faxon,2.31,10,432
46,0,01599,Steve Jones,2.31,10,432
48,0,19817,Michael Muehr,2.33,13,558
48,0,02110,Jerry Smith,2.33,13,558
50,0,01132,Mark Brooks,2.35,11,468
51,0,24357,K.J. Choi,2.38,12,504
51,0,01766,Billy Mayfair,2.38,12,504
53,0,01185,Brandel Chamblee,2.42,10,414
53,0,01943,Chris Perry,2.42,10,414
55,0,02294,Willie Wood,2.43,7,288
56,0,20098,Stuart Appleby,2.47,12,486
56,0,12714,Chris Tidland,2.47,12,486
58,0,01307,Joel Edwards,2.49,13,522
59,0,02246,Duffy Waldorf,2.55,11,432
60,0,08931,Glen Day,2.56,12,468
61,0,12652,Cameron Beckman,2.58,13,504
61,0,06617,Brian Henninger,2.58,13,504
63,0,01035,Tommy Armour III,2.59,14,540
63,0,01619,Skip Kendall,2.59,14,540
63,0,08339,Spike McRoy,2.59,14,540
66,0,10963,Jimmy Green,2.60,15,576
66,0,01941,Tom Pernice Jr.,2.60,15,576
68,0,23125,Brad Elder,2.61,16,612
68,0,06522,Ernie Els,2.61,8,306
70,0,01226,Fred Couples,2.63,9,342
70,0,09011,David Duval,2.63,9,342
72,0,07003,David Berganio Jr.,2.65,10,378
73,0,20094,Jonathan Kaye,2.69,15,558
74,0,10885,Robert Allenby,2.78,14,504
74,0,20498,Briny Baird,2.78,15,540
74,0,20593,Greg Chalmers,2.78,12,432
74,0,21805,Harrison Frazar,2.78,12,432
74,0,01457,Jay Haas,2.78,10,360
74,0,01666,Bernhard Langer,2.78,8,288
74,0,10457,Frank Nobilo,2.78,13,468
74,0,01938,David Peoples,2.78,14,504
82,0,08535,Gary Nicklaus,2.86,17,594
83,0,10962,Bradley Hughes,2.87,16,558
83,0,11032,Frank Lickliter II,2.87,15,522
85,0,12753,David Morland IV,2.88,14,486
85,0,01926,Steve Pate,2.88,14,486
87,0,01157,Tom Byrum,2.89,13,450
87,0,01418,Bill Glasson,2.89,13,450
87,0,10649,Tom Scherrer,2.89,13,450
90,0,06350,Bob May,2.90,12,414
90,0,10423,Mike Weir,2.90,12,414
92,0,01928,Corey Pavin,2.91,11,378
93,0,19972,José Coceres,2.94,9,306
93,0,21209,Sergio Garcia,2.94,9,306
