RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS PER EVENT,TOTAL POINTS
1,0,06522,Ernie Els,115.357,1845.713
2,0,06527,Steve Stricker,113.144,1697.167
3,0,29718,Anthony Kim,110.534,1215.870
4,0,01810,Phil Mickelson,101.809,1628.950
5,0,10809,Jim Furyk,93.937,1690.873
6,0,22405,Justin Rose,88.479,1592.627
7,0,28237,Rory McIlroy,84.710,1101.230
8,0,25804,Bubba Watson,83.241,1498.333
9,0,24781,Hunter Mahan,76.385,1527.700
10,0,25364,Paul Casey,76.306,991.972
11,0,27770,Camilo Villegas,75.839,1213.420
12,0,23135,Tim Clark,74.180,1409.416
13,0,30925,Dustin Johnson,71.668,1361.694
14,0,20157,Retief Goosen,71.228,1068.417
15,0,28475,Jeff Overton,69.841,1536.496
16,0,10885,Robert Allenby,68.759,1168.896
17,0,23108,Matt Kuchar,68.440,1437.230
18,0,23983,Luke Donald,68.036,1088.583
19,0,23541,Ben Crane,65.186,1303.717
20,0,24138,Ian Poulter,61.115,733.380
21,0,24024,Zach Johnson,59.557,1191.130
22,0,24502,Adam Scott,58.764,940.230
23,0,23623,Bo Van Pelt,57.832,1272.310
24,0,27141,J.B. Holmes,57.652,1153.044
25,0,22046,Geoff Ogilvy,54.319,814.785
26,0,01928,Corey Pavin,54.063,432.500
27,0,32102,Rickie Fowler,52.134,1146.944
28,0,27095,Nick Watney,51.772,983.663
29,0,24924,Bill Haas,51.236,1024.722
30,0,24357,K.J. Choi,51.235,922.222
31,0,23320,Ryan Palmer,51.020,1071.410
32,0,28089,Jason Day,49.400,988.000
33,0,24507,Jason Bohn,48.743,926.122
34,0,08793,Tiger Woods,47.870,430.830
35,0,25345,Carl Pettersson,47.594,1142.250
36,0,21731,Freddie Jacobson,45.893,826.073
37,0,26596,Ryan Moore,44.635,892.707
38,0,24140,Sean O'Hair,42.910,858.193
39,0,20766,Padraig Harrington,41.380,662.084
40,0,02239,Scott Verplank,41.362,785.870
41,0,23325,Vaughn Taylor,41.187,823.730
42,0,24846,Ricky Barnes,41.177,947.080
43,0,23638,Brendon de Jonge,39.812,1035.100
44,0,06515,Shaun Micheel,39.667,595.000
45,0,25396,Kevin Na,38.297,804.240
46,0,22293,Heath Slocum,38.014,722.270
47,0,24663,Y.E. Yang,37.670,678.063
