RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS
1,0,20396,Lee Westwood,1515
2,0,27408,Martin Kaymer,811
3,0,25572,Graeme McDowell,681
4,0,26329,Louis Oosthuizen,600
5,0,21407,Arjun Atwal,500
6,0,19970,Robert Karlsson,476
7,0,26331,Charl Schwartzel,378
8,0,23814,Edoardo Molinari,339
9,0,22896,Grégory Havret,330
10,0,10117,Bob Heintz,188
11,0,25198,Francesco Molinari,162
12,0,22986,Søren Kjeldsen,143
13,0,30852,Ryo Ishikawa,138
14,0,24748,WC Liang,131
15,0,27072,Alvaro Quiros,129
16,0,22792,Peter Hanson,124
17,0,19958,Miguel Angel Jiménez,110
18,0,20376,Stephen Gallacher,98
19,0,26539,Robert Rock,91
20,0,24512,Simon Dyson,90
21,0,26908,Yuta Ikeda,74
22,0,29223,Sam Saunders,71
23,0,24511,Thongchai Jaidee,70
24,0,29289,S.Y. Noh,69
25,0,27506,Oliver Wilson,68
26,0,27896,Ross Fisher,63
27,0,24957,Simon Khan,60
28,0,24494,Erik Compton,56
29,0,20473,Ignacio Garrido,55
30,0,20104,Ken Duke,47
31,0,19825,Darren Clarke,46
32,0,26500,Alejandro Cañizares,45
33,0,30110,Kyle Stanley,42
34,0,30909,David Horsey,41
35,0,28258,K.T. Kim,40
36,0,22983,Bradley Dredge,40
36,0,23481,Marcel Siem,40
38,0,25191,Gonzalo Fernandez-Castaño,36
39,0,06573,Brandt Jobe,35
40,0,23497,Tag Ridings,34
41,0,28486,Michael Putnam,32
42,0,33204,Shane Lowry,31
42,0,25734,Colm Moriarty,31
44,0,32495,Rob Grube,29
44,0,33399,Adam Hadwin,29
44,0,27768,Brock Mackenzie,29
44,0,30004,Ross McGowan,29
48,0,32698,Bobby Gates,28
49,0,07707,Mike Small,27
50,0,31114,Drew Weaver,27
51,0,21633,Steve Allan,26
52,0,20121,Todd Fischer,24
53,0,32416,Benjamin Fox,22
54,0,29461,Jamie Lovemark,22
54,0,27064,Jhonattan Vegas,22
56,0,25842,Jon Mills,21
56,0,34478,Jerry Richardson Jr.,21
58,0,23540,Jason Allred,19
58,0,26499,Rafa Cabrera Bello,19
58,0,31557,Jim Herman,19
61,0,08635,Colin Montgomerie,18
62,0,23699,Danny Chia,14
62,0,23984,Zane Scotland,14
64,0,27324,Seungsu Han,14
64,0,12662,Thomas Levet,14
64,0,19985,Santiago Luna,14
67,0,20935,Toru Taniguchi,13
68,0,26525,Grégory Bourdy,12
69,0,28860,Daniel Barbetti,11
69,0,21284,Hiroyuki Fujita,11
69,0,23465,Peter Gustafsson,11
69,0,32532,Manuel Villegas,11
73,0,33451,Matt Hill,10
74,0,20367,Fredrik Andersson Hed,10
75,0,24786,Jeff Burns,10
76,0,30924,Rhys Davies,9
77,0,25457,Alexandre Rocha,9
78,0,02076,Peter Senior,8
79,0,21660,Jason Schultz,7
80,0,31141,Gareth Maybin,6
80,0,31437,Chris Rogers,6
82,0,29222,Billy Hurley III,4
83,0,25431,Rob Labritz,3
83,0,25398,Ryuichi Oda,3
85,0,32874,Erick Justesen,2
86,0,12682,Hirofumi Miyase,2
86,0,27821,Steven Tiley,2
88,0,26497,Casey Wittenberg,1
89,0,19905,Andrew Coltart,1
89,0,23633,Phil Schmitt,1
91,0,32831,Aaron Goldberg,1
92,0,24461,Thomas Aiken,1
93,0,33168,Michael O'Neal,1
93,0,28302,Matthew Richardson,1
93,0,33788,Blake Trimble,1
96,0,29425,Andrew Svoboda,1
97,0,20567,Kevin Hayashi,1
98,0,25450,Ty Tryon,1
99,0,33120,Mark Anderson,1
100,0,25972,Pablo Martin Benavides,1
100,0,34257,Jason Preeo,1
