RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
1,0,23983,Luke Donald,10.03,541.46,-302.60,533.49
2,0,20396,Lee Westwood,8.06,362.83,-361.00,298.87
3,0,28237,Rory McIlroy,7.77,388.59,-279.45,360.27
4,0,27408,Martin Kaymer,6.55,334.07,-309.08,287.35
5,0,24502,Adam Scott,5.50,258.31,-160.30,232.63
6,0,06527,Steve Stricker,5.33,218.48,-255.83,211.52
7,0,30925,Dustin Johnson,5.27,268.92,-208.27,251.10
8,0,28089,Jason Day,5.07,243.41,-129.11,244.98
9,0,26331,Charl Schwartzel,5.06,273.21,-196.68,288.47
10,0,29221,Webb Simpson,5.03,271.49,-72.42,297.62
11,0,23108,Matt Kuchar,4.71,254.39,-223.73,231.05
12,0,27095,Nick Watney,4.69,239.43,-179.23,252.97
13,0,25572,Graeme McDowell,4.55,245.68,-246.24,158.88
14,0,01810,Phil Mickelson,4.47,210.32,-280.55,202.69
15,0,24357,K.J. Choi,4.31,232.96,-145.44,238.88
16,0,24138,Ian Poulter,3.88,194.19,-226.21,147.60
17,0,21209,Sergio Garcia,3.87,185.80,-96.15,194.03
18,0,22405,Justin Rose,3.84,207.61,-158.83,185.50
19,0,24781,Hunter Mahan,3.76,203.00,-192.01,180.75
20,0,25364,Paul Casey,3.73,186.28,-214.22,135.17
21,0,25804,Bubba Watson,3.69,184.30,-155.73,182.79
22,0,27072,Alvaro Quiros,3.68,187.44,-146.89,193.57
23,0,08793,Tiger Woods,3.59,143.68,-277.79,106.22
24,0,19970,Robert Karlsson,3.55,184.34,-145.03,142.54
25,0,28258,K.T. Kim,3.52,190.31,-135.30,145.62
26,0,02206,David Toms,3.50,175.01,-104.61,187.78
27,0,24924,Bill Haas,3.43,185.30,-117.20,180.32
28,0,24512,Simon Dyson,3.38,182.45,-107.50,171.94
29,0,23623,Bo Van Pelt,3.37,182.11,-132.64,157.10
30,0,28259,Sangmoon Bae,3.28,140.90,-42.93,138.19
31,0,33141,Keegan Bradley,3.26,176.10,-35.91,190.18
32,0,32102,Rickie Fowler,3.24,175.22,-121.55,158.78
33,0,25686,Jason Dufner,3.21,160.64,-95.53,172.34
34,0,20859,Anders Hansen,3.17,161.92,-109.65,165.34
35,0,10944,Thomas Bjørn,3.16,161.39,-73.92,170.89
36,0,22046,Geoff Ogilvy,3.13,153.14,-148.54,121.01
37,0,24024,Zach Johnson,3.09,154.68,-160.46,123.99
38,0,27649,Brandt Snedeker,3.09,166.97,-100.94,182.01
39,0,21731,Freddie Jacobson,3.08,157.09,-69.09,163.94
40,0,26329,Louis Oosthuizen,3.07,165.69,-155.04,123.14
41,0,25198,Francesco Molinari,3.05,164.69,-182.61,105.71
42,0,22792,Peter Hanson,2.97,154.66,-121.48,137.42
43,0,20645,John Senden,2.91,156.96,-87.10,148.03
44,0,19958,Miguel Angel Jiménez,2.88,155.61,-168.43,125.44
45,0,24663,Y.E. Yang,2.84,153.12,-160.27,153.98
46,0,22371,Aaron Baddeley,2.79,147.92,-66.97,180.03
47,0,27936,Martin Laird,2.76,149.30,-135.95,143.12
48,0,19825,Darren Clarke,2.74,142.62,-80.20,144.73
49,0,25191,Gonzalo Fernandez-Castaño,2.73,117.33,-60.81,94.07
50,0,10809,Jim Furyk,2.73,136.39,-237.46,87.82
51,0,30852,Ryo Ishikawa,2.71,146.47,-144.12,117.39
52,0,31323,Gary Woodland,2.71,135.38,-43.64,170.42
53,0,20157,Retief Goosen,2.53,136.58,-206.36,87.39
54,0,23541,Ben Crane,2.42,123.33,-128.08,91.20
55,0,24925,Jonathan Byrd,2.38,128.31,-85.02,146.82
56,0,06522,Ernie Els,2.37,127.98,-242.28,60.30
57,0,26596,Ryan Moore,2.36,115.69,-132.30,103.54
58,0,33199,Matteo Manassero,2.33,109.47,-71.92,94.09
59,0,10885,Robert Allenby,2.24,120.91,-187.34,99.39
60,0,20593,Greg Chalmers,2.22,119.68,-58.23,113.48
61,0,20935,Toru Taniguchi,2.21,106.04,-68.65,76.85
62,0,21878,Mark Wilson,2.20,118.57,-81.88,157.85
63,0,06567,Vijay Singh,2.14,109.33,-83.83,119.61
64,0,28300,Joost Luiten,2.12,112.28,-43.29,96.60
65,0,23814,Edoardo Molinari,2.11,113.91,-176.04,66.38
66,0,27349,Alex Noren,2.08,112.58,-69.36,121.45
67,0,26476,Chez Reavie,2.05,90.29,-14.53,99.71
68,0,21284,Hiroyuki Fujita,2.04,109.96,-106.46,80.47
69,0,25900,Lucas Glover,2.03,99.33,-120.67,103.67
70,0,25396,Kevin Na,2.00,107.94,-104.89,104.06
71,0,23621,Rory Sabbatini,1.99,107.25,-102.71,126.23
72,0,23452,Nicolas Colsaerts,1.95,91.61,-58.84,99.37
73,0,23320,Ryan Palmer,1.93,104.42,-106.33,90.69
74,0,28475,Jeff Overton,1.91,103.16,-105.71,76.41
75,0,26908,Yuta Ikeda,1.88,101.63,-120.61,59.77
76,0,21961,Charles Howell III,1.87,101.14,-67.18,106.58
77,0,29670,Pablo Larrazabal,1.86,100.60,-37.86,111.97
78,0,29718,Anthony Kim,1.86,89.20,-140.90,75.17
79,0,24140,Sean O'Hair,1.83,91.50,-126.46,72.53
80,0,23725,Brendan Jones,1.82,74.63,-67.94,49.23
81,0,27119,Koumei Oda,1.78,92.69,-64.56,83.27
82,0,28937,George Coetzee,1.77,95.78,-32.75,106.64
83,0,19904,Paul Lawrie,1.77,86.54,-38.78,89.86
84,0,12716,Charley Hoffman,1.76,93.42,-96.31,64.33
85,0,20766,Padraig Harrington,1.74,94.03,-167.79,61.25
86,0,25369,Jamie Donaldson,1.73,86.73,-64.27,76.48
87,0,24461,Thomas Aiken,1.73,93.19,-71.72,95.70
88,0,23580,Tetsuji Hiratsuka,1.72,93.09,-87.19,74.94
89,0,27770,Camilo Villegas,1.71,92.28,-136.48,65.24
90,0,22896,Grégory Havret,1.70,92.02,-56.12,78.95
91,0,21099,David Lynn,1.70,85.19,-40.43,85.09
92,0,02239,Scott Verplank,1.70,68.10,-83.87,63.64
93,0,27466,Spencer Levin,1.70,91.86,-52.71,104.27
94,0,23135,Tim Clark,1.68,67.35,-148.84,28.13
95,0,28158,Steve Marino,1.66,79.80,-95.69,95.33
96,0,30750,Tommy Gainey,1.66,89.57,-48.12,97.46
97,0,24083,Marcus Fraser,1.66,86.14,-51.53,74.70
98,0,30926,Chris Kirk,1.64,83.56,-48.86,85.84
99,0,20569,Richard Green,1.63,75.15,-74.01,45.19
100,0,27896,Ross Fisher,1.63,86.54,-135.93,56.10
101,0,20367,Fredrik Andersson Hed,1.63,84.88,-72.35,67.76
102,0,23373,Michael Hoey,1.60,86.65,-26.23,86.49
103,0,29531,Richie Ramsay,1.60,86.57,-58.03,76.95
104,0,24457,Jaco Van Zyl,1.58,63.06,-23.33,64.82
105,0,24358,Robert Garrigus,1.55,76.17,-55.27,76.94
106,0,20832,Raphael Jacquelin,1.55,83.85,-79.47,78.17
107,0,29289,S.Y. Noh,1.54,81.38,-69.02,58.39
108,0,27141,J.B. Holmes,1.53,67.36,-97.09,63.80
109,0,27088,Johan Edfors,1.49,76.07,-60.25,72.06
110,0,25345,Carl Pettersson,1.48,80.13,-68.27,68.89
111,0,27064,Jhonattan Vegas,1.47,78.01,-51.44,89.07
112,0,20218,Shingo Katayama,1.46,68.48,-55.82,58.19
113,0,27118,Toshinori Muto,1.46,69.87,-24.93,68.66
114,0,22032,Tomohiro Kondo,1.44,69.11,-38.88,70.31
115,0,23800,Bryce Molder,1.44,76.27,-74.64,66.64
