RANK,MOVEMENT,PLAYER_ID,PLAYER,RATING
1,0,01388,Robert Gamez,8.9
1,0,25190,Jeff Quinney,8.9
3,0,01941,Tom Pernice Jr.,8.8
4,0,19824,Craig Barlow,8.7
4,0,07749,Brett Quigley,8.7
6,0,01928,Corey Pavin,8.6
6,0,02214,Kirk Triplett,8.6
8,0,23135,Tim Clark,8.5
9,0,24748,WC Liang,8.3
10,0,06214,Guy Boros,8.1
10,0,19958,Miguel Angel Jiménez,8.1
10,0,27072,Alvaro Quiros,8.1
13,0,33399,Adam Hadwin,8.0
13,0,20433,Mark Hensby,8.0
13,0,24503,Jeff Klauk,8.0
13,0,34478,Jerry Richardson Jr.,8.0
17,0,20850,Daniel Chopra,7.9
17,0,11032,Frank Lickliter II,7.9
17,0,24912,Will MacKenzie,7.9
17,0,01761,Len Mattiace,7.9
17,0,27349,Alex Noren,7.9
17,0,26498,Matt Weibring,7.9
23,0,06034,Marco Dawson,7.8
23,0,28307,Matt Every,7.8
23,0,26695,Michael Letzig,7.8
26,0,01226,Fred Couples,7.7
26,0,10213,Dicky Pride,7.7
26,0,23349,Charles Warren,7.7
29,0,29223,Sam Saunders,7.6
29,0,08385,Omar Uresti,7.6
31,0,01161,Mark Calcavecchia,7.5
31,0,24494,Erik Compton,7.5
31,0,23322,Brett Wetterich,7.5
34,0,01132,Mark Brooks,7.4
34,0,27436,Graham DeLaet,7.4
34,0,32617,Jerod Turner,7.4
34,0,10425,Jay Williamson,7.4
34,0,02294,Willie Wood,7.4
39,0,01329,Brad Faxon,7.3
39,0,06595,Kevin Sutherland,7.3
41,0,06197,Michael Allen,7.2
41,0,01374,Robin Freeman,7.2
41,0,21959,Ted Purdy,7.2
44,0,27896,Ross Fisher,7.1
44,0,30852,Ryo Ishikawa,7.1
46,0,01619,Skip Kendall,7.0
47,0,22056,Cameron Percy,6.9
48,0,26908,Yuta Ikeda,6.8
49,0,24512,Simon Dyson,6.6
49,0,22400,Hennie Otto,6.6
51,0,08793,Tiger Woods,5.5
