RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY PER EVENT,TOTAL MONEY
1,0,08793,Tiger Woods,$299356,5687777
2,0,01810,Phil Mickelson,$191473,4403882
3,0,20585,Niclas Fasth,$181472,544417
4,0,21209,Sergio Garcia,$161035,2898634
5,0,01706,Davis Love III,$158473,3169463
6,0,09011,David Duval,$140088,2801760
7,0,02206,David Toms,$135414,3791595
8,0,06567,Vijay Singh,$132339,3440828
9,0,06522,Ernie Els,$122971,2336455
10,0,10423,Mike Weir,$120779,2777936
11,0,01527,Scott Hoch,$119804,2875319
12,0,20157,Retief Goosen,$112698,1126985
13,0,01320,Bob Estes,$107518,2795476
14,0,02239,Scott Verplank,$107053,2783401
15,0,01666,Bernhard Langer,$106491,1810362
16,0,10809,Jim Furyk,$105863,2540734
17,0,06621,Joe Durant,$95267,2381683
18,0,10821,Toshi Izawa,$93836,469180
19,0,06197,Michael Allen,$91733,91733
20,0,06251,Chris DiMarco,$89489,2595201
21,0,01161,Mark Calcavecchia,$86590,1991575
22,0,12510,Chad Campbell,$86400,259200
23,0,06527,Steve Stricker,$83811,1676228
24,0,01677,Tom Lehman,$82941,1907659
25,0,10885,Robert Allenby,$79621,2309028
26,0,19972,José Coceres,$79099,1502888
27,0,01042,Paul Azinger,$75456,1509130
28,0,01329,Brad Faxon,$75054,1951411
29,0,10585,Scott McCarron,$71740,1793506
30,0,01797,Rocco Mediate,$70211,1474434
31,0,01945,Kenny Perry,$68694,1786066
32,0,11032,Frank Lickliter II,$66962,1941910
33,0,02170,Hal Sutton,$66305,1723946
34,0,01968,Nick Price,$64337,1286755
35,0,21961,Charles Howell III,$63359,1520632
36,0,12660,Jesper Parnevik,$62968,1574207
37,0,01707,Steve Lowery,$62100,1738819
38,0,06220,Jaxon Brigman,$61500,61500
39,0,02104,Jeff Sluman,$61398,1841951
40,0,20229,Stewart Cink,$60104,1743028
41,0,10860,Justin Leonard,$59461,1783842
42,0,01766,Billy Mayfair,$59172,1716002
43,0,20472,Alex Cejka,$57310,57310
43,0,20832,Raphael Jacquelin,$57310,57310
43,0,11246,Des Smyth,$57310,57310
46,0,02214,Kirk Triplett,$53392,1388201
47,0,12680,Shigeki Maruyama,$53387,1441454
48,0,23108,Matt Kuchar,$52060,572669
49,0,06595,Kevin Sutherland,$50785,1523572
50,0,23338,David Gossett,$49875,748126
51,0,01024,Billy Andrade,$48631,1313046
52,0,08075,Jerry Kelly,$48116,1491606
53,0,19825,Darren Clarke,$47267,330869
54,0,07749,Brett Quigley,$45568,956933
55,0,02300,Ian Woosnam,$45175,225878
56,0,23621,Rory Sabbatini,$45156,1038589
57,0,20691,Greg Owen,$43630,43630
58,0,20218,Shingo Katayama,$42447,254685
59,0,01633,Tom Kite,$42250,211252
60,0,20848,Ángel Cabrera,$42138,337104
61,0,06575,Dudley Hart,$41428,1035710
62,0,01219,John Cook,$40911,1022778
63,0,19846,Brian Gay,$40605,1299361
64,0,01941,Tom Pernice Jr.,$39962,1318761
65,0,20127,Chris Riley,$39940,1198224
66,0,01307,Joel Edwards,$39784,1193528
67,0,19881,Robert Damron,$39229,1059187
68,0,02223,Bob Tway,$38684,1121858
69,0,23353,J.J. Henry,$38351,1073846
70,0,07457,Steve Flesch,$37735,1207551
71,0,01381,Fred Funk,$37484,1237004
72,0,12652,Cameron Beckman,$36942,1071342
73,0,12389,Barry Lane,$35762,35762
74,0,20098,Stuart Appleby,$34638,1004528
75,0,01132,Mark Brooks,$33312,899443
76,0,01282,Trevor Dodds,$33182,66365
77,0,01249,John Daly,$33156,828913
78,0,12782,Tim Herron,$32601,945440
79,0,01927,Dennis Paulson,$32444,811105
80,0,21805,Harrison Frazar,$31698,792455
81,0,01577,Lee Janzen,$31228,905628
82,0,02106,Chris Smith,$31093,932810
83,0,19958,Miguel Angel Jiménez,$30963,464457
84,0,22405,Justin Rose,$30755,30755
84,0,20937,Nicolas Vanhootegem,$30755,30755
86,0,06373,José María Olazábal,$30578,458677
87,0,23800,Bryce Molder,$30157,211105
88,0,02257,Brian Watts,$28580,457293
89,0,12645,Brent Geiberger,$28447,711193
90,0,10201,Matt Gogel,$28068,729783
91,0,24357,K.J. Choi,$27597,800326
92,0,08375,Paul Stankowski,$27540,743603
93,0,07003,David Berganio Jr.,$27403,685082
94,0,01139,Olin Browne,$27187,815636
95,0,08537,J.P. Hayes,$27085,622963
96,0,01457,Jay Haas,$26911,565140
97,0,20766,Padraig Harrington,$26713,240425
98,0,01724,Jeff Maggert,$26429,713606
99,0,02101,Joey Sindelar,$26194,654863
100,0,20498,Briny Baird,$26193,812000
101,0,20593,Greg Chalmers,$25635,692169
102,0,08931,Glen Day,$25563,715779
103,0,01185,Brandel Chamblee,$25308,582085
104,0,01553,John Huston,$25262,505252
105,0,01096,Phil Blackmar,$24650,49300
106,0,02010,Loren Roberts,$23362,584071
107,0,01876,Greg Norman,$23300,256310
108,0,02099,Scott Simpson,$23296,512530
109,0,01938,David Peoples,$22988,712656
110,0,01920,Craig Parry,$22905,503923
111,0,22046,Geoff Ogilvy,$22840,525337
112,0,01619,Skip Kendall,$22839,753701
113,0,24956,Mikko Ilonen,$22798,91194
114,0,21806,Paul Gow,$22532,608382
115,0,06004,Stephen Ames,$22094,574451
116,0,01943,Chris Perry,$21861,568391
117,0,01313,Steve Elkington,$21859,437199
118,0,06350,Bob May,$21397,534936
119,0,20400,Michael Campbell,$21319,213191
120,0,01887,Mark O'Meara,$20886,438620
121,0,20935,Toru Taniguchi,$20879,187913
122,0,01928,Corey Pavin,$20836,458400
123,0,20436,Garrett Willis,$20728,684037
124,0,20094,Jonathan Kaye,$20703,683210
125,0,21180,Tony Carolan,$20697,20697
126,0,01226,Fred Couples,$20314,385983
127,0,11011,Mike Sposa,$19872,576311
128,0,01761,Len Mattiace,$19759,592780
129,0,20569,Richard Green,$19311,19311
130,0,02245,Grant Waite,$19258,539227
131,0,02110,Jerry Smith,$19097,592029
132,0,06078,Esteban Toledo,$18993,683751
133,0,01378,David Frost,$18680,504376
134,0,20043,Edward Fryatt,$18478,572820
135,0,01823,Larry Mize,$18340,440178
136,0,06332,Neal Lancaster,$18266,657579
137,0,01361,Dan Forsman,$18247,456194
138,0,23157,Richard Johnson,$18028,18028
139,0,12823,Carlos Franco,$18024,486665
140,0,19824,Craig Barlow,$18006,414138
141,0,10944,Thomas Bjørn,$17968,125779
142,0,20566,Kaname Yokoo,$17703,477989
143,0,08633,Per-Ulrik Johansson,$17603,510487
144,0,01326,Nick Faldo,$16612,215960
145,0,10457,Frank Nobilo,$16523,462649
146,0,01685,J.L. Lewis,$16407,508618
147,0,20095,Carl Paulson,$16393,508207
148,0,01196,Brian Claar,$16189,129519
149,0,23034,Brent Schwarzrock,$16116,322336
150,0,01093,Ronnie Black,$15981,271685
151,0,01905,Joe Ozaki,$15953,271202
152,0,02246,Duffy Waldorf,$15831,427461
153,0,08385,Omar Uresti,$15816,47450
154,0,24502,Adam Scott,$15504,93025
155,0,06012,Greg Kraft,$15260,503604
156,0,10912,Craig Perks,$15237,457127
157,0,08993,Franklin Langham,$15115,332538
158,0,01203,Russ Cochran,$15106,362556
159,0,06036,Scott Dunlap,$15027,420777
159,0,12602,Dean Wilson,$15027,30055
161,0,20992,Kazuhiko Hosokawa,$14972,29944
162,0,23614,Rich Beem,$14856,460564
163,0,19905,Andrew Coltart,$14772,44317
164,0,08635,Colin Montgomerie,$14680,102762
165,0,06431,Jean Van de Velde,$14530,247013
166,0,01157,Tom Byrum,$14515,391924
167,0,24739,Katsumune Imai,$14318,14318
168,0,12461,Paul McGinley,$14269,57078
169,0,02065,Rick Schuller,$14250,14250
170,0,01323,Brad Fabel,$14094,140940
171,0,01098,Jay Don Blake,$14083,436576
172,0,08545,Glen Hnatiuk,$14016,434523
173,0,20791,Mark Johnson,$13600,13600
173,0,10425,Jay Williamson,$13600,476030
175,0,06573,Brandt Jobe,$13568,407065
176,0,02159,Curtis Strange,$13512,148632
177,0,01559,Hale Irwin,$13164,13164
178,0,20634,Peter Lonard,$13024,91172
179,0,08339,Spike McRoy,$12956,401653
180,0,06643,Paul Goydos,$12950,375557
181,0,06090,Jim McGovern,$12928,271494
182,0,02279,Mark Wiebe,$12866,308791
183,0,20396,Lee Westwood,$12803,76821
184,0,11653,Paul Curry,$12792,12792
185,0,19817,Michael Muehr,$12789,409249
186,0,10565,Ian Leggatt,$12719,368861
187,0,02002,John Riegger,$12674,342221
188,0,01175,Jim Carter,$12354,345926
189,0,10962,Bradley Hughes,$12310,406258
190,0,02294,Willie Wood,$12257,196113
191,0,06809,Bob Burns,$12173,353045
192,0,01118,Gordon Brand Jr.,$12016,12016
193,0,07867,Woody Austin,$11951,406352
194,0,23857,Neil Cheetham,$11873,11873
195,0,12663,Phil Tataurangi,$11798,141581
196,0,23355,Alexandre Balicki,$11765,11765
196,0,12662,Thomas Levet,$11765,11765
198,0,21098,Scott Henderson,$11551,11551
199,0,08553,Lee Porter,$11548,346461
200,0,23983,Luke Donald,$11535,80747
201,0,01014,Fulton Allem,$11508,241680
202,0,01948,Tim Petrovic,$11442,11442
203,0,23125,Brad Elder,$11341,396967
204,0,23903,Stephen Gangluff,$11237,22475
205,0,01063,Ben Bates,$10955,197190
206,0,02322,Richard Zokol,$10934,32802
207,0,01475,Donnie Hammond,$10906,152697
208,0,01668,Jeffrey Lankford,$10887,21775
209,0,06315,Pete Jordan,$10724,386087
210,0,01599,Steve Jones,$10578,264455
211,0,06515,Shaun Micheel,$10326,351094
212,0,02133,Craig Stadler,$10319,196072
213,0,01039,Perry Arthur,$10317,10317
214,0,21949,Joe Ogilvie,$10093,343189
215,0,01771,Blaine McCallister,$10021,280588
216,0,02267,D.A. Weibring,$9984,99843
217,0,21007,Gabriel Hjertstedt,$9875,296273
218,0,06613,Tommy Tolles,$9827,304644
219,0,06741,Gene Fieger,$9786,19573
220,0,08881,Tripp Isenhour,$9659,299452
221,0,12753,David Morland IV,$9650,279876
222,0,02218,Ted Tryba,$9334,308048
223,0,06034,Marco Dawson,$9091,172738
224,0,01926,Steve Pate,$9065,271966
225,0,02020,Eduardo Romero,$9062,54373
226,0,12760,Danny Ellis,$8980,242486
227,0,24511,Thongchai Jaidee,$8862,8862
227,0,23533,Anthony Kang,$8862,8862
229,0,01388,Robert Gamez,$8796,193525
230,0,20574,Mathew Goggin,$8580,283164
231,0,20771,Steven Alker,$8550,8550
232,0,24925,Jonathan Byrd,$8400,8400
233,0,20029,Notah Begay III,$8378,100537
234,0,07569,Mark Carnevale,$8338,25016
235,0,02131,Mike Springer,$8114,81141
236,0,12388,Michael Clark II,$7899,236990
237,0,01487,Jeff Hart,$7835,219385
238,0,12661,Todd Barranger,$7700,7700
239,0,10213,Dicky Pride,$7630,206021
240,0,25791,Michael Christensen,$7616,7616
241,0,10649,Tom Scherrer,$7574,212090
242,0,19822,Bobby Cochran,$7455,7455
243,0,01035,Tommy Armour III,$7440,238091
244,0,02191,Tim Thelen,$7397,51780
245,0,01142,Bart Bryant,$7388,73884
246,0,01374,Robin Freeman,$7310,248543
247,0,25052,Derek Gillespie,$7296,7296
248,0,24355,Kevin Blanton,$7264,7264
249,0,23135,Tim Clark,$7250,21750
250,0,08083,Michael Combs,$7208,7208
251,0,19983,Andy Oldcorn,$7125,14250
252,0,12705,Cliff Kresge,$7117,220649
253,0,22290,Rob Bradley,$7000,7000
254,0,20831,Emanuele Canonica,$6993,132869
255,0,01418,Bill Glasson,$6940,180441
256,0,20474,Phillip Price,$6900,41405
257,0,21878,Mark Wilson,$6863,13727
258,0,01191,Barry Cheesman,$6852,109634
259,0,08123,Jeff Brehaut,$6732,175045
260,0,12714,Chris Tidland,$6611,191737
261,0,10963,Jimmy Green,$6483,213941
262,0,06514,Kevin Johnson,$6413,205241
263,0,01143,Brad Bryant,$6380,12760
264,0,08337,Mike Heinen,$6354,50837
265,0,22051,Ben Ferguson,$6265,187970
266,0,08535,Gary Nicklaus,$6173,209892
267,0,22621,Ben Curtis,$6020,6020
268,0,22892,Jason Gore,$6015,180451
269,0,01116,Michael Bradley,$5985,47885
270,0,25374,David Stephens,$5950,5950
271,0,22293,Heath Slocum,$5708,45669
272,0,01723,Andrew Magee,$5648,175108
273,0,06617,Brian Henninger,$5545,160814
274,0,01824,Yoshinori Mizumaki,$5520,5520
275,0,08057,Brian Wilson,$5465,169439
276,0,12626,Joey Gullion,$5400,16200
277,0,20433,Mark Hensby,$5366,155628
278,0,06044,Scott Gump,$5317,31902
279,0,21633,Steve Allan,$5054,156686
280,0,06214,Guy Boros,$5029,15088
281,0,22122,Andrew McLardy,$5006,130159
282,0,02241,Bobby Wadkins,$4886,4886
283,0,07547,Craig Kanada,$4720,132163
284,0,01690,Bruce Lietzke,$4420,8840
285,0,25632,Jimmy Walker,$4388,13164
286,0,01701,Bob Lohr,$4300,4300
287,0,07101,Dave Stockton Jr.,$4292,90132
288,0,02049,Gene Sauers,$4200,8400
289,0,01495,Morris Hatalsky,$4000,4000
290,0,20624,David Smail,$3886,11658
291,0,07235,John Morse,$3880,3880
292,0,06581,David Sutherland,$3876,7752
293,0,01569,Peter Jacobsen,$3782,64297
294,0,06791,Mark Wurtz,$3693,7387
295,0,10195,Tim Conley,$3680,3680
296,0,01996,Mike Reid,$3662,47607
297,0,24604,Hunter Haas,$3637,109110
298,0,22873,Todd Fanning,$3604,7208
299,0,25083,Jeremy Anderson,$3552,99464
300,0,02224,Greg Twiggs,$3540,3540
301,0,02196,Robert Thompson,$3468,6936
302,0,01425,Ernie Gonzalez,$3440,3440
303,0,01641,Gary Koch,$3412,6825
304,0,01755,Dick Mast,$3390,10171
305,0,23739,Ryan Dillon,$3267,6534
306,0,19904,Paul Lawrie,$3218,19311
307,0,01510,Nolan Henke,$3177,25420
308,0,01385,Jim Gallagher Jr.,$3161,47424
309,0,10733,Kent Jones,$3118,87308
310,0,20099,Doug Barron,$3113,77836
311,0,25900,Lucas Glover,$3090,6180
312,0,21584,Richie Coughlan,$3085,80222
313,0,01891,David Ogrin,$3015,6030
