RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,TOTAL PURSE AVAILABLE
1,0,08793,Tiger Woods,7.01,5687773,81097864
2,0,01810,Phil Mickelson,4.74,4403881,92997864
3,0,20585,Niclas Fasth,4.15,610417,14697864
4,0,21209,Sergio Garcia,3.76,2898633,76997864
5,0,01706,Davis Love III,3.75,3169462,84497864
6,0,09011,David Duval,3.37,2801758,83197864
7,0,02206,David Toms,3.31,3791593,114497864
8,0,06567,Vijay Singh,3.15,3440826,109297864
9,0,01527,Scott Hoch,2.96,2875318,97097864
10,0,10423,Mike Weir,2.87,2777933,96797864
11,0,06522,Ernie Els,2.78,2336454,84097864
12,0,01320,Bob Estes,2.68,2795474,104497864
13,0,10809,Jim Furyk,2.57,2540732,98997864
14,0,02239,Scott Verplank,2.56,2783398,108597864
15,0,20157,Retief Goosen,2.55,1176985,46197864
16,0,01666,Bernhard Langer,2.47,1810361,73397864
17,0,12510,Chad Campbell,2.40,259200,10800000
18,0,06621,Joe Durant,2.36,2381682,101097864
19,0,10821,Toshi Izawa,2.31,519180,22500000
20,0,06251,Chris DiMarco,2.20,2595196,118097864
21,0,01161,Mark Calcavecchia,2.11,1991573,94597864
22,0,06220,Jaxon Brigman,2.05,61500,3000000
23,0,19825,Darren Clarke,2.03,705869,34797864
24,0,01677,Tom Lehman,2.00,1907659,95597864
25,0,19972,José Coceres,1.98,1527887,77297864
26,0,06527,Steve Stricker,1.97,1676228,84897864
27,0,10885,Robert Allenby,1.93,2309026,119397864
28,0,01042,Paul Azinger,1.88,1509127,80200000
28,0,10585,Scott McCarron,1.88,1793503,95400000
30,0,01329,Brad Faxon,1.84,1951407,106097864
31,0,06197,Michael Allen,1.83,91733,5000000
32,0,21961,Charles Howell III,1.79,1520630,85000000
33,0,11032,Frank Lickliter II,1.75,1941908,111197864
33,0,01797,Rocco Mediate,1.75,1474432,84397864
33,0,01945,Kenny Perry,1.75,1786064,101900000
36,0,02104,Jeff Sluman,1.65,1841950,111700000
37,0,20763,Pierre Fulke,1.63,604630,37097864
38,0,02170,Hal Sutton,1.62,1723944,106500000
39,0,20935,Toru Taniguchi,1.60,587913,36797864
40,0,12660,Jesper Parnevik,1.56,1574204,100797864
41,0,01766,Billy Mayfair,1.55,1716001,110797864
42,0,23108,Matt Kuchar,1.54,572669,37100000
42,0,01707,Steve Lowery,1.54,1738819,112800000
