RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS 20'-25',TOTAL 3 PUTTS
1,0,01766,Billy Mayfair,8,53
1,0,27095,Nick Watney,8,54
3,0,01024,Billy Andrade,7,61
3,0,07867,Woody Austin,7,65
3,0,24290,D.J. Brigman,7,38
3,0,27060,John Mallinger,7,62
3,0,23320,Ryan Palmer,7,44
3,0,25345,Carl Pettersson,7,48
3,0,21959,Ted Purdy,7,55
3,0,23349,Charles Warren,7,75
11,0,20105,Jeff Gove,6,77
11,0,10860,Justin Leonard,6,48
11,0,27933,John Merrick,6,64
14,0,10885,Robert Allenby,5,57
14,0,08123,Jeff Brehaut,5,34
14,0,01249,John Daly,5,43
14,0,08931,Glen Day,5,39
14,0,21805,Harrison Frazar,5,53
14,0,10809,Jim Furyk,5,32
14,0,20574,Mathew Goggin,5,61
14,0,23718,Nathan Green,5,37
14,0,10117,Bob Heintz,5,30
14,0,10733,Kent Jones,5,60
14,0,29718,Anthony Kim,5,49
14,0,11032,Frank Lickliter II,5,52
14,0,01724,Jeff Maggert,5,46
14,0,28486,Michael Putnam,5,52
14,0,22913,John Rollins,5,50
14,0,24502,Adam Scott,5,34
14,0,26679,Kevin Stadler,5,55
14,0,23623,Bo Van Pelt,5,45
14,0,12602,Dean Wilson,5,31
33,0,19803,Ryan Armour,4,46
33,0,23048,Eric Axley,4,59
33,0,20498,Briny Baird,4,78
33,0,01161,Mark Calcavecchia,4,56
33,0,24357,K.J. Choi,4,32
33,0,11123,Chris Couch,4,53
33,0,22621,Ben Curtis,4,32
33,0,21753,Brian Davis,4,46
33,0,20104,Ken Duke,4,47
33,0,07457,Steve Flesch,4,63
33,0,01388,Robert Gamez,4,40
33,0,24358,Robert Garrigus,4,55
33,0,19846,Brian Gay,4,38
33,0,22892,Jason Gore,4,57
33,0,21806,Paul Gow,4,36
33,0,24924,Bill Haas,4,52
33,0,08537,J.P. Hayes,4,46
33,0,08075,Jerry Kelly,4,49
33,0,20634,Peter Lonard,4,50
33,0,24912,Will MacKenzie,4,73
33,0,12680,Shigeki Maruyama,4,34
33,0,27120,Troy Matteson,4,45
33,0,06515,Shaun Micheel,4,49
33,0,01928,Corey Pavin,4,39
33,0,01941,Tom Pernice Jr.,4,44
33,0,29476,Kyle Reifers,4,50
33,0,27649,Brandt Snedeker,4,29
33,0,22295,Darron Stiles,4,45
33,0,27770,Camilo Villegas,4,39
33,0,02246,Duffy Waldorf,4,36
33,0,26289,Boo Weekley,4,46
33,0,21878,Mark Wilson,4,48
65,0,21633,Steve Allan,3,36
65,0,20098,Stuart Appleby,3,34
65,0,19824,Craig Barlow,3,33
65,0,07363,Craig Bowden,3,37
65,0,21646,David Branshaw,3,51
65,0,01132,Mark Brooks,3,22
65,0,01142,Bart Bryant,3,40
65,0,12510,Chad Campbell,3,53
65,0,20472,Alex Cejka,3,44
65,0,20850,Daniel Chopra,3,45
65,0,20623,Gavin Coles,3,36
65,0,06251,Chris DiMarco,3,27
65,0,25686,Jason Dufner,3,70
65,0,06621,Joe Durant,3,57
65,0,06522,Ernie Els,3,22
65,0,25900,Lucas Glover,3,45
65,0,20766,Padraig Harrington,3,26
65,0,27702,Matt Hendrix,3,32
65,0,27141,J.B. Holmes,3,61
65,0,26420,Richard Johnson,3,41
65,0,20382,Stephen Leaney,3,34
65,0,01707,Steve Lowery,3,53
65,0,24490,George McNeill,3,38
65,0,01797,Rocco Mediate,3,40
65,0,26596,Ryan Moore,3,54
65,0,21949,Joe Ogilvie,3,42
65,0,28475,Jeff Overton,3,30
65,0,24361,Pat Perez,3,36
65,0,01945,Kenny Perry,3,52
65,0,22405,Justin Rose,3,26
65,0,21660,Jason Schultz,3,37
65,0,22293,Heath Slocum,3,30
65,0,12714,Chris Tidland,3,27
65,0,23788,D.J. Trahan,3,68
65,0,02214,Kirk Triplett,3,59
65,0,02223,Bob Tway,3,38
65,0,24457,Jaco Van Zyl,3,36
65,0,26951,Johnson Wagner,3,42
65,0,25804,Bubba Watson,3,42
65,0,20160,Charlie Wi,3,33
105,0,06197,Michael Allen,2,36
105,0,06004,Stephen Ames,2,29
105,0,01035,Tommy Armour III,2,36
105,0,23613,Rich Barcelo,2,41
105,0,12652,Cameron Beckman,2,49
105,0,25273,Andrew Buckle,2,49
105,0,24925,Jonathan Byrd,2,31
105,0,20229,Stewart Cink,2,37
105,0,19972,José Coceres,2,27
105,0,06034,Marco Dawson,2,30
