RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
1,0,21731,Freddie Jacobson,.56,2,360
2,0,23497,Tag Ridings,.65,2,306
3,0,01132,Mark Brooks,.93,3,324
4,0,06373,José María Olazábal,1.11,3,270
5,0,23135,Tim Clark,1.23,4,324
6,0,08793,Tiger Woods,1.48,4,270
7,0,26882,Michael Sim,1.63,5,306
8,0,20157,Retief Goosen,1.71,4,234
9,0,01810,Phil Mickelson,1.94,7,360
10,0,20628,Arron Oberholser,1.96,6,306
11,0,22293,Heath Slocum,1.98,10,504
12,0,08881,Tripp Isenhour,2.06,10,486
13,0,19803,Ryan Armour,2.08,12,576
14,0,22348,Nick O'Hern,2.12,8,378
14,0,12714,Chris Tidland,2.12,8,378
14,0,10423,Mike Weir,2.12,8,378
17,0,21209,Sergio Garcia,2.16,7,324
17,0,24502,Adam Scott,2.16,7,324
19,0,06034,Marco Dawson,2.17,9,414
20,0,24024,Zach Johnson,2.22,8,360
20,0,23623,Bo Van Pelt,2.22,12,540
22,0,12680,Shigeki Maruyama,2.26,11,486
23,0,22371,Aaron Baddeley,2.27,9,396
24,0,20859,Anders Hansen,2.29,7,306
25,0,27649,Brandt Snedeker,2.30,12,522
26,0,01142,Bart Bryant,2.31,10,432
27,0,20104,Ken Duke,2.33,13,558
28,0,20160,Charlie Wi,2.35,11,468
29,0,22806,Doug LaBelle II,2.36,14,594
30,0,06004,Stephen Ames,2.38,9,378
30,0,22046,Geoff Ogilvy,2.38,9,378
32,0,20105,Jeff Gove,2.41,13,540
33,0,24357,K.J. Choi,2.42,10,414
34,0,19846,Brian Gay,2.43,14,576
35,0,01313,Steve Elkington,2.44,11,450
35,0,25396,Kevin Na,2.44,11,450
37,0,02206,David Toms,2.50,9,360
38,0,20229,Stewart Cink,2.55,11,432
38,0,01577,Lee Janzen,2.55,11,432
40,0,23613,Rich Barcelo,2.56,12,468
40,0,21470,Daisuke Maruyama,2.56,12,468
42,0,08075,Jerry Kelly,2.58,13,504
42,0,24490,George McNeill,2.58,13,504
44,0,20378,Mathias Grönberg,2.59,14,540
44,0,26420,Richard Johnson,2.59,14,540
46,0,20127,Chris Riley,2.61,8,306
47,0,20433,Mark Hensby,2.66,11,414
48,0,10860,Justin Leonard,2.68,14,522
49,0,21350,Ryuji Imada,2.69,15,558
50,0,27702,Matt Hendrix,2.78,12,432
50,0,07547,Craig Kanada,2.78,17,612
50,0,23108,Matt Kuchar,2.78,13,468
50,0,20382,Stephen Leaney,2.78,12,432
