RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
1,0,21209,Sergio Garcia,1.60,19,1188
2,0,22293,Heath Slocum,1.71,31,1818
3,0,27649,Brandt Snedeker,1.75,33,1890
4,0,06373,José María Olazábal,1.78,16,900
5,0,08793,Tiger Woods,1.85,20,1080
6,0,10425,Jay Williamson,1.89,17,900
7,0,21731,Freddie Jacobson,1.98,25,1260
8,0,24024,Zach Johnson,2.00,27,1350
9,0,20859,Anders Hansen,2.02,20,990
10,0,23497,Tag Ridings,2.03,19,936
11,0,06527,Steve Stricker,2.08,30,1440
12,0,19846,Brian Gay,2.13,41,1926
12,0,08881,Tripp Isenhour,2.13,33,1548
14,0,01810,Phil Mickelson,2.19,28,1278
15,0,20160,Charlie Wi,2.22,36,1620
16,0,23135,Tim Clark,2.26,26,1152
17,0,23718,Nathan Green,2.27,42,1854
17,0,02223,Bob Tway,2.27,42,1854
19,0,22348,Nick O'Hern,2.29,28,1224
20,0,12680,Shigeki Maruyama,2.31,35,1512
21,0,22371,Aaron Baddeley,2.36,34,1440
22,0,02239,Scott Verplank,2.40,35,1458
23,0,20623,Gavin Coles,2.43,38,1566
24,0,26420,Richard Johnson,2.45,41,1674
24,0,20628,Arron Oberholser,2.45,30,1224
26,0,10117,Bob Heintz,2.48,38,1530
27,0,01313,Steve Elkington,2.49,39,1566
28,0,23623,Bo Van Pelt,2.51,47,1872
29,0,22212,Craig Lile,2.53,35,1386
30,0,12602,Dean Wilson,2.54,42,1656
31,0,23108,Matt Kuchar,2.55,39,1530
32,0,22806,Doug LaBelle II,2.56,48,1872
32,0,21949,Joe Ogilvie,2.56,47,1836
32,0,26882,Michael Sim,2.56,24,936
35,0,01132,Mark Brooks,2.62,25,954
36,0,07547,Craig Kanada,2.65,52,1962
36,0,12660,Jesper Parnevik,2.65,42,1584
38,0,24925,Jonathan Byrd,2.66,35,1314
38,0,21528,Henrik Stenson,2.66,22,828
40,0,01035,Tommy Armour III,2.67,39,1458
40,0,20433,Mark Hensby,2.67,39,1458
42,0,06004,Stephen Ames,2.70,37,1368
42,0,19803,Ryan Armour,2.70,52,1926
44,0,20382,Stephen Leaney,2.71,40,1476
45,0,20850,Daniel Chopra,2.73,52,1908
45,0,12714,Chris Tidland,2.73,29,1062
47,0,06251,Chris DiMarco,2.74,38,1386
48,0,12705,Cliff Kresge,2.75,53,1926
48,0,24490,George McNeill,2.75,47,1710
50,0,20104,Ken Duke,2.78,56,2016
50,0,20157,Retief Goosen,2.78,24,864
52,0,24357,K.J. Choi,2.81,43,1530
52,0,08931,Glen Day,2.81,43,1530
54,0,23933,Michael Boyd,2.82,31,1098
55,0,20229,Stewart Cink,2.84,45,1584
55,0,01388,Robert Gamez,2.84,45,1584
57,0,06197,Michael Allen,2.85,38,1332
57,0,10809,Jim Furyk,2.85,42,1476
59,0,23800,Bryce Molder,2.88,29,1008
59,0,23621,Rory Sabbatini,2.88,41,1422
61,0,12716,Charley Hoffman,2.92,51,1746
61,0,26951,Johnson Wagner,2.92,51,1746
63,0,21350,Ryuji Imada,2.94,55,1872
63,0,06567,Vijay Singh,2.94,53,1800
65,0,02206,David Toms,2.96,41,1386
66,0,06034,Marco Dawson,2.97,39,1314
67,0,23613,Rich Barcelo,2.99,43,1440
68,0,01473,Todd Hamilton,3.00,41,1368
69,0,06595,Kevin Sutherland,3.01,46,1530
70,0,21753,Brian Davis,3.03,55,1818
70,0,01577,Lee Janzen,3.03,36,1188
72,0,25396,Kevin Na,3.04,46,1512
72,0,25190,Jeff Quinney,3.04,52,1710
74,0,28475,Jeff Overton,3.06,33,1080
75,0,25345,Carl Pettersson,3.08,61,1980
76,0,01320,Bob Estes,3.09,49,1584
77,0,21806,Paul Gow,3.10,39,1260
78,0,24361,Pat Perez,3.11,47,1512
78,0,23325,Vaughn Taylor,3.11,51,1638
80,0,08537,J.P. Hayes,3.12,50,1602
81,0,07749,Brett Quigley,3.13,44,1404
82,0,23638,Brendon de Jonge,3.14,43,1368
83,0,23983,Luke Donald,3.15,38,1206
83,0,24449,Parker McLachlin,3.15,47,1494
85,0,27702,Matt Hendrix,3.17,36,1134
85,0,26881,Jarrod Lyle,3.17,44,1386
87,0,20472,Alex Cejka,3.19,46,1440
87,0,22621,Ben Curtis,3.19,46,1440
87,0,24502,Adam Scott,3.19,39,1224
90,0,20127,Chris Riley,3.20,34,1062
91,0,07363,Craig Bowden,3.21,45,1404
91,0,10213,Dicky Pride,3.21,41,1278
93,0,01928,Corey Pavin,3.22,47,1458
94,0,20766,Padraig Harrington,3.23,36,1116
94,0,12782,Tim Herron,3.23,57,1764
94,0,01724,Jeff Maggert,3.23,46,1422
97,0,24781,Hunter Mahan,3.24,53,1638
98,0,06522,Ernie Els,3.26,34,1044
98,0,25900,Lucas Glover,3.26,57,1746
100,0,26360,Bubba Dickerson,3.27,30,918
100,0,10860,Justin Leonard,3.27,56,1710
102,0,01142,Bart Bryant,3.29,51,1548
102,0,21961,Charles Howell III,3.29,51,1548
104,0,23320,Ryan Palmer,3.30,54,1638
105,0,08375,Paul Stankowski,3.31,31,936
106,0,01797,Rocco Mediate,3.32,43,1296
107,0,21633,Steve Allan,3.35,38,1134
107,0,29718,Anthony Kim,3.35,56,1674
109,0,10423,Mike Weir,3.36,49,1458
110,0,23048,Eric Axley,3.37,65,1926
110,0,27963,Chris Stroud,3.37,40,1188
112,0,21878,Mark Wilson,3.38,53,1566
113,0,12652,Cameron Beckman,3.41,59,1728
