RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,YEAR/TOURN#,ROUND,HOLE
355,0,19824,Craig Barlow,23' 11",St. Jude,2,10 - Par 4
356,0,35552,Billy Kennerly,23' 11",Wyndham Champ.,1,8 - Par 4 -
357,0,01161,Mark Calcavecchia,23' 8",Bob Hope,5,9 - Par 4 -
358,0,01139,Olin Browne,23' 7",Crowne Plaza,1,11 - Par 5
359,0,06350,Bob May,23' 7",Reno-Tahoe Open,1,11 - Par 3
360,0,30944,Jason Kokrak,23' 6",Transitions Chp,1,16 - Par 4
361,0,35844,Phillip Choi,23' 2",The McGladrey,1,15 - Par 5
362,0,32878,Jin Jeong,23' 0",The Greenbrier,2,9 - Par 4 -
363,0,26371,James Oh,22' 11",Farmers Ins.,1,13 - Par 5
364,0,35617,Martin Trainer,22' 11",Reno-Tahoe Open,1,14 - Par 4
365,0,35549,Greg Huxman,22' 10",Viking Classic,2,10 - Par 4
366,0,35794,Preston Otte,22' 7",J. Timberlake,1,5 - Par 3 -
367,0,30924,Rhys Davies,22' 3",WGC-Cadillac,1,15 - Par 3
368,0,01361,Dan Forsman,22' 2",Viking Classic,1,10 - Par 4
369,0,33486,Roger Sloan,21' 11",Canadian Open,2,1 - Par 4 -
370,0,28618,Savio Nazareth,21' 10",Wyndham Champ.,1,3 - Par 3 -
371,0,19825,Darren Clarke,21' 5",WGC-Bridgestone,4,5 - Par 3 -
372,0,34096,Matt Fast,21' 4",Viking Classic,2,6 - Par 4 -
373,0,25349,Tim Wilkinson,21' 3",Northern Trust,2,1 - Par 5 -
374,0,27119,Koumei Oda,21' 2",Sony Open,1,13 - Par 4
375,0,24748,WC Liang,21' 0",Sony Open,3,8 - Par 4 -
376,0,35310,Lanto Griffin,20' 11",The Greenbrier,1,13 - Par 4
377,0,08931,Glen Day,20' 9",Viking Classic,2,16 - Par 4
378,0,34384,Eugene Wong,20' 9",Canadian Open,2,17 - Par 3
379,0,29670,Pablo Larrazabal,20' 8",WGC-Bridgestone,1,4 - Par 4 -
380,0,28308,Troy Kelly,20' 7",Phoenix Open,4,10 - Par 4
381,0,35299,Todd Camplin,20' 7",Wells Fargo,2,15 - Par 5
382,0,01024,Billy Andrade,20' 6",Canadian Open,2,7 - Par 5 -
383,0,20158,Anthony Rodriguez,20' 5",J. Timberlake,1,17 - Par 3
384,0,27676,Lonny Alexander,20' 0",Shell Houston,2,18 - Par 4
385,0,01685,J.L. Lewis,19' 8",Viking Classic,1,8 - Par 3 -
386,0,20850,Daniel Chopra,19' 7",Arnold Palmer,3,6 - Par 5 -
387,0,01132,Mark Brooks,19' 6",Viking Classic,4,8 - Par 3 -
388,0,12067,Mitch Lowe,19' 6",Frys.com Open,1,2 - Par 4 -
389,0,33451,Matt Hill,19' 4",Canadian Open,1,7 - Par 5 -
390,0,22582,Kyle Thompson,19' 3",Wells Fargo,1,2 - Par 3 -
391,0,35540,Albin Choi,19' 3",Canadian Open,2,9 - Par 4 -
392,0,30786,Brady Schnell,19' 0",John Deere Clas,1,17 - Par 5
393,0,35675,Nyasha Mauchaza,18' 10",Wyndham Champ.,2,9 - Par 4 -
394,0,06214,Guy Boros,18' 8",Viking Classic,1,6 - Par 4 -
395,0,34478,Jerry Richardson Jr.,18' 8",Wyndham Champ.,2,4 - Par 4 -
396,0,06197,Michael Allen,18' 6",Children's MNHC,1,12 - Par 3
397,0,35444,Christopher DeForest,18' 5",Travelers Champ,1,14 - Par 4
398,0,01755,Dick Mast,18' 5",Viking Classic,1,14 - Par 4
399,0,35281,Joe Panzeri,18' 5",Canadian Open,2,16 - Par 4
400,0,02218,Ted Tryba,18' 2",Viking Classic,1,5 - Par 5 -
401,0,33561,Parker LaBarge,18' 1",Texas Open,2,15 - Par 4
402,0,22295,Darron Stiles,18' 1",Wyndham Champ.,2,13 - Par 4
403,0,01487,Jeff Hart,18' 0",Farmers Ins.,1,18 - Par 5
404,0,01968,Nick Price,18' 0",Honda Classic,4,11 - Par 4
405,0,02256,Tom Watson,17' 11",The Greenbrier,2,5 - Par 4 -
406,0,35300,Andrew Loupe,17' 10",Zurich Classic,2,4 - Par 4 -
407,0,22294,Brian Smock,17' 7",Farmers Ins.,2,16 - Par 3
408,0,23613,Rich Barcelo,17' 7",Reno-Tahoe Open,1,6 - Par 4 -
409,0,24922,Josh Habig,17' 6",Canadian Open,1,4 - Par 4 -
410,0,35384,Bobby Hudson,17' 5",St. Jude,2,13 - Par 4
411,0,27436,Graham DeLaet,17' 3",St. Jude,1,8 - Par 3 -
412,0,27683,Leif Olson,17' 3",John Deere Clas,2,16 - Par 3
413,0,28500,Martin Flores,17' 2",Phoenix Open,2,9 - Par 4 -
414,0,33241,Nathan Stamey,17' 1",Wyndham Champ.,2,2 - Par 4 -
415,0,35820,Erik Flores,17' 0",Frys.com Open,2,11 - Par 3
416,0,33016,Josh Anderson,16' 4",Farmers Ins.,1,7 - Par 4 -
417,0,01723,Andrew Magee,16' 4",Arnold Palmer,1,8 - Par 4 -
418,0,34073,Creighton Honeck,16' 4",Reno-Tahoe Open,2,13 - Par 5
419,0,33039,Jason Schmuhl,16' 1",AT&T Pebble,2,1 - Par 4 -
420,0,26808,Tadahiro Takayama,15' 8",Sony Open,1,15 - Par 4
421,0,25203,SSP Chawrasia,15' 8",WGC-Cadillac,4,1 - Par 5 -
422,0,35142,David Saka,15' 6",Sony Open,1,17 - Par 3
423,0,24671,David Bradshaw,15' 6",Honda Classic,1,3 - Par 5 -
424,0,24449,Parker McLachlin,15' 6",Reno-Tahoe Open,1,1 - Par 4 -
425,0,32508,Chad Proehl,15' 5",John Deere Clas,2,15 - Par 4
426,0,07223,Brian Bateman,15' 3",Viking Classic,1,14 - Par 4
427,0,35311,Bryan Bigley,15' 1",Wells Fargo,2,2 - Par 3 -
428,0,35672,Olafur Loftsson,15' 1",Wyndham Champ.,1,14 - Par 4
429,0,12663,Phil Tataurangi,15' 0",Viking Classic,2,1 - Par 4 -
430,0,24610,Stuart Deane,14' 9",Viking Classic,1,15 - Par 3
431,0,33108,Drew Kittleson,14' 4",J. Timberlake,1,10 - Par 4
432,0,02008,Lee Rinker,13' 10",Honda Classic,2,15 - Par 3
433,0,29892,Steve Dartnall,13' 6",Shell Houston,1,1 - Par 4 -
434,0,27808,Robert McClellan,13' 6",The Greenbrier,1,8 - Par 3 -
435,0,06016,Brad Lardon,13' 0",Texas Open,2,2 - Par 5 -
436,0,06795,Jeff Freeman,12' 10",Transitions Chp,1,8 - Par 3 -
437,0,25863,Rod Perry,12' 10",Children's MNHC,2,16 - Par 4
438,0,35532,Tom Hoge,12' 7",Canadian Open,1,2 - Par 4 -
439,0,34385,Dave Bunker,12' 5",Canadian Open,2,8 - Par 3 -
440,0,33467,Mitch Evanecz,12' 4",Canadian Open,1,15 - Par 5
441,0,31289,Benjamín Alvarado,12' 3",Canadian Open,2,7 - Par 5 -
442,0,01310,Dave Eichelberger,11' 9",Sony Open,1,5 - Par 4 -
443,0,35621,Scott Smith,11' 9",Reno-Tahoe Open,2,13 - Par 5
444,0,32058,José de Jesús Rodríguez,10' 10",Canadian Open,2,2 - Par 4 -
445,0,34261,Scott Langley,10' 4",John Deere Clas,1,16 - Par 3
446,0,12388,Michael Clark II,9' 3",Viking Classic,1,14 - Par 4
447,0,24804,Garrett Frank,9' 2",The Greenbrier,2,2 - Par 4 -
448,0,33107,Michael Arnaud,8' 11",Texas Open,1,5 - Par 4 -
449,0,35086,Chris Epperson,8' 9",The Heritage,2,9 - Par 4 -
450,0,01599,Steve Jones,8' 8",Bob Hope,2,12 - Par 3
451,0,02033,Dave Rummells,8' 5",Viking Classic,1,11 - Par 5
452,0,01200,Keith Clearwater,8' 4",Crowne Plaza,2,14 - Par 4
453,0,01510,Nolan Henke,8' 1",Viking Classic,1,6 - Par 4 -
454,0,02136,Chris Starkjohann,7' 7",Bob Hope,2,7 - Par 4 -
455,0,01224,Jeff Coston,0",PGA Championshi,1,1 - Par 4 -
456,0,01864,Larry Nelson,0",PGA Championshi,1,1 - Par 4 -
457,0,01925,Jerry Pate,0",PGA Championshi,1,1 - Par 4 -
458,0,02145,Craig Stevens,0",PGA Championshi,1,1 - Par 4 -
459,0,07595,Rob Moss,0",PGA Championshi,1,1 - Par 4 -
460,0,07939,Dan Olsen,0",PGA Championshi,1,1 - Par 4 -
461,0,08215,Steve Schneiter,0",PGA Championshi,1,1 - Par 4 -
462,0,12309,Bob Sowards,0",PGA Championshi,1,1 - Par 4 -
463,0,20367,Fredrik Andersson Hed,0",PGA Championshi,1,1 - Par 4 -
464,0,20376,Stephen Gallacher,0",PGA Championshi,1,1 - Par 4 -
465,0,20832,Raphael Jacquelin,0",PGA Championshi,1,1 - Par 4 -
466,0,22789,Brian Cairns,0",PGA Championshi,1,1 - Par 4 -
467,0,23580,Tetsuji Hiratsuka,0",PGA Championshi,1,1 - Par 4 -
468,0,23725,Brendan Jones,0",PGA Championshi,1,1 - Par 4 -
469,0,24727,David Hutsell,0",PGA Championshi,1,1 - Par 4 -
470,0,24730,Faber Jamerson,0",PGA Championshi,1,1 - Par 4 -
471,0,25369,Jamie Donaldson,0",PGA Championshi,1,1 - Par 4 -
472,0,25808,Mike Northern,0",PGA Championshi,1,1 - Par 4 -
473,0,26525,Grégory Bourdy,0",PGA Championshi,1,1 - Par 4 -
474,0,27088,Johan Edfors,0",PGA Championshi,1,1 - Par 4 -
475,0,30909,David Horsey,0",PGA Championshi,1,1 - Par 4 -
476,0,30933,Jeff Sorenson,0",PGA Championshi,1,1 - Par 4 -
477,0,32485,Sean Dougherty,0",PGA Championshi,1,1 - Par 4 -
478,0,34387,Daniel Balin,0",PGA Championshi,1,1 - Par 4 -
479,0,35625,Scott Erdmann,0",PGA Championshi,1,1 - Par 4 -
480,0,35626,Stuart Smith,0",PGA Championshi,1,1 - Par 4 -
