RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOTAL DRV RANK,GIR RANK
112,0,32640,Troy Merritt,222,135,87
114,0,22913,John Rollins,223,127,96
115,0,26300,Matt Jones,225,88,137
115,0,21878,Mark Wilson,225,88,137
117,0,27644,Brian Harman,227,116,111
118,0,28475,Jeff Overton,228,164,64
119,0,29535,Brice Garnett,230,147,83
119,0,30927,Brendon Todd,230,111,119
121,0,32448,James Hahn,231,111,120
121,0,22046,Geoff Ogilvy,231,131,100
121,0,27649,Brandt Snedeker,231,95,136
124,0,30692,Scott Stallings,232,92,140
125,0,23541,Ben Crane,235,105,130
125,0,27141,J.B. Holmes,235,72,163
127,0,35300,Andrew Loupe,236,95,141
128,0,24140,Sean O'Hair,238,106,132
129,0,25274,Steven Bowditch,241,108,133
130,0,30750,Tommy Gainey,246,129,117
130,0,24663,Y.E. Yang,246,88,158
132,0,28259,Sangmoon Bae,249,103,146
132,0,24846,Ricky Barnes,249,157,92
134,0,30852,Ryo Ishikawa,251,159,92
135,0,24361,Pat Perez,254,147,107
136,0,24138,Ian Poulter,261,108,153
137,0,20498,Briny Baird,263,133,130
137,0,21753,Brian Davis,263,103,160
137,0,34409,David Lingmerth,263,128,135
140,0,34261,Scott Langley,268,154,114
141,0,22621,Ben Curtis,272,122,150
142,0,25240,D.A. Points,273,125,148
142,0,34360,Patrick Reed,273,149,124
144,0,28132,Tyrone Van Aswegen,277,164,113
145,0,35539,Luke Guthrie,278,152,126
146,0,26951,Johnson Wagner,282,167,115
147,0,20157,Retief Goosen,285,161,124
148,0,24357,K.J. Choi,287,133,154
149,0,33461,Morgan Hoffmann,289,142,147
150,0,32200,Roberto Castro,291,122,169
151,0,27120,Troy Matteson,293,138,155
151,0,23800,Bryce Molder,293,172,121
153,0,23983,Luke Donald,294,150,144
153,0,34563,Chesson Hadley,294,151,143
155,0,28092,D.H. Lee,297,125,172
156,0,34046,Jordan Spieth,298,146,152
157,0,35139,Richard Lee,302,131,171
158,0,28307,Matt Every,303,169,134
159,0,25191,Gonzalo Fernandez-Castaño,304,138,166
160,0,31193,Jim Renner,311,163,148
161,0,20098,Stuart Appleby,312,167,145
161,0,25562,Andres Romero,312,144,168
163,0,24494,Erik Compton,313,171,142
163,0,21731,Freddie Jacobson,313,162,151
165,0,26956,Bronson La'Cassie,316,155,161
166,0,06522,Ernie Els,317,158,159
167,0,10860,Justin Leonard,319,143,176
168,0,07867,Woody Austin,323,156,167
168,0,25349,Tim Wilkinson,323,166,157
170,0,22371,Aaron Baddeley,326,152,174
171,0,27895,Jonas Blixt,332,170,162
172,0,19846,Brian Gay,335,160,175
173,0,23409,James Driscoll,340,176,164
173,0,20160,Charlie Wi,340,175,165
175,0,25720,Chad Collins,344,174,170
176,0,20593,Greg Chalmers,346,173,173
177,0,10423,Mike Weir,354,177,177
