RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES
1,0,06527,Steve Stricker,33.06,81,245
2,0,12602,Dean Wilson,30.47,85,279
3,0,10809,Jim Furyk,30.00,75,250
4,0,23800,Bryce Molder,29.95,62,207
5,0,27060,John Mallinger,29.48,79,268
6,0,21753,Brian Davis,29.32,112,382
7,0,06643,Paul Goydos,29.01,76,262
7,0,20160,Charlie Wi,29.01,85,293
9,0,10860,Justin Leonard,28.09,91,324
10,0,25240,D.A. Points,27.80,82,295
11,0,19846,Brian Gay,27.63,92,333
12,0,23135,Tim Clark,27.56,70,254
12,0,02239,Scott Verplank,27.56,78,283
14,0,06004,Stephen Ames,27.40,57,208
15,0,22046,Geoff Ogilvy,27.27,69,253
16,0,21350,Ryuji Imada,27.14,73,269
17,0,10423,Mike Weir,27.04,73,270
18,0,07867,Woody Austin,26.92,77,286
19,0,28089,Jason Day,26.74,50,187
20,0,01161,Mark Calcavecchia,26.73,58,217
21,0,26498,Matt Weibring,26.70,59,221
22,0,24024,Zach Johnson,26.69,83,311
23,0,23325,Vaughn Taylor,26.63,86,323
24,0,01313,Steve Elkington,26.55,60,226
25,0,20850,Daniel Chopra,26.54,95,358
26,0,23983,Luke Donald,26.34,59,224
26,0,01320,Bob Estes,26.34,69,262
28,0,21209,Sergio Garcia,26.28,41,156
29,0,29718,Anthony Kim,26.15,74,283
30,0,20472,Alex Cejka,26.12,70,268
31,0,24138,Ian Poulter,26.11,41,157
32,0,20104,Ken Duke,26.01,71,273
33,0,22961,David Mathis,25.98,66,254
34,0,12510,Chad Campbell,25.66,68,265
34,0,29221,Webb Simpson,25.66,88,343
36,0,01928,Corey Pavin,25.54,47,184
36,0,28620,Aron Price,25.54,71,278
38,0,08931,Glen Day,25.44,72,283
39,0,20593,Greg Chalmers,25.40,64,252
40,0,21731,Freddie Jacobson,25.29,66,261
41,0,20645,John Senden,25.23,83,329
42,0,22548,Patrick Sheehan,25.17,38,151
43,0,22348,Nick O'Hern,25.15,82,326
44,0,27649,Brandt Snedeker,25.10,63,251
45,0,23541,Ben Crane,24.91,70,281
46,0,24357,K.J. Choi,24.89,55,221
47,0,22295,Darron Stiles,24.73,46,186
48,0,27214,Kevin Streelman,24.71,86,348
49,0,01948,Tim Petrovic,24.69,79,320
50,0,27963,Chris Stroud,24.64,68,276
51,0,06595,Kevin Sutherland,24.62,65,264
52,0,22621,Ben Curtis,24.43,43,176
53,0,24924,Bill Haas,24.37,77,316
54,0,25632,Jimmy Walker,24.32,45,185
55,0,02206,David Toms,24.25,73,301
56,0,21949,Joe Ogilvie,24.21,77,318
57,0,12716,Charley Hoffman,24.15,78,323
58,0,20127,Chris Riley,24.07,58,241
59,0,08793,Tiger Woods,24.03,31,129
60,0,01945,Kenny Perry,23.97,70,292
61,0,20157,Retief Goosen,23.96,52,217
62,0,10117,Bob Heintz,23.90,49,205
63,0,24663,Y.E. Yang,23.83,56,235
64,0,26596,Ryan Moore,23.77,58,244
65,0,06621,Joe Durant,23.74,47,198
66,0,28158,Steve Marino,23.71,78,329
67,0,10733,Kent Jones,23.66,53,224
68,0,01577,Lee Janzen,23.56,53,225
69,0,22293,Heath Slocum,23.51,83,353
70,0,27936,Martin Laird,23.41,48,205
71,0,25686,Jason Dufner,23.37,61,261
72,0,20498,Briny Baird,23.32,59,253
72,0,26668,Marc Turnesa,23.32,59,253
74,0,24502,Adam Scott,23.31,38,163
75,0,24781,Hunter Mahan,23.28,61,262
76,0,20766,Padraig Harrington,23.26,40,172
77,0,01226,Fred Couples,23.20,42,181
77,0,01810,Phil Mickelson,23.20,45,194
79,0,06251,Chris DiMarco,23.15,78,337
80,0,20229,Stewart Cink,23.14,56,242
81,0,21961,Charles Howell III,23.10,73,316
82,0,27141,J.B. Holmes,23.02,61,265
83,0,24449,Parker McLachlin,22.99,60,261
84,0,20572,Rod Pampling,22.92,55,240
85,0,08075,Jerry Kelly,22.91,63,275
86,0,28780,Nicholas Thompson,22.87,78,341
87,0,26289,Boo Weekley,22.86,56,245
88,0,26420,Richard Johnson,22.83,63,276
89,0,20691,Greg Owen,22.76,66,290
90,0,30711,Colt Knost,22.75,53,233
91,0,25190,Jeff Quinney,22.71,67,295
92,0,21959,Ted Purdy,22.70,79,348
93,0,23108,Matt Kuchar,22.69,59,260
94,0,20848,Ángel Cabrera,22.66,29,128
95,0,01035,Tommy Armour III,22.60,47,208
96,0,30925,Dustin Johnson,22.59,68,301
97,0,30927,Brendon Todd,22.58,42,186
98,0,24507,Jason Bohn,22.57,72,319
99,0,25804,Bubba Watson,22.46,53,236
100,0,20634,Peter Lonard,22.42,74,330
101,0,27466,Spencer Levin,22.31,56,251
102,0,26476,Chez Reavie,22.26,63,283
103,0,12705,Cliff Kresge,22.22,58,261
104,0,12782,Tim Herron,22.19,69,311
105,0,28087,Kris Blanks,22.16,43,194
106,0,23623,Bo Van Pelt,22.15,64,289
107,0,24361,Pat Perez,22.07,49,222
108,0,01132,Mark Brooks,22.02,37,168
109,0,28475,Jeff Overton,21.99,64,291
110,0,23497,Tag Ridings,21.95,36,164
111,0,24503,Jeff Klauk,21.94,68,310
111,0,26301,James Nitties,21.94,61,278
113,0,27120,Troy Matteson,21.88,79,361
113,0,25818,Scott Piercy,21.88,63,288
115,0,24925,Jonathan Byrd,21.86,61,279
116,0,24490,George McNeill,21.74,60,276
117,0,23621,Rory Sabbatini,21.72,53,244
118,0,25345,Carl Pettersson,21.58,60,278
119,0,02214,Kirk Triplett,21.52,51,237
120,0,26300,Matt Jones,21.39,40,187
121,0,22371,Aaron Baddeley,21.30,46,216
122,0,01941,Tom Pernice Jr.,21.29,56,263
123,0,01707,Steve Lowery,21.23,62,292
124,0,27095,Nick Watney,21.22,52,245
125,0,21878,Mark Wilson,21.17,65,307
126,0,22913,John Rollins,21.16,73,345
126,0,22405,Justin Rose,21.16,40,189
128,0,07749,Brett Quigley,21.13,60,284
129,0,01142,Bart Bryant,21.11,38,180
130,0,23614,Rich Beem,21.08,47,223
131,0,23788,D.J. Trahan,20.96,57,272
132,0,25396,Kevin Na,20.87,53,254
133,0,06197,Michael Allen,20.83,45,216
134,0,07457,Steve Flesch,20.82,51,245
135,0,27933,John Merrick,20.80,52,250
136,0,27770,Camilo Villegas,20.79,42,202
137,0,26851,Marc Leishman,20.71,64,309
138,0,22892,Jason Gore,20.70,53,256
139,0,01724,Jeff Maggert,20.67,62,300
140,0,20574,Mathew Goggin,20.56,37,180
141,0,24140,Sean O'Hair,20.54,46,224
142,0,08845,Scott Sterling,20.51,32,156
143,0,01797,Rocco Mediate,20.46,53,259
144,0,20070,Matt Bettencourt,20.40,71,348
145,0,24846,Ricky Barnes,20.22,37,183
146,0,25900,Lucas Glover,20.21,58,287
147,0,09011,David Duval,20.12,33,164
148,0,23320,Ryan Palmer,20.08,53,264
149,0,21805,Harrison Frazar,20.06,68,339
150,0,01473,Todd Hamilton,20.00,51,255
151,0,06567,Vijay Singh,19.91,45,226
152,0,31416,Derek Fathauer,19.90,39,196
153,0,31323,Gary Woodland,19.87,30,151
154,0,06522,Ernie Els,19.80,39,197
155,0,07223,Brian Bateman,19.78,36,182
156,0,23048,Eric Axley,19.75,47,238
157,0,06012,Greg Kraft,19.58,37,189
158,0,23638,Brendon de Jonge,19.55,52,266
159,0,10885,Robert Allenby,19.53,33,169
160,0,10425,Jay Williamson,19.49,46,236
161,0,24912,Will MacKenzie,19.33,46,238
162,0,23349,Charles Warren,19.32,40,207
163,0,23778,Brad Adamonis,19.07,45,236
164,0,12652,Cameron Beckman,19.03,55,289
165,0,26679,Kevin Stadler,19.01,46,242
166,0,23718,Nathan Green,18.91,59,312
167,0,26695,Michael Letzig,18.79,59,314
168,0,01766,Billy Mayfair,18.40,46,250
169,0,26497,Casey Wittenberg,18.39,41,223
170,0,27683,Leif Olson,18.23,33,181
171,0,23548,Bill Lunde,18.15,49,270
172,0,26951,Johnson Wagner,17.96,44,245
173,0,25562,Andres Romero,17.78,32,180
174,0,20098,Stuart Appleby,17.74,44,248
175,0,24358,Robert Garrigus,17.70,43,243
176,0,23353,J.J. Henry,17.63,49,278
177,0,10585,Scott McCarron,17.51,45,257
178,0,01706,Davis Love III,17.47,47,269
179,0,06539,Rick Price,17.33,26,150
180,0,01329,Brad Faxon,17.00,34,200
181,0,01677,Tom Lehman,16.79,22,131
182,0,28118,Peter Tomasulo,16.56,27,163
183,0,25919,Brian Vranesh,15.92,25,157
184,0,26881,Jarrod Lyle,15.69,32,204
