RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,DISTANCE RANK,ACCURACY RANK
1,0,46970,Jon Rahm,80,19,61
2,0,46046,Scottie Scheffler,101,36,65
3,0,34264,Hudson Swafford,102,45,57
4,0,39971,Sungjae Im,107,96,11
5,0,33141,Keegan Bradley,109,61,48
5,0,21209,Sergio Garcia,109,16,93
7,0,46717,Viktor Hovland,113,53,60
8,0,39997,Corey Conners,117,110,7
8,0,27936,Martin Laird,117,104,13
10,0,25364,Paul Casey,122,41,81
10,0,34099,Harris English,122,68,54
10,0,50525,Collin Morikawa,122,112,10
13,0,32448,James Hahn,124,96,28
14,0,30944,Jason Kokrak,127,21,106
15,0,52372,Cameron Champ,128,3,125
16,0,40006,Erik van Rooyen,129,33,96
17,0,31646,Emiliano Grillo,133,83,50
18,0,45486,Joaquin Niemann,136,13,123
19,0,32839,Hideki Matsuyama,142,62,80
20,0,40026,Daniel Berger,143,99,44
20,0,34363,Tyrrell Hatton,143,73,70
20,0,30925,Dustin Johnson,143,7,136
20,0,30163,Henrik Norlander,143,118,25
24,0,40098,Matt Fitzpatrick,144,127,17
25,0,27214,Kevin Streelman,145,108,37
26,0,52375,Doug Ghim,147,132,15
26,0,28237,Rory McIlroy,147,2,145
28,0,27554,Scott Harrington,148,30,118
28,0,40042,Tyler McCumber,148,16,132
28,0,48081,Xander Schauffele,148,22,126
31,0,32791,K.H. Lee,149,80,69
31,0,23320,Ryan Palmer,149,38,111
33,0,35450,Patrick Cantlay,151,50,101
33,0,36871,Matthew NeSmith,151,104,47
33,0,33667,Carlos Ortiz,151,46,105
33,0,25804,Bubba Watson,151,38,113
37,0,28089,Jason Day,152,60,92
38,0,26329,Louis Oosthuizen,153,87,66
38,0,29518,Brendan Steele,153,69,84
40,0,47504,Sam Burns,157,33,124
40,0,24140,Sean O'Hair,157,78,79
42,0,29420,Billy Horschel,158,116,42
43,0,29221,Webb Simpson,160,134,26
44,0,34076,Joel Dahmen,161,139,22
44,0,48822,Sebastián Muñoz,161,89,72
46,0,45526,Abraham Ancer,162,157,5
47,0,27064,Jhonattan Vegas,163,9,154
48,0,47347,Adam Schenk,165,66,99
49,0,31557,Jim Herman,166,134,32
50,0,49298,Kramer Hickok,167,153,14
50,0,49964,Aaron Wise,167,59,108
52,0,33413,Ben Martin,168,137,31
53,0,34255,Joseph Bramlett,169,14,155
53,0,36689,Brooks Koepka,169,12,157
53,0,53165,Doc Redman,169,120,49
56,0,25900,Lucas Glover,170,115,55
57,0,37189,Harold Varner III,173,58,115
58,0,37455,Si Woo Kim,175,101,74
59,0,12716,Charley Hoffman,176,28,148
59,0,30110,Kyle Stanley,176,142,34
61,0,27644,Brian Harman,177,147,30
61,0,27330,Josh Teater,177,159,18
63,0,47959,Bryson DeChambeau,179,1,178
63,0,29535,Brice Garnett,179,173,6
63,0,46402,Talor Gooch,179,72,107
63,0,33204,Shane Lowry,179,65,114
63,0,25493,Nick Taylor,179,120,59
63,0,35658,Kris Ventura,179,37,142
69,0,56762,Will Gordon,180,5,175
70,0,27129,Luke List,181,8,173
70,0,46442,Maverick McNealy,181,77,104
70,0,37275,Sam Ryder,181,95,86
73,0,45609,Tyler Duncan,182,159,23
73,0,39546,Keith Mitchell,182,24,158
75,0,33404,Chris Baker,183,144,39
75,0,48045,Michael Gellerman,183,142,41
75,0,33419,Cameron Tringale,183,89,94
78,0,26331,Charl Schwartzel,184,46,138
79,0,45157,Cam Davis,185,19,166
79,0,49960,Sepp Straka,185,44,141
79,0,47483,Will Zalatoris,185,23,162
82,0,39977,Max Homa,186,56,130
83,0,29268,Bronson Burgoon,187,76,111
84,0,20229,Stewart Cink,188,27,161
84,0,29478,Kevin Kisner,188,167,21
84,0,33122,Russell Knox,188,150,38
84,0,47993,Denny McCarthy,188,110,78
84,0,28252,Seamus Power,188,113,75
89,0,32102,Rickie Fowler,189,98,91
89,0,34098,Russell Henley,189,162,27
89,0,32150,Michael Thompson,189,173,16
92,0,21961,Charles Howell III,190,88,102
92,0,32757,Patton Kizzire,190,55,135
92,0,33410,Andrew Landry,190,157,33
95,0,32816,Satoshi Kodaira,191,182,9
95,0,20396,Lee Westwood,191,118,73
95,0,31323,Gary Woodland,191,15,176
98,0,25818,Scott Piercy,192,83,109
98,0,26476,Chez Reavie,192,190,2
98,0,22405,Justin Rose,192,89,103
101,0,19803,Ryan Armour,193,189,4
101,0,30911,Tommy Fleetwood,193,56,137
101,0,35449,Adam Long,193,169,24
101,0,56278,Matthew Wolff,193,4,189
105,0,29479,Scott Brown,194,117,77
105,0,33486,Roger Sloan,194,106,88
107,0,29725,Tony Finau,195,31,164
107,0,30927,Brendon Todd,195,194,1
109,0,39324,J.J. Spaun,196,184,12
109,0,31560,Brian Stuard,196,193,3
109,0,48887,Matt Wallace,196,80,116
112,0,29926,Danny Lee,197,78,119
112,0,35104,Tom Lewis,197,52,145
114,0,28420,Ryan Brehm,198,11,187
114,0,34174,John Huh,198,155,43
114,0,29908,C.T. Pan,198,101,97
114,0,39953,Chase Seiffert,198,152,46
118,0,35310,Lanto Griffin,199,48,151
119,0,32662,Michael Gligic,200,73,127
119,0,33399,Adam Hadwin,200,129,71
119,0,35461,Beau Hossler,200,35,165
122,0,51766,Wyndham Clark,201,6,195
122,0,46550,Brandon Hagy,201,10,191
124,0,32070,Rafael Campos,202,62,140
125,0,29970,Dylan Frittelli,203,18,185
125,0,26758,David Hearn,203,195,8
125,0,24502,Adam Scott,203,29,174
128,0,25396,Kevin Na,205,170,35
128,0,36699,Patrick Rodgers,205,26,179
130,0,35891,Cameron Smith,207,85,122
130,0,32333,Kevin Tway,207,25,182
132,0,49766,Hank Lebioda,209,114,95
133,0,46435,Austin Cook,210,165,45
133,0,36801,Mark Hubbard,210,191,19
133,0,26300,Matt Jones,210,40,170
133,0,33448,Justin Thomas,210,41,169
137,0,30926,Chris Kirk,211,144,67
138,0,33490,Bo Hoag,212,154,58
138,0,23325,Vaughn Taylor,212,192,20
140,0,49771,J.T. Poston,213,62,151
140,0,30692,Scott Stallings,213,93,120
142,0,25686,Jason Dufner,215,163,52
143,0,23108,Matt Kuchar,216,176,40
144,0,34360,Patrick Reed,217,149,68
145,0,27349,Alex Noren,218,85,133
146,0,34213,Grayson Murray,221,31,190
146,0,24138,Ian Poulter,221,185,36
146,0,47128,Richy Werenski,221,122,99
149,0,33597,Harry Higgs,222,75,147
150,0,24357,K.J. Choi,224,196,28
150,0,31420,Anirban Lahiri,224,80,144
150,0,28775,Nate Lashley,224,137,87
150,0,24361,Pat Perez,224,141,83
154,0,35532,Tom Hoge,227,165,62
155,0,26499,Rafa Cabrera Bello,228,175,53
155,0,23623,Bo Van Pelt,228,130,98
157,0,01810,Phil Mickelson,231,54,177
157,0,32139,Danny Willett,231,122,109
159,0,33948,Byeong Hun An,235,51,184
159,0,35617,Martin Trainer,235,43,192
161,0,27942,Rob Oppenheim,237,186,51
161,0,27649,Brandt Snedeker,237,181,56
163,0,22056,Cameron Percy,242,179,63
164,0,33120,Mark Anderson,243,179,64
165,0,27141,J.B. Holmes,244,48,196
165,0,24024,Zach Johnson,244,168,76
167,0,32640,Troy Merritt,246,161,85
167,0,34046,Jordan Spieth,246,66,180
169,0,34563,Chesson Hadley,252,89,163
170,0,26851,Marc Leishman,253,124,129
171,0,34314,Sebastian Cappelen,255,69,186
172,0,27095,Nick Watney,257,69,188
173,0,24924,Bill Haas,259,106,153
173,0,23621,Rory Sabbatini,259,177,82
173,0,51894,Vince Whaley,259,100,159
176,0,35506,Mackenzie Hughes,261,127,134
177,0,24781,Hunter Mahan,270,103,167
177,0,34431,Robert Streb,270,139,131
179,0,32254,Xinjun Zhang,275,147,128
180,0,34256,Andrew Putnam,276,187,89
181,0,28679,Fabián Gómez,278,188,90
182,0,25632,Jimmy Walker,287,93,194
183,0,48119,Ben Taylor,291,108,183
184,0,35230,Nelson Ledesma,293,172,121
185,0,46441,Robby Shelton,294,126,168
185,0,23788,D.J. Trahan,294,144,150
185,0,27770,Camilo Villegas,294,134,160
188,0,19846,Brian Gay,295,178,117
188,0,29974,Branden Grace,295,124,171
190,0,22371,Aaron Baddeley,303,164,139
191,0,27974,Sung Kang,304,133,171
192,0,34466,Peter Malnati,311,155,156
193,0,27556,Ted Potter Jr.,320,171,149
194,0,39975,Michael Kim,323,130,193
195,0,23983,Luke Donald,326,183,143
196,0,32618,Rhein Gibson,331,150,181
