RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL ACTUAL HANG TIME,TOTAL ATTEMPTS
1,0,32102,Rickie Fowler,6.9,432.4,63
1,0,29461,Jamie Lovemark,6.9,304.4,44
3,0,27436,Graham DeLaet,6.8,358.3,53
3,0,22046,Geoff Ogilvy,6.8,474.0,70
5,0,32448,James Hahn,6.7,455.1,68
5,0,12716,Charley Hoffman,6.7,546.4,81
5,0,35300,Andrew Loupe,6.7,294.2,44
5,0,24912,Will MacKenzie,6.7,519.2,78
5,0,34264,Hudson Swafford,6.7,355.0,53
10,0,20848,Ángel Cabrera,6.6,438.0,66
10,0,34021,Bud Cauley,6.6,322.5,49
10,0,23983,Luke Donald,6.6,270.2,41
10,0,37273,Derek Ernst,6.6,381.7,58
10,0,24924,Bill Haas,6.6,513.9,78
10,0,23353,J.J. Henry,6.6,472.0,72
10,0,27141,J.B. Holmes,6.6,411.3,62
10,0,36689,Brooks Koepka,6.6,252.3,38
10,0,26851,Marc Leishman,6.6,436.3,66
10,0,24781,Hunter Mahan,6.6,485.5,74
10,0,23320,Ryan Palmer,6.6,434.0,66
10,0,30110,Kyle Stanley,6.6,488.7,74
10,0,27330,Josh Teater,6.6,517.6,78
10,0,25804,Bubba Watson,6.6,309.5,47
10,0,21878,Mark Wilson,6.6,393.5,60
25,0,32334,Charlie Beljan,6.5,456.1,70
25,0,33141,Keegan Bradley,6.5,416.1,64
25,0,24925,Jonathan Byrd,6.5,419.9,65
25,0,25364,Paul Casey,6.5,277.6,43
25,0,20229,Stewart Cink,6.5,434.2,67
25,0,24358,Robert Garrigus,6.5,433.5,67
25,0,35539,Luke Guthrie,6.5,533.3,82
25,0,29420,Billy Horschel,6.5,449.5,69
25,0,29926,Danny Lee,6.5,409.2,63
25,0,35139,Richard Lee,6.5,437.3,67
25,0,01706,Davis Love III,6.5,342.1,53
25,0,32839,Hideki Matsuyama,6.5,421.3,65
25,0,22913,John Rollins,6.5,409.7,63
25,0,27214,Kevin Streelman,6.5,429.6,66
25,0,28780,Nicholas Thompson,6.5,443.1,68
25,0,32333,Kevin Tway,6.5,306.3,47
25,0,27064,Jhonattan Vegas,6.5,426.6,66
25,0,25632,Jimmy Walker,6.5,429.1,66
25,0,31323,Gary Woodland,6.5,417.1,64
44,0,22371,Aaron Baddeley,6.4,363.1,57
44,0,20498,Briny Baird,6.4,244.3,38
44,0,32200,Roberto Castro,6.4,379.6,59
44,0,32366,Kevin Chappell,6.4,568.1,89
44,0,23541,Ben Crane,6.4,518.4,81
44,0,34099,Harris English,6.4,405.9,63
44,0,34098,Russell Henley,6.4,495.4,77
44,0,29478,Kevin Kisner,6.4,469.1,73
44,0,33413,Ben Martin,6.4,379.9,59
44,0,32640,Troy Merritt,6.4,379.6,59
44,0,01810,Phil Mickelson,6.4,299.0,47
44,0,24140,Sean O'Hair,6.4,369.8,58
44,0,34360,Patrick Reed,6.4,425.7,67
44,0,29221,Webb Simpson,6.4,450.9,71
44,0,30692,Scott Stallings,6.4,395.8,62
44,0,29518,Brendan Steele,6.4,463.5,72
44,0,33418,Shawn Stefani,6.4,358.1,56
44,0,21528,Henrik Stenson,6.4,173.7,27
44,0,33419,Cameron Tringale,6.4,637.8,100
44,0,26951,Johnson Wagner,6.4,363.1,57
44,0,20396,Lee Westwood,6.4,270.4,42
65,0,27895,Jonas Blixt,6.3,233.7,37
65,0,12510,Chad Campbell,6.3,290.5,46
65,0,22621,Ben Curtis,6.3,408.5,65
65,0,21753,Brian Davis,6.3,545.0,86
65,0,28307,Matt Every,6.3,415.6,66
65,0,25191,Gonzalo Fernandez-Castaño,6.3,440.8,70
65,0,21209,Sergio Garcia,6.3,215.1,34
65,0,29535,Brice Garnett,6.3,489.2,78
65,0,20157,Retief Goosen,6.3,538.6,86
65,0,26758,David Hearn,6.3,544.6,86
65,0,33461,Morgan Hoffmann,6.3,545.9,86
65,0,21961,Charles Howell III,6.3,599.1,95
65,0,34174,John Huh,6.3,442.3,70
65,0,30925,Dustin Johnson,6.3,243.9,39
65,0,26300,Matt Jones,6.3,436.6,69
65,0,26956,Bronson La'Cassie,6.3,246.8,39
65,0,34409,David Lingmerth,6.3,450.3,71
65,0,27120,Troy Matteson,6.3,291.0,46
65,0,28237,Rory McIlroy,6.3,285.7,45
65,0,25396,Kevin Na,6.3,529.5,84
65,0,24361,Pat Perez,6.3,462.1,73
65,0,35541,John Peterson,6.3,371.0,59
65,0,25240,D.A. Points,6.3,313.4,50
65,0,28486,Michael Putnam,6.3,532.9,84
65,0,31193,Jim Renner,6.3,306.8,49
65,0,27649,Brandt Snedeker,6.3,421.4,67
65,0,29425,Andrew Svoboda,6.3,457.0,73
65,0,32150,Michael Thompson,6.3,337.6,54
65,0,02206,David Toms,6.3,339.1,54
65,0,28132,Tyrone Van Aswegen,6.3,284.5,45
65,0,34265,Will Wilcox,6.3,245.4,39
96,0,24507,Jason Bohn,6.2,506.8,82
96,0,28089,Jason Day,6.2,167.3,27
96,0,06522,Ernie Els,6.2,395.7,64
96,0,30750,Tommy Gainey,6.2,361.5,58
96,0,25444,Justin Hicks,6.2,580.9,94
96,0,29222,Billy Hurley III,6.2,473.1,76
96,0,24024,Zach Johnson,6.2,540.9,87
96,0,30926,Chris Kirk,6.2,523.4,84
96,0,30944,Jason Kokrak,6.2,361.6,58
96,0,27936,Martin Laird,6.2,279.1,45
96,0,25572,Graeme McDowell,6.2,305.5,49
96,0,29289,S.Y. Noh,6.2,458.8,74
96,0,26329,Louis Oosthuizen,6.2,168.5,27
96,0,25345,Carl Pettersson,6.2,547.6,88
96,0,24138,Ian Poulter,6.2,255.8,41
96,0,22405,Justin Rose,6.2,329.6,53
96,0,26331,Charl Schwartzel,6.2,324.2,52
96,0,06567,Vijay Singh,6.2,457.5,74
96,0,22293,Heath Slocum,6.2,383.1,62
96,0,26679,Kevin Stadler,6.2,412.9,67
96,0,31560,Brian Stuard,6.2,501.4,81
96,0,23623,Bo Van Pelt,6.2,431.3,70
96,0,27095,Nick Watney,6.2,323.6,52
119,0,28259,Sangmoon Bae,6.1,385.5,63
119,0,25274,Steven Bowditch,6.1,480.6,79
119,0,29479,Scott Brown,6.1,509.3,83
119,0,24494,Erik Compton,6.1,495.9,81
119,0,23638,Brendon de Jonge,6.1,559.3,91
119,0,28500,Martin Flores,6.1,428.2,70
119,0,29740,Brad Fritsch,6.1,214.4,35
119,0,25900,Lucas Glover,6.1,294.3,48
119,0,31557,Jim Herman,6.1,286.0,47
119,0,27408,Martin Kaymer,6.1,306.5,50
119,0,01724,Jeff Maggert,6.1,267.9,44
119,0,31202,William McGirt,6.1,557.5,92
119,0,24490,George McNeill,6.1,414.1,68
119,0,23800,Bryce Molder,6.1,381.7,63
119,0,26596,Ryan Moore,6.1,408.2,67
119,0,27556,Ted Potter Jr.,6.1,365.1,60
119,0,35732,Wes Roach,6.1,312.6,51
119,0,20645,John Senden,6.1,537.8,88
119,0,34431,Robert Streb,6.1,404.4,66
119,0,25834,Daniel Summerhays,6.1,576.5,95
119,0,20160,Charlie Wi,6.1,399.1,65
119,0,25349,Tim Wilkinson,6.1,472.3,77
