RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SMASH FACTOR,TOTAL ATTEMPTS,HIGHEST VALUE,LOWEST VALUE
1,0,10885,Robert Allenby,1.485,95.032,64,1.485,1.479
1,0,22371,Aaron Baddeley,1.485,86.101,58,1.485,1.466
1,0,21753,Brian Davis,1.485,136.578,92,1.485,1.458
1,0,34099,Harris English,1.485,95.013,64,1.485,1.471
1,0,30750,Tommy Gainey,1.485,90.560,61,1.485,1.477
1,0,29535,Brice Garnett,1.485,121.764,82,1.485,1.482
1,0,25444,Justin Hicks,1.485,152.927,103,1.485,1.473
1,0,27936,Martin Laird,1.485,68.300,46,1.485,1.475
1,0,01724,Jeff Maggert,1.485,66.825,45,1.485,1.485
1,0,27933,John Merrick,1.485,111.344,75,1.485,1.469
1,0,26329,Louis Oosthuizen,1.485,40.095,27,1.485,1.485
1,0,25345,Carl Pettersson,1.485,135.116,91,1.485,1.476
1,0,27963,Chris Stroud,1.485,108.391,73,1.485,1.473
1,0,02206,David Toms,1.485,84.644,57,1.485,1.484
1,0,25632,Jimmy Walker,1.485,105.400,71,1.485,1.473
16,0,27895,Jonas Blixt,1.484,56.383,38,1.485,1.451
16,0,20848,Ángel Cabrera,1.484,99.431,67,1.485,1.469
16,0,20593,Greg Chalmers,1.484,120.203,81,1.485,1.446
16,0,23135,Tim Clark,1.484,97.931,66,1.485,1.456
16,0,23541,Ben Crane,1.484,126.160,85,1.485,1.462
16,0,06522,Ernie Els,1.484,96.454,65,1.485,1.456
16,0,24358,Robert Garrigus,1.484,103.852,70,1.485,1.432
16,0,35539,Luke Guthrie,1.484,121.664,82,1.485,1.431
16,0,34563,Chesson Hadley,1.484,118.706,80,1.485,1.464
16,0,26758,David Hearn,1.484,136.485,92,1.490,1.456
16,0,34098,Russell Henley,1.484,117.274,79,1.485,1.467
16,0,33461,Morgan Hoffmann,1.484,135.064,91,1.485,1.449
16,0,21961,Charles Howell III,1.484,148.350,100,1.490,1.452
16,0,24024,Zach Johnson,1.484,135.012,91,1.485,1.460
16,0,08075,Jerry Kelly,1.484,105.387,71,1.485,1.473
16,0,30926,Chris Kirk,1.484,126.156,85,1.485,1.471
