RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL BALL SPEED,TOTAL ATTEMPTS
1,0,25804,Bubba Watson,183.48,9540.98,52
2,0,35300,Andrew Loupe,182.09,8740.37,48
3,0,28237,Rory McIlroy,179.73,8627.01,48
4,0,31323,Gary Woodland,179.48,11845.86,66
5,0,27064,Jhonattan Vegas,179.43,12021.57,67
6,0,30925,Dustin Johnson,179.38,7354.49,41
6,0,36689,Brooks Koepka,179.38,7175.08,40
8,0,30944,Jason Kokrak,178.99,10739.12,60
9,0,32334,Charlie Beljan,178.54,12855.19,72
10,0,24502,Adam Scott,177.26,9572.20,54
11,0,24358,Robert Garrigus,177.16,12401.27,70
11,0,27141,J.B. Holmes,177.16,11692.66,66
13,0,27436,Graham DeLaet,177.04,9914.41,56
14,0,29461,Jamie Lovemark,176.93,7784.81,44
15,0,34099,Harris English,176.70,11308.64,64
16,0,21528,Henrik Stenson,176.59,4768.06,27
17,0,21961,Charles Howell III,175.92,17767.57,101
18,0,34431,Robert Streb,175.88,12311.31,70
19,0,20848,Ángel Cabrera,175.75,11775.41,67
20,0,29289,S.Y. Noh,175.46,13159.75,75
21,0,26331,Charl Schwartzel,175.30,9115.57,52
22,0,26300,Matt Jones,175.25,12267.28,70
23,0,37273,Derek Ernst,174.83,10664.88,61
24,0,21209,Sergio Garcia,174.72,6464.48,37
25,0,25364,Paul Casey,174.52,7678.70,44
26,0,22371,Aaron Baddeley,174.49,10120.63,58
27,0,20229,Stewart Cink,174.40,11859.34,68
28,0,34264,Hudson Swafford,174.21,9233.09,53
29,0,32333,Kevin Tway,174.19,8360.95,48
30,0,34265,Will Wilcox,174.17,7489.34,43
31,0,32102,Rickie Fowler,174.14,10970.72,63
32,0,27095,Nick Watney,174.10,9749.35,56
33,0,23320,Ryan Palmer,174.03,11833.71,68
34,0,29518,Brendan Steele,174.00,12876.14,74
35,0,25632,Jimmy Walker,173.78,12338.72,71
36,0,28089,Jason Day,173.75,4864.97,28
37,0,28500,Martin Flores,173.42,12832.77,74
38,0,30692,Scott Stallings,173.03,11074.11,64
39,0,26851,Marc Leishman,172.93,12105.22,70
40,0,33141,Keegan Bradley,172.86,11235.88,65
41,0,12716,Charley Hoffman,172.71,14334.58,83
42,0,22378,Trevor Immelman,172.65,11567.64,67
43,0,25900,Lucas Glover,172.63,8631.38,50
44,0,25274,Steven Bowditch,172.24,13951.50,81
45,0,24140,Sean O'Hair,172.18,10675.10,62
46,0,32366,Kevin Chappell,171.88,15469.37,90
47,0,24846,Ricky Barnes,171.82,13573.39,79
48,0,24490,George McNeill,171.60,11840.63,69
49,0,28486,Michael Putnam,171.59,15957.55,93
50,0,34360,Patrick Reed,171.55,11665.49,68
51,0,26329,Louis Oosthuizen,171.42,4628.47,27
52,0,27408,Martin Kaymer,171.31,8908.05,52
53,0,30110,Kyle Stanley,171.29,12846.86,75
54,0,27936,Martin Laird,171.13,7872.18,46
55,0,01810,Phil Mickelson,171.11,8555.47,50
56,0,30852,Ryo Ishikawa,171.06,9921.26,58
57,0,22913,John Rollins,171.01,10944.33,64
58,0,33418,Shawn Stefani,170.93,9571.80,56
59,0,20396,Lee Westwood,170.85,7175.64,42
60,0,33413,Ben Martin,170.38,10563.78,62
60,0,28132,Tyrone Van Aswegen,170.38,7837.38,46
62,0,25562,Andres Romero,170.34,10390.75,61
62,0,20645,John Senden,170.34,15501.21,91
64,0,31557,Jim Herman,170.01,8160.68,48
65,0,01706,Davis Love III,169.67,9671.05,57
66,0,34098,Russell Henley,169.57,13395.98,79
67,0,23638,Brendon de Jonge,169.47,16269.12,96
68,0,23409,James Driscoll,169.28,8971.68,53
69,0,33461,Morgan Hoffmann,169.21,15397.87,91
69,0,27770,Camilo Villegas,169.21,15906.04,94
71,0,22046,Geoff Ogilvy,169.18,12011.49,71
72,0,25191,Gonzalo Fernandez-Castaño,169.16,12686.84,75
73,0,27330,Josh Teater,169.11,13528.75,80
74,0,29740,Brad Fritsch,169.04,6254.49,37
75,0,32839,Hideki Matsuyama,168.94,11319.18,67
76,0,30750,Tommy Gainey,168.88,10301.50,61
77,0,22405,Justin Rose,168.79,9114.75,54
78,0,32150,Michael Thompson,168.74,9955.46,59
79,0,27120,Troy Matteson,168.68,8433.97,50
80,0,24361,Pat Perez,168.61,12814.64,76
81,0,23353,J.J. Henry,168.59,12644.25,75
82,0,26679,Kevin Stadler,168.52,11290.73,67
83,0,29420,Billy Horschel,168.47,11624.46,69
84,0,24924,Bill Haas,168.31,13633.11,81
85,0,32448,James Hahn,168.28,12284.72,73
86,0,21731,Freddie Jacobson,167.98,13102.30,78
87,0,25345,Carl Pettersson,167.97,15284.97,91
88,0,35539,Luke Guthrie,167.79,13758.78,82
88,0,26289,Boo Weekley,167.79,9228.28,55
90,0,23623,Bo Van Pelt,167.73,12244.40,73
91,0,28259,Sangmoon Bae,167.59,11395.95,68
92,0,34563,Chesson Hadley,167.49,13399.04,80
93,0,24925,Jonathan Byrd,167.16,11199.73,67
94,0,24494,Erik Compton,167.13,13871.71,83
95,0,28307,Matt Every,167.11,11196.27,67
96,0,23621,Rory Sabbatini,167.09,11362.37,68
97,0,27214,Kevin Streelman,166.71,11169.30,67
98,0,24781,Hunter Mahan,166.53,12989.37,78
99,0,25686,Jason Dufner,166.46,6991.40,42
100,0,34409,David Lingmerth,166.38,11979.52,72
101,0,35541,John Peterson,166.36,9814.95,59
102,0,26951,Johnson Wagner,166.25,9642.39,58
103,0,32640,Troy Merritt,166.21,10138.66,61
104,0,06522,Ernie Els,166.19,10802.41,65
105,0,24912,Will MacKenzie,166.12,13289.83,80
106,0,31193,Jim Renner,166.07,8801.74,53
107,0,24138,Ian Poulter,166.04,6973.56,42
108,0,35732,Wes Roach,166.02,8964.82,54
109,0,34021,Bud Cauley,165.86,8127.09,49
110,0,29535,Brice Garnett,165.79,13594.81,82
111,0,26956,Bronson La'Cassie,165.76,6630.24,40
112,0,30926,Chris Kirk,165.73,14087.24,85
113,0,29479,Scott Brown,165.72,13754.69,83
114,0,29478,Kevin Kisner,165.68,12426.04,75
115,0,34046,Jordan Spieth,165.55,14402.83,87
116,0,12510,Chad Campbell,165.34,7605.51,46
116,0,29425,Andrew Svoboda,165.34,12400.20,75
118,0,10885,Robert Allenby,165.20,10572.88,64
119,0,06567,Vijay Singh,165.18,12388.60,75
120,0,20157,Retief Goosen,165.15,14533.55,88
121,0,27933,John Merrick,164.87,12365.47,75
122,0,25240,D.A. Points,164.68,8892.62,54
122,0,28780,Nicholas Thompson,164.68,11692.18,71
124,0,35139,Richard Lee,164.64,11360.00,69
124,0,29221,Webb Simpson,164.64,12018.48,73
126,0,27895,Jonas Blixt,164.63,6255.76,38
126,0,28475,Jeff Overton,164.63,11359.43,69
128,0,25396,Kevin Na,164.59,14319.47,87
129,0,26596,Ryan Moore,164.36,11176.41,68
130,0,20498,Briny Baird,164.20,6403.80,39
131,0,33122,Russell Knox,163.94,15902.18,97
132,0,33419,Cameron Tringale,163.85,17368.43,106
133,0,29926,Danny Lee,163.59,11124.04,68
134,0,34174,John Huh,163.55,11612.37,71
135,0,31202,William McGirt,163.41,15524.40,95
136,0,27649,Brandt Snedeker,163.23,10936.10,67
137,0,23983,Luke Donald,163.11,6850.83,42
138,0,24663,Y.E. Yang,162.92,10101.27,62
139,0,27963,Chris Stroud,162.90,11891.88,73
140,0,27644,Brian Harman,162.86,17425.61,107
141,0,25572,Graeme McDowell,162.79,8139.62,50
142,0,10809,Jim Furyk,162.78,12370.97,76
143,0,32200,Roberto Castro,162.75,9764.93,60
144,0,25444,Justin Hicks,162.67,16917.58,104
145,0,20593,Greg Chalmers,162.45,13158.35,81
146,0,25834,Daniel Summerhays,162.38,16237.82,100
147,0,20098,Stuart Appleby,162.05,14746.44,91
148,0,34261,Scott Langley,162.02,13447.81,83
149,0,31560,Brian Stuard,161.99,13607.04,84
150,0,27556,Ted Potter Jr.,161.80,10193.71,63
151,0,23800,Bryce Molder,161.79,11163.31,69
152,0,20104,Ken Duke,161.71,10187.51,63
153,0,23108,Matt Kuchar,161.68,12934.34,80
154,0,20160,Charlie Wi,161.51,10982.55,68
155,0,07867,Woody Austin,161.46,9526.09,59
156,0,24507,Jason Bohn,161.01,13524.98,84
157,0,27466,Spencer Levin,160.94,8368.96,52
158,0,25720,Chad Collins,160.73,9000.65,56
159,0,26758,David Hearn,160.18,14736.42,92
160,0,25349,Tim Wilkinson,160.09,12486.92,78
161,0,30927,Brendon Todd,160.08,14727.46,92
162,0,24024,Zach Johnson,159.84,14545.04,91
163,0,29222,Billy Hurley III,159.36,12430.26,78
164,0,08075,Jerry Kelly,158.73,11269.58,71
165,0,22621,Ben Curtis,158.64,11104.65,70
166,0,24357,K.J. Choi,158.56,11257.82,71
167,0,28092,D.H. Lee,158.53,7768.06,49
168,0,23541,Ben Crane,158.29,13454.25,85
169,0,21878,Mark Wilson,158.23,9810.47,62
170,0,21753,Brian Davis,158.16,14550.90,92
171,0,10423,Mike Weir,157.77,8835.30,56
172,0,22293,Heath Slocum,156.41,10010.24,64
173,0,01724,Jeff Maggert,156.01,7020.39,45
174,0,10860,Justin Leonard,154.94,10535.67,68
175,0,02206,David Toms,154.39,8800.14,57
176,0,23135,Tim Clark,153.55,10134.54,66
177,0,19846,Brian Gay,153.51,9978.47,65
