RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. TO IMPACT,TOTAL ATTEMPTS
1,0,25804,Bubba Watson,305.0,11591.5,38
2,0,30925,Dustin Johnson,299.6,7490.6,25
3,0,28089,Jason Day,298.8,5975.3,20
4,0,35300,Andrew Loupe,298.1,9242.6,31
5,0,27141,J.B. Holmes,297.7,15482.1,52
6,0,28237,Rory McIlroy,296.1,10954.7,37
7,0,36689,Brooks Koepka,296.0,9471.9,32
8,0,27436,Graham DeLaet,294.2,14710.1,50
8,0,29461,Jamie Lovemark,294.2,11768.2,40
10,0,23320,Ryan Palmer,293.5,16728.2,57
11,0,31323,Gary Woodland,293.0,16116.1,55
12,0,32334,Charlie Beljan,292.7,16389.9,56
13,0,27064,Jhonattan Vegas,291.1,16886.2,58
14,0,24140,Sean O'Hair,290.7,14534.0,50
15,0,24358,Robert Garrigus,290.5,16270.1,56
16,0,30944,Jason Kokrak,290.1,13636.3,47
17,0,32102,Rickie Fowler,288.9,16177.1,56
18,0,30692,Scott Stallings,288.7,14434.1,50
19,0,34099,Harris English,288.5,16443.6,57
20,0,20848,Ángel Cabrera,288.1,15846.0,55
21,0,21961,Charles Howell III,288.0,25345.5,88
22,0,33141,Keegan Bradley,287.6,14952.6,52
22,0,01706,Davis Love III,287.6,13515.7,47
24,0,12716,Charley Hoffman,287.2,20967.7,73
25,0,21528,Henrik Stenson,287.0,6026.4,21
26,0,29518,Brendan Steele,286.6,17198.2,60
27,0,34264,Hudson Swafford,286.2,13739.5,48
28,0,01810,Phil Mickelson,285.5,9420.7,33
29,0,25632,Jimmy Walker,285.3,14836.3,52
30,0,24502,Adam Scott,285.2,11410.0,40
31,0,29289,S.Y. Noh,285.0,16244.5,57
32,0,26300,Matt Jones,284.9,15099.6,53
32,0,34431,Robert Streb,284.9,15102.0,53
34,0,37273,Derek Ernst,284.8,13669.3,48
35,0,34265,Will Wilcox,284.6,9107.3,32
36,0,22405,Justin Rose,284.5,12235.0,43
37,0,30110,Kyle Stanley,283.9,17598.8,62
38,0,29420,Billy Horschel,283.7,16169.4,57
39,0,34098,Russell Henley,283.6,18716.0,66
40,0,33461,Morgan Hoffmann,283.4,21820.7,77
40,0,27936,Martin Laird,283.4,10770.8,38
42,0,22371,Aaron Baddeley,283.3,13600.7,48
43,0,26851,Marc Leishman,282.9,16972.9,60
43,0,27095,Nick Watney,282.9,12165.4,43
45,0,32839,Hideki Matsuyama,282.8,16966.5,60
46,0,24781,Hunter Mahan,282.7,20074.1,71
47,0,27330,Josh Teater,282.5,20340.8,72
48,0,21209,Sergio Garcia,282.2,7055.7,25
48,0,22046,Geoff Ogilvy,282.2,17213.9,61
50,0,34021,Bud Cauley,281.7,12113.7,43
51,0,34360,Patrick Reed,281.1,15178.7,54
52,0,28132,Tyrone Van Aswegen,280.7,11227.1,40
53,0,32333,Kevin Tway,280.6,12347.2,44
54,0,20229,Stewart Cink,280.5,16270.7,58
54,0,26329,Louis Oosthuizen,280.5,5889.7,21
56,0,25900,Lucas Glover,280.4,12338.8,44
57,0,24924,Bill Haas,280.3,19904.2,71
58,0,32366,Kevin Chappell,280.1,21567.8,77
59,0,27408,Martin Kaymer,279.9,12313.4,44
60,0,25562,Andres Romero,279.8,14268.2,51
61,0,25274,Steven Bowditch,279.7,19858.1,71
62,0,28500,Martin Flores,279.5,17608.6,63
62,0,33418,Shawn Stefani,279.5,13415.8,48
64,0,23353,J.J. Henry,278.7,18670.7,67
65,0,26331,Charl Schwartzel,278.5,11420.5,41
66,0,29740,Brad Fritsch,278.2,8901.7,32
67,0,32448,James Hahn,278.0,16959.8,61
68,0,25364,Paul Casey,277.8,10279.9,37
69,0,29221,Webb Simpson,277.6,18046.5,65
70,0,28486,Michael Putnam,277.5,20809.6,75
71,0,26679,Kevin Stadler,277.4,15814.1,57
72,0,20396,Lee Westwood,277.3,8873.9,32
73,0,30750,Tommy Gainey,277.2,14415.1,52
74,0,06522,Ernie Els,277.0,15512.4,56
74,0,22913,John Rollins,277.0,15236.0,55
76,0,24912,Will MacKenzie,276.7,19921.2,72
76,0,27120,Troy Matteson,276.7,9960.0,36
76,0,35732,Wes Roach,276.7,11621.0,42
79,0,06567,Vijay Singh,276.6,17152.2,62
80,0,31557,Jim Herman,276.2,10772.9,39
81,0,34409,David Lingmerth,276.0,16283.3,59
82,0,23623,Bo Van Pelt,275.9,17105.6,62
83,0,30926,Chris Kirk,275.8,18476.0,67
84,0,27214,Kevin Streelman,275.6,15987.1,58
85,0,25345,Carl Pettersson,275.4,22028.1,80
86,0,28307,Matt Every,275.0,15676.3,57
87,0,27770,Camilo Villegas,274.5,22232.7,81
88,0,24925,Jonathan Byrd,274.4,16186.8,59
89,0,24138,Ian Poulter,274.3,10148.1,37
90,0,25191,Gonzalo Fernandez-Castaño,274.2,17823.4,65
90,0,34563,Chesson Hadley,274.2,19741.1,72
92,0,32150,Michael Thompson,274.1,13977.8,51
93,0,24490,George McNeill,273.9,16981.3,62
93,0,34046,Jordan Spieth,273.9,19447.5,71
95,0,30852,Ryo Ishikawa,273.8,12596.8,46
96,0,22378,Trevor Immelman,273.3,14213.7,52
96,0,33413,Ben Martin,273.3,15304.3,56
98,0,29535,Brice Garnett,272.8,19639.2,72
99,0,20645,John Senden,272.7,20724.7,76
99,0,28780,Nicholas Thompson,272.7,16907.6,62
101,0,35539,Luke Guthrie,272.6,20174.1,74
102,0,35139,Richard Lee,272.3,16609.2,61
103,0,35541,John Peterson,272.2,13337.3,49
104,0,29479,Scott Brown,271.9,19306.4,71
104,0,24361,Pat Perez,271.9,17127.9,63
106,0,31193,Jim Renner,271.3,11394.5,42
107,0,20157,Retief Goosen,271.1,19520.0,72
107,0,26951,Johnson Wagner,271.1,13827.2,51
109,0,29478,Kevin Kisner,270.7,19221.1,71
109,0,27649,Brandt Snedeker,270.7,16515.3,61
111,0,25240,D.A. Points,270.5,11360.3,42
111,0,23621,Rory Sabbatini,270.5,14878.2,55
113,0,27895,Jonas Blixt,269.8,8904.4,33
113,0,24494,Erik Compton,269.8,19427.5,72
115,0,10885,Robert Allenby,269.7,15101.6,56
115,0,12510,Chad Campbell,269.7,11597.1,43
117,0,26289,Boo Weekley,269.6,12130.7,45
118,0,24846,Ricky Barnes,269.4,16431.9,61
119,0,29425,Andrew Svoboda,269.3,17505.2,65
120,0,23409,James Driscoll,269.2,10228.3,38
121,0,26956,Bronson La'Cassie,269.1,8610.5,32
121,0,32640,Troy Merritt,269.1,15069.3,56
121,0,26596,Ryan Moore,269.1,15874.8,59
