RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL CLUB HEAD SPEED,TOTAL ATTEMPTS
93,0,35541,John Peterson,113.12,6674.17,59
93,0,25345,Carl Pettersson,113.12,10294.16,91
95,0,35539,Luke Guthrie,113.08,9272.91,82
96,0,23623,Bo Van Pelt,113.05,8252.90,73
97,0,34563,Chesson Hadley,112.87,9029.63,80
98,0,24494,Erik Compton,112.68,9352.03,83
99,0,23621,Rory Sabbatini,112.61,7657.71,68
100,0,25686,Jason Dufner,112.60,4729.23,42
101,0,26956,Bronson La'Cassie,112.24,4489.63,40
101,0,31193,Jim Renner,112.24,5948.59,53
103,0,24781,Hunter Mahan,112.22,8753.38,78
104,0,34409,David Lingmerth,112.21,8079.25,72
104,0,25396,Kevin Na,112.21,9762.70,87
106,0,35732,Wes Roach,112.19,6058.34,54
107,0,29478,Kevin Kisner,112.17,8412.59,75
108,0,26951,Johnson Wagner,112.14,6503.93,58
109,0,32640,Troy Merritt,112.06,6835.63,61
110,0,20498,Briny Baird,111.99,4367.72,39
110,0,06522,Ernie Els,111.99,7279.60,65
112,0,24912,Will MacKenzie,111.97,8957.62,80
113,0,24138,Ian Poulter,111.95,4701.80,42
114,0,20157,Retief Goosen,111.85,9842.55,88
115,0,34021,Bud Cauley,111.84,5480.32,49
116,0,29479,Scott Brown,111.83,9282.08,83
117,0,12510,Chad Campbell,111.76,5140.98,46
118,0,24663,Y.E. Yang,111.67,6923.59,62
119,0,30926,Chris Kirk,111.66,9491.07,85
120,0,29535,Brice Garnett,111.65,9155.14,82
121,0,34046,Jordan Spieth,111.56,9705.73,87
122,0,06567,Vijay Singh,111.43,8356.88,75
123,0,10885,Robert Allenby,111.26,7120.37,64
124,0,25240,D.A. Points,111.13,6001.25,54
125,0,29221,Webb Simpson,111.11,8110.93,73
126,0,29926,Danny Lee,111.05,7551.46,68
126,0,27933,John Merrick,111.05,8329.01,75
128,0,26596,Ryan Moore,110.99,7547.24,68
129,0,27895,Jonas Blixt,110.95,4216.06,38
129,0,28475,Jeff Overton,110.95,7655.43,69
129,0,28780,Nicholas Thompson,110.95,7877.38,71
132,0,35139,Richard Lee,110.93,7654.08,69
133,0,33122,Russell Knox,110.77,10745.15,97
134,0,31202,William McGirt,110.70,10516.12,95
135,0,34174,John Huh,110.45,7841.61,71
135,0,33419,Cameron Tringale,110.45,11707.57,106
137,0,10809,Jim Furyk,110.26,8379.95,76
138,0,27649,Brandt Snedeker,110.22,7384.58,67
139,0,27644,Brian Harman,110.09,11780.07,107
140,0,23983,Luke Donald,109.95,4618.03,42
141,0,27556,Ted Potter Jr.,109.93,6925.77,63
142,0,32200,Roberto Castro,109.82,6589.36,60
143,0,20098,Stuart Appleby,109.78,9990.05,91
144,0,07867,Woody Austin,109.77,6476.56,59
144,0,25572,Graeme McDowell,109.77,5488.47,50
146,0,27963,Chris Stroud,109.71,8008.92,73
147,0,25834,Daniel Summerhays,109.62,10961.90,100
148,0,25444,Justin Hicks,109.56,11393.84,104
149,0,20593,Greg Chalmers,109.46,8866.48,81
150,0,20104,Ken Duke,109.40,6892.51,63
151,0,34261,Scott Langley,109.30,9071.71,83
152,0,20160,Charlie Wi,109.19,7425.06,68
153,0,31560,Brian Stuard,109.13,9166.92,84
154,0,23800,Bryce Molder,108.98,7519.87,69
155,0,24507,Jason Bohn,108.92,9149.55,84
155,0,23108,Matt Kuchar,108.92,8713.59,80
157,0,27466,Spencer Levin,108.49,5641.67,52
158,0,25720,Chad Collins,108.36,6067.96,56
159,0,29222,Billy Hurley III,108.34,8450.81,78
160,0,30927,Brendon Todd,108.29,9962.26,92
161,0,25349,Tim Wilkinson,107.99,8423.09,78
162,0,26758,David Hearn,107.96,9931.99,92
163,0,24024,Zach Johnson,107.73,9802.98,91
164,0,24357,K.J. Choi,107.56,7636.46,71
165,0,28092,D.H. Lee,107.28,5256.85,49
166,0,22621,Ben Curtis,106.99,7489.28,70
167,0,08075,Jerry Kelly,106.93,7592.07,71
168,0,21878,Mark Wilson,106.83,6623.43,62
169,0,10423,Mike Weir,106.74,5977.26,56
170,0,23541,Ben Crane,106.64,9064.50,85
171,0,21753,Brian Davis,106.54,9801.37,92
172,0,22293,Heath Slocum,105.40,6745.59,64
173,0,01724,Jeff Maggert,105.06,4727.53,45
174,0,10860,Justin Leonard,104.38,7097.76,68
175,0,02206,David Toms,103.97,5926.06,57
176,0,19846,Brian Gay,103.79,6746.50,65
177,0,23135,Tim Clark,103.48,6829.87,66
