RANK,MOVEMENT,PLAYER_ID,PLAYER,AVERAGE BOGEYS PER ROUND,TOTAL BOGEYS,ROUNDS PLAYED
1,0,08793,Tiger Woods,2.05,123,60
2,0,22293,Heath Slocum,2.34,236,101
3,0,20472,Alex Cejka,2.38,190,80
4,0,20382,Stephen Leaney,2.39,196,82
4,0,01810,Phil Mickelson,2.39,170,71
4,0,06527,Steve Stricker,2.39,191,80
7,0,23108,Matt Kuchar,2.46,209,85
7,0,26882,Michael Sim,2.46,128,52
9,0,10809,Jim Furyk,2.48,203,82
9,0,20160,Charlie Wi,2.48,223,90
11,0,20127,Chris Riley,2.49,147,59
11,0,27649,Brandt Snedeker,2.49,261,105
13,0,28475,Jeff Overton,2.50,150,60
14,0,01035,Tommy Armour III,2.51,203,81
14,0,01132,Mark Brooks,2.51,133,53
14,0,20623,Gavin Coles,2.51,218,87
14,0,20104,Ken Duke,2.51,281,112
18,0,20850,Daniel Chopra,2.53,268,106
19,0,24357,K.J. Choi,2.54,216,85
20,0,23135,Tim Clark,2.55,163,64
20,0,25900,Lucas Glover,2.55,247,97
20,0,12660,Jesper Parnevik,2.55,224,88
23,0,19972,José Coceres,2.56,128,50
24,0,12652,Cameron Beckman,2.57,247,96
24,0,21753,Brian Davis,2.57,260,101
24,0,23788,D.J. Trahan,2.57,254,99
27,0,20498,Briny Baird,2.59,298,115
27,0,19846,Brian Gay,2.59,277,107
27,0,22806,Doug LaBelle II,2.59,269,104
27,0,23621,Rory Sabbatini,2.59,205,79
27,0,23623,Bo Van Pelt,2.59,269,104
32,0,06522,Ernie Els,2.60,151,58
32,0,10117,Bob Heintz,2.60,221,85
32,0,24024,Zach Johnson,2.60,195,75
35,0,06004,Stephen Ames,2.61,201,77
35,0,25396,Kevin Na,2.61,219,84
37,0,21209,Sergio Garcia,2.62,173,66
37,0,22212,Craig Lile,2.62,202,77
37,0,01724,Jeff Maggert,2.62,207,79
40,0,29718,Anthony Kim,2.63,245,93
40,0,20645,John Senden,2.63,255,97
40,0,02239,Scott Verplank,2.63,213,81
43,0,20634,Peter Lonard,2.64,224,85
44,0,23718,Nathan Green,2.65,273,103
44,0,02214,Kirk Triplett,2.65,204,77
46,0,19803,Ryan Armour,2.66,285,107
46,0,07867,Woody Austin,2.66,253,95
46,0,01157,Tom Byrum,2.66,133,50
46,0,10213,Dicky Pride,2.66,189,71
46,0,27770,Camilo Villegas,2.66,218,82
46,0,12602,Dean Wilson,2.66,245,92
52,0,06595,Kevin Sutherland,2.67,227,85
53,0,20574,Mathew Goggin,2.68,260,97
53,0,28158,Steve Marino,2.68,284,106
55,0,27095,Nick Watney,2.69,234,87
56,0,24925,Jonathan Byrd,2.70,197,73
56,0,20433,Mark Hensby,2.70,219,81
56,0,21731,Freddie Jacobson,2.70,189,70
56,0,12705,Cliff Kresge,2.70,289,107
56,0,06567,Vijay Singh,2.70,270,100
56,0,10425,Jay Williamson,2.70,135,50
62,0,07363,Craig Bowden,2.71,211,78
62,0,06034,Marco Dawson,2.71,198,73
62,0,20766,Padraig Harrington,2.71,168,62
62,0,26420,Richard Johnson,2.71,252,93
62,0,01766,Billy Mayfair,2.71,266,98
62,0,02246,Duffy Waldorf,2.71,187,69
68,0,01142,Bart Bryant,2.72,234,86
68,0,10860,Justin Leonard,2.72,258,95
68,0,26289,Boo Weekley,2.72,275,101
68,0,21878,Mark Wilson,2.72,237,87
72,0,20229,Stewart Cink,2.73,240,88
73,0,07457,Steve Flesch,2.74,274,100
73,0,26881,Jarrod Lyle,2.74,211,77
73,0,27060,John Mallinger,2.74,263,96
73,0,25804,Bubba Watson,2.74,219,80
77,0,22371,Aaron Baddeley,2.75,220,80
77,0,08123,Jeff Brehaut,2.75,162,59
77,0,01313,Steve Elkington,2.75,239,87
77,0,23497,Tag Ridings,2.75,143,52
77,0,22405,Justin Rose,2.75,162,59
82,0,08931,Glen Day,2.76,235,85
82,0,21806,Paul Gow,2.76,193,70
82,0,07547,Craig Kanada,2.76,301,109
82,0,24140,Sean O'Hair,2.76,270,98
82,0,01945,Kenny Perry,2.76,229,83
87,0,24781,Hunter Mahan,2.78,253,91
87,0,20628,Arron Oberholser,2.78,189,68
87,0,12714,Chris Tidland,2.78,164,59
87,0,23349,Charles Warren,2.78,281,101
91,0,22892,Jason Gore,2.79,240,86
91,0,21350,Ryuji Imada,2.79,290,104
91,0,26596,Ryan Moore,2.79,257,92
91,0,20572,Rod Pampling,2.79,251,90
95,0,24924,Bill Haas,2.80,260,93
95,0,08537,J.P. Hayes,2.80,249,89
95,0,26951,Johnson Wagner,2.80,272,97
98,0,24490,George McNeill,2.82,268,95
98,0,01948,Tim Petrovic,2.82,299,106
98,0,25190,Jeff Quinney,2.82,268,95
101,0,01161,Mark Calcavecchia,2.83,263,93
101,0,24361,Pat Perez,2.83,238,84
103,0,20105,Jeff Gove,2.85,294,103
103,0,01677,Tom Lehman,2.85,177,62
103,0,06515,Shaun Micheel,2.85,251,88
103,0,23325,Vaughn Taylor,2.85,259,91
107,0,11032,Frank Lickliter II,2.86,272,95
107,0,01707,Steve Lowery,2.86,212,74
107,0,23320,Ryan Palmer,2.86,260,91
110,0,21949,Joe Ogilvie,2.87,293,102
111,0,23613,Rich Barcelo,2.88,230,80
111,0,27963,Chris Stroud,2.88,190,66
111,0,02223,Bob Tway,2.88,297,103
114,0,24507,Jason Bohn,2.89,165,57
114,0,12782,Tim Herron,2.89,283,98
114,0,10733,Kent Jones,2.89,280,97
114,0,27933,John Merrick,2.89,266,92
114,0,10423,Mike Weir,2.89,234,81
119,0,06621,Joe Durant,2.90,252,87
119,0,01928,Corey Pavin,2.90,235,81
119,0,25345,Carl Pettersson,2.90,319,110
122,0,23048,Eric Axley,2.91,311,107
122,0,08075,Jerry Kelly,2.91,294,101
122,0,20691,Greg Owen,2.91,236,81
125,0,21633,Steve Allan,2.92,184,63
125,0,06197,Michael Allen,2.92,216,74
125,0,10885,Robert Allenby,2.92,260,89
125,0,19824,Craig Barlow,2.92,152,52
125,0,01320,Bob Estes,2.92,257,88
125,0,24912,Will MacKenzie,2.92,292,100
125,0,21959,Ted Purdy,2.92,298,102
132,0,25686,Jason Dufner,2.93,293,100
132,0,01388,Robert Gamez,2.93,258,88
132,0,20859,Anders Hansen,2.93,161,55
132,0,22378,Trevor Immelman,2.93,199,68
132,0,27120,Troy Matteson,2.93,255,87
137,0,24358,Robert Garrigus,2.94,279,95
137,0,12716,Charley Hoffman,2.94,285,97
137,0,12680,Shigeki Maruyama,2.94,247,84
140,0,02101,Joey Sindelar,2.95,221,75
141,0,02206,David Toms,2.96,228,77
142,0,20098,Stuart Appleby,2.97,217,73
142,0,25273,Andrew Buckle,2.97,229,77
142,0,23983,Luke Donald,2.97,199,67
145,0,07223,Brian Bateman,2.98,164,55
145,0,23933,Michael Boyd,2.98,182,61
145,0,22913,John Rollins,2.98,301,101
145,0,26679,Kevin Stadler,2.98,283,95
145,0,21528,Henrik Stenson,2.98,137,46
150,0,21470,Daisuke Maruyama,2.99,257,86
151,0,08881,Tripp Isenhour,3.00,258,86
152,0,11123,Chris Couch,3.01,229,76
