RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
1,0,28089,Jason Day,1.368,1502,1098
2,0,01132,Mark Brooks,1.372,1358,990
3,0,22548,Patrick Sheehan,1.378,1265,918
4,0,08845,Scott Sterling,1.380,1267,918
5,0,01928,Corey Pavin,1.413,1857,1314
6,0,23800,Bryce Molder,1.420,1764,1242
7,0,26679,Kevin Stadler,1.425,1667,1170
8,0,20593,Greg Chalmers,1.431,2190,1530
9,0,26881,Jarrod Lyle,1.436,1680,1170
10,0,26300,Matt Jones,1.438,1449,1008
11,0,23497,Tag Ridings,1.439,1295,900
12,0,08075,Jerry Kelly,1.446,2343,1620
12,0,26498,Matt Weibring,1.446,1692,1170
14,0,30711,Colt Knost,1.448,1850,1278
15,0,20127,Chris Riley,1.452,2013,1386
16,0,10733,Kent Jones,1.458,1916,1314
17,0,31416,Derek Fathauer,1.460,1656,1134
18,0,01577,Lee Janzen,1.461,1946,1332
19,0,06621,Joe Durant,1.463,1633,1116
20,0,26497,Casey Wittenberg,1.464,1871,1278
21,0,28087,Kris Blanks,1.465,1582,1080
22,0,25632,Jimmy Walker,1.468,1955,1332
23,0,23623,Bo Van Pelt,1.469,2645,1800
24,0,10117,Bob Heintz,1.472,1563,1062
25,0,22961,David Mathis,1.476,2179,1476
25,0,06539,Rick Price,1.476,1435,972
27,0,27933,John Merrick,1.477,2420,1638
28,0,08931,Glen Day,1.480,2105,1422
29,0,23614,Rich Beem,1.481,2052,1386
30,0,27683,Leif Olson,1.485,1363,918
31,0,12705,Cliff Kresge,1.486,2086,1404
31,0,07749,Brett Quigley,1.486,2461,1656
33,0,31323,Gary Woodland,1.487,1419,954
34,0,24846,Ricky Barnes,1.488,1794,1206
35,0,10425,Jay Williamson,1.489,1849,1242
36,0,23349,Charles Warren,1.491,1691,1134
37,0,21961,Charles Howell III,1.494,2662,1782
38,0,19846,Brian Gay,1.497,2586,1728
38,0,28620,Aron Price,1.497,2398,1602
38,0,25919,Brian Vranesh,1.497,1374,918
41,0,23048,Eric Axley,1.499,1916,1278
42,0,21959,Ted Purdy,1.502,2730,1818
43,0,28118,Peter Tomasulo,1.509,1657,1098
44,0,25396,Kevin Na,1.510,2473,1638
44,0,12602,Dean Wilson,1.510,2202,1458
46,0,01142,Bart Bryant,1.512,1579,1044
46,0,27649,Brandt Snedeker,1.512,2205,1458
48,0,28475,Jeff Overton,1.518,2514,1656
49,0,22295,Darron Stiles,1.519,1422,936
50,0,20472,Alex Cejka,1.520,2243,1476
50,0,23325,Vaughn Taylor,1.520,2408,1584
52,0,21949,Joe Ogilvie,1.524,2332,1530
53,0,26695,Michael Letzig,1.525,2635,1728
54,0,06251,Chris DiMarco,1.527,2666,1746
54,0,26596,Ryan Moore,1.527,2446,1602
54,0,26301,James Nitties,1.527,2364,1548
57,0,21805,Harrison Frazar,1.528,2558,1674
57,0,27060,John Mallinger,1.528,2476,1620
59,0,27466,Spencer Levin,1.531,2067,1350
60,0,25240,D.A. Points,1.532,2730,1782
60,0,02239,Scott Verplank,1.532,2427,1584
62,0,20691,Greg Owen,1.533,2676,1746
63,0,21753,Brian Davis,1.534,2844,1854
63,0,06012,Greg Kraft,1.534,1408,918
65,0,25686,Jason Dufner,1.538,2492,1620
65,0,22892,Jason Gore,1.538,2049,1332
67,0,23718,Nathan Green,1.539,2881,1872
68,0,21878,Mark Wilson,1.540,2745,1782
69,0,22913,John Rollins,1.543,2555,1656
70,0,06197,Michael Allen,1.544,2029,1314
70,0,21731,Freddie Jacobson,1.544,2307,1494
70,0,02206,David Toms,1.544,2723,1764
70,0,24663,Y.E. Yang,1.544,2306,1494
74,0,22348,Nick O'Hern,1.548,2508,1620
74,0,25818,Scott Piercy,1.548,2369,1530
76,0,24924,Bill Haas,1.549,2538,1638
76,0,26476,Chez Reavie,1.549,2259,1458
78,0,12652,Cameron Beckman,1.550,2428,1566
79,0,24490,George McNeill,1.553,2292,1476
80,0,12510,Chad Campbell,1.556,2520,1620
80,0,01329,Brad Faxon,1.556,1652,1062
80,0,28158,Steve Marino,1.556,2744,1764
83,0,23778,Brad Adamonis,1.559,1964,1260
84,0,26851,Marc Leishman,1.560,2556,1638
85,0,22371,Aaron Baddeley,1.561,1826,1170
85,0,23983,Luke Donald,1.561,2136,1368
87,0,27214,Kevin Streelman,1.564,2731,1746
88,0,27120,Troy Matteson,1.565,2677,1710
88,0,01797,Rocco Mediate,1.565,2226,1422
88,0,24138,Ian Poulter,1.565,1578,1008
88,0,22293,Heath Slocum,1.565,2677,1710
92,0,01948,Tim Petrovic,1.566,2735,1746
93,0,23638,Brendon de Jonge,1.567,2538,1620
93,0,29221,Webb Simpson,1.567,2652,1692
95,0,10809,Jim Furyk,1.569,2344,1494
95,0,06527,Steve Stricker,1.569,2231,1422
97,0,24358,Robert Garrigus,1.570,2345,1494
98,0,24925,Jonathan Byrd,1.571,2516,1602
98,0,27963,Chris Stroud,1.571,2489,1584
100,0,06643,Paul Goydos,1.572,2236,1422
100,0,20766,Padraig Harrington,1.572,1839,1170
100,0,20634,Peter Lonard,1.572,2434,1548
103,0,24449,Parker McLachlin,1.574,2012,1278
104,0,20498,Briny Baird,1.575,2523,1602
104,0,23108,Matt Kuchar,1.575,2324,1476
106,0,20850,Daniel Chopra,1.576,2525,1602
106,0,29718,Anthony Kim,1.576,2099,1332
108,0,21350,Ryuji Imada,1.578,2415,1530
