RANK,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
45,0,45522,Christiaan Bezuidenhout,145.6,1602,11
46,0,32662,Michael Gligic,146.0,1314,9
47,0,35310,Lanto Griffin,146.6,1026,7
48,0,55893,Sam Stevens,146.8,1908,13
49,0,55182,Tom Kim,147.3,1620,11
50,0,49771,J.T. Poston,150.0,1800,12
51,0,55454,Carl Yuan,151.2,1512,10
52,0,51491,Brandon Matthews,151.7,1062,7
53,0,39335,Kevin Roy,152.0,1368,9
54,0,47995,Davis Riley,153.0,1836,12
55,0,45609,Tyler Duncan,153.8,1692,11
56,0,51349,Nico Echavarria,156.0,1404,9
56,0,34363,Tyrrell Hatton,156.0,1404,9
58,0,35449,Adam Long,156.5,2034,13
59,0,32102,Rickie Fowler,157.1,1728,11
60,0,31202,William McGirt,159.0,954,6
61,0,35506,Mackenzie Hughes,160.2,1602,10
62,0,47504,Sam Burns,162.0,1458,9
62,0,50525,Collin Morikawa,162.0,1458,9
64,0,47993,Denny McCarthy,163.6,1800,11
65,0,49453,Trevor Cone,164.0,1476,9
66,0,40098,Matt Fitzpatrick,164.3,1314,8
67,0,30926,Chris Kirk,165.6,1656,10
67,0,51950,Max McGreevy,165.6,1656,10
69,0,34610,Matthias Schwab,168.5,1854,11
70,0,40115,Adam Svensson,168.9,2196,13
71,0,39546,Keith Mitchell,169.2,1692,10
72,0,39971,Sungjae Im,170.2,1872,11
73,0,51890,Greyson Sigg,171.8,1890,11
74,0,39997,Corey Conners,172.0,1548,9
75,0,57362,Austin Eckroat,176.4,1764,10
75,0,27974,Sung Kang,176.4,882,5
77,0,47988,Nick Hardy,177.0,2124,12
78,0,47079,Harrison Endycott,178.0,1602,9
79,0,36871,Matt NeSmith,178.2,1782,10
80,0,54591,Ben Griffin,178.5,2142,12
81,0,22371,Aaron Baddeley,180.0,1440,8
81,0,20229,Stewart Cink,180.0,1440,8
81,0,25900,Lucas Glover,180.0,1800,10
81,0,27554,Scott Harrington,180.0,1440,8
85,0,37275,Sam Ryder,181.6,1998,11
86,0,49947,Taylor Moore,181.8,1818,10
87,0,36799,Stephan Jaeger,183.0,2196,12
88,0,57975,Harry Hall,183.6,1836,10
89,0,28252,Seamus Power,184.5,1476,8
90,0,35450,Patrick Cantlay,185.1,1296,7
91,0,39067,MJ Daffue,185.4,1854,10
92,0,52375,Doug Ghim,186.0,1674,9
93,0,31323,Gary Woodland,186.8,1494,8
94,0,47591,Eric Cole,189.0,2268,12
94,0,33597,Harry Higgs,189.0,1512,8
94,0,46414,Aaron Rai,189.0,1890,10
97,0,34466,Peter Malnati,190.0,1710,9
98,0,28237,Rory McIlroy,192.0,1152,6
99,0,39975,Michael Kim,194.0,1746,9
100,0,27936,Martin Laird,198.0,1584,8
100,0,47128,Richy Werenski,198.0,1782,9
100,0,52513,Carson Young,198.0,1782,9
103,0,50188,S.H. Kim,199.8,1998,10
104,0,22056,Cameron Percy,201.0,1206,6
105,0,52411,Kyle Westmoreland,203.1,1422,7
106,0,29289,S.Y. Noh,204.0,1224,6
107,0,30163,Henrik Norlander,204.8,1638,8
108,0,34255,Joseph Bramlett,205.7,1440,7
109,0,35901,Paul Haley II,207.0,1656,8
109,0,49960,Sepp Straka,207.0,1656,8
111,0,46441,Robby Shelton,208.0,1872,9
112,0,34563,Chesson Hadley,211.5,1692,8
113,0,28775,Nate Lashley,214.0,1926,9
114,0,47347,Adam Schenk,214.2,2142,10
115,0,34046,Jordan Spieth,216.0,1296,6
115,0,48887,Matt Wallace,216.0,1512,7
117,0,37338,Zecheng Dou,218.3,1746,8
117,0,49298,Kramer Hickok,218.3,1746,8
119,0,29535,Brice Garnett,221.1,1548,7
120,0,30911,Tommy Fleetwood,222.0,1332,6
121,0,25818,Scott Piercy,222.8,1782,8
122,0,32839,Hideki Matsuyama,223.7,1566,7
123,0,32757,Patton Kizzire,225.0,1800,8
124,0,46442,Maverick McNealy,226.8,1134,5
125,0,27095,Nick Watney,228.0,1368,6
126,0,36699,Patrick Rodgers,229.5,1836,8
127,0,35879,Kelly Kraft,231.4,1620,7
128,0,36326,David Lipsky,231.8,1854,8
129,0,36801,Mark Hubbard,232.0,2088,9
130,0,40058,Zac Blair,234.0,1404,6
130,0,52372,Cameron Champ,234.0,1404,6
130,0,29970,Dylan Frittelli,234.0,1404,6
130,0,23108,Matt Kuchar,234.0,1638,7
134,0,19803,Ryan Armour,236.6,1656,7
134,0,27349,Alex Noren,236.6,1656,7
136,0,27644,Brian Harman,239.1,1674,7
136,0,25493,Nick Taylor,239.1,1674,7
138,0,32448,James Hahn,240.0,1440,6
139,0,32139,Danny Willett,241.2,1206,5
140,0,40162,Justin Lower,245.3,1962,8
141,0,26476,Chez Reavie,246.9,1728,7
142,0,26596,Ryan Moore,249.0,1494,6
142,0,58967,Trevor Werbylo,249.0,1494,6
144,0,29725,Tony Finau,252.0,1512,6
144,0,39954,Cody Gribble,252.0,1260,5
146,0,33653,Thomas Detry,254.6,1782,7
146,0,48699,Callum Tarren,254.6,1782,7
148,0,27963,Chris Stroud,256.5,1026,4
149,0,50095,Austin Smotherman,257.1,1800,7
150,0,25632,Jimmy Walker,258.0,1548,6
151,0,47983,Chad Ramey,259.7,1818,7
152,0,39324,J.J. Spaun,262.3,1836,7
153,0,31560,Brian Stuard,262.8,1314,5
154,0,33399,Adam Hadwin,264.0,1584,6
155,0,24925,Jonathan Byrd,270.0,1080,4
156,0,51634,Sahith Theegala,272.6,1908,7
157,0,25686,Jason Dufner,273.0,1638,6
158,0,32816,Satoshi Kodaira,283.5,1134,4
159,0,29420,Billy Horschel,288.0,1152,4
159,0,33410,Andrew Landry,288.0,1440,5
159,0,27214,Kevin Streelman,288.0,1728,6
162,0,34099,Harris English,291.0,1746,6
163,0,40250,Taylor Pendrith,297.0,1782,6
164,0,46435,Austin Cook,306.0,1530,5
165,0,33413,Ben Martin,309.0,1854,6
166,0,24140,Sean O'Hair,312.0,936,3
167,0,32791,K.H. Lee,321.0,1926,6
168,0,48117,Kurt Kitayama,324.0,1296,4
169,0,34076,Joel Dahmen,331.2,1656,5
169,0,32640,Troy Merritt,331.2,1656,5
171,0,28089,Jason Day,360.0,1440,4
171,0,37455,Si Woo Kim,360.0,1800,5
173,0,12716,Charley Hoffman,364.5,1458,4
174,0,39058,Lucas Herbert,372.0,1116,3
175,0,30927,Brendon Todd,374.4,1872,5
176,0,48119,Ben Taylor,381.6,1908,5
176,0,54783,Dylan Wu,381.6,1908,5
178,0,34256,Andrew Putnam,399.6,1998,5
179,0,31646,Emiliano Grillo,406.8,2034,5
180,0,33122,Russell Knox,410.4,2052,5
181,0,33141,Keegan Bradley,492.0,1476,3
182,0,34098,Russell Henley,504.0,1512,3
183,0,50493,Justin Suh,513.0,2052,4
184,0,57366,Cameron Young,516.0,1548,3
185,0,34409,David Lingmerth,528.0,1584,3
186,0,31577,Tano Goya,540.0,1620,3
187,0,33408,Tyson Alexander,570.0,1710,3
187,0,51997,Andrew Novak,570.0,1710,3
189,0,24024,Zach Johnson,612.0,1224,2
190,0,46601,Trey Mullinax,639.0,1278,2
191,0,53165,Doc Redman,702.0,1404,2
192,0,49766,Hank Lebioda,1098.0,1098,1
193,0,31557,Jim Herman,1386.0,1386,1
