RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 3 BIRDIES OR BETTER,PAR 3 HOLES
1,0,29420,Billy Horschel,18.41,67,364
2,0,47959,Bryson DeChambeau,17.96,51,284
3,0,52372,Cameron Champ,17.94,54,301
4,0,35450,Patrick Cantlay,17.71,51,288
5,0,29926,Danny Lee,17.68,58,328
6,0,46435,Austin Cook,17.62,46,261
7,0,32640,Troy Merritt,17.50,42,240
8,0,26851,Marc Leishman,17.25,49,284
9,0,33418,Shawn Stefani,17.21,53,308
10,0,20472,Alex Cejka,17.07,35,205
10,0,32150,Michael Thompson,17.07,49,287
12,0,34256,Andrew Putnam,16.94,51,301
13,0,26329,Louis Oosthuizen,16.92,44,260
14,0,33448,Justin Thomas,16.90,48,284
15,0,34076,Joel Dahmen,16.75,65,388
16,0,26476,Chez Reavie,16.71,62,371
17,0,19803,Ryan Armour,16.62,62,373
18,0,23325,Vaughn Taylor,16.53,61,369
19,0,28237,Rory McIlroy,16.42,44,268
20,0,35879,Kelly Kraft,16.41,54,329
21,0,30944,Jason Kokrak,16.21,59,364
22,0,32839,Hideki Matsuyama,16.19,57,352
23,0,46970,Jon Rahm,16.18,44,272
23,0,23621,Rory Sabbatini,16.18,61,377
25,0,27141,J.B. Holmes,16.14,46,285
26,0,39997,Corey Conners,15.94,55,345
27,0,32757,Patton Kizzire,15.88,47,296
28,0,25818,Scott Piercy,15.84,54,341
29,0,36689,Brooks Koepka,15.75,46,292
30,0,31646,Emiliano Grillo,15.71,49,312
30,0,31420,Anirban Lahiri,15.71,44,280
32,0,39327,Ben Silverman,15.64,43,275
33,0,47993,Denny McCarthy,15.55,51,328
34,0,47128,Richy Werenski,15.52,52,335
35,0,23320,Ryan Palmer,15.47,41,265
36,0,34046,Jordan Spieth,15.46,49,317
37,0,49766,Hank Lebioda,15.44,44,285
37,0,49964,Aaron Wise,15.44,42,272
39,0,35732,Wes Roach,15.42,39,253
40,0,47347,Adam Schenk,15.38,62,403
41,0,32200,Roberto Castro,15.36,45,293
41,0,49960,Sepp Straka,15.36,45,293
41,0,37189,Harold Varner III,15.36,51,332
44,0,25900,Lucas Glover,15.34,56,365
45,0,27895,Jonas Blixt,15.21,47,309
46,0,23108,Matt Kuchar,15.14,48,317
47,0,32102,Rickie Fowler,15.13,46,304
48,0,40098,Matt Fitzpatrick,15.12,31,205
49,0,26596,Ryan Moore,15.10,45,298
50,0,34261,Scott Langley,15.05,45,299
51,0,29223,Sam Saunders,14.95,45,301
52,0,34021,Bud Cauley,14.85,49,330
53,0,40115,Adam Svensson,14.76,40,271
54,0,31323,Gary Woodland,14.67,49,334
55,0,33486,Roger Sloan,14.66,50,341
56,0,30925,Dustin Johnson,14.59,41,281
56,0,26951,Johnson Wagner,14.59,34,233
58,0,25396,Kevin Na,14.58,35,240
59,0,29484,Peter Uihlein,14.56,46,316
60,0,48822,Sebastián Muñoz,14.55,47,323
61,0,29221,Webb Simpson,14.52,45,310
62,0,33399,Adam Hadwin,14.50,48,331
63,0,28679,Fabián Gómez,14.46,36,249
64,0,33419,Cameron Tringale,14.45,38,263
65,0,21961,Charles Howell III,14.44,52,360
65,0,31560,Brian Stuard,14.44,55,381
67,0,33141,Keegan Bradley,14.42,47,326
68,0,12716,Charley Hoffman,14.39,41,285
69,0,34264,Hudson Swafford,14.35,33,230
70,0,33122,Russell Knox,14.33,42,293
71,0,25364,Paul Casey,14.29,43,301
71,0,39324,J.J. Spaun,14.29,47,329
73,0,30692,Scott Stallings,14.20,45,317
74,0,25572,Graeme McDowell,14.19,41,289
75,0,27330,Josh Teater,14.13,38,269
76,0,28089,Jason Day,14.12,36,255
77,0,37454,Whee Kim,14.08,39,277
78,0,32058,José de Jesús Rodríguez,14.07,37,263
79,0,29725,Tony Finau,13.95,47,337
79,0,27095,Nick Watney,13.95,47,337
81,0,24502,Adam Scott,13.88,34,245
82,0,39971,Sungjae Im,13.84,66,477
83,0,45157,Cam Davis,13.75,40,291
84,0,45609,Tyler Duncan,13.73,46,335
85,0,34466,Peter Malnati,13.65,46,337
85,0,24361,Pat Perez,13.65,34,249
87,0,29268,Bronson Burgoon,13.64,30,220
88,0,37340,Chase Wright,13.62,38,279
89,0,32791,K.H. Lee,13.61,46,338
90,0,46501,Ollie Schniederjans,13.58,41,302
91,0,36699,Patrick Rodgers,13.53,28,207
92,0,35532,Tom Hoge,13.50,49,363
93,0,25686,Jason Dufner,13.45,39,290
94,0,46523,Joey Garber,13.42,31,231
95,0,35421,Brandon Harkins,13.35,45,337
96,0,22405,Justin Rose,13.31,33,248
97,0,32816,Satoshi Kodaira,13.28,34,256
98,0,29535,Brice Garnett,13.27,45,339
99,0,27958,Ryan Blaum,13.25,44,332
100,0,49303,Anders Albertson,13.23,34,257
101,0,30786,Brady Schnell,13.17,27,205
102,0,24138,Ian Poulter,13.16,30,228
103,0,25632,Jimmy Walker,13.13,39,297
104,0,27129,Luke List,13.10,33,252
104,0,34431,Robert Streb,13.10,38,290
106,0,26758,David Hearn,13.09,25,191
107,0,24024,Zach Johnson,13.08,34,260
107,0,27936,Martin Laird,13.08,42,321
109,0,45526,Abraham Ancer,13.07,46,352
110,0,29479,Scott Brown,12.99,43,331
111,0,34563,Chesson Hadley,12.96,39,301
112,0,25804,Bubba Watson,12.93,30,232
113,0,27974,Sung Kang,12.90,44,341
114,0,37380,Curtis Luck,12.86,31,241
115,0,35461,Beau Hossler,12.84,43,335
115,0,33410,Andrew Landry,12.84,38,296
115,0,35891,Cameron Smith,12.84,38,296
118,0,34363,Tyrrell Hatton,12.82,30,234
119,0,39975,Michael Kim,12.77,30,235
120,0,37275,Sam Ryder,12.76,37,290
121,0,27556,Ted Potter Jr.,12.72,36,283
122,0,24925,Jonathan Byrd,12.69,25,197
123,0,36799,Stephan Jaeger,12.54,36,287
124,0,30978,Kiradech Aphibarnrat,12.50,31,248
124,0,27064,Jhonattan Vegas,12.50,36,288
124,0,32139,Danny Willett,12.50,32,256
127,0,19846,Brian Gay,12.47,45,361
127,0,25493,Nick Taylor,12.47,47,377
129,0,37455,Si Woo Kim,12.46,41,329
130,0,49771,J.T. Poston,12.44,48,386
131,0,28252,Seamus Power,12.41,36,290
132,0,29974,Branden Grace,12.36,34,275
132,0,39954,Cody Gribble,12.36,33,267
134,0,26300,Matt Jones,12.32,42,341
135,0,39546,Keith Mitchell,12.31,41,333
