RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES/EAGLES,# HOLES
1,0,33448,Justin Thomas,26.54,344,1296
2,0,28237,Rory McIlroy,25.98,318,1224
3,0,31323,Gary Woodland,25.00,378,1512
4,0,36689,Brooks Koepka,24.92,332,1332
4,0,46970,Jon Rahm,24.92,305,1224
6,0,35450,Patrick Cantlay,24.85,322,1296
7,0,49964,Aaron Wise,24.80,308,1242
8,0,24502,Adam Scott,24.59,270,1098
9,0,32839,Hideki Matsuyama,24.24,384,1584
10,0,32640,Troy Merritt,24.23,266,1098
11,0,34046,Jordan Spieth,23.98,341,1422
12,0,49960,Sepp Straka,23.92,310,1296
13,0,47993,Denny McCarthy,23.87,348,1458
14,0,51766,Wyndham Clark,23.86,365,1530
15,0,23320,Ryan Palmer,23.74,282,1188
16,0,47959,Bryson DeChambeau,23.69,307,1296
17,0,30925,Dustin Johnson,23.57,297,1260
17,0,48081,Xander Schauffele,23.57,314,1332
19,0,52372,Cameron Champ,23.54,322,1368
20,0,22405,Justin Rose,23.48,262,1116
21,0,40009,Dominic Bozzelli,23.47,283,1206
22,0,39971,Sungjae Im,23.45,498,2124
23,0,49766,Hank Lebioda,23.41,295,1260
24,0,32102,Rickie Fowler,23.39,320,1368
24,0,34256,Andrew Putnam,23.39,320,1368
26,0,37455,Si Woo Kim,23.37,345,1476
27,0,27064,Jhonattan Vegas,23.23,301,1296
28,0,24138,Ian Poulter,23.18,242,1044
29,0,33419,Cameron Tringale,23.16,271,1170
30,0,48822,Sebastián Muñoz,23.13,333,1440
31,0,35421,Brandon Harkins,23.09,345,1494
31,0,30944,Jason Kokrak,23.09,374,1620
33,0,34021,Bud Cauley,23.04,340,1476
34,0,26476,Chez Reavie,23.01,381,1656
35,0,25818,Scott Piercy,23.00,356,1548
35,0,23621,Rory Sabbatini,23.00,385,1674
37,0,26499,Rafa Cabrera Bello,22.96,281,1224
38,0,28089,Jason Day,22.92,264,1152
39,0,33399,Adam Hadwin,22.83,337,1476
39,0,23325,Vaughn Taylor,22.83,374,1638
41,0,23108,Matt Kuchar,22.78,328,1440
42,0,37275,Sam Ryder,22.76,295,1296
43,0,26951,Johnson Wagner,22.70,237,1044
44,0,45157,Cam Davis,22.69,294,1296
45,0,47347,Adam Schenk,22.67,408,1800
