RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (INCHES),ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,30925,Dustin Johnson,37' 3",97930,219,8160.833,+2.00
2,0,27214,Kevin Streelman,38' 5",108344,235,9028.667,+6.00
3,0,24138,Ian Poulter,39' 5",73760,156,6146.667,+7.00
3,0,25804,Bubba Watson,39' 5",123994,262,10332.833,+11.00
5,0,33410,Andrew Landry,40' 1",117375,244,9781.250,+34.00
6,0,47287,Ethan Tracy,40' 3",105847,219,8820.583,+27.00
7,0,34076,Joel Dahmen,40' 5",111946,231,9328.833,+4.00
7,0,29485,Brett Stegmaier,40' 5",93593,193,7799.417,+28.00
9,0,28775,Nate Lashley,40' 8",64434,132,5369.500,+6.00
10,0,27141,J.B. Holmes,40' 9",128186,262,10682.167,+4.00
11,0,47959,Bryson DeChambeau,40' 10",130359,266,10863.250,+12.00
11,0,22405,Justin Rose,40' 10",79908,163,6659.000,+1.00
13,0,25818,Scott Piercy,40' 11",120772,246,10064.333,+31.00
14,0,01810,Phil Mickelson,41' 2",152187,308,12682.250,+6.00
15,0,34046,Jordan Spieth,41' 3",114739,232,9561.583,+9.00
16,0,30944,Jason Kokrak,41' 7",178083,357,14840.250,E
17,0,12510,Chad Campbell,41' 8",111494,223,9291.167,+14.00
18,0,20229,Stewart Cink,42' 0",125526,249,10460.500,+8.00
18,0,39997,Corey Conners,42' 0",135443,269,11286.917,+35.00
18,0,27644,Brian Harman,42' 0",105308,209,8775.667,+25.00
18,0,23621,Rory Sabbatini,42' 0",130138,258,10844.833,+2.00
22,0,35461,Beau Hossler,42' 1",149054,295,12421.167,+27.00
23,0,35891,Cameron Smith,42' 2",120862,239,10071.833,+8.00
24,0,34563,Chesson Hadley,42' 3",154566,305,12880.500,+33.00
24,0,26476,Chez Reavie,42' 3",74586,147,6215.500,+21.00
24,0,30692,Scott Stallings,42' 3",160822,317,13401.833,+20.00
27,0,29908,C.T. Pan,42' 4",123459,243,10288.250,+34.00
28,0,32366,Kevin Chappell,42' 6",105038,206,8753.167,+26.00
28,0,26331,Charl Schwartzel,42' 6",78565,154,6547.083,+19.00
30,0,45526,Abraham Ancer,42' 7",155465,304,12955.417,+20.00
30,0,46601,Trey Mullinax,42' 7",127153,249,10596.083,+15.00
32,0,34363,Tyrrell Hatton,42' 8",75742,148,6311.833,+8.00
32,0,27936,Martin Laird,42' 8",104426,204,8702.167,+15.00
34,0,23541,Ben Crane,42' 9",77972,152,6497.667,+22.00
34,0,20157,Retief Goosen,42' 9",85182,166,7098.500,+23.00
34,0,32757,Patton Kizzire,42' 9",166834,325,13902.833,+23.00
37,0,22056,Cameron Percy,42' 10",81776,159,6814.667,+11.00
38,0,26329,Louis Oosthuizen,42' 11",75142,146,6261.833,+18.00
39,0,37338,Zecheng Dou,43' 0",87124,169,7260.333,+34.00
39,0,26758,David Hearn,43' 0",86653,168,7221.083,+25.00
39,0,27129,Luke List,43' 0",178131,345,14844.250,+16.00
39,0,50526,Tom Lovelady,43' 0",162576,315,13548.000,+26.00
43,0,46435,Austin Cook,43' 1",139051,269,11587.583,+36.00
43,0,31416,Derek Fathauer,43' 1",156027,302,13002.250,+46.00
45,0,22371,Aaron Baddeley,43' 2",158098,305,13174.833,+25.00
45,0,25364,Paul Casey,43' 2",87573,169,7297.750,+14.00
45,0,29725,Tony Finau,43' 2",180146,348,15012.167,+20.00
45,0,30926,Chris Kirk,43' 2",164875,318,13739.583,+18.00
49,0,33141,Keegan Bradley,43' 3",112714,217,9392.833,+20.00
49,0,23108,Matt Kuchar,43' 3",108381,209,9031.750,+12.00
49,0,29484,Peter Uihlein,43' 3",148491,286,12374.250,+24.00
52,0,27095,Nick Watney,43' 4",150688,290,12557.333,+19.00
53,0,24925,Jonathan Byrd,43' 5",96453,185,8037.750,+17.00
53,0,25892,Steve Wheatcroft,43' 5",74961,144,6246.750,+26.00
55,0,21961,Charles Howell III,43' 6",133661,256,11138.417,+18.00
56,0,29461,Jamie Lovemark,43' 8",166064,317,13838.667,+9.00
56,0,25632,Jimmy Walker,43' 8",143963,275,11996.917,+35.00
58,0,23320,Ryan Palmer,43' 9",112930,215,9410.833,+30.00
59,0,34021,Bud Cauley,43' 10",78335,149,6527.917,+8.00
59,0,39328,Conrad Shindler,43' 10",77912,148,6492.667,+25.00
61,0,36689,Brooks Koepka,43' 11",119088,226,9924.000,+21.00
61,0,33418,Shawn Stefani,43' 11",129009,245,10750.750,+21.00
63,0,24924,Bill Haas,44' 0",136758,259,11396.500,+9.00
63,0,27649,Brandt Snedeker,44' 0",130860,248,10905.000,+9.00
65,0,35376,Roberto Díaz,44' 1",112744,213,9395.333,+40.00
65,0,12716,Charley Hoffman,44' 1",131805,249,10983.750,+21.00
65,0,36799,Stephan Jaeger,44' 1",141342,267,11778.500,+7.00
65,0,32839,Hideki Matsuyama,44' 1",107452,203,8954.333,+30.00
65,0,20572,Rod Pampling,44' 1",79908,151,6659.000,+20.00
70,0,35310,Lanto Griffin,44' 2",146165,276,12180.417,+12.00
71,0,20472,Alex Cejka,44' 3",107764,203,8980.333,+22.00
71,0,45609,Tyler Duncan,44' 3",135385,255,11282.083,+32.00
71,0,34213,Grayson Murray,44' 3",123160,232,10263.333,+35.00
71,0,49964,Aaron Wise,44' 3",129667,244,10805.583,+35.00
75,0,19803,Ryan Armour,44' 4",118065,222,9838.750,+11.00
75,0,29268,Bronson Burgoon,44' 4",104299,196,8691.583,+34.00
75,0,37455,Si Woo Kim,44' 4",151028,284,12585.667,+29.00
75,0,28237,Rory McIlroy,44' 4",105817,199,8818.083,+22.00
75,0,24140,Sean O'Hair,44' 4",119221,224,9935.083,+30.00
75,0,28252,Seamus Power,44' 4",151623,285,12635.250,+20.00
81,0,39546,Keith Mitchell,44' 5",169543,318,14128.583,+16.00
81,0,26596,Ryan Moore,44' 5",92718,174,7726.500,+12.00
81,0,24361,Pat Perez,44' 5",92220,173,7685.000,+27.00
84,0,27556,Ted Potter Jr.,44' 6",132404,248,11033.667,+37.00
84,0,39324,J.J. Spaun,44' 6",120660,226,10055.000,+31.00
84,0,34264,Hudson Swafford,44' 6",74722,140,6226.833,-2.00
87,0,27958,Ryan Blaum,44' 7",140834,263,11736.167,+35.00
87,0,31560,Brian Stuard,44' 7",121015,226,10084.583,+35.00
89,0,28307,Matt Every,44' 8",138191,258,11515.917,+53.00
89,0,29420,Billy Horschel,44' 8",124826,233,10402.167,+20.00
91,0,29478,Kevin Kisner,44' 9",111094,207,9257.833,+26.00
91,0,33122,Russell Knox,44' 9",102559,191,8546.583,+18.00
93,0,27895,Jonas Blixt,44' 10",105498,196,8791.500,+4.00
93,0,28679,Fabián Gómez,44' 10",136540,254,11378.333,+34.00
93,0,29223,Sam Saunders,44' 10",143707,267,11975.583,+28.00
93,0,32333,Kevin Tway,44' 10",207704,386,17308.667,+31.00
97,0,26851,Marc Leishman,44' 11",142869,265,11905.750,+40.00
97,0,35544,Andrew Yun,44' 11",80364,149,6697.000,+33.00
99,0,34409,David Lingmerth,45' 0",102506,190,8542.167,+11.00
99,0,27942,Rob Oppenheim,45' 0",121601,225,10133.417,+42.00
99,0,29518,Brendan Steele,45' 0",102617,190,8551.417,+18.00
99,0,22582,Kyle Thompson,45' 0",69605,129,5800.417,+17.00
103,0,35545,Blayne Barber,45' 1",109182,202,9098.500,+26.00
103,0,28500,Martin Flores,45' 1",161632,299,13469.333,+45.00
103,0,46402,Talor Gooch,45' 1",152662,282,12721.833,+37.00
103,0,34466,Peter Malnati,45' 1",154648,286,12887.333,+33.00
103,0,46970,Jon Rahm,45' 1",96368,178,8030.667,+27.00
103,0,37275,Sam Ryder,45' 1",119097,220,9924.750,+28.00
103,0,46501,Ollie Schniederjans,45' 1",188374,348,15697.833,+52.00
103,0,33448,Justin Thomas,45' 1",138573,256,11547.750,+3.00
111,0,23353,J.J. Henry,45' 2",107879,199,8989.917,+20.00
111,0,25198,Francesco Molinari,45' 2",89471,165,7455.917,+30.00
113,0,25900,Lucas Glover,45' 3",81972,151,6831.000,+16.00
113,0,35532,Tom Hoge,45' 3",149831,276,12485.917,+34.00
113,0,26300,Matt Jones,45' 3",99853,184,8321.083,+37.00
