RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (INCHES),ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
116,0,35879,Kelly Kraft,45' 4",132826,244,11068.833,+46.00
116,0,47993,Denny McCarthy,45' 4",88670,163,7389.167,+20.00
116,0,24502,Adam Scott,45' 4",94175,173,7847.917,+18.00
116,0,23325,Vaughn Taylor,45' 4",114680,211,9556.667,+27.00
116,0,31323,Gary Woodland,45' 4",131726,242,10977.167,+15.00
121,0,24358,Robert Garrigus,45' 5",146725,269,12227.083,+13.00
121,0,35421,Brandon Harkins,45' 5",202163,371,16846.917,+43.00
123,0,33399,Adam Hadwin,45' 6",104321,191,8693.417,+28.00
124,0,31420,Anirban Lahiri,45' 7",137361,251,11446.750,+42.00
124,0,49771,J.T. Poston,45' 7",123117,225,10259.750,+40.00
126,0,30911,Tommy Fleetwood,45' 8",99689,182,8307.417,+32.00
126,0,26951,Johnson Wagner,45' 8",103505,189,8625.417,+18.00
128,0,40058,Zac Blair,45' 9",103817,189,8651.417,+33.00
129,0,29222,Billy Hurley III,45' 10",125465,228,10455.417,+46.00
129,0,33204,Shane Lowry,45' 10",99030,180,8252.500,+38.00
131,0,24024,Zach Johnson,46' 0",124857,226,10404.750,+21.00
131,0,27963,Chris Stroud,46' 0",120274,218,10022.833,+27.00
133,0,34098,Russell Henley,46' 2",84801,153,7066.750,+30.00
133,0,21528,Henrik Stenson,46' 2",44914,81,3742.833,-2.00
135,0,33948,Byeong Hun An,46' 3",148664,268,12388.667,+35.00
135,0,35450,Patrick Cantlay,46' 3",125914,227,10492.833,+9.00
135,0,29926,Danny Lee,46' 3",125915,227,10492.917,+27.00
135,0,37278,Nicholas Lindheim,46' 3",131432,237,10952.667,+37.00
139,0,48084,Wesley Bryan,46' 4",111765,201,9313.750,+51.00
139,0,34431,Robert Streb,46' 4",137248,247,11437.333,+37.00
139,0,28132,Tyrone Van Aswegen,46' 4",176886,318,14740.500,+48.00
142,0,40009,Dominic Bozzelli,46' 5",135425,243,11285.417,+12.00
142,0,34174,John Huh,46' 5",152101,273,12675.083,+39.00
144,0,25686,Jason Dufner,46' 6",92699,166,7724.917,+21.00
144,0,32448,James Hahn,46' 6",119459,214,9954.917,+30.00
144,0,32640,Troy Merritt,46' 6",135684,243,11307.000,+26.00
144,0,25240,D.A. Points,46' 6",96548,173,8045.667,+9.00
148,0,32150,Michael Thompson,46' 7",92298,165,7691.500,+22.00
149,0,30978,Kiradech Aphibarnrat,46' 9",57173,102,4764.417,+16.00
149,0,34360,Patrick Reed,46' 9",152000,271,12666.667,+17.00
151,0,32102,Rickie Fowler,46' 10",106804,190,8900.333,+30.00
151,0,08793,Tiger Woods,46' 10",111180,198,9265.000,+26.00
153,0,32876,Martin Piller,47' 0",147725,262,12310.417,+56.00
154,0,31202,William McGirt,47' 1",166818,295,13901.500,+28.00
154,0,25396,Kevin Na,47' 1",136816,242,11401.333,+39.00
154,0,34358,Jonathan Randolph,47' 1",122579,217,10214.917,+33.00
154,0,47347,Adam Schenk,47' 1",152477,270,12706.417,+35.00
154,0,37189,Harold Varner III,47' 1",166710,295,13892.500,+58.00
159,0,33413,Ben Martin,47' 2",105837,187,8819.750,+37.00
160,0,29535,Brice Garnett,47' 3",160396,283,13366.333,+47.00
160,0,19846,Brian Gay,47' 3",145757,257,12146.417,+55.00
160,0,35506,Mackenzie Hughes,47' 3",133742,236,11145.167,+34.00
160,0,24781,Hunter Mahan,47' 3",102569,181,8547.417,+18.00
160,0,48081,Xander Schauffele,47' 3",146881,259,12240.083,+44.00
165,0,47125,Matt Atkins,47' 4",95350,168,7945.833,+12.00
165,0,26499,Rafa Cabrera Bello,47' 4",79581,140,6631.750,+19.00
167,0,40026,Daniel Berger,47' 5",112122,197,9343.500,+19.00
167,0,37454,Whee Kim,47' 5",146840,258,12236.667,+54.00
169,0,25572,Graeme McDowell,47' 6",93508,164,7792.333,+16.00
170,0,34256,Andrew Putnam,47' 7",176436,309,14703.000,+22.00
170,0,29221,Webb Simpson,47' 7",164567,288,13713.917,+12.00
170,0,47128,Richy Werenski,47' 7",135960,238,11330.000,+49.00
173,0,39975,Michael Kim,47' 8",120682,211,10056.833,+39.00
174,0,28089,Jason Day,47' 9",109396,191,9116.333,+25.00
175,0,24846,Ricky Barnes,47' 11",132921,231,11076.750,+19.00
175,0,30110,Kyle Stanley,47' 11",99457,173,8288.083,+35.00
175,0,27064,Jhonattan Vegas,47' 11",156489,272,13040.750,+28.00
178,0,33419,Cameron Tringale,48' 0",133116,231,11093.000,+53.00
179,0,29974,Branden Grace,48' 4",98589,170,8215.750,+32.00
180,0,39327,Ben Silverman,48' 5",150354,259,12529.500,+47.00
181,0,25493,Nick Taylor,48' 6",158346,272,13195.500,+37.00
182,0,32816,Satoshi Kodaira,49' 1",73627,125,6135.583,+38.00
183,0,34099,Harris English,49' 2",146793,249,12232.750,+9.00
184,0,29479,Scott Brown,49' 3",178970,303,14914.167,+52.00
185,0,31646,Emiliano Grillo,49' 4",121324,205,10110.333,+21.00
186,0,39954,Cody Gribble,49' 5",136486,230,11373.833,+41.00
187,0,20593,Greg Chalmers,49' 8",96516,162,8043.000,+22.00
187,0,10809,Jim Furyk,49' 8",83437,140,6953.083,+13.00
187,0,32254,Xinjun Zhang,49' 8",110830,186,9235.833,+32.00
190,0,27349,Alex Noren,49' 10",101717,170,8476.417,+19.00
191,0,27974,Sung Kang,50' 6",162409,268,13534.083,+69.00
192,0,25834,Daniel Summerhays,50' 8",102790,169,8565.833,+33.00
193,0,36699,Patrick Rodgers,51' 11",154509,248,12875.750,+46.00
