RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS 20'-25',TOTAL 3 PUTTS
1,0,40115,Adam Svensson,8,42
2,0,37455,Si Woo Kim,7,42
3,0,49298,Kramer Hickok,6,47
3,0,35449,Adam Long,6,39
5,0,36326,David Lipsky,5,40
5,0,40162,Justin Lower,5,26
5,0,37275,Sam Ryder,5,44
5,0,49964,Aaron Wise,5,40
5,0,31323,Gary Woodland,5,26
10,0,32366,Kevin Chappell,4,23
10,0,45157,Cam Davis,4,28
10,0,34098,Russell Henley,4,31
10,0,12716,Charley Hoffman,4,27
10,0,27936,Martin Laird,4,39
10,0,36871,Matthew NeSmith,4,39
10,0,28252,Seamus Power,4,26
10,0,47995,Davis Riley,4,37
10,0,27214,Kevin Streelman,4,33
10,0,51634,Sahith Theegala,4,41
10,0,33448,Justin Thomas,4,23
10,0,28114,Dawie van der Walt,4,34
10,0,48887,Matt Wallace,4,23
10,0,47128,Richy Werenski,4,29
10,0,47483,Will Zalatoris,4,24
25,0,19803,Ryan Armour,3,13
25,0,37212,Paul Barjon,3,35
25,0,34255,Joseph Bramlett,3,45
25,0,47504,Sam Burns,3,24
25,0,20229,Stewart Cink,3,36
25,0,28089,Jason Day,3,20
25,0,52375,Doug Ghim,3,38
25,0,25900,Lucas Glover,3,58
25,0,46550,Brandon Hagy,3,44
25,0,54628,Lee Hodges,3,52
25,0,46717,Viktor Hovland,3,30
25,0,21961,Charles Howell III,3,32
25,0,32757,Patton Kizzire,3,50
25,0,32816,Satoshi Kodaira,3,17
25,0,39546,Keith Mitchell,3,53
25,0,40250,Taylor Pendrith,3,39
25,0,34256,Andrew Putnam,3,41
25,0,34610,Matthias Schwab,3,26
25,0,39953,Chase Seiffert,3,28
25,0,46340,Alex Smalley,3,37
25,0,34264,Hudson Swafford,3,31
25,0,48699,Callum Tarren,3,30
25,0,54783,Dylan Wu,3,25
48,0,45522,Christiaan Bezuidenhout,2,19
48,0,55708,Hayden Buckley,2,42
48,0,35450,Patrick Cantlay,2,18
48,0,51766,Wyndham Clark,2,27
48,0,39997,Corey Conners,2,33
48,0,39436,Joshua Creel,2,19
48,0,23983,Luke Donald,2,25
48,0,35110,Brett Drewitt,2,23
48,0,25686,Jason Dufner,2,31
48,0,29725,Tony Finau,2,30
48,0,29535,Brice Garnett,2,36
48,0,29974,Branden Grace,2,24
48,0,35310,Lanto Griffin,2,26
48,0,31646,Emiliano Grillo,2,31
48,0,24924,Bill Haas,2,41
48,0,33399,Adam Hadwin,2,31
48,0,34363,Tyrrell Hatton,2,12
48,0,31557,Jim Herman,2,24
48,0,33490,Bo Hoag,2,17
48,0,36799,Stephan Jaeger,2,47
48,0,26300,Matt Jones,2,28
48,0,27974,Sung Kang,2,40
48,0,33122,Russell Knox,2,37
48,0,36884,Ben Kohles,2,22
48,0,31420,Anirban Lahiri,2,24
48,0,49766,Hank Lebioda,2,38
48,0,29926,Danny Lee,2,21
48,0,27129,Luke List,2,57
48,0,33204,Shane Lowry,2,22
48,0,49947,Taylor Moore,2,42
48,0,30163,Henrik Norlander,2,33
48,0,51997,Andrew Novak,2,38
48,0,24138,Ian Poulter,2,18
48,0,47983,Chad Ramey,2,31
48,0,22405,Justin Rose,2,15
48,0,47347,Adam Schenk,2,34
48,0,24502,Adam Scott,2,25
48,0,29221,Webb Simpson,2,26
48,0,27139,David Skinns,2,21
48,0,33486,Roger Sloan,2,37
48,0,50095,Austin Smotherman,2,32
48,0,27649,Brandt Snedeker,2,24
48,0,34046,Jordan Spieth,2,31
48,0,30692,Scott Stallings,2,43
48,0,25493,Nick Taylor,2,43
