RANK,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
91,0,33399,Adam Hadwin,48.4,208,430,+2.55
91,0,29289,S.Y. Noh,48.4,221,457,+1.09
91,0,27214,Kevin Streelman,48.4,149,308,+1.41
94,0,27644,Brian Harman,48.5,228,470,+0.83
94,0,26476,Chez Reavie,48.5,164,338,+1.16
96,0,20472,Alex Cejka,48.7,115,236,+2.09
96,0,27141,J.B. Holmes,48.7,185,380,+1.57
98,0,28089,Jason Day,48.9,175,358,-0.29
98,0,21731,Freddie Jacobson,48.9,196,401,+1.48
98,0,06527,Steve Stricker,48.9,112,229,+0.89
101,0,33204,Shane Lowry,49.0,97,198,+2.27
102,0,31416,Derek Fathauer,49.1,245,499,+1.96
102,0,39975,Michael Kim,49.1,234,477,+1.41
104,0,33461,Morgan Hoffmann,49.2,164,333,+1.89
105,0,29479,Scott Brown,49.4,166,336,+1.02
105,0,30927,Brendon Todd,49.4,161,326,+2.24
107,0,25364,Paul Casey,49.6,138,278,+1.81
107,0,32448,James Hahn,49.6,185,373,+1.46
109,0,20848,Ángel Cabrera,49.8,142,285,+2.68
110,0,27649,Brandt Snedeker,49.9,209,419,+0.96
111,0,21209,Sergio Garcia,50.0,74,148,+0.14
111,0,33413,Ben Martin,50.0,209,418,+1.96
111,0,30163,Henrik Norlander,50.0,134,268,+2.46
111,0,33448,Justin Thomas,50.0,229,458,+1.31
111,0,28132,Tyrone Van Aswegen,50.0,273,546,+1.54
111,0,28114,Dawie van der Walt,50.0,165,330,+1.70
111,0,25349,Tim Wilkinson,50.0,137,274,+1.46
118,0,29485,Brett Stegmaier,50.1,205,409,+1.80
119,0,25274,Steven Bowditch,50.2,203,404,+3.74
119,0,29461,Jamie Lovemark,50.2,233,464,+1.55
121,0,32102,Rickie Fowler,50.3,176,350,+0.97
122,0,35539,Luke Guthrie,50.4,138,274,+0.80
122,0,23353,J.J. Henry,50.4,171,339,+0.99
124,0,33122,Russell Knox,50.5,144,285,+2.15
125,0,24507,Jason Bohn,50.6,134,265,+1.42
125,0,23541,Ben Crane,50.6,165,326,+0.30
125,0,25396,Kevin Na,50.6,170,336,+1.41
125,0,35451,Scott Pinckney,50.6,183,362,+1.58
129,0,34099,Harris English,50.7,230,454,+1.78
129,0,22892,Jason Gore,50.7,154,304,+2.08
129,0,27963,Chris Stroud,50.7,187,369,+1.93
132,0,25900,Lucas Glover,50.9,167,328,+1.08
132,0,25804,Bubba Watson,50.9,163,320,+0.55
132,0,34265,Will Wilcox,50.9,165,324,+1.27
135,0,29720,Andres Gonzales,51.2,192,375,+1.56
135,0,24781,Hunter Mahan,51.2,155,303,+1.87
137,0,35545,Blayne Barber,51.3,195,380,+2.26
137,0,36689,Brooks Koepka,51.3,174,339,+0.63
137,0,34409,David Lingmerth,51.3,135,263,+2.52
137,0,23621,Rory Sabbatini,51.3,102,199,+0.98
141,0,26329,Louis Oosthuizen,51.4,113,220,+1.77
142,0,25834,Daniel Summerhays,51.5,235,456,+1.62
143,0,23325,Vaughn Taylor,51.7,183,354,+1.58
144,0,20157,Retief Goosen,51.8,142,274,+1.62
144,0,29223,Sam Saunders,51.8,146,282,+2.67
144,0,34264,Hudson Swafford,51.8,247,477,+1.54
147,0,31323,Gary Woodland,52.1,232,445,+0.22
148,0,31646,Emiliano Grillo,52.2,177,339,+2.03
148,0,33418,Shawn Stefani,52.2,223,427,+1.39
150,0,24024,Zach Johnson,52.5,179,341,+1.23
151,0,06567,Vijay Singh,52.6,202,384,+1.78
152,0,34431,Robert Streb,52.7,204,387,+1.57
153,0,24912,Will MacKenzie,53.0,195,368,+1.95
153,0,24502,Adam Scott,53.0,175,330,+1.37
155,0,45526,Abraham Ancer,53.7,95,177,+1.89
156,0,12510,Chad Campbell,53.8,206,383,+0.58
157,0,27974,Sung Kang,53.9,216,401,+1.53
158,0,23638,Brendon de Jonge,54.0,191,354,+1.62
158,0,31557,Jim Herman,54.0,187,346,+1.50
158,0,30944,Jason Kokrak,54.0,228,422,+0.66
158,0,20572,Rod Pampling,54.0,94,174,+1.70
162,0,33419,Cameron Tringale,54.2,213,393,+1.31
162,0,26951,Johnson Wagner,54.2,219,404,+1.46
164,0,25240,D.A. Points,54.3,113,208,+1.86
165,0,20766,Padraig Harrington,54.4,123,226,+2.20
166,0,29478,Kevin Kisner,54.5,193,354,+1.71
167,0,10885,Robert Allenby,55.3,136,246,+2.28
168,0,29926,Danny Lee,55.6,185,333,+2.59
168,0,32150,Michael Thompson,55.6,164,295,+2.68
170,0,33667,Carlos Ortiz,55.9,212,379,+2.31
171,0,23983,Luke Donald,56.0,190,339,+1.63
172,0,20229,Stewart Cink,56.1,166,296,+1.63
173,0,31420,Anirban Lahiri,56.4,167,296,+1.62
174,0,29420,Billy Horschel,57.0,170,298,+1.71
174,0,31560,Brian Stuard,57.0,138,242,+1.81
176,0,32876,Martin Piller,57.1,153,268,+1.63
177,0,34563,Chesson Hadley,57.3,228,398,+1.75
178,0,33141,Keegan Bradley,57.6,178,309,+2.13
179,0,08075,Jerry Kelly,57.7,142,246,+1.97
180,0,34262,Jon Curran,58.0,239,412,+1.76
181,0,24494,Erik Compton,58.5,183,313,+2.57
182,0,01810,Phil Mickelson,59.7,221,370,+0.95
183,0,27466,Spencer Levin,61.7,227,368,+2.20
184,0,29221,Webb Simpson,63.8,192,301,+0.57
185,0,29222,Billy Hurley III,66.9,186,278,+1.45
