RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL MISSED,TOTAL FWYS,RELATIVE TO PAR
40,0,28158,Steve Marino,2.72,21,773,+0.52
41,0,25349,Tim Wilkinson,2.73,19,695,+0.89
42,0,29478,Kevin Kisner,2.74,28,1021,+0.43
42,0,29476,Kyle Reifers,2.74,37,1350,+0.57
44,0,26596,Ryan Moore,2.76,25,906,+0.28
45,0,25900,Lucas Glover,2.79,26,932,+0.50
46,0,31646,Emiliano Grillo,2.83,29,1024,+0.72
46,0,20645,John Senden,2.83,31,1095,+0.26
48,0,20098,Stuart Appleby,2.84,26,916,+0.27
48,0,37273,Derek Ernst,2.84,17,598,+0.65
50,0,39975,Michael Kim,2.86,34,1188,+0.59
51,0,27942,Rob Oppenheim,2.87,20,697,+0.50
52,0,27644,Brian Harman,2.89,37,1281,+0.46
53,0,23800,Bryce Molder,2.90,27,931,+0.56
54,0,30926,Chris Kirk,2.91,30,1032,+0.53
55,0,24924,Bill Haas,2.94,26,885,+0.42
56,0,27064,Jhonattan Vegas,2.95,33,1119,+0.27
57,0,20472,Alex Cejka,3.08,22,714,+0.73
58,0,32640,Troy Merritt,3.10,28,903,+0.61
59,0,29745,Tyler Aldridge,3.12,29,930,+0.72
60,0,36801,Mark Hubbard,3.13,36,1152,+0.69
60,0,30163,Henrik Norlander,3.13,23,736,+0.26
60,0,26289,Boo Weekley,3.13,31,990,+0.58
63,0,25364,Paul Casey,3.14,25,795,+0.48
64,0,27214,Kevin Streelman,3.16,28,886,+0.68
65,0,27895,Jonas Blixt,3.22,30,931,+1.07
65,0,25818,Scott Piercy,3.22,29,902,+0.31
67,0,26758,David Hearn,3.25,37,1140,+0.70
67,0,27747,Hiroshi Iwata,3.25,30,923,+0.93
67,0,34261,Scott Langley,3.25,24,739,+0.25
70,0,24507,Jason Bohn,3.28,27,823,+0.44
71,0,23638,Brendon de Jonge,3.33,30,901,+0.83
71,0,35532,Tom Hoge,3.33,29,870,+0.69
71,0,26300,Matt Jones,3.33,29,872,+0.72
71,0,34409,David Lingmerth,3.33,28,841,+0.46
75,0,06567,Vijay Singh,3.34,30,899,+0.67
76,0,29223,Sam Saunders,3.42,24,702,+0.50
77,0,21731,Freddie Jacobson,3.43,34,992,+0.59
78,0,26329,Louis Oosthuizen,3.44,20,582,+0.60
79,0,34466,Peter Malnati,3.47,36,1036,+0.56
80,0,22405,Justin Rose,3.52,24,681,+0.25
81,0,35879,Kelly Kraft,3.53,22,624,+0.45
82,0,26851,Marc Leishman,3.54,32,903,+0.38
83,0,27963,Chris Stroud,3.57,34,953,+0.62
84,0,31420,Anirban Lahiri,3.60,24,666,+0.54
84,0,26951,Johnson Wagner,3.60,38,1057,+0.71
84,0,25892,Steve Wheatcroft,3.60,35,972,+0.69
87,0,34360,Patrick Reed,3.61,39,1080,+0.36
88,0,29479,Scott Brown,3.62,35,967,+0.26
89,0,33141,Keegan Bradley,3.66,32,875,+0.69
90,0,21878,Mark Wilson,3.67,28,763,+0.61
91,0,40026,Daniel Berger,3.70,37,1000,+0.43
91,0,34046,Jordan Spieth,3.70,30,811,+0.43
91,0,37189,Harold Varner III,3.70,41,1107,+0.54
94,0,34431,Robert Streb,3.71,34,917,+0.44
95,0,24024,Zach Johnson,3.72,38,1022,+0.71
95,0,25240,D.A. Points,3.72,20,537,+0.85
97,0,34262,Jon Curran,3.75,44,1172,+0.73
98,0,32618,Rhein Gibson,3.80,23,606,+1.17
99,0,27436,Graham DeLaet,3.82,31,812,+0.45
100,0,28114,Dawie van der Walt,3.86,30,777,+0.43
101,0,32150,Michael Thompson,3.88,29,748,+0.48
102,0,28237,Rory McIlroy,3.89,26,668,+0.38
103,0,24357,K.J. Choi,3.90,36,924,+0.72
104,0,30692,Scott Stallings,3.91,34,869,+0.68
105,0,33419,Cameron Tringale,3.92,38,970,+0.76
106,0,24912,Will MacKenzie,3.93,36,915,+0.56
107,0,35891,Cameron Smith,3.94,25,635,+0.96
108,0,32876,Martin Piller,3.99,26,652,+0.58
109,0,25686,Jason Dufner,4.01,44,1097,+0.64
109,0,30110,Kyle Stanley,4.01,44,1098,+0.55
111,0,32448,James Hahn,4.03,39,967,+0.56
111,0,29420,Billy Horschel,4.03,32,794,+0.31
111,0,46440,Smylie Kaufman,4.03,40,992,+0.58
114,0,26331,Charl Schwartzel,4.04,31,768,+0.26
115,0,33399,Adam Hadwin,4.09,50,1222,+0.62
115,0,25834,Daniel Summerhays,4.09,45,1099,+0.47
117,0,28679,Fabián Gómez,4.10,42,1025,+0.60
117,0,27649,Brandt Snedeker,4.10,43,1049,+0.40
119,0,30925,Dustin Johnson,4.11,36,875,+0.44
120,0,34098,Russell Henley,4.17,40,959,+0.55
120,0,35732,Wes Roach,4.17,25,600,+0.72
122,0,34264,Hudson Swafford,4.18,53,1267,+0.57
123,0,28475,Jeff Overton,4.23,34,803,+0.29
124,0,37455,Si Woo Kim,4.28,59,1377,+0.64
125,0,25493,Nick Taylor,4.36,40,918,+0.48
126,0,25720,Chad Collins,4.39,39,888,+0.56
127,0,23325,Vaughn Taylor,4.41,41,930,+0.54
128,0,21209,Sergio Garcia,4.42,19,430,+0.47
129,0,29268,Bronson Burgoon,4.44,40,900,+0.45
130,0,24502,Adam Scott,4.49,35,780,+0.51
131,0,31323,Gary Woodland,4.50,48,1067,+0.38
132,0,32366,Kevin Chappell,4.52,49,1085,+0.41
133,0,06522,Ernie Els,4.55,35,769,+0.54
134,0,20229,Stewart Cink,4.57,31,679,+0.55
134,0,24140,Sean O'Hair,4.57,53,1160,+0.47
136,0,20766,Padraig Harrington,4.61,28,608,+0.43
137,0,25804,Bubba Watson,4.64,33,711,+0.15
138,0,34265,Will Wilcox,4.68,37,791,+0.62
139,0,20848,Ángel Cabrera,4.69,32,683,+0.94
139,0,32102,Rickie Fowler,4.69,42,895,+0.57
141,0,20691,Greg Owen,4.72,45,953,+0.40
142,0,28132,Tyrone Van Aswegen,4.73,57,1206,+0.58
143,0,34563,Chesson Hadley,4.76,44,924,+0.77
144,0,29720,Andres Gonzales,4.77,42,880,+0.74
145,0,29518,Brendan Steele,4.79,46,961,+0.61
145,0,33418,Shawn Stefani,4.79,51,1064,+0.71
147,0,27974,Sung Kang,4.86,49,1008,+0.55
148,0,24358,Robert Garrigus,4.87,37,760,+0.35
148,0,12716,Charley Hoffman,4.87,48,985,+0.50
150,0,24781,Hunter Mahan,4.91,34,692,+0.71
150,0,22046,Geoff Ogilvy,4.91,34,693,+0.50
152,0,30944,Jason Kokrak,4.94,51,1033,+0.49
153,0,21961,Charles Howell III,4.96,54,1089,+0.41
154,0,28092,D.H. Lee,4.98,32,643,+0.81
155,0,23320,Ryan Palmer,5.01,54,1078,+0.33
156,0,32757,Patton Kizzire,5.03,52,1033,+0.48
157,0,24490,George McNeill,5.04,32,635,+0.56
158,0,10885,Robert Allenby,5.12,29,566,+0.79
159,0,25632,Jimmy Walker,5.14,50,972,+0.48
160,0,24846,Ricky Barnes,5.17,57,1102,+0.53
161,0,30927,Brendon Todd,5.20,39,750,+0.97
162,0,29461,Jamie Lovemark,5.25,60,1143,+0.52
163,0,34099,Harris English,5.28,53,1004,+0.68
163,0,33461,Morgan Hoffmann,5.28,43,815,+0.72
165,0,36699,Patrick Rodgers,5.29,52,983,+0.58
166,0,27936,Martin Laird,5.31,52,980,+0.69
167,0,36689,Brooks Koepka,5.39,45,835,+0.51
168,0,33667,Carlos Ortiz,5.41,45,832,+0.80
169,0,24494,Erik Compton,5.53,39,705,+0.77
170,0,29725,Tony Finau,5.60,60,1072,+0.38
171,0,27770,Camilo Villegas,5.62,55,978,+0.80
172,0,35539,Luke Guthrie,5.68,35,616,+0.83
172,0,01810,Phil Mickelson,5.68,46,810,+0.57
174,0,31416,Derek Fathauer,5.75,60,1044,+0.58
175,0,20157,Retief Goosen,5.78,38,657,+0.71
176,0,27129,Luke List,5.99,53,885,+0.40
177,0,27141,J.B. Holmes,6.11,51,835,+0.65
178,0,29974,Branden Grace,6.20,36,581,+0.44
179,0,23983,Luke Donald,6.27,51,813,+0.25
180,0,22371,Aaron Baddeley,6.46,66,1022,+0.52
181,0,28089,Jason Day,6.65,50,752,+0.22
182,0,33448,Justin Thomas,6.98,72,1032,+0.40
183,0,29289,S.Y. Noh,7.30,69,945,+0.62
184,0,35300,Andrew Loupe,8.50,77,906,+0.48
185,0,25274,Steven Bowditch,8.65,64,740,+1.20
