RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL RIGHT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,29222,Billy Hurley III,8.88,73,822,+0.14
2,0,08075,Jerry Kelly,9.36,78,833,E
3,0,27466,Spencer Levin,9.51,109,1146,+0.16
4,0,31560,Brian Stuard,10.24,86,840,+0.15
5,0,30711,Colt Knost,10.30,102,990,+0.14
6,0,29221,Webb Simpson,10.51,85,809,+0.02
7,0,24024,Zach Johnson,11.15,114,1022,+0.02
8,0,40058,Zac Blair,11.16,126,1129,+0.17
9,0,34409,David Lingmerth,11.41,96,841,+0.11
10,0,34262,Jon Curran,11.43,134,1172,+0.16
11,0,33141,Keegan Bradley,11.66,102,875,+0.14
12,0,29420,Billy Horschel,11.84,94,794,+0.09
13,0,20572,Rod Pampling,12.02,62,516,+0.08
14,0,29926,Danny Lee,12.12,120,990,+0.08
15,0,33122,Russell Knox,12.21,111,909,+0.17
16,0,26476,Chez Reavie,12.37,131,1059,+0.06
17,0,24507,Jason Bohn,12.39,102,823,+0.08
18,0,31646,Emiliano Grillo,12.40,127,1024,+0.13
19,0,29479,Scott Brown,12.51,121,967,+0.17
20,0,29478,Kevin Kisner,12.54,128,1021,+0.09
21,0,25900,Lucas Glover,12.55,117,932,-0.01
22,0,45526,Abraham Ancer,12.62,67,531,+0.10
23,0,12510,Chad Campbell,12.67,141,1113,+0.13
24,0,23621,Rory Sabbatini,12.80,69,539,+0.13
25,0,32200,Roberto Castro,12.85,158,1230,+0.01
26,0,23325,Vaughn Taylor,12.90,120,930,+0.01
27,0,23541,Ben Crane,13.13,120,914,+0.06
28,0,10809,Jim Furyk,13.17,81,615,+0.26
29,0,33204,Shane Lowry,13.20,68,515,+0.04
30,0,34563,Chesson Hadley,13.31,123,924,+0.22
31,0,20766,Padraig Harrington,13.32,81,608,-0.04
32,0,32876,Martin Piller,13.34,87,652,+0.08
33,0,29476,Kyle Reifers,13.41,181,1350,+0.18
34,0,20472,Alex Cejka,13.45,96,714,+0.13
35,0,30110,Kyle Stanley,13.48,148,1098,+0.14
36,0,21209,Sergio Garcia,13.49,58,430,+0.19
37,0,31557,Jim Herman,13.52,134,991,+0.13
38,0,30163,Henrik Norlander,13.59,100,736,+0.11
39,0,25686,Jason Dufner,13.76,151,1097,-0.02
40,0,33419,Cameron Tringale,13.81,134,970,+0.14
41,0,25364,Paul Casey,13.84,110,795,+0.06
42,0,24357,K.J. Choi,13.85,128,924,+0.18
43,0,27974,Sung Kang,13.89,140,1008,+0.09
44,0,30944,Jason Kokrak,13.94,144,1033,+0.12
45,0,26758,David Hearn,13.95,159,1140,+0.10
46,0,25396,Kevin Na,13.96,134,960,+0.05
47,0,25240,D.A. Points,13.97,75,537,+0.15
48,0,26596,Ryan Moore,14.02,127,906,+0.06
49,0,01810,Phil Mickelson,14.07,114,810,+0.01
50,0,23108,Matt Kuchar,14.11,151,1070,+0.01
51,0,36689,Brooks Koepka,14.13,118,835,-0.01
52,0,26289,Boo Weekley,14.14,140,990,+0.08
53,0,02206,David Toms,14.19,107,754,+0.09
54,0,22892,Jason Gore,14.22,118,830,+0.10
55,0,34431,Robert Streb,14.29,131,917,+0.04
56,0,20157,Retief Goosen,14.31,94,657,+0.11
57,0,27644,Brian Harman,14.36,184,1281,+0.10
57,0,31202,William McGirt,14.36,176,1226,+0.04
59,0,26951,Johnson Wagner,14.38,152,1057,+0.07
60,0,34174,John Huh,14.44,158,1094,+0.09
60,0,25572,Graeme McDowell,14.44,91,630,+0.22
62,0,24494,Erik Compton,14.47,102,705,+0.01
63,0,33399,Adam Hadwin,14.48,177,1222,+0.09
64,0,35451,Scott Pinckney,14.52,143,985,+0.10
65,0,23638,Brendon de Jonge,14.54,131,901,+0.11
66,0,27214,Kevin Streelman,14.56,129,886,+0.02
67,0,32150,Michael Thompson,14.57,109,748,+0.14
68,0,26329,Louis Oosthuizen,14.60,85,582,+0.11
69,0,23353,J.J. Henry,14.62,125,855,+0.29
70,0,25349,Tim Wilkinson,14.68,102,695,-0.05
71,0,20104,Ken Duke,14.69,98,667,+0.13
72,0,31323,Gary Woodland,14.71,157,1067,+0.03
73,0,30926,Chris Kirk,14.73,152,1032,+0.01
74,0,24502,Adam Scott,14.74,115,780,-0.01
75,0,24912,Will MacKenzie,14.75,135,915,+0.10
76,0,34264,Hudson Swafford,14.76,187,1267,+0.02
77,0,35545,Blayne Barber,14.77,152,1029,+0.07
78,0,20229,Stewart Cink,14.87,101,679,+0.06
79,0,34265,Will Wilcox,14.92,118,791,+0.16
80,0,33410,Andrew Landry,14.94,69,462,+0.03
80,0,21878,Mark Wilson,14.94,114,763,+0.11
82,0,06527,Steve Stricker,14.95,93,622,+0.03
83,0,23983,Luke Donald,15.01,122,813,-0.02
84,0,34098,Russell Henley,15.02,144,959,+0.01
84,0,33667,Carlos Ortiz,15.02,125,832,+0.06
86,0,37455,Si Woo Kim,15.03,207,1377,+0.14
87,0,33418,Shawn Stefani,15.04,160,1064,+0.03
88,0,32448,James Hahn,15.10,146,967,+0.11
89,0,33413,Ben Martin,15.12,169,1118,+0.18
90,0,27963,Chris Stroud,15.22,145,953,+0.04
91,0,29223,Sam Saunders,15.24,107,702,+0.07
92,0,24461,Thomas Aiken,15.29,102,667,+0.17
92,0,34046,Jordan Spieth,15.29,124,811,-0.03
92,0,25834,Daniel Summerhays,15.29,168,1099,+0.13
95,0,22046,Geoff Ogilvy,15.30,106,693,+0.09
96,0,32366,Kevin Chappell,15.39,167,1085,+0.07
97,0,39975,Michael Kim,15.40,183,1188,+0.14
98,0,20691,Greg Owen,15.42,147,953,+0.11
99,0,36801,Mark Hubbard,15.45,178,1152,+0.06
100,0,32102,Rickie Fowler,15.53,139,895,-0.07
101,0,31420,Anirban Lahiri,15.62,104,666,+0.10
102,0,10213,Dicky Pride,15.79,90,570,+0.07
103,0,28679,Fabián Gómez,15.90,163,1025,+0.09
104,0,24924,Bill Haas,15.93,141,885,+0.04
105,0,32640,Troy Merritt,15.95,144,903,+0.14
106,0,28114,Dawie van der Walt,15.96,124,777,+0.20
107,0,27436,Graham DeLaet,16.01,130,812,+0.09
108,0,10885,Robert Allenby,16.08,91,566,+0.35
109,0,27649,Brandt Snedeker,16.11,169,1049,-0.04
110,0,30927,Brendon Todd,16.13,121,750,+0.12
111,0,20098,Stuart Appleby,16.16,148,916,+0.17
112,0,26851,Marc Leishman,16.17,146,903,+0.03
113,0,32839,Hideki Matsuyama,16.19,131,809,+0.05
114,0,33461,Morgan Hoffmann,16.20,132,815,+0.01
115,0,24140,Sean O'Hair,16.21,188,1160,-0.01
116,0,21731,Freddie Jacobson,16.23,161,992,-0.02
117,0,25892,Steve Wheatcroft,16.26,158,972,+0.12
118,0,34466,Peter Malnati,16.31,169,1036,+0.11
119,0,28237,Rory McIlroy,16.32,109,668,E
120,0,35732,Wes Roach,16.33,98,600,+0.07
121,0,06567,Vijay Singh,16.35,147,899,+0.02
122,0,29461,Jamie Lovemark,16.45,188,1143,+0.01
123,0,20645,John Senden,16.53,181,1095,+0.03
124,0,29485,Brett Stegmaier,16.63,172,1034,+0.08
125,0,23320,Ryan Palmer,16.79,181,1078,+0.03
126,0,24781,Hunter Mahan,16.91,117,692,+0.15
127,0,29720,Andres Gonzales,16.93,149,880,+0.13
128,0,33448,Justin Thomas,16.96,175,1032,+0.14
129,0,37189,Harold Varner III,16.98,188,1107,+0.13
130,0,35891,Cameron Smith,17.01,108,635,+0.11
131,0,25198,Francesco Molinari,17.17,136,792,+0.11
132,0,25493,Nick Taylor,17.21,158,918,+0.16
133,0,24490,George McNeill,17.32,110,635,+0.09
134,0,27936,Martin Laird,17.35,170,980,+0.09
135,0,29518,Brendan Steele,17.38,167,961,+0.10
136,0,24846,Ricky Barnes,17.42,192,1102,+0.03
137,0,27064,Jhonattan Vegas,17.43,195,1119,+0.09
138,0,28158,Steve Marino,17.46,135,773,+0.08
139,0,36699,Patrick Rodgers,17.50,172,983,-0.01
140,0,20848,Ángel Cabrera,17.57,120,683,+0.12
140,0,28092,D.H. Lee,17.57,113,643,+0.13
142,0,28132,Tyrone Van Aswegen,17.58,212,1206,+0.06
143,0,34099,Harris English,17.63,177,1004,-0.05
144,0,26331,Charl Schwartzel,17.71,136,768,E
145,0,25804,Bubba Watson,17.72,126,711,E
146,0,27895,Jonas Blixt,17.83,166,931,+0.03
147,0,37273,Derek Ernst,17.89,107,598,+0.14
148,0,24358,Robert Garrigus,18.16,138,760,+0.02
149,0,35879,Kelly Kraft,18.27,114,624,+0.18
150,0,30925,Dustin Johnson,18.40,161,875,-0.06
151,0,37454,Whee Kim,18.42,166,901,+0.08
152,0,35539,Luke Guthrie,18.51,114,616,+0.12
153,0,34261,Scott Langley,18.67,138,739,+0.06
154,0,32757,Patton Kizzire,18.68,193,1033,+0.10
155,0,27770,Camilo Villegas,18.71,183,978,+0.10
156,0,29289,S.Y. Noh,18.73,177,945,-0.02
157,0,28089,Jason Day,18.75,141,752,E
158,0,35532,Tom Hoge,18.85,164,870,+0.02
159,0,25720,Chad Collins,18.92,168,888,+0.11
159,0,27141,J.B. Holmes,18.92,158,835,+0.09
161,0,29268,Bronson Burgoon,19.11,172,900,+0.09
162,0,06522,Ernie Els,19.12,147,769,+0.14
163,0,29745,Tyler Aldridge,19.14,178,930,E
164,0,22371,Aaron Baddeley,19.18,196,1022,+0.07
165,0,27747,Hiroshi Iwata,19.39,179,923,+0.08
166,0,25818,Scott Piercy,19.40,175,902,+0.12
167,0,31416,Derek Fathauer,19.44,203,1044,+0.07
168,0,22405,Justin Rose,19.53,133,681,+0.04
169,0,27942,Rob Oppenheim,19.94,139,697,+0.01
170,0,29974,Branden Grace,19.97,116,581,+0.01
171,0,34360,Patrick Reed,20.09,217,1080,-0.03
172,0,25274,Steven Bowditch,20.14,149,740,+0.18
173,0,28475,Jeff Overton,20.17,162,803,+0.10
174,0,27129,Luke List,20.23,179,885,-0.11
175,0,26300,Matt Jones,20.30,177,872,+0.12
176,0,29725,Tony Finau,20.34,218,1072,+0.09
177,0,23800,Bryce Molder,20.41,190,931,+0.12
178,0,40026,Daniel Berger,20.70,207,1000,+0.03
179,0,12716,Charley Hoffman,20.71,204,985,+0.07
180,0,32618,Rhein Gibson,21.12,128,606,+0.05
181,0,25632,Jimmy Walker,21.60,210,972,-0.02
182,0,35300,Andrew Loupe,21.63,196,906,+0.12
183,0,30692,Scott Stallings,21.86,190,869,+0.06
184,0,21961,Charles Howell III,22.04,240,1089,-0.04
185,0,46440,Smylie Kaufman,22.18,220,992,+0.06
