RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
65,0,26331,Charl Schwartzel,82.89,809,976
66,0,36689,Brooks Koepka,82.81,814,983
66,0,22405,Justin Rose,82.81,718,867
68,0,24357,K.J. Choi,82.79,842,1017
68,0,32448,James Hahn,82.79,986,1191
70,0,36801,Mark Hubbard,82.78,1120,1353
70,0,34264,Hudson Swafford,82.78,1202,1452
72,0,24924,Bill Haas,82.74,949,1147
73,0,32366,Kevin Chappell,82.73,1073,1297
74,0,29461,Jamie Lovemark,82.68,1050,1270
75,0,24140,Sean O'Hair,82.64,1028,1244
76,0,23541,Ben Crane,82.58,877,1062
77,0,32102,Rickie Fowler,82.53,893,1082
78,0,22046,Geoff Ogilvy,82.50,679,823
79,0,10213,Dicky Pride,82.46,611,741
80,0,27963,Chris Stroud,82.45,921,1117
81,0,26329,Louis Oosthuizen,82.44,643,780
82,0,35879,Kelly Kraft,82.42,680,825
83,0,33399,Adam Hadwin,82.38,1071,1300
84,0,23800,Bryce Molder,82.37,897,1089
85,0,23638,Brendon de Jonge,82.33,932,1132
85,0,25240,D.A. Points,82.33,587,713
87,0,29268,Bronson Burgoon,82.32,908,1103
88,0,20229,Stewart Cink,82.26,700,851
89,0,27649,Brandt Snedeker,82.23,1027,1249
90,0,34262,Jon Curran,82.21,1137,1383
91,0,35545,Blayne Barber,82.17,917,1116
92,0,24912,Will MacKenzie,82.15,916,1115
93,0,28158,Steve Marino,82.12,781,951
94,0,30926,Chris Kirk,82.10,977,1190
95,0,29222,Billy Hurley III,81.98,755,921
96,0,21961,Charles Howell III,81.89,1040,1270
97,0,37189,Harold Varner III,81.88,1053,1286
98,0,29478,Kevin Kisner,81.82,1080,1320
98,0,23320,Ryan Palmer,81.82,981,1199
100,0,26851,Marc Leishman,81.81,985,1204
101,0,27936,Martin Laird,81.74,891,1090
102,0,40026,Daniel Berger,81.72,1015,1242
102,0,33413,Ben Martin,81.72,1006,1231
104,0,29485,Brett Stegmaier,81.69,968,1185
105,0,37273,Derek Ernst,81.68,651,797
105,0,25834,Daniel Summerhays,81.68,1128,1381
107,0,29926,Danny Lee,81.67,1029,1260
108,0,35732,Wes Roach,81.66,628,769
109,0,37455,Si Woo Kim,81.55,1242,1523
109,0,29223,Sam Saunders,81.55,738,905
111,0,20098,Stuart Appleby,81.54,786,964
111,0,24024,Zach Johnson,81.54,985,1208
113,0,27129,Luke List,81.49,876,1075
114,0,34046,Jordan Spieth,81.47,866,1063
115,0,33418,Shawn Stefani,81.38,988,1214
116,0,29974,Branden Grace,81.34,680,836
117,0,32618,Rhein Gibson,81.32,614,755
118,0,32876,Martin Piller,81.30,648,797
119,0,06527,Steve Stricker,81.28,599,737
120,0,25892,Steve Wheatcroft,81.22,917,1129
121,0,28092,D.H. Lee,81.18,647,797
122,0,06567,Vijay Singh,81.16,814,1003
123,0,27974,Sung Kang,81.12,984,1213
123,0,20572,Rod Pampling,81.12,567,699
125,0,32150,Michael Thompson,81.07,771,951
126,0,24781,Hunter Mahan,81.04,688,849
127,0,21731,Freddie Jacobson,81.02,973,1201
128,0,24490,George McNeill,80.99,575,710
129,0,33461,Morgan Hoffmann,80.98,758,936
130,0,30925,Dustin Johnson,80.97,932,1151
131,0,20848,Ángel Cabrera,80.88,702,868
132,0,24502,Adam Scott,80.83,860,1064
133,0,32640,Troy Merritt,80.82,872,1079
134,0,23325,Vaughn Taylor,80.80,812,1005
135,0,24358,Robert Garrigus,80.75,734,909
136,0,39975,Michael Kim,80.70,1083,1342
137,0,23983,Luke Donald,80.60,910,1129
138,0,29745,Tyler Aldridge,80.56,887,1101
139,0,25493,Nick Taylor,80.51,888,1103
140,0,28679,Fabián Gómez,80.45,893,1110
141,0,34466,Peter Malnati,80.44,958,1191
141,0,34431,Robert Streb,80.44,946,1176
143,0,28114,Dawie van der Walt,80.39,787,979
144,0,35891,Cameron Smith,80.23,771,961
145,0,34265,Will Wilcox,80.22,726,905
146,0,33419,Cameron Tringale,80.20,863,1076
147,0,20766,Padraig Harrington,80.13,605,755
148,0,28475,Jeff Overton,80.07,727,908
149,0,30692,Scott Stallings,80.06,783,978
150,0,12716,Charley Hoffman,80.05,983,1228
151,0,25349,Tim Wilkinson,80.02,761,951
152,0,29720,Andres Gonzales,79.80,869,1089
153,0,34563,Chesson Hadley,79.65,877,1101
154,0,46440,Smylie Kaufman,79.61,984,1236
154,0,33448,Justin Thomas,79.61,1070,1344
156,0,01810,Phil Mickelson,79.54,801,1007
157,0,28089,Jason Day,79.46,770,969
158,0,34099,Harris English,79.42,1077,1356
159,0,25720,Chad Collins,79.39,809,1019
160,0,24846,Ricky Barnes,79.37,1031,1299
161,0,27942,Rob Oppenheim,79.34,699,881
162,0,31420,Anirban Lahiri,79.19,765,966
163,0,33667,Carlos Ortiz,79.16,828,1046
164,0,27895,Jonas Blixt,79.13,838,1059
165,0,29725,Tony Finau,78.99,1049,1328
166,0,27747,Hiroshi Iwata,78.82,912,1157
167,0,35539,Luke Guthrie,78.54,604,769
168,0,26300,Matt Jones,78.46,878,1119
169,0,32757,Patton Kizzire,78.42,974,1242
170,0,20157,Retief Goosen,78.33,600,766
171,0,28132,Tyrone Van Aswegen,78.11,1113,1425
172,0,10885,Robert Allenby,78.09,556,712
173,0,34360,Patrick Reed,78.06,1103,1413
174,0,31416,Derek Fathauer,77.99,1024,1313
175,0,35532,Tom Hoge,77.95,838,1075
176,0,27141,J.B. Holmes,77.86,809,1039
177,0,29289,S.Y. Noh,77.43,875,1130
178,0,22371,Aaron Baddeley,77.19,961,1245
179,0,25632,Jimmy Walker,76.89,885,1151
180,0,06522,Ernie Els,76.79,708,922
181,0,27770,Camilo Villegas,76.50,843,1102
182,0,24494,Erik Compton,75.68,666,880
183,0,35300,Andrew Loupe,75.55,791,1047
184,0,30927,Brendon Todd,75.54,664,879
185,0,25274,Steven Bowditch,69.45,691,995
