RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
1,0,24461,Thomas Aiken,88.14,810,919
2,0,32200,Roberto Castro,86.86,1177,1355
3,0,26476,Chez Reavie,86.66,1039,1199
4,0,25900,Lucas Glover,86.44,905,1047
5,0,26289,Boo Weekley,86.29,1001,1160
6,0,30711,Colt Knost,86.26,1036,1201
7,0,27214,Kevin Streelman,86.11,986,1145
8,0,08075,Jerry Kelly,86.02,911,1059
9,0,34174,John Huh,85.75,1017,1186
10,0,26758,David Hearn,85.38,1133,1327
11,0,34261,Scott Langley,85.24,751,881
12,0,31202,William McGirt,85.19,1168,1371
13,0,29221,Webb Simpson,85.07,832,978
14,0,24507,Jason Bohn,85.06,797,937
15,0,27466,Spencer Levin,85.04,1188,1397
16,0,35451,Scott Pinckney,85.02,1010,1188
17,0,40058,Zac Blair,85.00,1128,1327
18,0,33122,Russell Knox,84.98,1058,1245
19,0,28237,Rory McIlroy,84.91,737,868
20,0,31557,Jim Herman,84.76,1101,1299
21,0,31560,Brian Stuard,84.72,782,923
22,0,25396,Kevin Na,84.66,1098,1297
23,0,20472,Alex Cejka,84.59,796,941
24,0,33410,Andrew Landry,84.53,579,685
24,0,20645,John Senden,84.53,1016,1202
26,0,34098,Russell Henley,84.45,896,1061
27,0,12510,Chad Campbell,84.34,1061,1258
28,0,29476,Kyle Reifers,84.32,1307,1550
29,0,21209,Sergio Garcia,84.31,602,714
30,0,33141,Keegan Bradley,84.29,966,1146
31,0,02206,David Toms,84.28,729,865
32,0,25364,Paul Casey,84.17,872,1036
33,0,25686,Jason Dufner,84.12,1197,1423
34,0,23108,Matt Kuchar,84.10,1127,1340
35,0,36699,Patrick Rodgers,84.09,999,1188
36,0,29479,Scott Brown,84.03,1031,1227
37,0,30110,Kyle Stanley,83.96,1042,1241
38,0,25804,Bubba Watson,83.90,813,969
39,0,26951,Johnson Wagner,83.89,1010,1204
40,0,29420,Billy Horschel,83.78,821,980
41,0,27436,Graham DeLaet,83.70,770,920
42,0,27644,Brian Harman,83.63,1216,1454
43,0,45526,Abraham Ancer,83.61,561,671
44,0,20691,Greg Owen,83.50,946,1133
45,0,23621,Rory Sabbatini,83.49,627,751
46,0,31646,Emiliano Grillo,83.47,1055,1264
47,0,37454,Whee Kim,83.44,907,1087
47,0,26596,Ryan Moore,83.44,942,1129
49,0,27064,Jhonattan Vegas,83.32,1084,1301
50,0,33204,Shane Lowry,83.31,629,755
51,0,10809,Jim Furyk,83.24,606,728
52,0,25198,Francesco Molinari,83.22,744,894
52,0,25818,Scott Piercy,83.22,982,1180
52,0,21878,Mark Wilson,83.22,719,864
55,0,30944,Jason Kokrak,83.19,1034,1243
56,0,32839,Hideki Matsuyama,83.17,850,1022
57,0,29518,Brendan Steele,83.16,978,1176
58,0,25572,Graeme McDowell,83.14,700,842
58,0,30163,Henrik Norlander,83.14,779,937
60,0,23353,J.J. Henry,83.06,770,927
61,0,34409,David Lingmerth,83.03,944,1137
62,0,31323,Gary Woodland,82.99,1054,1270
63,0,20104,Ken Duke,82.96,623,751
64,0,22892,Jason Gore,82.93,855,1031
