RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE EARLY RDS.
53,0,24924,Bill Haas,70.11,1262,18
54,0,23778,Brad Adamonis,70.14,982,14
54,0,20498,Briny Baird,70.14,1543,22
54,0,30711,Colt Knost,70.14,982,14
57,0,08845,Scott Sterling,70.15,912,13
58,0,12510,Chad Campbell,70.16,1333,19
59,0,21209,Sergio Garcia,70.17,842,12
60,0,20229,Stewart Cink,70.20,702,10
61,0,23621,Rory Sabbatini,70.21,983,14
62,0,01035,Tommy Armour III,70.22,632,9
62,0,27214,Kevin Streelman,70.22,1615,23
64,0,22961,David Mathis,70.26,1616,23
65,0,20691,Greg Owen,70.27,1546,22
66,0,06251,Chris DiMarco,70.29,1195,17
67,0,24361,Pat Perez,70.30,703,10
68,0,22548,Patrick Sheehan,70.36,985,14
69,0,25240,D.A. Points,70.37,1337,19
69,0,20127,Chris Riley,70.37,1337,19
71,0,26881,Jarrod Lyle,70.38,1126,16
72,0,25396,Kevin Na,70.41,1197,17
73,0,25804,Bubba Watson,70.42,845,12
74,0,28158,Steve Marino,70.43,986,14
75,0,12716,Charley Hoffman,70.45,775,11
76,0,28620,Aron Price,70.47,1339,19
77,0,24503,Jeff Klauk,70.48,1621,23
78,0,26695,Michael Letzig,70.50,1269,18
78,0,01810,Phil Mickelson,70.50,987,14
80,0,01577,Lee Janzen,70.54,917,13
80,0,27770,Camilo Villegas,70.54,917,13
82,0,22371,Aaron Baddeley,70.55,776,11
83,0,30925,Dustin Johnson,70.56,1129,16
83,0,22293,Heath Slocum,70.56,1270,18
85,0,24507,Jason Bohn,70.58,847,12
86,0,20850,Daniel Chopra,70.60,1412,20
86,0,10585,Scott McCarron,70.60,1412,20
88,0,25818,Scott Piercy,70.63,1130,16
89,0,01313,Steve Elkington,70.64,1554,22
90,0,23541,Ben Crane,70.67,1272,18
90,0,21731,Freddie Jacobson,70.67,1060,15
92,0,29221,Webb Simpson,70.68,1767,25
93,0,23718,Nathan Green,70.70,1414,20
94,0,08075,Jerry Kelly,70.71,990,14
95,0,20098,Stuart Appleby,70.73,1061,15
95,0,12652,Cameron Beckman,70.73,1061,15
95,0,06621,Joe Durant,70.73,1061,15
98,0,21949,Joe Ogilvie,70.74,1344,19
99,0,21959,Ted Purdy,70.77,1557,22
100,0,21753,Brian Davis,70.78,1628,23
100,0,10860,Justin Leonard,70.78,1274,18
102,0,27963,Chris Stroud,70.79,1699,24
103,0,01132,Mark Brooks,70.80,708,10
103,0,25562,Andres Romero,70.80,708,10
105,0,26951,Johnson Wagner,70.81,1487,21
106,0,01797,Rocco Mediate,70.82,779,11
107,0,12705,Cliff Kresge,70.83,1275,18
107,0,01941,Tom Pernice Jr.,70.83,1629,23
107,0,24663,Y.E. Yang,70.83,850,12
110,0,07749,Brett Quigley,70.85,921,13
111,0,22046,Geoff Ogilvy,70.87,1063,15
112,0,06567,Vijay Singh,70.88,1205,17
113,0,24138,Ian Poulter,70.90,709,10
114,0,07457,Steve Flesch,70.92,922,13
114,0,01677,Tom Lehman,70.92,922,13
114,0,26668,Marc Turnesa,70.92,851,12
117,0,01161,Mark Calcavecchia,71.00,923,13
117,0,20593,Greg Chalmers,71.00,1136,16
117,0,20104,Ken Duke,71.00,994,14
117,0,06522,Ernie Els,71.00,852,12
117,0,01766,Billy Mayfair,71.00,1065,15
117,0,23320,Ryan Palmer,71.00,1065,15
123,0,21350,Ryuji Imada,71.06,1137,16
123,0,01707,Steve Lowery,71.06,1137,16
123,0,01724,Jeff Maggert,71.06,1279,18
126,0,02214,Kirk Triplett,71.08,853,12
127,0,23638,Brendon de Jonge,71.11,1351,19
128,0,26420,Richard Johnson,71.14,996,14
129,0,27933,John Merrick,71.15,1423,20
130,0,12602,Dean Wilson,71.16,1352,19
131,0,27683,Leif Olson,71.17,854,12
132,0,25345,Carl Pettersson,71.18,783,11
132,0,10425,Jay Williamson,71.18,1210,17
134,0,01706,Davis Love III,71.21,997,14
135,0,25919,Brian Vranesh,71.22,641,9
136,0,24912,Will MacKenzie,71.25,1140,16
137,0,20472,Alex Cejka,71.26,1354,19
138,0,27936,Martin Laird,71.27,1069,15
138,0,22405,Justin Rose,71.27,784,11
140,0,23623,Bo Van Pelt,71.31,1141,16
140,0,23349,Charles Warren,71.31,927,13
140,0,26497,Casey Wittenberg,71.31,1141,16
143,0,01329,Brad Faxon,71.33,856,12
144,0,06197,Michael Allen,71.36,785,11
145,0,20766,Padraig Harrington,71.38,1142,16
146,0,10117,Bob Heintz,71.40,1071,15
146,0,24140,Sean O'Hair,71.40,357,5
146,0,26498,Matt Weibring,71.40,714,10
149,0,22295,Darron Stiles,71.43,1000,14
150,0,20634,Peter Lonard,71.54,1860,26
151,0,23614,Rich Beem,71.57,1002,14
151,0,10733,Kent Jones,71.57,1002,14
153,0,08931,Glen Day,71.61,1289,18
154,0,22913,John Rollins,71.64,1003,14
155,0,28780,Nicholas Thompson,71.65,1433,20
156,0,24846,Ricky Barnes,71.69,932,13
156,0,22892,Jason Gore,71.69,932,13
156,0,23800,Bryce Molder,71.69,932,13
159,0,31323,Gary Woodland,71.71,1004,14
160,0,25686,Jason Dufner,71.75,861,12
161,0,26596,Ryan Moore,71.77,933,13
162,0,10885,Robert Allenby,71.89,647,9
163,0,26679,Kevin Stadler,71.90,719,10
164,0,01226,Fred Couples,71.93,1079,15
165,0,07223,Brian Bateman,72.00,1152,16
165,0,23983,Luke Donald,72.00,432,6
165,0,26289,Boo Weekley,72.00,864,12
168,0,01142,Bart Bryant,72.09,793,11
168,0,09011,David Duval,72.09,793,11
170,0,28475,Jeff Overton,72.10,1442,20
171,0,25632,Jimmy Walker,72.17,433,6
172,0,06539,Rick Price,72.18,1227,17
173,0,24449,Parker McLachlin,72.22,1300,18
174,0,31416,Derek Fathauer,72.23,939,13
175,0,24357,K.J. Choi,72.38,579,8
176,0,20070,Matt Bettencourt,72.71,1018,14
177,0,22621,Ben Curtis,72.80,728,10
178,0,01473,Todd Hamilton,72.85,1457,20
179,0,23048,Eric Axley,72.86,1020,14
180,0,30927,Brendon Todd,73.06,1169,16
181,0,28118,Peter Tomasulo,73.39,1321,18
182,0,06012,Greg Kraft,73.50,882,12
183,0,24502,Adam Scott,73.58,883,12
184,0,27141,J.B. Holmes,73.75,590,8
