RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE EARLY RDS.
1,0,06527,Steve Stricker,68.13,1022,15
2,0,08793,Tiger Woods,68.69,893,13
3,0,06643,Paul Goydos,68.80,688,10
4,0,21878,Mark Wilson,68.84,1308,19
5,0,29718,Anthony Kim,68.85,895,13
6,0,23135,Tim Clark,68.92,896,13
7,0,24925,Jonathan Byrd,68.94,1103,16
7,0,10809,Jim Furyk,68.94,1241,18
9,0,26476,Chez Reavie,69.12,1175,17
10,0,23548,Bill Lunde,69.18,1176,17
11,0,27120,Troy Matteson,69.22,1246,18
12,0,24781,Hunter Mahan,69.25,1385,20
13,0,26300,Matt Jones,69.40,694,10
14,0,01320,Bob Estes,69.50,695,10
15,0,21961,Charles Howell III,69.53,1321,19
16,0,20572,Rod Pampling,69.57,974,14
17,0,23325,Vaughn Taylor,69.58,1322,19
18,0,02206,David Toms,69.59,1531,22
19,0,23108,Matt Kuchar,69.60,696,10
19,0,06595,Kevin Sutherland,69.60,1392,20
21,0,25190,Jeff Quinney,69.61,1601,23
22,0,06004,Stephen Ames,69.63,557,8
22,0,21805,Harrison Frazar,69.63,1880,27
22,0,19846,Brian Gay,69.63,1114,16
22,0,23353,J.J. Henry,69.63,1880,27
22,0,26301,James Nitties,69.63,1114,16
27,0,27649,Brandt Snedeker,69.64,975,14
28,0,24024,Zach Johnson,69.65,1184,17
29,0,28087,Kris Blanks,69.70,697,10
29,0,23497,Tag Ridings,69.70,697,10
31,0,01945,Kenny Perry,69.71,1185,17
32,0,28089,Jason Day,69.79,977,14
32,0,24358,Robert Garrigus,69.79,1326,19
32,0,01928,Corey Pavin,69.79,977,14
32,0,20160,Charlie Wi,69.79,1326,19
36,0,12782,Tim Herron,69.81,1117,16
36,0,01948,Tim Petrovic,69.81,1466,21
36,0,23788,D.J. Trahan,69.81,1466,21
39,0,20645,John Senden,69.85,908,13
40,0,20848,Ángel Cabrera,69.86,489,7
40,0,02239,Scott Verplank,69.86,978,14
42,0,20157,Retief Goosen,69.87,1048,15
42,0,26851,Marc Leishman,69.87,1048,15
42,0,27095,Nick Watney,69.87,1048,15
45,0,22348,Nick O'Hern,69.89,1328,19
46,0,20574,Mathew Goggin,69.93,1049,15
46,0,10423,Mike Weir,69.93,1049,15
48,0,07867,Woody Austin,70.00,700,10
48,0,27466,Spencer Levin,70.00,700,10
50,0,24490,George McNeill,70.05,1331,19
51,0,25900,Lucas Glover,70.06,1191,17
51,0,27060,John Mallinger,70.06,1261,18
