RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
1,0,08793,Tiger Woods,15.72,660.24,-697.41,684.00
2,0,01810,Phil Mickelson,7.72,378.17,-427.93,375.52
3,0,06522,Ernie Els,6.84,369.48,-364.73,377.78
4,0,21209,Sergio Garcia,6.19,321.97,-274.60,303.35
5,0,20157,Retief Goosen,6.16,369.72,-278.50,356.12
6,0,02206,David Toms,6.02,331.13,-279.53,278.33
7,0,20766,Padraig Harrington,5.63,276.09,-199.16,233.74
8,0,06567,Vijay Singh,5.53,326.38,-318.76,309.20
9,0,01706,Davis Love III,4.82,221.72,-225.11,175.72
10,0,08635,Colin Montgomerie,4.39,228.24,-192.84,201.57
11,0,10809,Jim Furyk,4.18,204.91,-194.64,189.60
12,0,06251,Chris DiMarco,4.18,242.45,-212.43,212.99
13,0,01968,Nick Price,4.14,169.82,-161.20,182.61
14,0,20848,Ángel Cabrera,3.70,166.53,-144.42,164.54
15,0,09011,David Duval,3.68,169.29,-231.90,74.06
16,0,01666,Bernhard Langer,3.58,179.05,-173.15,112.87
17,0,10860,Justin Leonard,3.51,199.96,-163.96,209.09
18,0,20400,Michael Campbell,3.48,180.85,-187.38,198.50
19,0,02020,Eduardo Romero,3.47,138.64,-75.22,151.82
20,0,21961,Charles Howell III,3.46,211.05,-86.86,198.63
21,0,23614,Rich Beem,3.42,215.72,-57.89,244.10
22,0,01527,Scott Hoch,3.40,156.60,-172.11,115.61
23,0,19825,Darren Clarke,3.38,179.09,-240.15,137.69
24,0,01320,Bob Estes,3.35,174.08,-146.92,129.43
25,0,10885,Robert Allenby,3.33,203.27,-201.21,172.59
26,0,01797,Rocco Mediate,3.30,145.24,-150.84,152.10
27,0,08075,Jerry Kelly,3.20,194.91,-125.66,222.56
28,0,01945,Kenny Perry,3.11,161.88,-133.90,154.56
29,0,12680,Shigeki Maruyama,3.03,160.72,-120.21,174.83
30,0,10585,Scott McCarron,2.81,148.95,-130.98,160.25
31,0,01920,Craig Parry,2.79,159.08,-73.23,175.53
32,0,20098,Stuart Appleby,2.74,169.60,-125.31,146.51
33,0,02239,Scott Verplank,2.73,142.16,-187.33,100.95
