RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
1,0,23135,Tim Clark,10.58,189,20
2,0,21209,Sergio Garcia,9.48,211,20
3,0,24024,Zach Johnson,9.24,238,22
4,0,23497,Tag Ridings,9.20,163,15
5,0,26882,Michael Sim,8.53,211,18
6,0,19803,Ryan Armour,8.36,371,31
7,0,20572,Rod Pampling,7.81,320,25
8,0,06197,Michael Allen,7.79,244,19
9,0,20433,Mark Hensby,7.72,246,19
10,0,06522,Ernie Els,7.69,169,13
11,0,12510,Chad Campbell,7.67,287,22
12,0,21949,Joe Ogilvie,7.47,308,23
13,0,27770,Camilo Villegas,7.39,284,21
14,0,08793,Tiger Woods,7.30,178,13
15,0,20160,Charlie Wi,7.24,359,26
16,0,10213,Dicky Pride,7.23,249,18
17,0,27963,Chris Stroud,7.17,223,16
18,0,24358,Robert Garrigus,7.14,350,25
19,0,27060,John Mallinger,7.08,325,23
20,0,24925,Jonathan Byrd,7.02,228,16
20,0,01161,Mark Calcavecchia,7.02,242,17
20,0,23638,Brendon de Jonge,7.02,242,17
23,0,20691,Greg Owen,6.93,274,19
24,0,25190,Jeff Quinney,6.90,377,26
25,0,12660,Jesper Parnevik,6.89,334,23
26,0,21528,Henrik Stenson,6.87,131,9
27,0,23983,Luke Donald,6.86,204,14
28,0,01941,Tom Pernice Jr.,6.81,323,22
29,0,20498,Briny Baird,6.78,487,33
30,0,01142,Bart Bryant,6.75,311,21
31,0,01948,Tim Petrovic,6.72,372,25
32,0,20766,Padraig Harrington,6.67,150,10
33,0,11032,Frank Lickliter II,6.65,331,22
34,0,24490,George McNeill,6.60,303,20
35,0,10860,Justin Leonard,6.59,334,22
36,0,23349,Charles Warren,6.58,395,26
37,0,21961,Charles Howell III,6.53,291,19
38,0,25396,Kevin Na,6.51,292,19
39,0,06595,Kevin Sutherland,6.48,324,21
40,0,19846,Brian Gay,6.46,356,23
41,0,20105,Jeff Gove,6.41,421,27
42,0,20628,Arron Oberholser,6.40,203,13
42,0,08375,Paul Stankowski,6.40,172,11
44,0,20850,Daniel Chopra,6.34,347,22
45,0,08075,Jerry Kelly,6.27,303,19
46,0,21753,Brian Davis,6.25,352,22
46,0,23718,Nathan Green,6.25,320,20
48,0,12680,Shigeki Maruyama,6.23,289,18
49,0,26360,Bubba Dickerson,6.21,145,9
50,0,10885,Robert Allenby,6.19,323,20
51,0,01388,Robert Gamez,6.18,275,17
52,0,01024,Billy Andrade,6.17,324,20
52,0,23621,Rory Sabbatini,6.17,227,14
54,0,22621,Ben Curtis,6.15,244,15
54,0,24361,Pat Perez,6.15,244,15
54,0,23325,Vaughn Taylor,6.15,260,16
57,0,22212,Craig Lile,6.14,293,18
58,0,24290,D.J. Brigman,6.11,229,14
58,0,08537,J.P. Hayes,6.11,311,19
60,0,24980,Scott Gutschewski,6.09,230,14
61,0,06527,Steve Stricker,6.05,248,15
62,0,26596,Ryan Moore,6.02,299,18
63,0,24357,K.J. Choi,5.98,301,18
64,0,22293,Heath Slocum,5.97,352,21
65,0,06373,José María Olazábal,5.93,135,8
66,0,01157,Tom Byrum,5.91,186,11
67,0,21350,Ryuji Imada,5.87,341,20
68,0,11123,Chris Couch,5.86,290,17
69,0,20229,Stewart Cink,5.82,292,17
70,0,08931,Glen Day,5.81,310,18
70,0,20104,Ken Duke,5.81,344,20
72,0,12652,Cameron Beckman,5.80,362,21
73,0,02206,David Toms,5.78,225,13
74,0,24449,Parker McLachlin,5.76,295,17
74,0,02239,Scott Verplank,5.76,191,11
76,0,01035,Tommy Armour III,5.74,296,17
76,0,01577,Lee Janzen,5.74,209,12
78,0,22371,Aaron Baddeley,5.73,227,13
79,0,28486,Michael Putnam,5.67,353,20
80,0,20623,Gavin Coles,5.61,321,18
81,0,24912,Will MacKenzie,5.58,394,22
82,0,10733,Kent Jones,5.56,360,20
82,0,12602,Dean Wilson,5.56,288,16
84,0,22046,Geoff Ogilvy,5.51,254,14
85,0,24507,Jason Bohn,5.48,219,12
85,0,23322,Brett Wetterich,5.48,292,16
87,0,07363,Craig Bowden,5.45,257,14
87,0,01320,Bob Estes,5.45,312,17
87,0,06643,Paul Goydos,5.45,165,9
90,0,20574,Mathew Goggin,5.44,423,23
91,0,27120,Troy Matteson,5.42,295,16
92,0,10117,Bob Heintz,5.41,259,14
93,0,27702,Matt Hendrix,5.37,205,11
94,0,01928,Corey Pavin,5.36,280,15
95,0,25686,Jason Dufner,5.35,355,19
96,0,24140,Sean O'Hair,5.28,341,18
97,0,01249,John Daly,5.26,190,10
97,0,20378,Mathias Grönberg,5.26,361,19
97,0,01724,Jeff Maggert,5.26,304,16
97,0,01797,Rocco Mediate,5.26,228,12
101,0,06621,Joe Durant,5.25,305,16
102,0,02101,Joey Sindelar,5.24,286,15
103,0,01706,Davis Love III,5.22,230,12
104,0,28475,Jeff Overton,5.21,211,11
104,0,26951,Johnson Wagner,5.21,365,19
106,0,23623,Bo Van Pelt,5.18,367,19
107,0,07547,Craig Kanada,5.16,368,19
108,0,26679,Kevin Stadler,5.15,330,17
109,0,20634,Peter Lonard,5.14,292,15
110,0,23613,Rich Barcelo,5.13,273,14
110,0,24781,Hunter Mahan,5.13,312,16
112,0,20859,Anders Hansen,5.11,137,7
113,0,08881,Tripp Isenhour,5.09,275,14
114,0,21878,Mark Wilson,5.07,335,17
115,0,21731,Freddie Jacobson,5.06,257,13
116,0,20127,Chris Riley,5.03,179,9
117,0,01677,Tom Lehman,5.02,219,11
118,0,23933,Michael Boyd,4.98,221,11
119,0,25804,Bubba Watson,4.96,242,12
120,0,01381,Fred Funk,4.95,202,10
121,0,08123,Jeff Brehaut,4.93,203,10
122,0,27649,Brandt Snedeker,4.92,325,16
123,0,22378,Trevor Immelman,4.88,246,12
124,0,01945,Kenny Perry,4.78,314,15
125,0,20098,Stuart Appleby,4.76,231,11
125,0,21806,Paul Gow,4.76,231,11
127,0,22405,Justin Rose,4.73,148,7
128,0,23048,Eric Axley,4.72,360,17
128,0,29718,Anthony Kim,4.72,318,15
130,0,25345,Carl Pettersson,4.71,340,16
131,0,20645,John Senden,4.70,404,19
132,0,10809,Jim Furyk,4.68,278,13
133,0,21646,David Branshaw,4.67,300,14
134,0,21805,Harrison Frazar,4.63,259,12
135,0,06515,Shaun Micheel,4.62,303,14
136,0,25900,Lucas Glover,4.60,326,15
137,0,26881,Jarrod Lyle,4.59,283,13
138,0,21633,Steve Allan,4.58,240,11
138,0,27141,J.B. Holmes,4.58,262,12
140,0,02036,Jim Rutledge,4.55,242,11
141,0,07867,Woody Austin,4.53,309,14
142,0,21470,Daisuke Maruyama,4.50,311,14
143,0,12705,Cliff Kresge,4.47,403,18
144,0,23614,Rich Beem,4.46,269,12
145,0,01707,Steve Lowery,4.43,271,12
146,0,25273,Andrew Buckle,4.40,273,12
146,0,23800,Bryce Molder,4.40,182,8
148,0,22892,Jason Gore,4.36,321,14
149,0,23320,Ryan Palmer,4.35,299,13
150,0,20382,Stephen Leaney,4.29,350,15
151,0,07457,Steve Flesch,4.27,328,14
152,0,02104,Jeff Sluman,4.22,166,7
153,0,06034,Marco Dawson,4.20,238,10
153,0,01313,Steve Elkington,4.20,286,12
153,0,27933,John Merrick,4.20,381,16
156,0,12195,Tom Johnson,4.18,263,11
156,0,25892,Steve Wheatcroft,4.18,239,10
158,0,20472,Alex Cejka,4.10,268,11
158,0,02246,Duffy Waldorf,4.10,244,10
160,0,28158,Steve Marino,4.05,370,15
161,0,02223,Bob Tway,4.02,348,14
162,0,22913,John Rollins,4.00,325,13
162,0,26289,Boo Weekley,4.00,300,12
164,0,06251,Chris DiMarco,3.98,226,9
165,0,24924,Bill Haas,3.90,333,13
165,0,12782,Tim Herron,3.90,359,14
167,0,21959,Ted Purdy,3.85,364,14
168,0,06567,Vijay Singh,3.82,288,11
169,0,22806,Doug LaBelle II,3.81,394,15
170,0,02214,Kirk Triplett,3.80,263,10
171,0,22295,Darron Stiles,3.66,191,7
172,0,12714,Chris Tidland,3.64,247,9
173,0,19824,Craig Barlow,3.63,193,7
174,0,23788,D.J. Trahan,3.62,359,13
175,0,01132,Mark Brooks,3.57,168,6
176,0,07749,Brett Quigley,3.56,253,9
177,0,07223,Brian Bateman,3.51,171,6
178,0,01766,Billy Mayfair,3.50,343,12
179,0,19972,José Coceres,3.38,148,5
179,0,26420,Richard Johnson,3.38,355,12
181,0,12716,Charley Hoffman,3.37,326,11
182,0,20157,Retief Goosen,3.28,122,4
183,0,24457,Jaco Van Zyl,3.24,185,6
184,0,27095,Nick Watney,3.23,310,10
185,0,24502,Adam Scott,3.21,218,7
186,0,10423,Mike Weir,3.15,222,7
187,0,06004,Stephen Ames,3.11,257,8
188,0,22348,Nick O'Hern,3.09,194,6
189,0,23108,Matt Kuchar,2.94,272,8
190,0,23353,J.J. Henry,2.88,313,9
191,0,29476,Kyle Reifers,2.39,251,6
192,0,21660,Jason Schultz,2.24,223,5
193,0,24138,Ian Poulter,2.22,135,3
194,0,10425,Jay Williamson,2.21,181,4
195,0,01810,Phil Mickelson,2.08,192,4
196,0,01473,Todd Hamilton,.94,212,2
