RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
131,0,29970,Dylan Frittelli,37' 2",45441.750,1222,1 Under
131,0,39971,Sungjae Im,37' 2",66323.667,1784,2 Under
131,0,25572,Graeme McDowell,37' 2",33247.667,894,Under
131,0,48081,Xander Schauffele,37' 2",34978.083,941,1 Under
136,0,46523,Joey Garber,37' 3",28638.750,768,Under
137,0,27129,Luke List,37' 4",36637.083,981,Under
137,0,39546,Keith Mitchell,37' 4",40620.583,1087,1 Under
137,0,27649,Brandt Snedeker,37' 4",53541.833,1434,1 Under
137,0,25493,Nick Taylor,37' 4",57382.167,1538,1 Under
141,0,37455,Si Woo Kim,37' 5",39232.583,1049,1 Under
141,0,49964,Aaron Wise,37' 5",35918.250,961,1 Under
143,0,32816,Satoshi Kodaira,37' 6",33943.000,906,Over
143,0,32058,José de Jesús Rodríguez,37' 6",32778.833,874,Under
143,0,27963,Chris Stroud,37' 6",34832.417,929,Over
146,0,35376,Roberto Díaz,37' 7",34234.917,910,Under
146,0,29974,Branden Grace,37' 7",30228.667,804,Under
146,0,29484,Peter Uihlein,37' 7",39008.833,1038,Under
149,0,39975,Michael Kim,37' 8",30240.333,803,1 Over
150,0,26499,Rafa Cabrera Bello,37' 9",32268.917,854,Under
150,0,34360,Patrick Reed,37' 9",49326.833,1306,1 Under
152,0,24781,Hunter Mahan,37' 10",31525.917,834,Under
152,0,34046,Jordan Spieth,37' 10",44402.000,1173,1 Under
154,0,36852,Jim Knous,37' 11",26471.333,698,Under
154,0,35879,Kelly Kraft,37' 11",44059.000,1162,Over
154,0,32333,Kevin Tway,37' 11",45456.750,1200,1 Under
157,0,26951,Johnson Wagner,38' 0",32018.917,843,1 Under
158,0,36699,Patrick Rodgers,38' 1",30514.667,801,Under
159,0,52372,Cameron Champ,38' 3",46429.417,1215,Under
159,0,21961,Charles Howell III,38' 3",50002.583,1307,1 Under
159,0,25396,Kevin Na,38' 3",29925.417,783,Under
162,0,34306,John Chin,38' 4",25853.083,674,Even
162,0,06522,Ernie Els,38' 4",20528.417,535,Over
162,0,21731,Freddie Jacobson,38' 4",27356.333,713,Over
162,0,46501,Ollie Schniederjans,38' 4",41621.667,1086,Under
166,0,35506,Mackenzie Hughes,38' 5",45440.333,1182,Under
166,0,20572,Rod Pampling,38' 5",28146.833,732,Over
168,0,30978,Kiradech Aphibarnrat,38' 6",30643.000,796,Under
168,0,34099,Harris English,38' 6",53943.083,1400,1 Under
168,0,30191,Julián Etulain,38' 6",35151.083,913,Under
168,0,37380,Curtis Luck,38' 6",29962.917,778,Under
172,0,27958,Ryan Blaum,38' 7",49354.583,1280,1 Under
172,0,47504,Sam Burns,38' 7",46719.833,1211,Under
174,0,28259,Sangmoon Bae,38' 8",27625.083,714,Under
174,0,24924,Bill Haas,38' 8",42196.083,1091,Under
174,0,26300,Matt Jones,38' 8",45617.583,1180,1 Under
177,0,22371,Aaron Baddeley,38' 9",28942.000,747,Under
177,0,40009,Dominic Bozzelli,38' 9",33824.000,873,1 Under
177,0,39324,J.J. Spaun,38' 9",44269.083,1143,1 Under
180,0,28252,Seamus Power,38' 11",42644.000,1096,Under
181,0,36799,Stephan Jaeger,39' 1",39628.667,1015,1 Under
181,0,27349,Alex Noren,39' 1",29888.167,765,Under
183,0,51766,Wyndham Clark,39' 2",50703.333,1294,1 Under
184,0,47993,Denny McCarthy,39' 3",48441.750,1233,1 Under
184,0,47856,Seth Reeves,39' 3",36979.333,943,Over
184,0,25804,Bubba Watson,39' 3",34898.500,890,Under
187,0,35461,Beau Hossler,39' 5",47588.583,1208,Under
188,0,35617,Martin Trainer,42' 0",37449.667,891,Over
