RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,TOTAL PURSE AVAILABLE
1,0,34046,Jordan Spieth,6.21,12030465,193650000
2,0,28089,Jason Day,5.89,9403330,159550000
3,0,28237,Rory McIlroy,4.73,4863312,102750000
4,0,25804,Bubba Watson,4.41,6876797,156050000
5,0,21528,Henrik Stenson,3.45,4755070,137750000
6,0,32102,Rickie Fowler,3.40,5773430,169850000
7,0,22405,Justin Rose,3.35,5462677,163150000
8,0,30925,Dustin Johnson,3.27,5509467,168250000
9,0,24039,Prom Meesawat,2.70,189000,7000000
9,0,26435,Angelo Que,2.70,189000,7000000
11,0,24024,Zach Johnson,2.55,4801487,188050000
12,0,33968,Thorbjørn Olesen,2.51,213667,8500000
13,0,10809,Jim Furyk,2.45,3732664,152300000
14,0,25632,Jimmy Walker,2.40,4521350,188250000
15,0,21209,Sergio Garcia,2.11,2670229,126500000
16,0,27141,J.B. Holmes,2.07,4037430,195350000
16,0,33204,Shane Lowry,2.07,2298517,111050000
18,0,36689,Brooks Koepka,2.01,3571900,177650000
18,0,26329,Louis Oosthuizen,2.01,3251174,161600000
20,0,12716,Charley Hoffman,1.96,4041089,206550000
21,0,32839,Hideki Matsuyama,1.94,3758619,193250000
22,0,25364,Paul Casey,1.88,3488311,185250000
23,0,34431,Robert Streb,1.83,3947424,215900000
24,0,27649,Brandt Snedeker,1.80,3698056,205950000
25,0,22540,Anthony Wall,1.76,162107,9200000
26,0,34360,Patrick Reed,1.73,3590566,207350000
27,0,29478,Kevin Kisner,1.70,3567939,209450000
28,0,29974,Branden Grace,1.64,1761660,107150000
29,0,29926,Danny Lee,1.59,3965933,249050000
30,0,24924,Bill Haas,1.58,3064024,193650000
31,0,30926,Chris Kirk,1.53,2369326,154650000
32,0,25818,Scott Piercy,1.50,2780027,184900000
33,0,23108,Matt Kuchar,1.47,2774170,188550000
34,0,01810,Phil Mickelson,1.45,2154200,148950000
35,0,40026,Daniel Berger,1.44,3028901,210400000
35,0,27747,Hiroshi Iwata,1.44,479333,33300000
35,0,26596,Ryan Moore,1.44,2642306,183700000
38,0,46435,Austin Cook,1.43,537648,37500000
39,0,31323,Gary Woodland,1.42,2605083,184000000
40,0,34409,David Lingmerth,1.41,2736378,194000000
40,0,32139,Danny Willett,1.41,1265935,89850000
42,0,33413,Ben Martin,1.40,2717305,194450000
