RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY
1,0,34046,Jordan Spieth,$13030465
2,0,28089,Jason Day,$9938330
3,0,25804,Bubba Watson,$7289297
4,0,32102,Rickie Fowler,$5915930
5,0,22405,Justin Rose,$5605177
6,0,30925,Dustin Johnson,$5509467
7,0,21528,Henrik Stenson,$5155070
8,0,28237,Rory McIlroy,$5113312
9,0,24024,Zach Johnson,$4928154
10,0,25632,Jimmy Walker,$4793350
11,0,27141,J.B. Holmes,$4099930
12,0,12716,Charley Hoffman,$4041089
13,0,29926,Danny Lee,$3965933
14,0,34431,Robert Streb,$3947424
15,0,10809,Jim Furyk,$3932664
16,0,34360,Patrick Reed,$3880566
17,0,32839,Hideki Matsuyama,$3867619
18,0,27649,Brandt Snedeker,$3775556
19,0,36689,Brooks Koepka,$3571900
20,0,29478,Kevin Kisner,$3567939
21,0,25364,Paul Casey,$3488311
22,0,26329,Louis Oosthuizen,$3251174
23,0,23108,Matt Kuchar,$3143337
24,0,24924,Bill Haas,$3119024
25,0,25274,Steven Bowditch,$3075410
26,0,40026,Daniel Berger,$3028901
27,0,25396,Kevin Na,$2820766
28,0,25818,Scott Piercy,$2780027
29,0,34409,David Lingmerth,$2736378
30,0,33413,Ben Martin,$2717305
31,0,31323,Gary Woodland,$2700083
32,0,21209,Sergio Garcia,$2670229
33,0,26596,Ryan Moore,$2642306
34,0,28259,Sangmoon Bae,$2599632
35,0,30926,Chris Kirk,$2475326
36,0,24507,Jason Bohn,$2337580
37,0,34099,Harris English,$2314187
38,0,33204,Shane Lowry,$2298517
39,0,33448,Justin Thomas,$2278564
40,0,33419,Cameron Tringale,$2222164
41,0,34098,Russell Henley,$2185774
42,0,01810,Phil Mickelson,$2154200
43,0,29221,Webb Simpson,$2101260
44,0,29725,Tony Finau,$2095186
45,0,32640,Troy Merritt,$2092669
46,0,29420,Billy Horschel,$2077418
47,0,32448,James Hahn,$2064783
48,0,33141,Keegan Bradley,$2057579
49,0,23320,Ryan Palmer,$2054523
50,0,26300,Matt Jones,$1995553
51,0,33122,Russell Knox,$1916666
52,0,24138,Ian Poulter,$1820587
53,0,26758,David Hearn,$1817043
54,0,30927,Brendon Todd,$1809192
55,0,24781,Hunter Mahan,$1782973
56,0,26851,Marc Leishman,$1762267
57,0,29974,Branden Grace,$1761660
58,0,29518,Brendan Steele,$1759484
59,0,33418,Shawn Stefani,$1757803
60,0,24140,Sean O'Hair,$1737300
61,0,27095,Nick Watney,$1733873
62,0,26289,Boo Weekley,$1689914
63,0,28679,Fabián Gómez,$1651012
64,0,25834,Daniel Summerhays,$1633957
65,0,23621,Rory Sabbatini,$1609534
66,0,23638,Brendon de Jonge,$1594935
67,0,24361,Pat Perez,$1588664
68,0,27644,Brian Harman,$1548352
69,0,27214,Kevin Streelman,$1525774
70,0,28307,Matt Every,$1521816
71,0,27408,Martin Kaymer,$1486378
72,0,08075,Jerry Kelly,$1431607
73,0,20645,John Senden,$1422033
74,0,24502,Adam Scott,$1382365
75,0,21961,Charles Howell III,$1341111
76,0,24490,George McNeill,$1331768
77,0,20766,Padraig Harrington,$1330852
78,0,32366,Kevin Chappell,$1281552
79,0,32139,Danny Willett,$1265935
80,0,01706,Davis Love III,$1263596
81,0,35451,Scott Pinckney,$1259389
82,0,40058,Zac Blair,$1244676
83,0,20472,Alex Cejka,$1227196
84,0,31557,Jim Herman,$1212778
85,0,26331,Charl Schwartzel,$1209528
86,0,34262,Jon Curran,$1199549
87,0,25345,Carl Pettersson,$1186763
88,0,20691,Greg Owen,$1180794
89,0,29476,Kyle Reifers,$1179228
90,0,34265,Will Wilcox,$1168302
91,0,23800,Bryce Molder,$1165547
92,0,29479,Scott Brown,$1161750
93,0,34563,Chesson Hadley,$1135529
94,0,26951,Johnson Wagner,$1131659
95,0,27936,Martin Laird,$1124988
96,0,33461,Morgan Hoffmann,$1111240
97,0,22892,Jason Gore,$1101246
98,0,25493,Nick Taylor,$1072360
99,0,30711,Colt Knost,$1066553
100,0,23353,J.J. Henry,$1046123
101,0,36699,Patrick Rodgers,$1038291
102,0,30944,Jason Kokrak,$1033489
103,0,23135,Tim Clark,$1028139
104,0,23983,Luke Donald,$1026643
105,0,12510,Chad Campbell,$1015707
106,0,25686,Jason Dufner,$1007997
107,0,31202,William McGirt,$1004696
108,0,25198,Francesco Molinari,$997389
109,0,20157,Retief Goosen,$994330
110,0,27436,Graham DeLaet,$988349
111,0,35891,Cameron Smith,$976297
112,0,25892,Steve Wheatcroft,$973024
113,0,33667,Carlos Ortiz,$964137
114,0,34264,Hudson Swafford,$959391
115,0,20396,Lee Westwood,$946628
116,0,25369,Jamie Donaldson,$938664
117,0,33399,Adam Hadwin,$937611
118,0,29720,Andres Gonzales,$925335
119,0,30692,Scott Stallings,$919619
120,0,25572,Graeme McDowell,$893938
121,0,24912,Will MacKenzie,$863563
122,0,21878,Mark Wilson,$851845
123,0,30852,Ryo Ishikawa,$851044
124,0,27770,Camilo Villegas,$848497
125,0,27466,Spencer Levin,$836698
126,0,20104,Ken Duke,$817675
127,0,32334,Charlie Beljan,$782546
128,0,35541,John Peterson,$779509
129,0,35545,Blayne Barber,$768383
130,0,37454,Whee Kim,$755998
131,0,06567,Vijay Singh,$752462
132,0,25720,Chad Collins,$747899
133,0,27963,Chris Stroud,$746814
134,0,02206,David Toms,$742470
135,0,24494,Erik Compton,$731602
136,0,31420,Anirban Lahiri,$712795
137,0,29289,S.Y. Noh,$711609
138,0,27895,Jonas Blixt,$703664
139,0,20229,Stewart Cink,$694655
140,0,35532,Tom Hoge,$690319
141,0,31560,Brian Stuard,$687109
142,0,34174,John Huh,$678556
143,0,28780,Nicholas Thompson,$667185
144,0,21753,Brian Davis,$656534
145,0,22046,Geoff Ogilvy,$653925
146,0,23623,Bo Van Pelt,$643111
147,0,34261,Scott Langley,$638182
148,0,29535,Brice Garnett,$637789
149,0,30946,Alex Prugh,$636373
150,0,08725,Tom Gillis,$634554
151,0,25562,Andres Romero,$617253
152,0,24846,Ricky Barnes,$614455
153,0,32150,Michael Thompson,$599835
154,0,34130,Sung Joon Park,$597103
155,0,29222,Billy Hurley III,$591450
156,0,29223,Sam Saunders,$578571
157,0,22056,Cameron Percy,$575943
158,0,35539,Luke Guthrie,$575150
159,0,28475,Jeff Overton,$561614
160,0,28486,Michael Putnam,$557803
161,0,08793,Tiger Woods,$551098
162,0,46435,Austin Cook,$537648
163,0,06527,Steve Stricker,$535201
164,0,23325,Vaughn Taylor,$533036
165,0,28937,George Coetzee,$532696
166,0,25900,Lucas Glover,$515241
167,0,28300,Joost Luiten,$503398
168,0,31416,Derek Fathauer,$482023
169,0,27747,Hiroshi Iwata,$479333
170,0,30911,Tommy Fleetwood,$465251
171,0,25841,Marc Warren,$461089
172,0,06522,Ernie Els,$453579
173,0,28500,Martin Flores,$449274
174,0,24357,K.J. Choi,$448864
175,0,24925,Jonathan Byrd,$446732
176,0,27064,Jhonattan Vegas,$446345
177,0,22371,Aaron Baddeley,$439925
178,0,29425,Andrew Svoboda,$418963
179,0,21731,Freddie Jacobson,$416259
180,0,27933,John Merrick,$391513
181,0,25240,D.A. Points,$390607
182,0,20848,Ángel Cabrera,$381942
183,0,39977,Max Homa,$380339
184,0,29454,Bernd Wiesberger,$365316
185,0,28339,Victor Dubuisson,$354625
186,0,31646,Emiliano Grillo,$348407
187,0,26476,Chez Reavie,$331623
188,0,37273,Derek Ernst,$320095
189,0,25191,Gonzalo Fernandez-Castaño,$312053
190,0,10860,Justin Leonard,$302925
191,0,23481,Marcel Siem,$298750
192,0,36801,Mark Hubbard,$293980
193,0,20593,Greg Chalmers,$291016
194,0,34256,Andrew Putnam,$282879
195,0,34579,Alexander Levy,$282376
196,0,20376,Stephen Gallacher,$281550
197,0,24956,Mikko Ilonen,$276500
198,0,10885,Robert Allenby,$271887
199,0,30736,Oscar Fraustro,$262475
200,0,34358,Jonathan Randolph,$256066
201,0,24511,Thongchai Jaidee,$255455
202,0,24358,Robert Garrigus,$253699
203,0,30110,Kyle Stanley,$245504
204,0,35314,Andy Sullivan,$242825
205,0,20771,Steven Alker,$236862
206,0,24461,Thomas Aiken,$236350
207,0,30978,Kiradech Aphibarnrat,$229250
208,0,01948,Tim Petrovic,$222551
209,0,22913,John Rollins,$218064
210,0,01945,Kenny Perry,$217390
211,0,33968,Thorbjørn Olesen,$213667
212,0,02106,Chris Smith,$212910
213,0,23541,Ben Crane,$203254
214,0,20572,Rod Pampling,$189055
215,0,24039,Prom Meesawat,$189000
215,0,26435,Angelo Que,$189000
217,0,35300,Andrew Loupe,$183850
218,0,32200,Roberto Castro,$179723
219,0,25349,Tim Wilkinson,$171654
220,0,23048,Eric Axley,$170687
221,0,36326,David Lipsky,$170014
222,0,28132,Tyrone Van Aswegen,$168234
223,0,29484,Peter Uihlein,$165333
224,0,22540,Anthony Wall,$162107
225,0,46501,Ollie Schniederjans,$160107
226,0,29910,Blake Adams,$156939
227,0,28023,Byron Smith,$153930
228,0,29461,Jamie Lovemark,$146138
229,0,10423,Mike Weir,$145300
230,0,19803,Ryan Armour,$144229
231,0,01381,Fred Funk,$141171
232,0,29670,Pablo Larrazabal,$140833
233,0,20098,Stuart Appleby,$138968
234,0,33486,Roger Sloan,$133048
