RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY PER EVENT,TOTAL MONEY
1,0,34046,Jordan Spieth,$481219,12030465
2,0,28089,Jason Day,$470167,9403330
3,0,28237,Rory McIlroy,$405276,4863312
4,0,25804,Bubba Watson,$361937,6876797
5,0,21528,Henrik Stenson,$297192,4755070
6,0,32102,Rickie Fowler,$274925,5773430
7,0,22405,Justin Rose,$273134,5462677
8,0,30925,Dustin Johnson,$262356,5509467
9,0,10809,Jim Furyk,$196456,3732664
10,0,24024,Zach Johnson,$192059,4801487
11,0,24039,Prom Meesawat,$189000,189000
11,0,26435,Angelo Que,$189000,189000
13,0,25632,Jimmy Walker,$188390,4521350
14,0,21209,Sergio Garcia,$178015,2670229
15,0,26329,Louis Oosthuizen,$162559,3251174
16,0,22540,Anthony Wall,$162107,162107
17,0,27141,J.B. Holmes,$161497,4037430
18,0,36689,Brooks Koepka,$155300,3571900
19,0,32839,Hideki Matsuyama,$150345,3758619
20,0,25364,Paul Casey,$145346,3488311
21,0,12716,Charley Hoffman,$144325,4041089
22,0,27649,Brandt Snedeker,$136965,3698056
23,0,34360,Patrick Reed,$132984,3590566
24,0,34431,Robert Streb,$131581,3947424
25,0,24924,Bill Haas,$122561,3064024
26,0,29478,Kevin Kisner,$118931,3567939
27,0,01810,Phil Mickelson,$113379,2154200
28,0,29974,Branden Grace,$113166,1471160
29,0,30926,Chris Kirk,$112825,2369326
30,0,23108,Matt Kuchar,$110967,2774170
31,0,29926,Danny Lee,$110165,3965933
32,0,26596,Ryan Moore,$110096,2642306
33,0,31323,Gary Woodland,$108545,2605083
34,0,25396,Kevin Na,$104473,2820766
35,0,33413,Ben Martin,$100641,2717305
36,0,25818,Scott Piercy,$99287,2780027
37,0,34409,David Lingmerth,$97728,2736378
38,0,40026,Daniel Berger,$97706,3028901
39,0,25274,Steven Bowditch,$96107,3075410
40,0,29221,Webb Simpson,$93012,2046260
41,0,24502,Adam Scott,$92158,1382365
