RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,POTENTIAL MONEY
1,0,34046,Jordan Spieth,34.79,12030465,34580690
2,0,28089,Jason Day,32.78,9403330,28686690
3,0,28237,Rory McIlroy,26.57,4863312,18305000
4,0,25804,Bubba Watson,24.62,6876797,27926690
5,0,21528,Henrik Stenson,19.39,4755070,24518690
6,0,32102,Rickie Fowler,19.06,5773430,30296690
7,0,22405,Justin Rose,18.78,5462677,29090690
8,0,30925,Dustin Johnson,18.28,5509467,30138690
9,0,33968,Thorbjørn Olesen,15.26,213667,1400000
10,0,24039,Prom Meesawat,15.00,189000,1260000
10,0,26435,Angelo Que,15.00,189000,1260000
12,0,24024,Zach Johnson,14.20,4801487,33816690
13,0,10809,Jim Furyk,13.69,3732664,27267690
14,0,25632,Jimmy Walker,13.41,4521350,33722690
15,0,21209,Sergio Garcia,11.87,2670229,22493690
16,0,33204,Shane Lowry,11.66,2298517,19712690
17,0,27141,J.B. Holmes,11.54,4037430,35000690
18,0,26329,Louis Oosthuizen,11.28,3251174,28811690
19,0,36689,Brooks Koepka,11.22,3571900,31830690
20,0,12716,Charley Hoffman,10.88,4041089,37146690
21,0,32839,Hideki Matsuyama,10.86,3758619,34622690
22,0,25364,Paul Casey,10.51,3488311,33198690
23,0,34431,Robert Streb,10.14,3947424,38924690
24,0,27649,Brandt Snedeker,10.05,3698056,36794690
25,0,34360,Patrick Reed,9.66,3590566,37160690
26,0,29478,Kevin Kisner,9.45,3567939,37744690
27,0,29974,Branden Grace,9.20,1761660,19140690
28,0,22540,Anthony Wall,9.03,162107,1794690
29,0,24924,Bill Haas,8.86,3064024,34580690
30,0,29926,Danny Lee,8.84,3965933,44872690
31,0,30926,Chris Kirk,8.57,2369326,27631000
32,0,25818,Scott Piercy,8.35,2780027,33282000
33,0,23108,Matt Kuchar,8.18,2774170,33906690
34,0,01810,Phil Mickelson,8.05,2154200,26759690
35,0,26596,Ryan Moore,8.03,2642306,32903690
36,0,27747,Hiroshi Iwata,7.99,479333,6002690
37,0,40026,Daniel Berger,7.97,3028901,38010690
37,0,46435,Austin Cook,7.97,537648,6750000
39,0,31323,Gary Woodland,7.93,2605083,32843690
40,0,32139,Danny Willett,7.90,1265935,16026690
41,0,34409,David Lingmerth,7.83,2736378,34963690
42,0,33413,Ben Martin,7.75,2717305,35063690
43,0,25274,Steven Bowditch,7.64,3075410,40234690
44,0,25396,Kevin Na,7.63,2820766,36974690
45,0,32876,Martin Piller,7.50,47250,630000
46,0,20433,Mark Hensby,7.34,122938,1674000
47,0,24507,Jason Bohn,7.24,2337580,32301000
48,0,23135,Tim Clark,6.92,1028139,14861000
49,0,31646,Emiliano Grillo,6.86,348407,5076000
50,0,28259,Sangmoon Bae,6.76,2599632,38480000
50,0,29221,Webb Simpson,6.76,2046260,30255690
52,0,01381,Fred Funk,6.70,141171,2106000
53,0,34265,Will Wilcox,6.69,1168302,17469000
54,0,23320,Ryan Palmer,6.42,1974523,30737690
54,0,33870,Ashun Wu,6.42,89833,1400000
56,0,33448,Justin Thomas,6.41,2278564,35541000
57,0,34098,Russell Henley,6.37,2110774,33137690
58,0,24502,Adam Scott,6.23,1382365,22205690
59,0,26289,Boo Weekley,6.21,1689914,27234000
60,0,26300,Matt Jones,6.18,1995553,32283690
61,0,24138,Ian Poulter,6.16,1690587,27443690
61,0,35891,Cameron Smith,6.16,976297,15858000
63,0,29518,Brendan Steele,6.08,1759484,28935000
64,0,32640,Troy Merritt,5.96,2092669,35131000
65,0,01706,Davis Love III,5.88,1263596,21492000
66,0,32448,James Hahn,5.80,2064783,35611690
67,0,26851,Marc Leishman,5.71,1762267,30850690
