RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
1,0,23983,Luke Donald,66.39,79,119,+24.00
2,0,25345,Carl Pettersson,62.94,107,170,+43.00
3,0,24361,Pat Perez,61.97,88,142,+21.00
4,0,23135,Tim Clark,61.59,93,151,+30.00
5,0,25720,Chad Collins,60.43,84,139,+40.00
6,0,20498,Briny Baird,60.00,81,135,+24.00
7,0,22378,Trevor Immelman,59.77,52,87,+26.00
8,0,10423,Mike Weir,59.48,69,116,+37.00
9,0,19846,Brian Gay,59.26,96,162,+54.00
10,0,27649,Brandt Snedeker,59.18,87,147,+44.00
11,0,24357,K.J. Choi,59.06,75,127,+43.00
12,0,23621,Rory Sabbatini,58.94,89,151,+48.00
13,0,22405,Justin Rose,58.78,87,148,+29.00
14,0,26300,Matt Jones,58.68,98,167,+40.00
15,0,20160,Charlie Wi,58.27,81,139,+38.00
16,0,21350,Ryuji Imada,57.94,73,126,+41.00
16,0,21878,Mark Wilson,57.94,62,107,+25.00
18,0,28620,Aron Price,57.61,53,92,+26.00
19,0,20593,Greg Chalmers,57.53,84,146,+43.00
20,0,22046,Geoff Ogilvy,57.28,59,103,+38.00
21,0,06004,Stephen Ames,57.26,67,117,+33.00
22,0,23718,Nathan Green,57.23,95,166,+50.00
23,0,20127,Chris Riley,56.86,58,102,+28.00
24,0,24024,Zach Johnson,56.29,85,151,+43.00
25,0,01945,Kenny Perry,56.25,54,96,+17.00
26,0,23108,Matt Kuchar,56.20,77,137,+34.00
27,0,06595,Kevin Sutherland,55.77,58,104,+32.00
28,0,10885,Robert Allenby,55.56,80,144,+44.00
29,0,20378,Mathias Grönberg,55.17,48,87,+34.00
30,0,29221,Webb Simpson,55.06,87,158,+53.00
31,0,10425,Jay Williamson,55.00,55,100,+41.00
32,0,22621,Ben Curtis,54.87,62,113,+38.00
33,0,06527,Steve Stricker,54.84,68,124,+37.00
34,0,22371,Aaron Baddeley,54.82,91,166,+38.00
35,0,28089,Jason Day,54.81,74,135,+37.00
35,0,25396,Kevin Na,54.81,74,135,+40.00
37,0,23623,Bo Van Pelt,54.74,104,190,+48.00
38,0,24138,Ian Poulter,54.63,59,108,+42.00
39,0,25900,Lucas Glover,54.62,71,130,+32.00
39,0,20157,Retief Goosen,54.62,65,119,+33.00
41,0,20645,John Senden,54.40,68,125,+25.00
42,0,24846,Ricky Barnes,54.34,94,173,+51.00
43,0,01941,Tom Pernice Jr.,54.32,44,81,+26.00
44,0,08537,J.P. Hayes,54.26,70,129,+36.00
45,0,21753,Brian Davis,54.21,103,190,+68.00
46,0,23800,Bryce Molder,54.01,74,137,+46.00
47,0,24925,Jonathan Byrd,53.85,63,117,+37.00
48,0,20766,Padraig Harrington,53.70,58,108,+29.00
49,0,01810,Phil Mickelson,53.62,74,138,+33.00
