RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF BIRDIE OR BETTER,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
1,0,09011,David Duval,72.73,40,55,-45,+4.00
2,0,08123,Jeff Brehaut,72.13,44,61,-48,-5.00
3,0,23800,Bryce Molder,71.79,28,39,-29,-3.00
4,0,01249,John Daly,70.83,34,48,-39,+4.00
5,0,06373,José María Olazábal,70.37,19,27,-19,-14.00
6,0,02206,David Toms,70.13,54,77,-60,-21.00
7,0,10809,Jim Furyk,69.77,30,43,-31,-14.00
8,0,02246,Duffy Waldorf,69.09,38,55,-39,-18.00
9,0,12680,Shigeki Maruyama,68.89,31,45,-34,-15.00
10,0,07749,Brett Quigley,68.57,48,70,-50,E
11,0,06613,Tommy Tolles,68.18,30,44,-32,-2.00
12,0,08793,Tiger Woods,67.74,42,62,-43,+1.00
13,0,20593,Greg Chalmers,66.67,36,54,-40,-2.00
13,0,20157,Retief Goosen,66.67,32,48,-36,-9.00
13,0,02133,Craig Stadler,66.67,26,39,-29,-4.00
16,0,24925,Jonathan Byrd,66.27,55,83,-59,-17.00
17,0,12510,Chad Campbell,66.15,43,65,-44,-22.00
18,0,19824,Craig Barlow,65.85,27,41,-27,-3.00
19,0,19881,Robert Damron,65.15,43,66,-46,-10.00
20,0,01219,John Cook,64.86,24,37,-26,-8.00
21,0,02104,Jeff Sluman,64.79,46,71,-48,-7.00
22,0,01938,David Peoples,64.41,38,59,-42,-20.00
23,0,10585,Scott McCarron,64.38,47,73,-49,E
24,0,01175,Jim Carter,64.29,27,42,-27,-19.00
24,0,02002,John Riegger,64.29,36,56,-37,-22.00
26,0,01887,Mark O'Meara,64.00,16,25,-17,-6.00
27,0,01948,Tim Petrovic,63.93,39,61,-41,-12.00
28,0,10201,Matt Gogel,63.89,23,36,-24,-5.00
29,0,21633,Steve Allan,63.75,51,80,-55,+9.00
29,0,08375,Paul Stankowski,63.75,51,80,-55,-5.00
31,0,01475,Donnie Hammond,63.64,21,33,-21,-8.00
31,0,01706,Davis Love III,63.64,49,77,-57,-6.00
33,0,10912,Craig Perks,63.41,26,41,-29,+2.00
34,0,01797,Rocco Mediate,63.27,31,49,-36,-10.00
35,0,01666,Bernhard Langer,62.96,17,27,-17,-2.00
36,0,08535,Gary Nicklaus,62.86,22,35,-22,+7.00
37,0,12782,Tim Herron,62.71,37,59,-41,-18.00
38,0,19846,Brian Gay,62.50,30,48,-32,-39.00
38,0,01766,Billy Mayfair,62.50,35,56,-37,-5.00
40,0,22913,John Rollins,62.37,58,93,-61,-15.00
41,0,20498,Briny Baird,62.32,43,69,-46,-12.00
42,0,20029,Notah Begay III,62.16,46,74,-48,-9.00
43,0,20098,Stuart Appleby,62.07,54,87,-55,-1.00
43,0,01307,Joel Edwards,62.07,36,58,-39,-25.00
45,0,02239,Scott Verplank,62.00,31,50,-33,-12.00
46,0,07867,Woody Austin,61.84,47,76,-47,-10.00
47,0,01381,Fred Funk,61.82,34,55,-38,-27.00
47,0,10425,Jay Williamson,61.82,34,55,-36,-13.00
49,0,10423,Mike Weir,61.76,42,68,-43,E
50,0,10117,Bob Heintz,61.54,24,39,-27,-14.00
51,0,11032,Frank Lickliter II,61.43,43,70,-45,+6.00
52,0,06567,Vijay Singh,61.29,57,93,-62,-9.00
53,0,01042,Paul Azinger,60.98,25,41,-26,-4.00
54,0,01142,Bart Bryant,60.78,31,51,-32,-7.00
55,0,10565,Ian Leggatt,60.61,40,66,-43,-14.00
56,0,01226,Fred Couples,60.42,29,48,-30,-4.00
57,0,06004,Stephen Ames,60.00,30,50,-31,-10.00
57,0,07721,Pat Bates,60.00,30,50,-30,-17.00
57,0,01378,David Frost,60.00,24,40,-24,-18.00
57,0,22046,Geoff Ogilvy,60.00,39,65,-41,-9.00
57,0,20572,Rod Pampling,60.00,42,70,-44,-8.00
57,0,20436,Garrett Willis,60.00,36,60,-39,E
57,0,02322,Richard Zokol,60.00,15,25,-15,+1.00
64,0,06515,Shaun Micheel,59.74,46,77,-48,-18.00
65,0,08075,Jerry Kelly,59.68,37,62,-39,-5.00
66,0,21209,Sergio Garcia,59.65,34,57,-39,E
66,0,01920,Craig Parry,59.65,34,57,-36,-15.00
68,0,12652,Cameron Beckman,59.62,31,52,-31,-13.00
68,0,12826,Paul Claxton,59.62,31,52,-32,-5.00
70,0,07223,Brian Bateman,59.46,44,74,-46,-2.00
71,0,12645,Brent Geiberger,59.09,39,66,-42,+1.00
72,0,01707,Steve Lowery,58.82,40,68,-43,-7.00
72,0,01771,Blaine McCallister,58.82,20,34,-20,-17.00
72,0,12660,Jesper Parnevik,58.82,30,51,-33,+10.00
75,0,23125,Brad Elder,58.70,27,46,-30,-7.00
76,0,01024,Billy Andrade,58.54,48,82,-50,-10.00
76,0,20095,Carl Paulson,58.54,48,82,-49,E
78,0,01161,Mark Calcavecchia,58.33,35,60,-37,-4.00
78,0,20634,Peter Lonard,58.33,42,72,-46,-11.00
80,0,06251,Chris DiMarco,58.21,39,67,-42,-16.00
80,0,01577,Lee Janzen,58.21,39,67,-41,E
82,0,02214,Kirk Triplett,58.14,25,43,-26,-8.00
83,0,01527,Scott Hoch,57.89,22,38,-23,-2.00
83,0,01945,Kenny Perry,57.89,55,95,-58,-8.00
85,0,21961,Charles Howell III,57.80,63,109,-67,-1.00
86,0,10885,Robert Allenby,57.73,56,97,-60,-2.00
87,0,06197,Michael Allen,57.69,30,52,-32,-12.00
88,0,06809,Bob Burns,57.50,23,40,-24,-16.00
89,0,02245,Grant Waite,57.14,48,84,-51,+1.00
90,0,20502,Michael Long,56.90,33,58,-35,-10.00
90,0,06350,Bob May,56.90,33,58,-38,-11.00
90,0,12663,Phil Tataurangi,56.90,33,58,-37,-10.00
93,0,26289,Boo Weekley,56.86,29,51,-32,+2.00
94,0,06617,Brian Henninger,56.82,25,44,-25,-2.00
95,0,01810,Phil Mickelson,56.70,55,97,-59,-4.00
96,0,24361,Pat Perez,56.67,34,60,-38,-7.00
97,0,06522,Ernie Els,56.60,30,53,-31,E
97,0,08881,Tripp Isenhour,56.60,30,53,-32,-7.00
99,0,23135,Tim Clark,56.52,26,46,-27,-20.00
99,0,19972,José Coceres,56.52,13,23,-13,+6.00
99,0,02099,Scott Simpson,56.52,13,23,-13,-16.00
102,0,23623,Bo Van Pelt,56.38,53,94,-55,-2.00
103,0,23338,David Gossett,56.34,40,71,-40,E
104,0,24937,Jess Daley,56.14,32,57,-35,-5.00
105,0,10457,Frank Nobilo,56.00,42,75,-43,-5.00
106,0,20663,Brenden Pappas,55.77,29,52,-33,+2.00
