RANK,MOVEMENT,PLAYER_ID,PLAYER,STROKE DIFFERENTIAL,PLAYER'S SCORE,FIELD AVERAGE SCORE
1,0,01876,Greg Norman,+2.50,70.00,72.50
2,0,02100,Tim Simpson,+1.68,70.17,71.85
3,0,01042,Paul Azinger,+1.64,70.40,72.04
3,0,01823,Larry Mize,+1.64,69.99,71.63
5,0,01633,Tom Kite,+1.58,70.47,72.05
6,0,01690,Bruce Lietzke,+1.50,70.63,72.13
7,0,01559,Hale Irwin,+1.47,70.79,72.26
8,0,01226,Fred Couples,+1.44,71.13,72.57
9,0,01161,Mark Calcavecchia,+1.43,70.76,72.19
9,0,01569,Peter Jacobsen,+1.43,70.68,72.11
11,0,02256,Tom Watson,+1.35,71.59,72.94
12,0,02146,Payne Stewart,+1.33,70.78,72.11
13,0,02159,Curtis Strange,+1.29,71.06,72.35
14,0,01887,Mark O'Meara,+1.27,70.81,72.08
15,0,01968,Nick Price,+1.26,70.68,71.94
16,0,01049,Ian Baker-Finch,+1.22,70.65,71.87
16,0,01599,Steve Jones,+1.22,70.81,72.03
18,0,02049,Gene Sauers,+1.20,70.66,71.86
19,0,01928,Corey Pavin,+1.18,70.82,72.00
20,0,01766,Billy Mayfair,+1.14,70.29,71.43
21,0,02242,Lanny Wadkins,+1.11,71.21,72.32
22,0,02010,Loren Roberts,+1.07,70.79,71.86
23,0,01313,Steve Elkington,+1.04,70.76,71.80
24,0,01996,Mike Reid,+1.02,71.14,72.16
25,0,01527,Scott Hoch,+1.00,71.07,72.07
25,0,02186,Brian Tennyson,+1.00,70.90,71.90
27,0,01024,Billy Andrade,+.97,70.97,71.94
28,0,01837,Gil Morgan,+.95,70.81,71.76
29,0,01926,Steve Pate,+.93,71.10,72.03
30,0,01219,John Cook,+.92,70.88,71.80
31,0,02133,Craig Stadler,+.91,71.40,72.31
32,0,01355,Raymond Floyd,+.90,72.00,72.90
33,0,01945,Kenny Perry,+.86,71.47,72.33
34,0,02170,Hal Sutton,+.83,71.25,72.08
35,0,01133,Billy Ray Brown,+.81,71.23,72.04
35,0,01378,David Frost,+.81,71.31,72.12
35,0,01435,Wayne Grady,+.81,71.65,72.46
38,0,01060,Dave Barr,+.79,71.21,72.00
38,0,01706,Davis Love III,+.79,71.38,72.17
40,0,01943,Chris Perry,+.78,71.25,72.03
41,0,01938,David Peoples,+.76,71.07,71.83
42,0,01072,Chip Beck,+.75,71.71,72.46
42,0,01098,Jay Don Blake,+.75,71.17,71.92
44,0,01715,Mark Lye,+.74,71.16,71.90
45,0,01725,John Mahaffey,+.71,71.23,71.94
46,0,01235,Ben Crenshaw,+.70,71.44,72.14
46,0,01723,Andrew Magee,+.70,71.31,72.01
48,0,02223,Bob Tway,+.68,71.07,71.75
49,0,01132,Mark Brooks,+.67,71.28,71.95
50,0,01846,Jodie Mudd,+.66,71.14,71.80
51,0,01284,Mike Donald,+.64,71.25,71.89
51,0,01361,Dan Forsman,+.64,71.07,71.71
53,0,02041,Bill Sander,+.62,71.41,72.03
54,0,01203,Russ Cochran,+.61,71.10,71.71
54,0,01510,Nolan Henke,+.61,71.10,71.71
54,0,01975,Tom Purtzer,+.61,71.21,71.82
57,0,01196,Brian Claar,+.60,71.23,71.83
58,0,01261,Jay Delsing,+.54,71.47,72.01
59,0,02148,Ray Stewart,+.52,71.60,72.12
60,0,01682,Wayne Levi,+.51,71.86,72.37
61,0,02241,Bobby Wadkins,+.50,71.43,71.93
62,0,01385,Jim Gallagher Jr.,+.48,71.40,71.88
63,0,01390,Buddy Gardner,+.47,71.40,71.87
63,0,01444,Ken Green,+.47,71.47,71.94
65,0,02104,Jeff Sluman,+.45,71.61,72.06
