RANK,MOVEMENT,PLAYER_ID,PLAYER,AVERAGE BOGEYS PER ROUND,TOTAL BOGEYS,ROUNDS PLAYED
1,0,34046,Jordan Spieth,2.05,160,78
2,0,25364,Paul Casey,2.11,190,90
3,0,12510,Chad Campbell,2.18,211,97
4,0,30925,Dustin Johnson,2.20,154,70
4,0,26476,Chez Reavie,2.20,209,95
6,0,35450,Patrick Cantlay,2.21,106,48
7,0,25900,Lucas Glover,2.23,201,90
7,0,29221,Webb Simpson,2.23,221,99
9,0,32102,Rickie Fowler,2.24,170,76
10,0,32839,Hideki Matsuyama,2.26,172,76
11,0,40058,Zac Blair,2.30,228,99
12,0,29725,Tony Finau,2.32,241,104
12,0,33399,Adam Hadwin,2.32,227,98
12,0,21961,Charles Howell III,2.32,190,82
12,0,23108,Matt Kuchar,2.32,213,92
16,0,46970,Jon Rahm,2.33,193,83
17,0,21209,Sergio Garcia,2.34,145,62
18,0,28500,Martin Flores,2.35,190,81
18,0,24138,Ian Poulter,2.35,160,68
20,0,26329,Louis Oosthuizen,2.37,147,62
20,0,22056,Cameron Percy,2.37,154,65
20,0,33448,Justin Thomas,2.37,187,79
23,0,24361,Pat Perez,2.39,215,90
24,0,24924,Bill Haas,2.40,204,85
24,0,27644,Brian Harman,2.40,240,100
24,0,34174,John Huh,2.40,211,88
27,0,35532,Tom Hoge,2.41,111,46
27,0,26851,Marc Leishman,2.41,217,90
27,0,49771,J.T. Poston,2.41,210,87
30,0,19846,Brian Gay,2.42,189,78
31,0,28252,Seamus Power,2.43,194,80
31,0,25349,Tim Wilkinson,2.43,141,58
33,0,23325,Vaughn Taylor,2.44,205,84
34,0,40026,Daniel Berger,2.45,211,86
34,0,29908,C.T. Pan,2.45,211,86
36,0,29720,Andres Gonzales,2.46,170,69
36,0,34264,Hudson Swafford,2.46,221,90
36,0,47128,Richy Werenski,2.46,182,74
39,0,19803,Ryan Armour,2.47,146,59
39,0,10809,Jim Furyk,2.47,126,51
41,0,33120,Mark Anderson,2.48,129,52
41,0,35545,Blayne Barber,2.48,176,71
41,0,25191,Gonzalo Fernandez-Castaño,2.48,139,56
44,0,20472,Alex Cejka,2.49,192,77
44,0,27936,Martin Laird,2.49,207,83
44,0,22046,Geoff Ogilvy,2.49,179,72
44,0,48081,Xander Schauffele,2.49,229,92
44,0,31323,Gary Woodland,2.49,222,89
49,0,34021,Bud Cauley,2.50,220,88
49,0,25198,Francesco Molinari,2.50,180,72
49,0,27649,Brandt Snedeker,2.50,125,50
49,0,39324,J.J. Spaun,2.50,215,86
53,0,26758,David Hearn,2.51,213,85
53,0,36801,Mark Hubbard,2.51,186,74
55,0,34098,Russell Henley,2.52,244,97
56,0,30926,Chris Kirk,2.53,210,83
56,0,33418,Shawn Stefani,2.53,172,68
58,0,27436,Graham DeLaet,2.54,193,76
58,0,29974,Branden Grace,2.54,160,63
58,0,32448,James Hahn,2.54,244,96
58,0,29461,Jamie Lovemark,2.54,244,96
58,0,28237,Rory McIlroy,2.54,122,48
63,0,30852,Ryo Ishikawa,2.55,143,56
64,0,22371,Aaron Baddeley,2.56,146,57
64,0,33141,Keegan Bradley,2.56,261,102
64,0,20229,Stewart Cink,2.56,238,93
64,0,30110,Kyle Stanley,2.56,256,100
68,0,37454,Whee Kim,2.57,185,72
68,0,25396,Kevin Na,2.57,211,82
70,0,34099,Harris English,2.58,196,76
70,0,27214,Kevin Streelman,2.58,227,88
72,0,34466,Peter Malnati,2.59,220,85
72,0,27095,Nick Watney,2.59,179,69
74,0,27466,Spencer Levin,2.60,221,85
75,0,24357,K.J. Choi,2.61,172,66
75,0,24358,Robert Garrigus,2.61,188,72
75,0,33461,Morgan Hoffmann,2.61,230,88
75,0,34360,Patrick Reed,2.61,261,100
75,0,27963,Chris Stroud,2.61,154,59
80,0,23541,Ben Crane,2.62,207,79
80,0,24502,Adam Scott,2.62,152,58
80,0,25493,Nick Taylor,2.62,249,95
83,0,27958,Ryan Blaum,2.63,252,96
83,0,29479,Scott Brown,2.63,239,91
83,0,23983,Luke Donald,2.63,126,48
83,0,33413,Ben Martin,2.63,208,79
83,0,23621,Rory Sabbatini,2.63,171,65
88,0,24846,Ricky Barnes,2.64,243,92
88,0,26300,Matt Jones,2.64,148,56
88,0,29478,Kevin Kisner,2.64,259,98
88,0,46732,Rick Lamb,2.64,132,50
88,0,22405,Justin Rose,2.64,169,64
93,0,30191,Julián Etulain,2.65,167,63
93,0,23353,J.J. Henry,2.65,228,86
93,0,34409,David Lingmerth,2.65,199,75
93,0,29518,Brendan Steele,2.65,223,84
93,0,26951,Johnson Wagner,2.65,167,63
98,0,01810,Phil Mickelson,2.66,213,80
99,0,27129,Luke List,2.67,262,98
99,0,31202,William McGirt,2.67,222,83
99,0,32333,Kevin Tway,2.67,235,88
99,0,28132,Tyrone Van Aswegen,2.67,259,97
103,0,31557,Jim Herman,2.68,201,75
103,0,32640,Troy Merritt,2.68,204,76
103,0,46501,Ollie Schniederjans,2.68,233,87
103,0,27770,Camilo Villegas,2.68,193,72
107,0,29926,Danny Lee,2.69,239,89
107,0,34431,Robert Streb,2.69,253,94
109,0,24024,Zach Johnson,2.70,208,77
109,0,29289,S.Y. Noh,2.70,235,87
109,0,24140,Sean O'Hair,2.70,227,84
112,0,28420,Ryan Brehm,2.71,209,77
112,0,28679,Fabián Gómez,2.71,160,59
112,0,12716,Charley Hoffman,2.71,293,108
112,0,29420,Billy Horschel,2.71,233,86
112,0,33204,Shane Lowry,2.71,133,49
