RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF ROUNDS
1,0,08993,Franklin Langham,10
2,0,02190,Doug Tewell,9
3,0,01549,Mike Hulbert,8
3,0,20094,Jonathan Kaye,8
3,0,01996,Mike Reid,8
3,0,08793,Tiger Woods,8
7,0,01161,Mark Calcavecchia,7
7,0,06731,Jeff Roth,7
9,0,20593,Greg Chalmers,6
9,0,01282,Trevor Dodds,6
9,0,02146,Payne Stewart,6
9,0,07753,Kevin Wentworth,6
13,0,01035,Tommy Armour III,5
13,0,01042,Paul Azinger,5
13,0,01761,Len Mattiace,5
13,0,20127,Chris Riley,5
13,0,02214,Kirk Triplett,5
18,0,12652,Cameron Beckman,4
18,0,01326,Nick Faldo,4
18,0,06064,Jeff Gallagher,4
18,0,01418,Bill Glasson,4
18,0,06617,Brian Henninger,4
18,0,01707,Steve Lowery,4
18,0,01771,Blaine McCallister,4
18,0,01958,Dan Pohl,4
18,0,10649,Tom Scherrer,4
18,0,02135,Mike Standly,4
18,0,08375,Paul Stankowski,4
18,0,02239,Scott Verplank,4
30,0,24255,Chris Berry,3
30,0,12510,Chad Campbell,3
30,0,01175,Jim Carter,3
30,0,06251,Chris DiMarco,3
30,0,01306,David Edwards,3
30,0,01331,Rick Fehr,3
30,0,07457,Steve Flesch,3
30,0,01361,Dan Forsman,3
30,0,01408,Kelly Gibson,3
30,0,01414,Bob Gilder,3
30,0,06575,Dudley Hart,3
30,0,12716,Charley Hoffman,3
30,0,19958,Miguel Angel Jiménez,3
30,0,11032,Frank Lickliter II,3
30,0,12680,Shigeki Maruyama,3
30,0,01823,Larry Mize,3
30,0,08045,Perry Moss,3
30,0,01871,Mike Nicolette,3
30,0,01938,David Peoples,3
30,0,22019,Victor Schwamkrug,3
50,0,20498,Briny Baird,2
50,0,23542,Tommy Biershenk,2
50,0,01196,Brian Claar,2
50,0,01288,Ed Dougherty,2
50,0,10963,Jimmy Green,2
50,0,01457,Jay Haas,2
50,0,01475,Donnie Hammond,2
50,0,20766,Padraig Harrington,2
50,0,23353,J.J. Henry,2
50,0,01533,P.H. Horgan III,2
50,0,12705,Cliff Kresge,2
50,0,01685,J.L. Lewis,2
50,0,01779,Gary McCord,2
50,0,06595,Kevin Sutherland,2
50,0,21878,Mark Wilson,2
