RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF ROUNDS
1,0,02010,Loren Roberts,17
2,0,10860,Justin Leonard,16
2,0,02206,David Toms,16
4,0,20099,Doug Barron,15
4,0,20029,Notah Begay III,15
6,0,07457,Steve Flesch,14
6,0,06575,Dudley Hart,14
6,0,01941,Tom Pernice Jr.,14
6,0,02104,Jeff Sluman,14
10,0,01185,Brandel Chamblee,13
10,0,06251,Chris DiMarco,13
10,0,01619,Skip Kendall,13
10,0,01927,Dennis Paulson,13
10,0,10213,Dicky Pride,13
15,0,01157,Tom Byrum,12
15,0,08931,Glen Day,12
15,0,09011,David Duval,12
15,0,01361,Dan Forsman,12
15,0,12645,Brent Geiberger,12
15,0,01418,Bill Glasson,12
15,0,08537,J.P. Hayes,12
15,0,01943,Chris Perry,12
15,0,08793,Tiger Woods,12
24,0,20593,Greg Chalmers,11
24,0,01320,Bob Estes,11
24,0,01381,Fred Funk,11
24,0,06044,Scott Gump,11
24,0,06062,Charles Raulerson,11
29,0,01035,Tommy Armour III,10
29,0,01040,Emlyn Aubrey,10
29,0,07867,Woody Austin,10
29,0,11123,Chris Couch,10
29,0,19881,Robert Damron,10
29,0,06621,Joe Durant,10
29,0,01323,Brad Fabel,10
29,0,01329,Brad Faxon,10
29,0,21007,Gabriel Hjertstedt,10
29,0,06315,Pete Jordan,10
29,0,08075,Jerry Kelly,10
29,0,08993,Franklin Langham,10
29,0,11032,Frank Lickliter II,10
29,0,21949,Joe Ogilvie,10
29,0,01938,David Peoples,10
29,0,02101,Joey Sindelar,10
29,0,02133,Craig Stadler,10
29,0,07101,Dave Stockton Jr.,10
29,0,02170,Hal Sutton,10
29,0,10423,Mike Weir,10
29,0,02279,Mark Wiebe,10
50,0,01014,Fulton Allem,9
50,0,20098,Stuart Appleby,9
50,0,01175,Jim Carter,9
50,0,20229,Stewart Cink,9
50,0,01261,Jay Delsing,9
50,0,01302,R.W. Eaks,9
50,0,01313,Steve Elkington,9
50,0,06522,Ernie Els,9
50,0,10809,Jim Furyk,9
50,0,12782,Tim Herron,9
50,0,01527,Scott Hoch,9
50,0,01549,Mike Hulbert,9
50,0,01553,John Huston,9
50,0,20094,Jonathan Kaye,9
50,0,06012,Greg Kraft,9
50,0,01706,Davis Love III,9
50,0,01723,Andrew Magee,9
50,0,01724,Jeff Maggert,9
50,0,08547,John Maginnes,9
50,0,01797,Rocco Mediate,9
50,0,08045,Perry Moss,9
50,0,01891,David Ogrin,9
50,0,12660,Jesper Parnevik,9
50,0,01968,Nick Price,9
50,0,20127,Chris Riley,9
50,0,10649,Tom Scherrer,9
50,0,06567,Vijay Singh,9
50,0,02190,Doug Tewell,9
50,0,02214,Kirk Triplett,9
50,0,02218,Ted Tryba,9
50,0,02223,Bob Tway,9
50,0,02246,Duffy Waldorf,9
82,0,07781,Ty Armstrong,8
82,0,01072,Chip Beck,8
82,0,23614,Rich Beem,8
82,0,01096,Phil Blackmar,8
82,0,10569,Mike Brisky,8
82,0,06036,Scott Dunlap,8
82,0,12823,Carlos Franco,8
82,0,21805,Harrison Frazar,8
82,0,01385,Jim Gallagher Jr.,8
82,0,06643,Paul Goydos,8
82,0,01475,Donnie Hammond,8
82,0,01533,P.H. Horgan III,8
82,0,10962,Bradley Hughes,8
82,0,01569,Peter Jacobsen,8
82,0,01599,Steve Jones,8
82,0,01633,Tom Kite,8
82,0,06332,Neal Lancaster,8
82,0,01761,Len Mattiace,8
82,0,01926,Steve Pate,8
82,0,01945,Kenny Perry,8
82,0,07749,Brett Quigley,8
82,0,01996,Mike Reid,8
82,0,02067,Ted Schulz,8
82,0,02242,Lanny Wadkins,8
82,0,02245,Grant Waite,8
82,0,02267,D.A. Weibring,8
82,0,10425,Jay Williamson,8
82,0,02321,Fuzzy Zoeller,8
110,0,10885,Robert Allenby,7
110,0,06004,Stephen Ames,7
110,0,01024,Billy Andrade,7
110,0,01042,Paul Azinger,7
110,0,20498,Briny Baird,7
110,0,01098,Jay Don Blake,7
110,0,08123,Jeff Brehaut,7
110,0,01132,Mark Brooks,7
110,0,06809,Bob Burns,7
110,0,01161,Mark Calcavecchia,7
110,0,01203,Russ Cochran,7
110,0,01266,Clark Dennis,7
110,0,07763,Doug Dunakey,7
110,0,01374,Robin Freeman,7
110,0,08337,Mike Heinen,7
110,0,01510,Nolan Henke,7
110,0,06617,Brian Henninger,7
110,0,01707,Steve Lowery,7
110,0,01766,Billy Mayfair,7
110,0,01771,Blaine McCallister,7
110,0,10585,Scott McCarron,7
