RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE LATE RNDS.
1,0,46046,Scottie Scheffler,65.00,65,1
2,0,47504,Sam Burns,67.00,134,2
3,0,55182,Tom Kim,67.25,269,4
4,0,30163,Henrik Norlander,67.82,746,11
5,0,32333,Kevin Tway,67.92,815,12
6,0,52955,Ludvig Ãberg,68.00,204,3
6,0,28089,Jason Day,68.00,136,2
6,0,22405,Justin Rose,68.00,136,2
6,0,48081,Xander Schauffele,68.00,136,2
6,0,51634,Sahith Theegala,68.00,68,1
11,0,37378,Min Woo Lee,68.25,273,4
12,0,57362,Austin Eckroat,68.27,751,11
13,0,48117,Kurt Kitayama,68.33,615,9
14,0,51997,Andrew Novak,68.47,1027,15
15,0,39997,Corey Conners,68.50,548,8
16,0,52215,Robert MacIntyre,68.55,754,11
17,0,27349,Alex Noren,68.62,892,13
18,0,34256,Andrew Putnam,68.68,1305,19
19,0,48084,Wesley Bryan,68.73,756,11
20,0,47591,Eric Cole,68.75,550,8
20,0,33968,ThorbjÃ¸rn Olesen,68.75,550,8
22,0,51696,Rico Hoey,68.81,1101,16
23,0,46442,Maverick McNealy,68.82,757,11
23,0,40115,Adam Svensson,68.82,1514,22
25,0,27064,Jhonattan Vegas,68.85,895,13
26,0,25493,Nick Taylor,68.86,482,7
27,0,25900,Lucas Glover,68.88,551,8
28,0,40006,Erik van Rooyen,68.91,758,11
29,0,34076,Joel Dahmen,68.94,1172,17
29,0,45242,Kevin Yu,68.94,1172,17
31,0,36801,Mark Hubbard,69.00,1173,17
31,0,36799,Stephan Jaeger,69.00,621,9
31,0,47483,Will Zalatoris,69.00,345,5
34,0,60067,Joe Highsmith,69.08,829,12
35,0,46414,Aaron Rai,69.11,622,9
36,0,48887,Matt Wallace,69.13,1037,15
37,0,31646,Emiliano Grillo,69.14,484,7
38,0,54576,Patrick Fishburn,69.15,899,13
38,0,52375,Doug Ghim,69.15,899,13
40,0,37455,Si Woo Kim,69.17,415,6
41,0,47993,Denny McCarthy,69.18,761,11
42,0,33948,Byeong Hun An,69.20,346,5
42,0,34021,Bud Cauley,69.20,692,10
42,0,29908,C.T. Pan,69.20,692,10
45,0,27129,Luke List,69.24,1177,17
46,0,54591,Ben Griffin,69.25,1108,16
46,0,23108,Matt Kuchar,69.25,1108,16
48,0,39546,Keith Mitchell,69.29,1178,17
49,0,32366,Kevin Chappell,69.36,763,11
50,0,40026,Daniel Berger,69.39,1249,18
51,0,24024,Zach Johnson,69.42,833,12
51,0,49947,Taylor Moore,69.42,1319,19
53,0,48867,Matti Schmid,69.47,1181,17
54,0,33653,Thomas Detry,69.50,417,6
54,0,29725,Tony Finau,69.50,139,2
54,0,26596,Ryan Moore,69.50,973,14
57,0,47663,Kevin Dougherty,69.54,904,13
57,0,52666,Sami Valimaki,69.54,904,13
59,0,23320,Ryan Palmer,69.56,626,9
60,0,54421,Garrick Higgo,69.60,1392,20
60,0,29221,Webb Simpson,69.60,696,10
60,0,50095,Austin Smotherman,69.60,696,10
63,0,47988,Nick Hardy,69.63,1880,27
64,0,28252,Seamus Power,69.65,1602,23
64,0,52513,Carson Young,69.65,1602,23
66,0,33448,Justin Thomas,69.67,209,3
67,0,32757,Patton Kizzire,69.73,767,11
68,0,55893,Sam Stevens,69.74,1325,19
69,0,30911,Tommy Fleetwood,69.75,279,4
70,0,49771,J.T. Poston,69.78,628,9
71,0,35310,Lanto Griffin,69.79,1326,19
72,0,27214,Kevin Streelman,69.80,698,10
