RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL BALL SPEED,TOTAL ATTEMPTS
1,0,52372,Cameron Champ,189.18,39349.92,208
2,0,46550,Brandon Hagy,187.08,24133.92,129
3,0,56762,Will Gordon,186.90,13456.67,72
4,0,47959,Bryson DeChambeau,184.73,66317.29,359
5,0,28420,Ryan Brehm,183.26,32254.31,176
6,0,27064,Jhonattan Vegas,181.77,39079.99,215
7,0,32333,Kevin Tway,181.06,38203.76,211
8,0,29484,Peter Uihlein,181.03,30051.12,166
9,0,56278,Matthew Wolff,180.92,40887.73,226
10,0,27129,Luke List,180.79,35435.25,196
11,0,27554,Scott Harrington,180.76,30728.84,170
12,0,25804,Bubba Watson,180.69,89620.17,496
12,0,31323,Gary Woodland,180.69,27645.93,153
14,1,29725,Tony Finau,180.63,39378.32,218
15,-1,40042,Tyler McCumber,180.59,31603.35,175
16,0,51766,Wyndham Clark,180.38,29221.62,162
17,0,34213,Grayson Murray,180.02,37084.39,206
18,0,35658,Kris Ventura,179.64,24789.71,138
19,0,47504,Sam Burns,178.95,74800.76,418
20,0,36689,Brooks Koepka,178.91,23616.50,132
21,0,30925,Dustin Johnson,178.74,27347.38,153
22,0,35310,Lanto Griffin,178.69,57538.23,322
23,0,39546,Keith Mitchell,178.32,28710.23,161
24,0,45157,Cam Davis,178.24,26914.98,151
24,1,28237,Rory McIlroy,178.24,37074.23,208
26,0,36699,Patrick Rodgers,177.97,47160.89,265
27,0,47347,Adam Schenk,177.69,33760.68,190
28,0,24502,Adam Scott,177.63,21137.73,119
29,0,39977,Max Homa,177.60,37473.60,211
30,0,27095,Nick Watney,177.53,23256.55,131
31,0,35617,Martin Trainer,176.96,21411.70,121
32,0,45486,Joaquin Niemann,176.78,36417.05,206
33,0,30944,Jason Kokrak,176.47,70940.65,402
34,0,28252,Seamus Power,175.90,15830.56,90
35,2,46970,Jon Rahm,175.89,37816.19,215
36,-1,48081,Xander Schauffele,175.73,40769.96,232
37,-1,21209,Sergio Garcia,175.70,19503.18,111
38,0,48822,Sebastián Muñoz,175.37,66116.23,377
39,0,21961,Charles Howell III,175.25,63090.36,360
40,0,30911,Tommy Fleetwood,175.22,20676.15,118
41,0,46402,Talor Gooch,175.21,38195.58,218
42,0,51894,Vince Whaley,175.20,26279.54,150
43,0,33419,Cameron Tringale,175.17,39413.98,225
44,1,25364,Paul Casey,175.12,28019.25,160
45,-2,33448,Justin Thomas,175.10,30292.28,173
46,1,27349,Alex Noren,174.72,64122.73,367
47,1,34314,Sebastian Cappelen,174.58,23043.92,132
48,1,33667,Carlos Ortiz,174.54,77668.98,445
49,1,35450,Patrick Cantlay,174.44,61576.91,353
50,2,34099,Harris English,174.30,45143.48,259
51,2,39997,Corey Conners,174.09,35688.92,205
52,2,28089,Jason Day,174.07,24892.48,143
53,2,01810,Phil Mickelson,174.02,22622.65,130
54,2,40026,Daniel Berger,173.78,77333.40,445
55,2,48119,Ben Taylor,173.67,15977.89,92
56,2,32618,Rhein Gibson,173.64,18927.05,109
57,2,32662,Michael Gligic,173.63,24134.07,139
57,3,34360,Patrick Reed,173.63,42191.70,243
57,5,46046,Scottie Scheffler,173.63,46533.69,268
60,3,29518,Brendan Steele,173.28,58567.06,338
61,3,32366,Kevin Chappell,173.11,23369.42,135
62,3,25632,Jimmy Walker,173.08,48288.08,279
63,3,32839,Hideki Matsuyama,172.99,42381.44,245
64,4,26851,Marc Leishman,172.85,25409.19,147
65,2,48887,Matt Wallace,172.83,60664.48,351
66,3,26300,Matt Jones,172.78,89844.75,520
67,3,33204,Shane Lowry,172.74,52341.45,303
68,3,46442,Maverick McNealy,172.49,60024.85,348
69,3,34046,Jordan Spieth,172.47,71231.79,413
70,3,49964,Aaron Wise,172.24,19462.93,113
71,3,35461,Beau Hossler,172.23,63552.06,369
72,3,27974,Sung Kang,172.19,33921.10,197
72,3,37275,Sam Ryder,172.19,34954.57,203
74,3,34255,Joseph Bramlett,171.94,17366.11,101
75,3,33141,Keegan Bradley,171.74,31084.23,181
76,3,39971,Sungjae Im,171.72,112474.81,655
77,4,20229,Stewart Cink,171.67,31244.63,182
78,1,35506,Mackenzie Hughes,171.65,43427.18,253
79,3,33597,Harry Higgs,171.51,46135.35,269
80,3,23320,Ryan Palmer,171.42,37712.28,220
81,3,33948,Byeong Hun An,171.35,88075.55,514
81,3,27936,Martin Laird,171.35,17477.59,102
83,3,32102,Rickie Fowler,171.21,56157.71,328
84,3,30692,Scott Stallings,171.18,26362.04,154
85,3,49960,Sepp Straka,171.14,35597.85,208
86,3,25900,Lucas Glover,171.04,61401.85,359
87,3,31646,Emiliano Grillo,171.03,28561.19,167
87,7,34363,Tyrrell Hatton,171.03,25825.95,151
89,2,22405,Justin Rose,170.89,49729.80,291
90,2,36871,Matt NeSmith,170.87,29048.48,170
91,2,29970,Dylan Frittelli,170.78,40474.41,237
92,3,32757,Patton Kizzire,170.74,25611.74,150
93,3,29974,Branden Grace,170.73,50364.80,295
94,3,29420,Billy Horschel,170.51,40751.33,239
95,3,29926,Danny Lee,170.50,36486.72,214
96,3,34431,Robert Streb,170.45,32726.04,192
97,3,32254,Xinjun Zhang,170.40,37827.70,222
98,3,33486,Roger Sloan,170.37,52815.98,310
99,3,12716,Charley Hoffman,170.30,68629.94,403
100,3,32139,Danny Willett,170.28,20093.27,118
101,3,53165,Doc Redman,170.08,43199.17,254
102,3,37189,Harold Varner III,169.98,75981.45,447
103,3,34563,Chesson Hadley,169.90,23785.83,140
104,3,33122,Russell Knox,169.87,31085.77,183
105,3,35230,Nelson Ledesma,169.83,14266.08,84
106,3,47993,Denny McCarthy,169.81,73525.89,433
107,3,49766,Hank Lebioda,169.63,24087.95,142
108,3,48045,Michael Gellerman,169.54,15937.07,94
109,3,37455,Si Woo Kim,169.47,40672.21,240
110,3,32791,K.H. Lee,169.41,36254.15,214
111,5,35891,Cameron Smith,169.25,70576.51,417
112,2,26329,Louis Oosthuizen,169.23,61937.94,366
113,2,49771,J.T. Poston,169.21,80036.28,473
114,3,24361,Pat Perez,169.15,51589.24,305
115,3,46717,Viktor Hovland,168.99,98687.70,584
116,3,24924,Bill Haas,168.98,19770.52,117
117,3,33449,Zack Sucher,168.83,29883.04,177
118,3,23788,D.J. Trahan,168.81,17387.67,103
119,4,40009,Dominic Bozzelli,168.60,24784.63,147
120,4,47128,Richy Werenski,168.47,30998.64,184
121,4,40098,Matt Fitzpatrick,168.40,70222.12,417
122,5,27214,Kevin Streelman,168.16,78697.16,468
123,5,33399,Adam Hadwin,168.10,82199.06,489
123,3,50525,Collin Morikawa,168.10,41858.08,249
125,4,27330,Josh Teater,168.05,35626.36,212
126,5,30163,Henrik Norlander,167.94,29390.07,175
127,5,52375,Doug Ghim,167.89,15614.17,93
128,5,25818,Scott Piercy,167.87,66642.75,397
129,5,39324,J.J. Spaun,167.83,27187.99,162
130,5,29268,Bronson Burgoon,167.80,45306.12,270
131,-1,45526,Abraham Ancer,167.78,79357.63,473
132,4,31420,Anirban Lahiri,167.76,12078.95,72
133,4,28307,Matt Every,167.72,23145.72,138
134,4,31557,Jim Herman,167.67,47450.89,283
135,4,33413,Ben Martin,167.62,19778.75,118
136,4,34076,Joel Dahmen,167.57,91493.83,546
137,4,35532,Tom Hoge,167.51,38861.19,232
138,3,29221,Webb Simpson,167.49,65488.22,391
139,4,32640,Troy Merritt,167.47,74524.14,445
140,4,34466,Peter Malnati,167.40,64953.07,388
141,5,49298,Kramer Hickok,167.15,35268.11,211
142,5,33404,Chris Baker,167.07,21384.33,128
143,5,27556,Ted Potter Jr.,166.97,23041.21,138
144,5,34021,Bud Cauley,166.93,73449.73,440
145,5,33490,Bo Hoag,166.89,46894.73,281
146,6,22371,Aaron Baddeley,166.74,27344.92,164
147,6,46441,Robby Shelton,166.64,36493.32,219
148,6,32448,James Hahn,166.58,28484.99,171
148,6,36801,Mark Hubbard,166.58,78794.19,473
150,6,39953,Chase Seiffert,166.54,38970.18,234
151,7,46435,Austin Cook,166.35,63046.16,379
152,7,29535,Brice Garnett,166.30,26441.58,159
