RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX HEIGHT,TOTAL ATTEMPTS
38,-2,33399,Adam Hadwin,110' 11",4248',489
38,-2,49964,Aaron Wise,110' 11",2531' 8",113
40,-1,33419,Cameron Tringale,110' 5",4851' 1",225
41,5,29221,Webb Simpson,110' 1",3049' 4",391
42,-1,27214,Kevin Streelman,109' 5",1189' 5",468
43,-1,35617,Martin Trainer,109' 4",3227' 5",121
44,-1,28420,Ryan Brehm,109' 3",9229' 5",176
45,-1,23623,Bo Van Pelt,109' 2",8924',265
46,1,25493,Nick Taylor,108' 5",8608' 6",356
47,2,28089,Jason Day,108' 3",5474' 9",143
48,-4,29420,Billy Horschel,108' 1",5839' 8",239
49,1,39977,Max Homa,108' 0",2782' 6",211
50,3,34363,Tyrrell Hatton,107' 11",6297' 3",151
51,-4,46046,Scottie Scheffler,107' 10",8894' 5",268
52,-1,29970,Dylan Frittelli,107' 9",5544' 6",237
53,-1,46435,Austin Cook,107' 7",767' 9",379
54,-1,40009,Dominic Bozzelli,107' 6",5805' 6",147
55,1,49771,J.T. Poston,107' 3",742' 1",473
55,1,35732,Wes Roach,107' 3",4477' 5",135
55,1,29518,Brendan Steele,107' 3",6239',338
58,1,39546,Keith Mitchell,107' 1",7242' 1",161
59,1,33449,Zack Sucher,106' 10",8902',177
60,1,27554,Scott Harrington,106' 5",8087' 6",170
61,3,29725,Tony Finau,106' 2",3149' 6",218
61,2,23320,Ryan Palmer,106' 2",3360' 5",220
63,-1,23325,Vaughn Taylor,106' 0",1477' 9",297
64,0,39997,Corey Conners,105' 10",1703',205
65,1,32839,Hideki Matsuyama,105' 9",5901' 7",245
65,1,37189,Harold Varner III,105' 9",7257' 2",447
67,1,35658,Kris Ventura,105' 6",4555' 3",138
68,1,29268,Bronson Burgoon,105' 5",8470' 2",270
68,1,31323,Gary Woodland,105' 5",6128' 7",153
70,2,35450,Patrick Cantlay,104' 9",6979' 5",353
70,2,21209,Sergio Garcia,104' 9",1630' 7",111
72,2,34255,Joseph Bramlett,104' 8",568' 3",101
73,2,34563,Chesson Hadley,104' 6",4624' 6",140
74,2,49960,Sepp Straka,104' 5",1713' 2",208
75,2,34021,Bud Cauley,104' 3",5862' 6",440
76,2,32618,Rhein Gibson,104' 2",1357' 6",109
77,2,52375,Doug Ghim,103' 4",9608' 7",93
77,2,33597,Harry Higgs,103' 4",7796' 9",269
79,2,34046,Jordan Spieth,103' 3",2644' 4",413
80,2,48119,Ben Taylor,103' 2",9491' 0",92
81,3,28307,Matt Every,102' 11",4203' 2",138
82,3,27129,Luke List,102' 5",75' 1",196
83,0,33448,Justin Thomas,102' 3",7689',173
84,2,32150,Michael Thompson,102' 0",3457' 4",230
85,2,47993,Denny McCarthy,101' 11",4136' 0",433
86,2,24024,Zach Johnson,101' 10",7155' 4",365
86,2,53165,Doc Redman,101' 10",5857' 8",254
88,2,34466,Peter Malnati,101' 9",9467',388
88,2,37275,Sam Ryder,101' 9",650' 0",203
88,2,25804,Bubba Watson,101' 9",455' 2",496
91,2,27936,Martin Laird,101' 8",369' 10",102
92,2,26329,Louis Oosthuizen,101' 4",7086' 9",366
92,2,27064,Jhonattan Vegas,101' 4",1789' 9",215
94,2,34314,Sebastian Cappelen,101' 1",3340' 6",132
94,2,47128,Richy Werenski,101' 1",8599' 8",184
96,2,33120,Mark Anderson,100' 10",889' 4",108
97,2,47504,Sam Burns,100' 9",2116',418
98,2,25364,Paul Casey,100' 6",6075' 0",160
99,2,36699,Patrick Rodgers,100' 3",6566',265
99,2,24502,Adam Scott,100' 3",1933' 7",119
101,2,33404,Chris Baker,100' 1",2808',128
101,2,36871,Matt NeSmith,100' 1",7008' 6",170
103,3,35891,Cameron Smith,99' 11",1680' 1",417
104,3,12716,Charley Hoffman,99' 10",243' 11",403
105,-2,39971,Sungjae Im,99' 9",5310' 2",655
105,3,27963,Chris Stroud,99' 9",814' 6",309
107,2,56762,Will Gordon,99' 8",7178' 7",72
107,2,46550,Brandon Hagy,99' 8",2856',129
109,2,27649,Brandt Snedeker,99' 6",1105',413
110,2,29535,Brice Garnett,99' 3",5776' 1",159
111,2,19846,Brian Gay,99' 1",1012' 5",212
112,2,32662,Michael Gligic,99' 0",3764' 5",139
113,3,35532,Tom Hoge,98' 9",2907' 5",232
114,3,33204,Shane Lowry,98' 5",9807' 9",303
115,0,52372,Cameron Champ,98' 4",450' 4",208
116,2,31646,Emiliano Grillo,98' 3",6402' 7",167
116,2,33667,Carlos Ortiz,98' 3",3704' 8",445
118,2,27644,Brian Harman,98' 2",8887' 9",600
119,3,26758,David Hearn,97' 10",3300',136
120,6,23621,Rory Sabbatini,97' 3",4816' 2",461
121,6,33410,Andrew Landry,97' 2",4616' 7",459
122,7,34099,Harris English,97' 0",5124' 7",259
122,2,48822,Sebastián Muñoz,97' 0",6582',377
122,6,46441,Robby Shelton,97' 0",1246' 7",219
125,5,25396,Kevin Na,96' 10",5552' 4",367
126,5,48081,Xander Schauffele,96' 8",2420' 7",232
127,5,29479,Scott Brown,96' 5",7357' 9",180
127,5,23108,Matt Kuchar,96' 5",92' 11",416
127,5,22056,Cameron Percy,96' 5",736' 5",215
130,5,25818,Scott Piercy,96' 4",8242',397
131,5,49766,Hank Lebioda,96' 3",3665',142
132,5,49298,Kramer Hickok,96' 2",284' 11",211
132,5,28775,Nate Lashley,96' 2",8842',300
134,5,40058,Zac Blair,95' 9",9268',410
135,5,20229,Stewart Cink,95' 8",7406' 2",182
136,5,34076,Joel Dahmen,95' 7",2166' 3",546
137,5,51894,Vince Whaley,95' 6",4324' 7",150
138,5,27095,Nick Watney,95' 5",2495' 0",131
139,5,45609,Tyler Duncan,94' 10",8642' 4",513
139,5,46402,Talor Gooch,94' 10",672' 9",218
141,5,31420,Anirban Lahiri,94' 8",6814' 6",72
141,5,26476,Chez Reavie,94' 8",3533',460
143,6,25349,Tim Wilkinson,94' 6",2779' 0",241
143,6,32254,Xinjun Zhang,94' 6",971' 8",222
145,1,29478,Kevin Kisner,94' 5",979' 1",434
146,6,21407,Arjun Atwal,93' 9",7969',85
146,6,34098,Russell Henley,93' 9",814' 7",222
148,6,28679,Fabián Gómez,93' 6",2718' 9",136
148,6,32791,K.H. Lee,93' 6",5' 5",214
150,7,26851,Marc Leishman,93' 3",3703' 6",147
151,5,27556,Ted Potter Jr.,93' 1",2844' 1",138
152,6,23788,D.J. Trahan,92' 9",9556' 0",103
153,6,34431,Robert Streb,92' 5",7737',192
154,6,26300,Matt Jones,92' 3",7983' 4",520
155,6,40098,Matt Fitzpatrick,92' 1",8399' 4",417
156,6,45526,Abraham Ancer,91' 10",3448' 7",473
157,5,39953,Chase Seiffert,91' 9",1471' 0",234
157,5,32333,Kevin Tway,91' 9",9356' 9",211
159,7,30927,Brendon Todd,91' 6",4369' 9",485
160,5,29908,C.T. Pan,91' 5",6662' 4",401
161,6,47347,Adam Schenk,91' 1",7305' 4",190
162,6,34213,Grayson Murray,90' 11",8722',206
163,6,30163,Henrik Norlander,90' 9",5876' 8",175
164,6,26499,Rafa Cabrera Bello,90' 8",1810' 7",351
165,6,31560,Brian Stuard,90' 4",4985' 9",498
166,6,37455,Si Woo Kim,90' 0",1605' 4",240
167,6,30692,Scott Stallings,89' 11",3851',154
168,6,33122,Russell Knox,89' 3",6325' 8",183
169,6,33413,Ben Martin,88' 7",453' 10",118
170,7,48045,Michael Gellerman,88' 3",8294',94
171,11,35310,Lanto Griffin,88' 2",8400' 4",322
172,4,40026,Daniel Berger,88' 1",9200' 8",445
173,5,22371,Aaron Baddeley,88' 0",4430',164
174,5,25686,Jason Dufner,87' 10",918' 0",466
174,5,21961,Charles Howell III,87' 10",1612' 2",360
176,5,29484,Peter Uihlein,87' 7",4540' 6",166
177,6,33490,Bo Hoag,86' 9",4366' 5",281
178,6,34256,Andrew Putnam,86' 7",9260' 5",107
179,6,25572,Graeme McDowell,86' 5",2639' 8",262
180,6,36801,Mark Hubbard,86' 0",665' 8",473
180,8,45486,Joaquin Niemann,86' 0",7716' 6",206
182,5,30110,Kyle Stanley,85' 9",4233' 3",166
183,6,24138,Ian Poulter,84' 5",3504' 5",160
184,6,31557,Jim Herman,84' 0",3776' 0",283
185,6,34360,Patrick Reed,83' 11",397' 11",243
186,6,46442,Maverick McNealy,83' 9",9137' 3",348
187,6,25900,Lucas Glover,82' 8",9677' 4",359
188,6,29974,Branden Grace,82' 2",4246',295
189,7,19803,Ryan Armour,79' 3",9871' 7",377
189,7,10809,Jim Furyk,79' 3",1953' 3",277
191,7,26596,Ryan Moore,78' 8",1246' 1",143
191,7,28252,Seamus Power,78' 8",7077' 7",90
193,7,27942,Rob Oppenheim,78' 2",3050' 4",167
