RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SMASH FACTOR,TOTAL ATTEMPTS,HIGHEST VALUE,LOWEST VALUE
1,0,19803,Ryan Armour,1.511,253.863,168,1.527,1.487
1,0,49766,Hank Lebioda,1.511,206.971,137,1.522,1.482
3,0,52375,Doug Ghim,1.510,131.334,87,1.520,1.471
3,0,34046,Jordan Spieth,1.510,227.936,151,1.532,1.448
5,0,35450,Patrick Cantlay,1.509,211.243,140,1.524,1.456
5,0,28679,Fabián Gómez,1.509,197.637,131,1.519,1.479
5,0,31420,Anirban Lahiri,1.509,101.136,67,1.521,1.490
5,0,47993,Denny McCarthy,1.509,307.801,204,1.520,1.438
5,0,22056,Cameron Percy,1.509,158.412,105,1.521,1.468
5,0,34431,Robert Streb,1.509,134.308,89,1.523,1.452
5,0,31560,Brian Stuard,1.509,347.140,230,1.532,1.479
5,0,25632,Jimmy Walker,1.509,179.581,119,1.520,1.472
5,0,47128,Richy Werenski,1.509,271.617,180,1.521,1.480
5,0,32139,Danny Willett,1.509,152.422,101,1.534,1.473
15,2,33948,Byeong Hun An,1.508,337.728,224,1.520,1.430
15,2,29268,Bronson Burgoon,1.508,215.596,143,1.520,1.448
15,2,39997,Corey Conners,1.508,301.613,200,1.520,1.456
15,2,34099,Harris English,1.508,384.527,255,1.523,1.473
15,2,30911,Tommy Fleetwood,1.508,168.914,112,1.522,1.461
15,2,29908,C.T. Pan,1.508,218.722,145,1.527,1.449
15,-10,29221,Webb Simpson,1.508,274.406,182,1.524,1.462
15,-10,35891,Cameron Smith,1.508,272.880,181,1.528,1.478
15,2,33449,Zack Sucher,1.508,122.127,81,1.519,1.490
15,2,48119,Ben Taylor,1.508,132.673,88,1.522,1.446
15,2,27330,Josh Teater,1.508,150.775,100,1.525,1.451
15,2,37189,Harold Varner III,1.508,300.127,199,1.520,1.462
27,1,34255,Joseph Bramlett,1.507,144.714,96,1.521,1.435
27,1,26499,Rafa Cabrera Bello,1.507,235.076,156,1.521,1.466
27,1,32102,Rickie Fowler,1.507,209.485,139,1.520,1.434
27,1,29535,Brice Garnett,1.507,230.500,153,1.520,1.465
27,1,25900,Lucas Glover,1.507,244.140,162,1.520,1.434
27,1,49960,Sepp Straka,1.507,307.522,204,1.524,1.443
27,1,33448,Justin Thomas,1.507,253.123,168,1.539,1.465
34,1,33120,Mark Anderson,1.506,155.132,103,1.520,1.432
34,1,47504,Sam Burns,1.506,284.676,189,1.528,1.415
34,1,45157,Cam Davis,1.506,207.877,138,1.520,1.447
34,1,25686,Jason Dufner,1.506,292.141,194,1.520,1.460
34,1,34098,Russell Henley,1.506,325.316,216,1.525,1.436
34,1,26300,Matt Jones,1.506,307.147,204,1.533,1.417
34,1,33410,Andrew Landry,1.506,332.872,221,1.524,1.476
34,1,26329,Louis Oosthuizen,1.506,207.812,138,1.530,1.401
34,1,24138,Ian Poulter,1.506,231.853,154,1.525,1.441
34,1,46441,Robby Shelton,1.506,323.713,215,1.520,1.435
44,1,25364,Paul Casey,1.505,233.256,155,1.531,1.439
44,1,29970,Dylan Frittelli,1.505,349.205,232,1.528,1.451
44,1,34563,Chesson Hadley,1.505,204.729,136,1.520,1.335
44,1,28775,Nate Lashley,1.505,200.217,133,1.520,1.473
44,1,33204,Shane Lowry,1.505,189.677,126,1.520,1.358
49,-4,40026,Daniel Berger,1.504,320.426,213,1.528,1.459
49,2,34021,Bud Cauley,1.504,305.361,203,1.522,1.392
49,2,51766,Wyndham Clark,1.504,234.546,156,1.520,1.401
49,2,34076,Joel Dahmen,1.504,335.433,223,1.520,1.448
49,2,48887,Matt Wallace,1.504,212.033,141,1.520,1.390
49,2,27095,Nick Watney,1.504,185.021,123,1.529,1.461
55,1,46435,Austin Cook,1.503,273.610,182,1.520,1.416
55,1,10809,Jim Furyk,1.503,190.897,127,1.519,1.462
55,1,31646,Emiliano Grillo,1.503,243.481,162,1.520,1.447
55,1,27974,Sung Kang,1.503,288.522,192,1.519,1.458
55,1,32640,Troy Merritt,1.503,277.966,185,1.519,1.447
55,1,25818,Scott Piercy,1.503,233.012,155,1.535,1.352
55,1,25493,Nick Taylor,1.503,254.085,169,1.520,1.423
62,-6,45526,Abraham Ancer,1.502,339.514,226,1.534,1.457
62,2,34314,Sebastian Cappelen,1.502,189.250,126,1.519,1.446
62,2,28307,Matt Every,1.502,198.269,132,1.533,1.421
62,2,12716,Charley Hoffman,1.502,262.892,175,1.520,1.400
62,2,32791,K.H. Lee,1.502,312.481,208,1.520,1.435
62,2,35449,Adam Long,1.502,381.529,254,1.519,1.446
62,2,27963,Chris Stroud,1.502,214.805,143,1.520,1.346
62,2,23788,D.J. Trahan,1.502,147.185,98,1.522,1.459
70,2,33141,Keegan Bradley,1.501,264.179,176,1.520,1.422
70,2,33667,Carlos Ortiz,1.501,316.735,211,1.530,1.321
70,2,35732,Wes Roach,1.501,103.579,69,1.520,1.435
70,2,39953,Chase Seiffert,1.501,168.163,112,1.521,1.427
70,2,33486,Roger Sloan,1.501,175.599,117,1.536,1.275
70,2,39324,J.J. Spaun,1.501,237.159,158,1.519,1.422
76,6,45609,Tyler Duncan,1.500,368.937,246,1.531,1.400
76,6,33399,Adam Hadwin,1.500,307.517,205,1.532,1.435
76,6,26758,David Hearn,1.500,187.560,125,1.520,1.430
76,-4,29420,Billy Horschel,1.500,347.947,232,1.519,1.445
76,-4,26851,Marc Leishman,1.500,213.064,142,1.518,1.388
76,-4,28237,Rory McIlroy,1.500,283.578,189,1.520,1.454
76,6,46442,Maverick McNealy,1.500,313.487,209,1.531,1.420
76,6,24502,Adam Scott,1.500,171.042,114,1.520,1.428
76,6,30110,Kyle Stanley,1.500,241.567,161,1.520,1.459
76,6,23325,Vaughn Taylor,1.500,256.479,171,1.519,1.449
76,6,23623,Bo Van Pelt,1.500,195.057,130,1.524,1.446
76,6,25349,Tim Wilkinson,1.500,147.042,98,1.525,1.454
88,3,40098,Matt Fitzpatrick,1.499,239.807,160,1.521,1.432
88,3,35310,Lanto Griffin,1.499,302.734,202,1.520,1.418
88,3,21961,Charles Howell III,1.499,256.297,171,1.523,1.428
88,3,30944,Jason Kokrak,1.499,284.738,190,1.520,1.435
88,3,27936,Martin Laird,1.499,145.382,97,1.519,1.412
88,3,35230,Nelson Ledesma,1.499,116.960,78,1.520,1.436
94,3,22371,Aaron Baddeley,1.498,239.687,160,1.518,1.444
94,3,35461,Beau Hossler,1.498,305.584,204,1.520,1.281
94,3,32757,Patton Kizzire,1.498,211.169,141,1.520,1.394
94,3,49771,J.T. Poston,1.498,316.057,211,1.523,1.445
98,3,23108,Matt Kuchar,1.497,242.522,162,1.520,1.355
98,3,32839,Hideki Matsuyama,1.497,359.241,240,1.520,1.401
98,3,23320,Ryan Palmer,1.497,317.371,212,1.520,1.417
98,3,23621,Rory Sabbatini,1.497,284.408,190,1.527,1.451
98,3,30692,Scott Stallings,1.497,220.076,147,1.524,1.401
98,3,32150,Michael Thompson,1.497,335.432,224,1.518,1.433
98,3,49964,Aaron Wise,1.497,163.136,109,1.519,1.423
105,3,35532,Tom Hoge,1.496,333.636,223,1.520,1.430
105,3,39977,Max Homa,1.496,306.746,205,1.519,1.427
105,3,33122,Russell Knox,1.496,267.751,179,1.524,1.449
108,5,49298,Kramer Hickok,1.495,186.864,125,1.524,1.441
108,5,33490,Bo Hoag,1.495,245.253,164,1.527,1.443
108,0,30925,Dustin Johnson,1.495,221.313,148,1.523,1.407
108,5,36871,Matthew NeSmith,1.495,245.110,164,1.519,1.404
108,5,45486,Joaquin Niemann,1.495,298.923,200,1.520,1.429
108,5,26476,Chez Reavie,1.495,303.476,203,1.531,1.437
108,0,48081,Xander Schauffele,1.495,339.395,227,1.519,1.426
108,5,51894,Vince Whaley,1.495,134.528,90,1.519,1.433
116,5,21407,Arjun Atwal,1.494,119.550,80,1.520,1.446
116,5,27644,Brian Harman,1.494,422.850,283,1.534,1.390
116,-3,46717,Viktor Hovland,1.494,358.626,240,1.529,1.427
116,5,37455,Si Woo Kim,1.494,350.999,235,1.523,1.424
116,5,32333,Kevin Tway,1.494,173.346,116,1.520,1.423
116,5,27064,Jhonattan Vegas,1.494,174.790,117,1.520,1.423
122,5,29974,Branden Grace,1.493,170.241,114,1.534,1.424
122,5,32448,James Hahn,1.493,159.715,107,1.518,1.463
122,5,24024,Zach Johnson,1.493,255.232,171,1.519,1.439
122,5,34466,Peter Malnati,1.493,252.275,169,1.524,1.381
122,5,33413,Ben Martin,1.493,106.035,71,1.526,1.448
122,5,40042,Tyler McCumber,1.493,132.891,89,1.519,1.332
122,5,28252,Seamus Power,1.493,125.441,84,1.520,1.446
129,7,46550,Brandon Hagy,1.492,186.530,125,1.519,1.404
129,7,27554,Scott Harrington,1.492,246.210,165,1.521,1.441
131,8,40009,Dominic Bozzelli,1.491,96.924,65,1.520,1.252
131,8,32618,Rhein Gibson,1.491,153.605,103,1.519,1.437
131,5,34363,Tyrrell Hatton,1.491,216.196,145,1.525,1.403
131,-4,35506,Mackenzie Hughes,1.491,369.776,248,1.527,1.398
131,8,36689,Brooks Koepka,1.491,189.311,127,1.520,1.400
131,8,39546,Keith Mitchell,1.491,232.653,156,1.519,1.403
131,8,26596,Ryan Moore,1.491,205.736,138,1.524,1.435
131,8,27214,Kevin Streelman,1.491,335.366,225,1.520,1.276
131,8,56278,Matthew Wolff,1.491,329.555,221,1.519,1.427
140,-13,52372,Cameron Champ,1.490,302.467,203,1.534,1.414
140,7,48045,Michael Gellerman,1.490,134.094,90,1.519,1.404
140,7,29926,Danny Lee,1.490,311.481,209,1.521,1.406
140,-1,46046,Scottie Scheffler,1.490,390.361,262,1.519,1.429
140,7,27649,Brandt Snedeker,1.490,278.706,187,1.520,1.413
140,7,29484,Peter Uihlein,1.490,125.187,84,1.527,1.442
146,5,56762,Will Gordon,1.489,95.294,64,1.529,1.406
147,5,33404,Chris Baker,1.488,184.564,124,1.519,1.422
147,5,29479,Scott Brown,1.488,260.336,175,1.523,1.447
147,5,32366,Kevin Chappell,1.488,194.967,131,1.519,1.419
150,7,19846,Brian Gay,1.487,307.893,207,1.521,1.407
150,7,01810,Phil Mickelson,1.487,185.867,125,1.519,1.418
150,7,30163,Henrik Norlander,1.487,254.217,171,1.515,1.434
150,7,27556,Ted Potter Jr.,1.487,188.892,127,1.519,1.374
150,2,46970,Jon Rahm,1.487,310.768,209,1.520,1.415
155,6,24924,Bill Haas,1.486,166.389,112,1.518,1.429
155,6,31557,Jim Herman,1.486,260.010,175,1.517,1.335
155,-3,39971,Sungjae Im,1.486,459.261,309,1.533,1.350
155,6,25572,Graeme McDowell,1.486,166.410,112,1.517,1.415
155,6,34213,Grayson Murray,1.486,154.569,104,1.523,1.450
155,6,36699,Patrick Rodgers,1.486,386.419,260,1.522,1.395
155,6,22405,Justin Rose,1.486,193.156,130,1.520,1.369
155,6,35617,Martin Trainer,1.486,173.855,117,1.519,1.390
155,6,31323,Gary Woodland,1.486,221.440,149,1.525,1.402
164,6,36801,Mark Hubbard,1.485,427.574,288,1.520,1.401
164,-3,29478,Kevin Kisner,1.485,310.275,209,1.527,1.398
164,6,27942,Rob Oppenheim,1.485,240.533,162,1.520,1.396
167,5,35658,Kris Ventura,1.484,132.047,89,1.516,1.428
168,5,20229,Stewart Cink,1.483,262.407,177,1.520,1.415
168,5,53165,Doc Redman,1.483,369.161,249,1.525,1.411
170,6,40058,Zac Blair,1.482,250.441,169,1.519,1.435
170,3,30927,Brendon Todd,1.482,422.459,285,1.520,1.424
170,6,25804,Bubba Watson,1.482,216.354,146,1.529,1.404
173,5,28089,Jason Day,1.481,204.309,138,1.520,1.396
173,5,46402,Talor Gooch,1.481,319.958,216,1.526,1.400
173,5,34360,Patrick Reed,1.481,351.074,237,1.528,1.383
176,6,29725,Tony Finau,1.480,316.709,214,1.529,1.404
176,2,50525,Collin Morikawa,1.480,361.232,244,1.518,1.399
176,6,47347,Adam Schenk,1.480,275.277,186,1.511,1.419
179,5,27349,Alex Noren,1.479,223.313,151,1.525,1.407
180,6,29518,Brendan Steele,1.477,261.382,177,1.519,1.395
181,6,28420,Ryan Brehm,1.475,163.758,111,1.520,1.416
182,6,21209,Sergio Garcia,1.472,154.514,105,1.517,1.389
183,6,33597,Harry Higgs,1.471,389.903,265,1.519,1.371
183,6,48822,Sebastián Muñoz,1.471,385.317,262,1.521,1.416
185,7,37275,Sam Ryder,1.468,290.634,198,1.520,1.389
186,6,25396,Kevin Na,1.467,334.540,228,1.536,1.275
187,7,32254,Xinjun Zhang,1.466,319.667,218,1.520,1.393
188,7,47959,Bryson DeChambeau,1.465,275.455,188,1.518,1.381
189,8,33419,Cameron Tringale,1.464,320.576,219,1.518,1.391
190,8,27129,Luke List,1.462,280.648,192,1.518,1.394
191,8,24361,Pat Perez,1.453,194.723,134,1.507,1.354
192,8,34256,Andrew Putnam,1.447,147.561,102,1.513,1.365
193,8,32662,Michael Gligic,1.445,189.311,131,1.507,1.383
