RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE IN INCHES
1,0,23541,Ben Crane,62
2,0,01329,Brad Faxon,60
2,0,01378,David Frost,60
4,0,23125,Brad Elder,59
5,0,01157,Tom Byrum,58
5,0,10201,Matt Gogel,58
5,0,06643,Paul Goydos,58
5,0,01457,Jay Haas,58
5,0,22046,Geoff Ogilvy,58
5,0,07749,Brett Quigley,58
11,0,01024,Billy Andrade,57
11,0,20098,Stuart Appleby,57
11,0,01226,Fred Couples,57
11,0,21806,Paul Gow,57
11,0,01569,Peter Jacobsen,57
11,0,10585,Scott McCarron,57
11,0,24361,Pat Perez,57
11,0,01948,Tim Petrovic,57
11,0,02010,Loren Roberts,57
11,0,02214,Kirk Triplett,57
21,0,06004,Stephen Ames,56
21,0,20498,Briny Baird,56
21,0,12652,Cameron Beckman,56
21,0,20593,Greg Chalmers,56
21,0,19825,Darren Clarke,56
21,0,06251,Chris DiMarco,56
21,0,01388,Robert Gamez,56
21,0,19846,Brian Gay,56
21,0,22892,Jason Gore,56
21,0,08537,J.P. Hayes,56
21,0,08337,Mike Heinen,56
21,0,12782,Tim Herron,56
21,0,21961,Charles Howell III,56
21,0,20940,Kenichi Kuboya,56
21,0,01766,Billy Mayfair,56
21,0,20568,Anthony Painter,56
21,0,20663,Brenden Pappas,56
21,0,22913,John Rollins,56
21,0,23621,Rory Sabbatini,56
21,0,25692,Akio Sadakata,56
21,0,11011,Mike Sposa,56
21,0,02206,David Toms,56
21,0,12602,Dean Wilson,56
44,0,10885,Robert Allenby,55
44,0,23036,Chris Anderson,55
44,0,07867,Woody Austin,55
44,0,22371,Aaron Baddeley,55
44,0,24925,Jonathan Byrd,55
44,0,23135,Tim Clark,55
44,0,12388,Michael Clark II,55
44,0,19881,Robert Damron,55
44,0,20121,Todd Fischer,55
44,0,07457,Steve Flesch,55
44,0,10809,Jim Furyk,55
44,0,01553,John Huston,55
44,0,23552,Hank Kuehne,55
44,0,01723,Andrew Magee,55
44,0,01810,Phil Mickelson,55
44,0,25031,Andy Miller,55
44,0,10107,Deane Pappas,55
44,0,12660,Jesper Parnevik,55
44,0,01941,Tom Pernice Jr.,55
44,0,25345,Carl Pettersson,55
44,0,10213,Dicky Pride,55
44,0,20127,Chris Riley,55
44,0,22293,Heath Slocum,55
44,0,08375,Paul Stankowski,55
44,0,02223,Bob Tway,55
44,0,10423,Mike Weir,55
44,0,20436,Garrett Willis,55
44,0,08793,Tiger Woods,55
44,0,26489,Cameron Yancey,55
73,0,19824,Craig Barlow,54
73,0,01139,Olin Browne,54
