RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. (INCHES),TOTAL ROUNDS,AVG DIST.,BEST ROUND
1,0,23541,Ben Crane,88' 1",66572,63,514,2603002538
2,0,01329,Brad Faxon,87' 8",60996,58,501,4902001840
2,0,01378,David Frost,87' 8",64198,61,497,1802002224
4,0,10201,Matt Gogel,86' 10",52113,50,481,0302001980
4,0,22046,Geoff Ogilvy,86' 10",59385,57,483,4603002071
6,0,07749,Brett Quigley,86' 7",65441,63,486,1602002477
7,0,01226,Fred Couples,86' 1",36167,35,476,1704001860
8,0,21806,Paul Gow,85' 11",45357,44,478,3201001954
9,0,02206,David Toms,85' 10",53543,52,471,2701002047
10,0,25692,Akio Sadakata,85' 1",54099,53,469,1701001611
11,0,23125,Brad Elder,84' 9",30509,30,491,2601002142
11,0,06643,Paul Goydos,84' 9",63069,62,481,1401001512
13,0,01569,Peter Jacobsen,84' 7",53788,53,473,2602001790
14,0,24361,Pat Perez,84' 5",59771,59,472,0604001794
15,0,20098,Stuart Appleby,84' 2",54516,54,471,3603001861
15,0,10585,Scott McCarron,84' 2",52527,52,472,3201001704
17,0,01157,Tom Byrum,83' 11",64454,64,484,3201001789
17,0,01457,Jay Haas,83' 11",59388,59,483,2203001931
19,0,20498,Briny Baird,83' 9",78407,78,467,2004001872
19,0,20568,Anthony Painter,83' 9",56255,56,464,4604001924
21,0,10885,Robert Allenby,83' 7",47161,47,458,3602001987
22,0,22913,John Rollins,83' 6",43087,43,470,2002001861
23,0,01948,Tim Petrovic,83' 4",69999,70,474,4003001940
24,0,20593,Greg Chalmers,83' 3",70932,71,468,0301001652
24,0,21961,Charles Howell III,83' 3",73933,74,470,4701001971
26,0,02010,Loren Roberts,83' 2",51921,52,475,4104001873
27,0,01024,Billy Andrade,83' 0",72741,73,473,1304001677
27,0,22892,Jason Gore,83' 0",51816,52,469,2004001710
29,0,20940,Kenichi Kuboya,82' 11",63654,64,465,4404002275
30,0,01766,Billy Mayfair,82' 10",68584,69,464,3701001933
31,0,08375,Paul Stankowski,82' 9",47641,48,459,1702002195
31,0,02214,Kirk Triplett,82' 9",63566,64,471,4302002272
33,0,08337,Mike Heinen,82' 7",60466,61,464,2804002051
34,0,12652,Cameron Beckman,82' 5",59367,60,467,4003001919
35,0,06004,Stephen Ames,82' 3",70074,71,465,3701002164
35,0,06251,Chris DiMarco,82' 3",58235,59,466,4402001905
35,0,11011,Mike Sposa,82' 3",50349,51,465,1003001945
38,0,12782,Tim Herron,82' 0",67925,69,463,3502001805
38,0,23552,Hank Kuehne,82' 0",51166,52,456,2004002093
38,0,01810,Phil Mickelson,82' 0",48216,49,457,1701002100
41,0,10423,Mike Weir,81' 11",49135,50,461,2204001593
42,0,19881,Robert Damron,81' 10",66803,68,456,3701001921
42,0,26420,Richard Johnson,81' 10",57956,59,452,3101001696
44,0,19825,Darren Clarke,81' 9",35298,36,463,4401001512
44,0,10809,Jim Furyk,81' 9",58876,60,457,2102002082
44,0,20663,Brenden Pappas,81' 9",72597,74,465,4204002026
47,0,02246,Duffy Waldorf,81' 8",54858,56,451,2701002029
48,0,10213,Dicky Pride,81' 5",46876,48,457,3804001611
48,0,22293,Heath Slocum,81' 5",73251,75,459,4002002177
50,0,12602,Dean Wilson,81' 2",59391,61,463,3101001797
51,0,12510,Chad Campbell,81' 1",71018,73,453,4903002385
52,0,20229,Stewart Cink,81' 0",71893,74,449,2101001674
53,0,01685,J.L. Lewis,80' 11",60229,62,449,3102001830
54,0,20127,Chris Riley,80' 10",58214,60,458,4301001660
